ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
299	"ENSG00000197813"	"AC011450.1"	chr19	-	49332053	49332320	49332053	49332296	49340230	49340282
304	"ENSG00000232871"	"SEC1P"	chr19	+	48673138	48673267	48673155	48673267	48663196	48663267
308	"ENSG00000063177"	"RPL18"	chr19	-	48615876	48615946	48615876	48615905	48616725	48616824
372	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39435606	39435708
373	"ENSG00000105193"	"RPS16"	chr19	-	39435606	39435708	39435606	39435705	39435847	39435949
388	"ENSG00000189144"	"ZNF573"	chr19	-	37771563	37771696	37771563	37771690	37772937	37772982
398	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36325896	36324923	36325887	36330252	36330492
399	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327170	36324923	36325887	36330252	36330492
400	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325887	36330252	36330492
401	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327275	36324923	36325887	36330252	36330492
408	"ENSG00000126247"	"CAPNS1"	chr19	+	36140996	36141220	36140999	36141220	36140126	36140265
409	"ENSG00000126247"	"CAPNS1"	chr19	+	36140996	36141220	36140999	36141220	36140607	36140913
416	"ENSG00000239382"	"ALKBH6"	chr19	-	36010566	36010683	36010566	36010645	36013020	36013089
425	"ENSG00000161265"	"U2AF1L4"	chr19	-	35742531	35743205	35742531	35742803	35743808	35743904
426	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743208	35743154	35743205	35743808	35743904
427	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743205	35743808	35743904
428	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743208	35743808	35743904
434	"ENSG00000236144"	"TMEM147-AS1"	chr19	-	35542910	35543273	35542910	35543097	35545936	35546029
437	"ENSG00000266964"	"FXYD1"	chr19	+	35140021	35140140	35140075	35140140	35138840	35138894
438	"ENSG00000266964"	"FXYD1"	chr19	+	35139918	35140140	35140075	35140140	35139440	35139588
444	"ENSG00000153885"	"KCTD15"	chr19	+	33798667	33798766	33798670	33798766	33796453	33796525
446	"ENSG00000153885"	"KCTD15"	chr19	+	33798667	33798766	33798670	33798766	33798336	33798390
455	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548861	58548910	58548485	58548592
476	"ENSG00000105705"	"SUGP1"	chr19	-	19303347	19303448	19303347	19303406	19303723	19304043
490	"ENSG00000221983"	"UBA52"	chr19	+	18574869	18575241	18575056	18575241	18573661	18573748
494	"ENSG00000105701"	"FKBP8"	chr19	-	18538215	18538436	18538215	18538433	18541678	18541995
499	"ENSG00000105650"	"PDE4C"	chr19	-	18220402	18220708	18220402	18220515	18220873	18220923
514	"ENSG00000131351"	"HAUS8"	chr19	-	17059996	17060092	17059996	17060089	17069030	17069086
524	"ENSG00000167460"	"TPM4"	chr19	+	16088026	16089120	16089044	16089120	16086422	16086540
527	"ENSG00000186204"	"CYP4F12"	chr19	+	15696160	15696512	15696429	15696512	15685067	15685197
530	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15119165	15119302
538	"ENSG00000104957"	"CCDC130"	chr19	+	13759099	13759272	13759110	13759272	13758867	13759010
545	"ENSG00000105607"	"GCDH"	chr19	+	12897302	12897863	12897702	12897863	12896909	12897013
555	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11345737	11345519	11345628	11346142	11346262
556	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11345737	11345519	11345628	11346333	11346406
560	"ENSG00000127616"	"SMARCA4"	chr19	+	10984120	10984373	10984123	10984373	10961320	10961729
562	"ENSG00000127616"	"SMARCA4"	chr19	+	10984120	10984373	10984123	10984373	10983479	10983711
567	"ENSG00000127616"	"SMARCA4"	chr19	+	11058254	11058363	11058257	11058363	11034913	11035132
570	"ENSG00000127616"	"SMARCA4"	chr19	+	11058254	11058363	11058257	11058363	11056216	11056382
579	"ENSG00000105397"	"TYK2"	chr19	-	10368294	10368418	10368294	10368371	10378213	10378508
588	"ENSG00000188321"	"ZNF559"	chr19	+	9337714	9338017	9337795	9338017	9333014	9333113
592	"ENSG00000099785"	"MARCHF2"	chr19	+	8418536	8418807	8418741	8418807	8413421	8413794
597	"ENSG00000090661"	"CERS4"	chr19	+	8251043	8251249	8251075	8251249	8241340	8241457
617	"ENSG00000031823"	"RANBP3"	chr19	-	5957917	5957973	5957917	5957935	5965732	5965922
649	"ENSG00000008382"	"MPND"	chr19	+	4357252	4357421	4357339	4357421	4354323	4354420
662	"ENSG00000125912"	"NCLN"	chr19	+	3206261	3206425	3206264	3206425	3205938	3206026
669	"ENSG00000130332"	"LSM7"	chr19	-	2324124	2324196	2324124	2324192	2324741	2324906
670	"ENSG00000130332"	"LSM7"	chr19	-	2324124	2324196	2324124	2324192	2325979	2326139
675	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1438892	1438810	1438892	1438418	1438580
684	"ENSG00000115286"	"NDUFS7"	chr19	+	1388524	1388938	1388832	1388938	1387810	1387847
705	"ENSG00000129946"	"SHC2"	chr19	-	422145	422456	422145	422379	425096	425231
706	"ENSG00000129946"	"SHC2"	chr19	-	422145	422456	422145	422379	430683	430747
711	"ENSG00000203896"	"LIME1"	chr20	+	63738007	63738499	63738182	63738499	63737820	63737902
712	"ENSG00000273154"	"AL121845.3"	chr20	+	63737820	63737902	63737844	63737902	63737532	63737647
716	"ENSG00000258366"	"RTEL1"	chr20	+	63689965	63690210	63690086	63690210	63689845	63689865
729	"ENSG00000101194"	"SLC17A9"	chr20	+	62966702	62968597	62967336	62968597	62966524	62966580
730	"ENSG00000101181"	"MTG2"	chr20	+	62200682	62203568	62203083	62203568	62199118	62199257
745	"ENSG00000000419"	"DPM1"	chr20	-	50940864	50940955	50940864	50940933	50941128	50941209
765	"ENSG00000064601"	"CTSA"	chr20	+	45892978	45893145	45893039	45893145	45892724	45892887
810	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771024	36770872	36770977	36771424	36771473
812	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771193	36770872	36771024	36771424	36771473
826	"ENSG00000078699"	"CBFA2T2"	chr20	+	33640340	33640531	33640343	33640531	33636639	33636708
832	"ENSG00000105576"	"TNPO2"	chr19	-	12723248	12723365	12723248	12723360	12723768	12724011
833	"ENSG00000105576"	"TNPO2"	chr19	-	12723248	12723365	12723248	12723360	12723772	12723932
834	"ENSG00000101337"	"TM9SF4"	chr20	+	32141496	32141665	32141540	32141665	32133012	32133126
845	"ENSG00000101294"	"HM13"	chr20	+	31548638	31549114	31549028	31549114	31547447	31547692
846	"ENSG00000101294"	"HM13"	chr20	+	31548964	31549114	31549028	31549114	31548676	31548793
894	"ENSG00000089057"	"SLC23A2"	chr20	-	4970792	4970919	4970792	4970915	5001405	5001510
896	"ENSG00000171867"	"PRNP"	chr20	+	4699210	4701590	4699215	4701590	4686349	4686508
897	"ENSG00000088826"	"SMOX"	chr20	+	4182088	4182848	4182482	4182848	4181802	4181976
899	"ENSG00000101224"	"CDC25B"	chr20	+	3797621	3797749	3797663	3797749	3795738	3795879
914	"ENSG00000101298"	"SNPH"	chr20	+	1295775	1296421	1296324	1296421	1266653	1266760
921	"ENSG00000133313"	"CNDP2"	chr18	+	74499881	74500033	74499936	74500033	74499341	74499375
935	"ENSG00000267040"	"AC027097.1"	chr18	+	57641558	57642052	57641913	57642052	57630349	57630518
974	"ENSG00000186814"	"ZSCAN30"	chr18	-	35267475	35267682	35267475	35267679	35290083	35290232
978	"ENSG00000154059"	"IMPACT"	chr18	+	24450778	24453531	24453149	24453531	24449818	24449953
1005	"ENSG00000101639"	"CEP192"	chr18	+	13038369	13038579	13038514	13038579	13037236	13037301
1006	"ENSG00000101639"	"CEP192"	chr18	+	13057584	13059312	13059081	13059312	13055779	13056698
1008	"ENSG00000101639"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13113585	13113705
1009	"ENSG00000101639"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13114129	13114251
1010	"ENSG00000175354"	"PTPN2"	chr18	-	12817155	12817365	12817155	12817265	12821335	12821425
1040	"ENSG00000169718"	"DUS1L"	chr17	-	82060700	82060783	82060700	82060780	82060860	82060961
1043	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036543	82036643
1044	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036720	82036763
1093	"ENSG00000214087"	"ARL16"	chr17	-	81682033	81683126	81682033	81682675	81683535	81683594
1098	"ENSG00000173818"	"ENDOV"	chr17	+	80422139	80422245	80422205	80422245	80421827	80421962
1100	"ENSG00000181045"	"SLC26A11"	chr17	+	80221417	80221794	80221547	80221794	80219698	80219988
1118	"ENSG00000129657"	"SEC14L1"	chr17	+	77142645	77142750	77142649	77142750	77141069	77141107
1123	"ENSG00000100348"	"TXN2"	chr22	-	36480574	36480837	36480574	36480787	36481142	36481340
1162	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248034	68248058
1163	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248057	68248086
1164	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248074	68248110
1169	"ENSG00000256525"	"POLG2"	chr17	-	64482918	64482999	64482918	64482974	64483389	64483506
1170	"ENSG00000256525"	"POLG2"	chr17	-	64482918	64482999	64482918	64482974	64483963	64485868
1181	"ENSG00000136490"	"LIMD2"	chr17	-	63699256	63699395	63699256	63699348	63700368	63700685
1184	"ENSG00000008283"	"CYB561"	chr17	-	63437345	63437560	63437345	63437484	63445897	63446184
1187	"ENSG00000062716"	"VMP1"	chr17	+	59838294	59838397	59838311	59838397	59837854	59838212
1189	"ENSG00000108384"	"RAD51C"	chr17	+	58732480	58732544	58732483	58732544	58720745	58720812
1215	"ENSG00000006282"	"SPATA20"	chr17	+	50549984	50550312	50550207	50550312	50549042	50549186
1239	"ENSG00000108433"	"GOSR2"	chr17	+	46929519	46929584	46929523	46929584	46923187	46923269
1255	"ENSG00000267278"	"MAP3K14-AS1"	chr17	+	45255134	45255218	45255137	45255218	45249533	45249632
1262	"ENSG00000186566"	"GPATCH8"	chr17	-	44467096	44467202	44467096	44467114	44473724	44473759
1272	"ENSG00000213297"	"ZNF625-ZNF20"	chr19	-	12142640	12142736	12142640	12142715	12147394	12147455
1284	"ENSG00000033627"	"ATP6V0A1"	chr17	+	42477638	42477742	42477659	42477742	42468009	42468107
1288	"ENSG00000168259"	"DNAJC7"	chr17	-	41983562	41983636	41983562	41983617	41988731	41988896
1302	"ENSG00000108298"	"RPL19"	chr17	+	39202316	39203109	39202988	39203109	39201212	39201319
1304	"ENSG00000161381"	"PLXDC1"	chr17	-	39079103	39079528	39079103	39079164	39087606	39087702
1307	"ENSG00000277363"	"SRCIN1"	chr17	-	38568210	38568234	38568210	38568231	38574875	38574974
1309	"ENSG00000276234"	"TADA2A"	chr17	+	37440504	37440662	37440508	37440662	37426949	37427009
1311	"ENSG00000275700"	"AATF"	chr17	+	37056600	37056871	37056605	37056871	37031613	37031685
1313	"ENSG00000276070"	"CCL4L2"	chr17	+	36211775	36212878	36212481	36212878	36211062	36211217
1315	"ENSG00000276070"	"CCL4L2"	chr17	+	36212292	36212878	36212481	36212878	36211062	36211217
1317	"ENSG00000276070"	"CCL4L2"	chr17	+	36212481	36212878	36212496	36212878	36211062	36211217
1333	"ENSG00000118046"	"STK11"	chr19	+	1220372	1220717	1220580	1220717	1219323	1219413
1347	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740088	35739709	35739769	35740981	35741104
1348	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740086	35739709	35739769	35741023	35741223
1349	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740088	35739709	35739769	35741023	35741223
1350	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740088	35739709	35740086	35741023	35741223
1370	"ENSG00000109113"	"RAB34"	chr17	-	28717212	28717425	28717212	28717291	28718369	28718429
1378	"ENSG00000109103"	"UNC119"	chr17	-	28548591	28548705	28548591	28548656	28552064	28552092
1403	"ENSG00000131899"	"LLGL1"	chr17	+	18240577	18241999	18241884	18241999	18238455	18238609
1409	"ENSG00000141030"	"COPS3"	chr17	-	17267884	17268045	17267884	17267977	17270895	17271008
1419	"ENSG00000236088"	"COX10-AS1"	chr17	-	13892724	13892842	13892724	13892839	13898608	13898732
1422	"ENSG00000263400"	"TMEM220-AS1"	chr17	+	10736601	10736638	10736604	10736638	10729809	10729876
1433	"ENSG00000178921"	"PFAS"	chr17	+	8256266	8256648	8256523	8256648	8255804	8255910
1444	"ENSG00000170037"	"CNTROB"	chr17	+	7949081	7949157	7949084	7949157	7948486	7948685
1450	"ENSG00000161955"	"TNFSF13"	chr17	+	7559845	7559893	7559850	7559893	7559067	7559297
1457	"ENSG00000187838"	"PLSCR3"	chr17	-	7392790	7392952	7392790	7392880	7393466	7393509
1477	"ENSG00000161939"	"RNASEK-C17orf49"	chr17	+	7017256	7017520	7017260	7017520	7016494	7016685
1501	"ENSG00000129219"	"PLD2"	chr17	+	4807983	4808416	4808273	4808416	4807771	4807881
1507	"ENSG00000083454"	"P2RX5"	chr17	-	3688625	3688759	3688625	3688676	3689491	3689630
1529	"ENSG00000140995"	"DEF8"	chr16	+	89954242	89954376	89954288	89954376	89949564	89949638
1537	"ENSG00000141002"	"TCF25"	chr16	+	89893727	89893858	89893788	89893858	89892192	89892275
1538	"ENSG00000141002"	"TCF25"	chr16	+	89895037	89895137	89895082	89895137	89892192	89892275
1540	"ENSG00000158805"	"ZNF276"	chr16	+	89723136	89723709	89723259	89723709	89722530	89722834
1542	"ENSG00000185324"	"CDK10"	chr16	+	89693273	89693467	89693397	89693467	89692448	89692516
1545	"ENSG00000167526"	"RPL13"	chr16	+	89561226	89561751	89561577	89561751	89560939	89561063
1547	"ENSG00000167526"	"RPL13"	chr16	+	89561577	89561751	89561595	89561751	89560939	89561063
1548	"ENSG00000167526"	"RPL13"	chr16	+	89561577	89561751	89561595	89561751	89561226	89561368
1550	"ENSG00000197912"	"SPG7"	chr16	+	89529476	89530808	89530682	89530808	89512947	89513037
1571	"ENSG00000167522"	"ANKRD11"	chr16	-	89316932	89317078	89316932	89317075	89361494	89361677
1574	"ENSG00000259803"	"SLC22A31"	chr16	-	89198651	89198840	89198651	89198797	89199022	89199191
1575	"ENSG00000103335"	"PIEZO1"	chr16	-	88715932	88716119	88715932	88715977	88716197	88716277
1579	"ENSG00000167508"	"MVD"	chr16	-	88657435	88658029	88657435	88657582	88658649	88658720
1580	"ENSG00000051523"	"CYBA"	chr16	-	88646115	88646838	88646115	88646197	88647100	88647175
1595	"ENSG00000103121"	"CMC2"	chr16	-	80998284	80998354	80998284	80998351	81001247	81001334
1609	"ENSG00000262583"	"TMEM231P1"	chr16	-	75505154	75505375	75505154	75505283	75516202	75516280
1640	"ENSG00000090861"	"AARS1"	chr16	-	70255727	70258217	70255727	70255836	70261043	70261157
1641	"ENSG00000090861"	"AARS1"	chr16	-	70258032	70259186	70258032	70258217	70261043	70261157
1669	"ENSG00000159714"	"ZDHHC1"	chr16	-	67395001	67395221	67395001	67395062	67395483	67395566
1670	"ENSG00000159708"	"LRRC36"	chr16	+	67375246	67375412	67375257	67375412	67365303	67365355
1686	"ENSG00000140939"	"NOL3"	chr16	+	67173861	67174046	67174007	67174046	67171151	67171457
1694	"ENSG00000125149"	"C16orf70"	chr16	+	67110118	67110239	67110144	67110239	67109961	67110004
1709	"ENSG00000103042"	"SLC38A7"	chr16	-	58675939	58676121	58675939	58676022	58676288	58676346
1710	"ENSG00000103042"	"SLC38A7"	chr16	-	58675939	58676121	58675939	58676054	58676288	58676346
1711	"ENSG00000103042"	"SLC38A7"	chr16	-	58675939	58676346	58675939	58676121	58677325	58677577
1737	"ENSG00000125170"	"DOK4"	chr16	-	57479441	57479688	57479441	57479685	57480294	57480377
1738	"ENSG00000125170"	"DOK4"	chr16	-	57479441	57479688	57479441	57479685	57480329	57480417
1739	"ENSG00000125170"	"DOK4"	chr16	-	57479441	57479688	57479441	57479685	57486304	57486493
1740	"ENSG00000125170"	"DOK4"	chr16	-	57479441	57479688	57479441	57479685	57487095	57487139
1744	"ENSG00000102931"	"ARL2BP"	chr16	+	57249766	57249852	57249779	57249852	57246079	57246141
1745	"ENSG00000172775"	"PSME3IP1"	chr16	-	57173727	57173869	57173727	57173796	57185824	57186040
1762	"ENSG00000121281"	"ADCY7"	chr16	+	50287881	50288350	50287911	50288350	50266550	50266587
1763	"ENSG00000121274"	"TENT4B"	chr16	+	50225097	50225285	50225238	50225285	50224890	50224994
1777	"ENSG00000131797"	"CLUHP3"	chr16	+	31704154	31704390	31704219	31704390	31703167	31703363
1784	"ENSG00000099385"	"BCL7C"	chr16	-	30892585	30892747	30892585	30892714	30893211	30893290
1785	"ENSG00000103549"	"RNF40"	chr16	+	30769185	30769600	30769474	30769600	30768837	30768987
1794	"ENSG00000160014"	"CALM3"	chr19	+	46608481	46608981	46608923	46608981	46608196	46608327
1806	"ENSG00000169592"	"INO80E"	chr16	+	30004554	30004657	30004567	30004657	30003649	30003670
1807	"ENSG00000169592"	"INO80E"	chr16	+	30004554	30004657	30004567	30004657	30003649	30003714
1814	"ENSG00000174939"	"ASPHD1"	chr16	+	29901551	29901920	29901743	29901920	29900374	29900566
1815	"ENSG00000174939"	"ASPHD1"	chr16	+	29901551	29901920	29901743	29901920	29900378	29900741
1816	"ENSG00000174939"	"ASPHD1"	chr16	+	29901551	29901920	29901743	29901920	29900881	29900920
1823	"ENSG00000261740"	"BOLA2-SMG1P6"	chr16	-	29446801	29447026	29446801	29446922	29452108	29454113
1832	"ENSG00000178188"	"SH2B1"	chr16	+	28867330	28867432	28867373	28867432	28866011	28867033
1843	"ENSG00000168488"	"ATXN2L"	chr16	+	28836727	28837237	28836750	28837237	28836325	28836490
1846	"ENSG00000188603"	"CLN3"	chr16	-	28487455	28488662	28487455	28487541	28491481	28491560
1870	"ENSG00000103534"	"TMC5"	chr16	+	19460234	19460334	19460239	19460334	19449541	19449631
1872	"ENSG00000170540"	"ARL6IP1"	chr16	-	18797924	18798044	18797924	18797952	18798722	18798834
1884	"ENSG00000179583"	"CIITA"	chr16	+	10908982	10909187	10909028	10909187	10906498	10908149
1888	"ENSG00000153048"	"CARHSP1"	chr16	-	8860104	8860309	8860104	8860218	8868965	8869012
1890	"ENSG00000140650"	"PMM2"	chr16	+	8802080	8802389	8802289	8802389	8801798	8801910
1891	"ENSG00000140650"	"PMM2"	chr16	+	8802260	8802389	8802289	8802389	8801798	8801910
1930	"ENSG00000008517"	"IL32"	chr16	+	3065780	3065826	3065783	3065826	3065630	3065655
1932	"ENSG00000008517"	"IL32"	chr16	+	3068989	3069551	3069280	3069551	3068179	3068239
1992	"ENSG00000162004"	"CCDC78"	chr16	-	724910	725145	724910	724989	725236	725293
1993	"ENSG00000140983"	"RHOT2"	chr16	+	668352	668411	668357	668411	668104	668154
1998	"ENSG00000140983"	"RHOT2"	chr16	+	668655	668699	668658	668699	668487	668569
2012	"ENSG00000242612"	"DECR2"	chr16	+	410208	410367	410242	410367	406345	406397
2020	"ENSG00000007384"	"RHBDF1"	chr16	-	58973	59127	58973	59093	59248	59349
2021	"ENSG00000007384"	"RHBDF1"	chr16	-	58973	59127	58973	59093	59298	59349
2022	"ENSG00000007384"	"RHBDF1"	chr16	-	58973	59349	58973	59127	59418	59494
2033	"ENSG00000168904"	"LRRC28"	chr15	+	99333922	99334129	99334017	99334129	99326512	99326588
2034	"ENSG00000103852"	"TTC23"	chr15	-	99139316	99139576	99139316	99139399	99139695	99139744
2038	"ENSG00000167491"	"GATAD2A"	chr19	+	19465339	19465614	19465344	19465614	19427695	19427992
2039	"ENSG00000167491"	"GATAD2A"	chr19	+	19465339	19465614	19465344	19465614	19457111	19457229
2053	"ENSG00000214432"	"VPS33B-DT"	chr15	+	91029880	91030241	91030130	91030241	91023312	91023594
2059	"ENSG00000196547"	"MAN2A2"	chr15	+	90905844	90906016	90905921	90906016	90905578	90905723
2065	"ENSG00000196547"	"MAN2A2"	chr15	+	90918193	90918388	90918234	90918388	90916122	90916256
2067	"ENSG00000182511"	"FES"	chr15	+	90885036	90885258	90885041	90885258	90884503	90884639
2069	"ENSG00000182511"	"FES"	chr15	+	90891499	90891676	90891553	90891676	90890981	90891191
2087	"ENSG00000140521"	"POLG"	chr15	-	89320765	89321260	89320765	89321012	89321735	89321853
2104	"ENSG00000259511"	"UBE2Q2L"	chr15	+	84173978	84174157	84174007	84174157	84172492	84172585
2157	"ENSG00000140474"	"ULK3"	chr15	-	74842279	74842449	74842279	74842417	74842534	74842676
2158	"ENSG00000140474"	"ULK3"	chr15	-	74842279	74842449	74842279	74842420	74842534	74842676
2178	"ENSG00000245750"	"DRAIC"	chr15	+	69671725	69671907	69671739	69671907	69592212	69592313
2179	"ENSG00000245750"	"DRAIC"	chr15	+	69671725	69671907	69671739	69671907	69628738	69628872
2181	"ENSG00000259426"	"AC027237.3"	chr15	-	69396903	69397799	69396903	69397748	69414151	69415029
2185	"ENSG00000174444"	"RPL4"	chr15	-	66502611	66502871	66502611	66502750	66503357	66503529
2186	"ENSG00000174444"	"RPL4"	chr15	-	66502611	66503164	66502611	66502750	66503357	66503529
2192	"ENSG00000166794"	"PPIB"	chr15	-	64160103	64160197	64160103	64160193	64162040	64162154
2203	"ENSG00000137878"	"GCOM1"	chr15	+	57708713	57709358	57709184	57709358	57706491	57706955
2206	"ENSG00000131473"	"ACLY"	chr17	-	41913714	41913900	41913714	41913896	41930357	41930542
2237	"ENSG00000242028"	"HYPK"	chr15	+	43801517	43804427	43801710	43804427	43800598	43800784
2240	"ENSG00000205771"	"CATSPER2P1"	chr15	-	43745021	43745170	43745021	43745167	43746047	43746302
2241	"ENSG00000205771"	"CATSPER2P1"	chr15	-	43745021	43745170	43745021	43745167	43746213	43746285
2242	"ENSG00000205771"	"CATSPER2P1"	chr15	-	43745021	43745170	43745021	43745167	43746530	43747094
2251	"ENSG00000168781"	"PPIP5K1"	chr15	-	43584357	43584621	43584357	43584532	43584798	43584892
2252	"ENSG00000168781"	"PPIP5K1"	chr15	-	43584357	43584621	43584357	43584589	43584798	43584892
2262	"ENSG00000140326"	"CDAN1"	chr15	-	42735874	42736081	42735874	42736078	42736301	42736780
2267	"ENSG00000168970"	"JMJD7-PLA2G4B"	chr15	+	41834739	41835223	41834969	41835223	41828115	41828188
2274	"ENSG00000062524"	"LTK"	chr15	-	41508068	41508236	41508068	41508221	41509030	41509129
2328	"ENSG00000114062"	"UBE3A"	chr15	-	25333727	25340228	25333727	25339257	25354352	25354426
2330	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407262	25407066	25407137	25408571	25408684
2337	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407262	25407066	25407137	25409087	25409207
2338	"ENSG00000128739"	"SNRPN"	chr15	+	24974310	24974456	24974386	24974456	24962113	24962209
2339	"ENSG00000128739"	"SNRPN"	chr15	+	24974310	24974456	24974397	24974456	24962113	24962209
2340	"ENSG00000128739"	"SNRPN"	chr15	+	24974386	24974456	24974397	24974456	24962113	24962209
2350	"ENSG00000259905"	"PWRN1"	chr15	+	24547154	24547396	24547329	24547396	24535696	24535806
2363	"ENSG00000226777"	"FAM30A"	chr14	+	105922198	105922344	105922202	105922344	105921062	105921248
2366	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249327	50249454
2370	"ENSG00000092758"	"COL9A3"	chr20	+	62836186	62836532	62836477	62836532	62835920	62835953
2463	"ENSG00000197249"	"SERPINA1"	chr14	-	94388559	94388663	94388559	94388660	94390419	94390692
2466	"ENSG00000171469"	"ZNF561"	chr19	-	9617044	9617226	9617044	9617171	9619431	9619582
2480	"ENSG00000100764"	"PSMC1"	chr14	+	90263661	90263847	90263800	90263847	90263317	90263442
2504	"ENSG00000119684"	"MLH3"	chr14	-	75030542	75030715	75030542	75030702	75032067	75032179
2517	"ENSG00000205659"	"LIN52"	chr14	+	74091231	74091306	74091237	74091306	74084962	74084993
2520	"ENSG00000119723"	"COQ6"	chr14	+	73958146	73959078	73958970	73959078	73955804	73955928
2542	"ENSG00000139990"	"DCAF5"	chr14	-	69118138	69118275	69118138	69118194	69119193	69119230
