ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	"ENSG00000166979"	"EVA1C"	chr21	+	32495026	32495170	32501414	32501495	32467695	32467848	32514813	32515389	17	0,29,0,0,0	0,1,0,0,0	0,0,0,0,145,0,2,0,0,0,671,0,0,0,92,40	0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0	293	230	1	1.0	NA,0.958,NA,NA,NA	NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,0.971,NA,NA,NA,1.0,1.0	-0.036
18	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32584160	32584305	32587312	32587477	32582199	32582415	32603160	32603292	18	0,0,0,0,0	0,26,0,0,2	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6	298	294	1	1.0	NA,0.0,NA,NA,0.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA,0.0	-0.041
19	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32584160	32584305	32602271	32602367	32582199	32582415	32603160	32603292	19	0,135,0,0,0	0,26,0,0,2	0,0,0,0,372,0,0,2,0,0,383,0,0,0,145,38	0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6	245	294	1	1.0	NA,0.862,NA,NA,0.0	NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,0.977,NA,NA,NA,1.0,0.884	-0.541
20	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32587312	32587477	32602271	32602367	32582199	32582415	32603160	32603292	20	0,135,0,0,0	0,0,0,0,0	0,0,0,0,372,0,0,2,0,0,383,0,0,0,145,38	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	245	298	1	1.0	NA,1.0,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,0.998,NA,NA,NA,1.0,1.0	0.0
21	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32607648	32607716	32609837	32610005	32604124	32604283	32612104	32612146	21	0,85,0,0,2	0,52,0,0,0	0,0,0,0,300,0,0,0,0,0,470,0,0,0,112,34	0,0,0,0,129,0,0,0,0,0,192,0,0,0,91,8	298	217	1	1.0	NA,0.543,NA,NA,1.0	NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,0.641,NA,NA,NA,0.473,0.756	0.147
22	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31666448	31666518	31659692	31659841	31667257	31667375	22	0,9449,0,0,54	0,7917,4,0,9	0,0,0,0,3051,0,0,17,6,22,6063,0,0,0,590,430	0,0,0,0,1360,4,2,8,0,0,2497,0,0,0,1019,321	246	219	1	1.0	NA,0.515,0.0,NA,0.842	NA,NA,NA,NA,0.666,0.0,0.0,0.654,1.0,1.0,0.684,NA,NA,NA,0.34,0.544	-0.091
24	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25749035	25749120	25741572	25741675	25751988	25752234	24	0,1,0,0,0	0,5,0,0,2	0,0,0,0,101,0,0,0,2,0,67,0,0,0,38,6	0,0,0,0,25,0,0,2,0,0,55,0,0,0,63,5	294	234	1	1.0	NA,0.137,NA,NA,0.0	NA,NA,NA,NA,0.763,NA,NA,0.0,1.0,NA,0.492,NA,NA,NA,0.324,0.489	-0.443
29	"ENSG00000215386"	"MIR99AHG"	chr21	+	16231055	16231115	16391613	16391685	16181590	16181687	16487489	16488346	29	0,0,0,0,0	0,11,0,0,0	0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,4	209	221	1	1.0	NA,0.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,0.029,0.0	-0.263
33	"ENSG00000215386"	"MIR99AHG"	chr21	+	16352128	16352273	16383159	16383304	16231055	16231115	16391613	16391685	33	0,0,0,0,0	0,3,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0	294	294	1	1.0	NA,0.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,NA	-0.081
37	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16594339	16594454	16487489	16487538	16606993	16607087	37	0,38,6,0,0	0,2,0,0,0	0,0,0,0,58,2,0,0,0,0,40,0,0,0,54,9	0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0	210	264	1	1.0	NA,0.96,1.0,NA,NA	NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,0.878,NA,NA,NA,0.85,1.0	0.034
45	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6492197	6493043	6493110	6487362	6487412	6495992	6496080	45	0,2,0,0,0	0,0,0,0,0	0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1	0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0	216	216	1	1.0	NA,1.0,NA,NA,NA	NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,1.0	0.49
47	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135	47	0,11,0,0,0	0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,5,0,0,0,53,5	0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,1	275	298	1	1.0	NA,1.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376,NA,NA,NA,0.723,0.844	0.352
48	"ENSG00000184164"	"CRELD2"	chr22	+	49923233	49923317	49924359	49924455	49922611	49922707	49925416	49925557	48	0,329,0,0,0	0,290,0,0,0	0,0,0,0,333,0,0,0,0,0,931,0,0,0,3,18	0,0,0,0,356,0,0,0,0,0,812,0,0,0,86,39	233	245	1	1.0	NA,0.544,NA,NA,NA	NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA,0.547,NA,NA,NA,0.035,0.327	0.193
49	"ENSG00000054611"	"TBC1D22A"	chr22	+	46797443	46797620	46878652	46878723	46793500	46793841	46891265	46891394	49	0,55,0,0,0	0,28,0,0,0	0,0,0,0,109,0,0,0,0,0,152,0,0,0,0,27	0,0,0,0,76,0,0,0,0,0,66,0,0,0,3,24	298	220	1	1.0	NA,0.592,NA,NA,NA	NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,0.63,NA,NA,NA,0.0,0.454	0.192
50	"ENSG00000054611"	"TBC1D22A"	chr22	+	46912073	46912188	46974289	46974399	46894783	46894846	46997633	46997709	50	0,44,0,0,0	0,98,0,0,0	0,0,0,0,79,0,0,0,0,0,97,0,0,0,65,4	0,0,0,0,231,0,0,0,0,0,145,0,0,0,0,9	264	259	1	1.0	NA,0.306,NA,NA,NA	NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,0.396,NA,NA,NA,1.0,0.304	-0.182
51	"ENSG00000054611"	"TBC1D22A"	chr22	+	46913333	46913446	46974289	46974399	46912073	46912188	46997633	46997709	51	0,4,0,0,0	0,149,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,294,2,0,0,0,0,235,0,0,0,9,11	262	259	1	1.0	NA,0.026,NA,NA,NA	NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.082	0.01
52	"ENSG00000054611"	"TBC1D22A"	chr22	+	46974289	46974399	46997633	46997709	46912073	46912188	47037070	47037198	52	0,47,0,0,0	0,60,0,0,0	0,0,0,0,41,2,0,0,0,0,77,0,0,0,9,0	0,0,0,0,52,0,0,0,0,0,79,0,0,0,22,1	259	225	1	1.0	NA,0.405,NA,NA,NA	NA,NA,NA,NA,0.407,1.0,NA,NA,NA,NA,0.459,NA,NA,NA,0.262,0.0	-0.021
53	"ENSG00000054611"	"TBC1D22A"	chr22	+	46997633	46997709	47037070	47037198	46974289	46974399	47111507	47111603	53	0,24,0,0,0	0,98,0,0,0	0,0,0,0,102,0,0,0,0,0,70,0,0,0,0,13	0,0,0,0,188,0,0,0,0,0,139,0,0,0,29,22	225	277	1	1.0	NA,0.232,NA,NA,NA	NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,0.383,NA,NA,NA,0.0,0.421	-0.069
54	"ENSG00000248405"	"PRR5-ARHGAP8"	chr22	+	44714590	44714671	44725243	44725292	44702232	44702608	44726576	44726634	54	0,34,0,0,0	0,44,0,0,0	0,0,0,0,0,0,0,0,0,0,43,0,0,0,2,12	0,0,0,0,23,0,0,0,0,0,18,0,0,0,9,1	230	198	1	1.0	NA,0.399,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.673,NA,NA,NA,0.161,0.912	-0.037
55	"ENSG00000188677"	"PARVB"	chr22	+	44147860	44147922	44151482	44151551	44140123	44140143	44157981	44158083	55	0,48,0,0,0	0,58,0,0,0	0,0,0,0,162,0,0,0,0,0,97,0,0,0,3,0	0,0,0,0,126,0,2,0,0,0,95,0,0,0,13,1	211	218	1	1.0	NA,0.461,NA,NA,NA	NA,NA,NA,NA,0.571,NA,0.0,NA,NA,NA,0.513,NA,NA,NA,0.193,0.0	0.206
57	"ENSG00000100401"	"RANGAP1"	chr22	-	41261445	41261580	41264663	41264843	41257947	41258106	41268096	41268156	57	0,197,0,0,0	0,316,0,0,0	0,0,0,0,226,0,0,0,0,2,589,0,0,0,84,18	0,0,0,0,411,0,0,0,0,0,639,0,0,0,123,51	298	284	1	1.0	NA,0.373,NA,NA,NA	NA,NA,NA,NA,0.344,NA,NA,NA,NA,1.0,0.468,NA,NA,NA,0.394,0.252	-0.119
58	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40964046	40964117	40951377	40951476	40967798	40967884	58	0,268,0,0,0	0,557,0,0,0	0,0,0,0,769,0,0,0,0,0,823,0,0,0,198,0	0,0,0,0,965,2,0,2,0,0,707,0,0,0,332,3	228	220	1	1.0	NA,0.317,NA,NA,NA	NA,NA,NA,NA,0.435,0.0,NA,0.0,NA,NA,0.529,NA,NA,NA,0.365,0.0	0.096
59	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40967798	40967884	40951377	40951476	40972475	40973309	59	0,279,0,0,0	0,686,0,0,0	0,0,0,0,759,0,0,0,0,0,808,0,0,0,200,0	0,0,0,0,1339,0,0,3,0,4,555,0,0,0,417,0	228	235	1	1.0	NA,0.295,NA,NA,NA	NA,NA,NA,NA,0.369,NA,NA,0.0,NA,0.0,0.6,NA,NA,NA,0.331,NA	0.035
60	"ENSG00000100387"	"RBX1"	chr22	+	40964046	40964117	40967798	40967884	40953554	40953633	40972475	40973309	60	0,340,0,0,0	0,676,0,0,0	0,0,0,0,1202,0,0,2,0,2,662,0,0,0,252,9	0,0,0,0,1349,0,0,3,0,4,564,0,0,0,408,0	220	235	1	1.0	NA,0.349,NA,NA,NA	NA,NA,NA,NA,0.488,NA,NA,0.416,NA,0.348,0.556,NA,NA,NA,0.398,1.0	-0.185
62	"ENSG00000100372"	"SLC25A17"	chr22	-	40784512	40784604	40792524	40792676	40779008	40779125	40794513	40794580	62	0,63,6,0,0	0,1,0,0,0	0,0,0,0,167,2,0,0,0,0,235,0,0,0,104,6	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	298	241	1	1.0	NA,0.981,1.0,NA,NA	NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,0.99,NA,NA,NA,1.0,1.0	-0.008
63	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083	63	0,6,0,0,0	0,33,6,0,0	0,0,0,0,0,0,0,0,0,0,39,0,0,0,22,18	0,0,0,0,130,2,0,0,0,0,98,0,0,0,62,1	216	298	1	1.0	NA,0.201,0.0,NA,NA	NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.354,NA,NA,NA,0.329,0.961	-0.228
64	"ENSG00000100242"	"SUN2"	chr22	-	38748712	38748783	38749765	38749859	38745683	38745811	38750224	38750314	64	0,145,0,0,0	0,69,0,0,0	0,0,0,0,218,0,0,0,0,0,423,0,0,0,11,15	0,0,0,0,71,0,0,0,0,0,212,0,0,0,45,14	243	220	1	1.0	NA,0.655,NA,NA,NA	NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,0.644,NA,NA,NA,0.181,0.492	0.142
65	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38665545	38665685	38656675	38656750	38668016	38668132	65	0,8,0,0,0	0,17,0,0,0	0,0,0,0,41,0,0,2,0,0,49,0,0,0,0,4	0,0,0,0,50,0,0,0,0,0,46,0,0,0,2,0	298	289	1	1.0	NA,0.313,NA,NA,NA	NA,NA,NA,NA,0.443,NA,NA,1.0,NA,NA,0.508,NA,NA,NA,0.0,1.0	-0.277
67	"ENSG00000100129"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851490	37862968	37863038	67	0,84,4,0,0	0,130,1,0,0	0,0,0,0,705,0,4,4,0,0,462,0,0,0,411,41	0,0,0,0,525,0,0,0,0,0,428,0,0,0,416,8	229	211	1	1.0	NA,0.373,0.787,NA,NA	NA,NA,NA,NA,0.553,NA,1.0,1.0,NA,NA,0.499,NA,NA,NA,0.477,0.825	-0.146
68	"ENSG00000100129"	"EIF3L"	chr22	+	37877673	37878171	37886764	37886845	37875840	37876011	37888425	37888479	68	0,743,2,0,0	0,920,2,0,0	0,0,0,0,1537,0,0,4,0,0,1203,0,0,0,1010,133	0,0,0,0,1192,0,0,1,0,0,687,0,0,0,574,89	298	230	1	1.0	NA,0.384,0.436,NA,NA	NA,NA,NA,NA,0.499,NA,NA,0.755,NA,NA,0.575,NA,NA,NA,0.576,0.536	-0.178
69	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833109	37833158	37833206	37832636	37832744	37833683	37833755	69	0,2,0,0,2	0,53,0,0,0	0,0,0,0,80,0,0,0,0,0,54,0,0,0,8,3	0,0,0,0,240,0,0,0,0,0,136,0,0,0,27,13	197	298	1	1.0	NA,0.054,NA,NA,1.0	NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,0.375,NA,NA,NA,0.309,0.259	0.208
70	"ENSG00000128340"	"RAC2"	chr22	-	37231931	37231994	37232800	37232918	37231230	37231390	37241586	37241658	70	0,128,0,0,0	0,76,0,0,0	0,0,0,0,477,0,0,0,0,0,195,0,0,0,1,10	0,0,0,0,260,0,0,0,0,0,101,0,0,0,5,3	267	212	1	1.0	NA,0.572,NA,NA,NA	NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,0.605,NA,NA,NA,0.137,0.726	0.057
71	"ENSG00000100365"	"NCF4"	chr22	+	36864918	36865072	36867391	36867462	36860987	36861203	36870414	36870542	71	0,0,0,0,0	0,86,0,0,0	0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,296,0,0,0,0,0,45,0,0,0,8,16	298	220	1	1.0	NA,0.0,NA,NA,NA	NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,0.016,NA,NA,NA,0.0,0.0	-0.007
78	"ENSG00000133424"	"LARGE1"	chr22	-	33283201	33283348	33304228	33304507	33277059	33277255	33316084	33316248	78	0,10,0,0,0	0,22,0,0,0	0,0,0,0,21,0,0,0,0,0,35,0,0,0,3,0	0,0,0,0,14,0,0,0,0,0,19,0,0,0,5,2	298	296	1	1.0	NA,0.311,NA,NA,NA	NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,0.647,NA,NA,NA,0.373,0.0	-0.094
79	"ENSG00000133424"	"LARGE1"	chr22	-	33304228	33304507	33316084	33316248	33283201	33283348	33337645	33337801	79	0,0,0,0,0	0,13,0,0,0	0,0,0,0,0,0,0,2,0,0,38,0,0,0,24,1	0,0,0,0,15,0,0,0,0,0,39,0,0,0,12,0	298	298	1	1.0	NA,0.0,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,0.494,NA,NA,NA,0.667,1.0	-0.632
80	"ENSG00000133424"	"LARGE1"	chr22	-	33316084	33316248	33337645	33337801	33304228	33304507	33381918	33382044	80	0,9,0,0,0	0,10,0,0,0	0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,1	0,0,0,0,21,0,0,0,0,0,35,0,0,0,3,0	298	298	1	1.0	NA,0.474,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.444,NA,NA,NA,0.4,1.0	0.013
81	"ENSG00000133424"	"LARGE1"	chr22	-	33337645	33337801	33381918	33382044	33316084	33316248	33384191	33384304	81	0,26,0,0,2	0,0,0,0,0	0,0,0,0,12,0,0,0,0,0,28,0,0,0,26,0	0,0,0,0,0,0,0,2,0,0,38,0,0,0,24,1	275	298	1	1.0	NA,1.0,NA,NA,1.0	NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,0.444,NA,NA,NA,0.54,0.0	0.603
82	"ENSG00000100150"	"DEPDC5"	chr22	+	31806121	31806191	31809610	31809647	31804841	31804915	31810520	31810641	82	0,5,0,0,0	0,0,0,0,0	0,0,0,0,10,2,0,0,0,0,1,0,0,0,10,2	0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1	219	186	1	1.0	NA,1.0,NA,NA,NA	NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,0.108,NA,NA,NA,0.809,0.629	0.291
83	"ENSG00000100150"	"DEPDC5"	chr22	+	31876086	31876265	31879524	31879752	31874272	31874405	31893581	31893751	83	0,0,0,0,0	0,55,0,0,0	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,23,0,0,0,0,0,25,0,0,0,1,7	298	298	1	1.0	NA,0.0,NA,NA,NA	NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0	-0.058
84	"ENSG00000100150"	"DEPDC5"	chr22	+	31876156	31876265	31879524	31879752	31874272	31874405	31893581	31893751	84	0,31,0,0,0	0,55,0,0,0	0,0,0,0,42,0,0,0,0,0,28,0,0,0,14,7	0,0,0,0,23,0,0,0,0,0,25,0,0,0,1,7	258	298	1	1.0	NA,0.394,NA,NA,NA	NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,0.564,NA,NA,NA,0.942,0.536	-0.286
85	"ENSG00000100150"	"DEPDC5"	chr22	+	31897481	31897653	31901741	31901802	31893581	31893751	31905983	31906066	85	0,56,0,0,0	0,16,0,0,0	0,0,0,0,23,0,0,2,0,0,18,0,0,0,24,5	0,0,0,0,11,0,0,0,0,0,18,0,0,0,10,0	298	210	1	1.0	NA,0.712,NA,NA,NA	NA,NA,NA,NA,0.596,NA,NA,1.0,NA,NA,0.413,NA,NA,NA,0.628,1.0	-0.015
86	"ENSG00000185721"	"DRG1"	chr22	+	31400619	31400743	31411011	31411081	31399603	31399725	31420255	31420425	86	0,155,0,0,0	0,82,0,0,0	0,0,0,0,393,0,0,0,0,0,512,0,0,0,237,4	0,0,0,0,170,0,0,1,0,0,215,0,0,0,107,28	273	219	1	1.0	NA,0.603,NA,NA,NA	NA,NA,NA,NA,0.65,NA,NA,0.0,NA,NA,0.656,NA,NA,NA,0.64,0.103	0.193
87	"ENSG00000185339"	"TCN2"	chr22	+	30610870	30611063	30612872	30613042	30607173	30607395	30614348	30614501	87	0,115,0,0,0	0,79,0,0,0	0,0,0,0,279,0,0,0,0,0,550,0,0,0,59,11	0,0,0,0,136,0,0,0,0,0,347,0,0,0,50,14	298	298	1	1.0	NA,0.593,NA,NA,NA	NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,0.613,NA,NA,NA,0.541,0.44	0.026
88	"ENSG00000185339"	"TCN2"	chr22	+	30610870	30611063	30612872	30612961	30607203	30607395	30614348	30614501	88	0,115,0,0,0	0,0,0,0,0	0,0,0,0,279,0,0,0,0,0,550,0,0,0,59,11	0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0	298	238	1	1.0	NA,1.0,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.984,NA,NA,NA,1.0,1.0	0.004
89	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30613042	30614348	30614501	30610870	30611063	30615300	30615473	89	0,78,0,0,0	0,142,0,0,0	0,0,0,0,176,0,0,0,0,0,396,0,0,0,34,2	0,0,0,0,344,0,0,0,0,0,409,0,0,0,110,28	298	298	1	1.0	NA,0.355,NA,NA,NA	NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,0.492,NA,NA,NA,0.236,0.067	0.072
90	"ENSG00000185339"	"TCN2"	chr22	+	30612884	30613042	30614348	30614501	30610870	30611063	30615300	30615473	90	0,7,0,0,0	0,142,0,0,0	0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0	0,0,0,0,344,0,0,0,0,0,409,0,0,0,110,28	298	298	1	1.0	NA,0.047,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.029,NA,NA,NA,0.0,0.0	0.04
91	"ENSG00000185339"	"TCN2"	chr22	+	30617329	30617495	30622967	30623083	30615600	30615787	30626459	30627005	91	0,124,0,0,0	0,283,0,0,0	0,0,0,0,304,0,0,0,0,0,592,0,0,0,34,15	0,0,0,0,663,0,0,0,0,0,459,0,0,0,28,0	298	265	1	1.0	NA,0.28,NA,NA,NA	NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,0.534,NA,NA,NA,0.519,1.0	-0.306
92	"ENSG00000248751"	"AC004997.1"	chr22	-	30288705	30288776	30292772	30292851	30287372	30287560	30293650	30293805	92	0,87,0,0,0	0,9,0,0,0	0,0,0,0,125,0,0,0,0,0,70,0,0,0,0,7	0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0	228	220	1	1.0	NA,0.903,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA,1.0	-0.015
93	"ENSG00000100325"	"ASCC2"	chr22	-	29825621	29825780	29834488	29834550	29825086	29825257	29838177	29838276	93	0,0,0,0,0	0,46,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,183,0,0,0,0,0,179,0,0,0,55,3	211	298	1	1.0	NA,0.0,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.008,NA,NA,NA,0.0,0.0	-0.002
