ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
109	"ENSG00000100077"	"GRK3"	chr22	+	25674436	25674528	25678815	25678915	25672295	25672347	25685169	25685248
110	"ENSG00000100031"	"GGT1"	chr22	+	24607953	24608023	24609961	24610033	24603197	24603321	24610249	24610531
111	"ENSG00000100031"	"GGT1"	chr22	+	24608989	24609231	24609961	24610033	24607953	24608023	24610357	24610531
112	"ENSG00000100031"	"GGT1"	chr22	+	24608989	24609231	24609964	24610033	24607953	24608023	24610357	24610531
114	"ENSG00000178803"	"ADORA2A-AS1"	chr22	-	24471767	24471895	24474982	24475153	24441991	24442140	24494689	24494800
115	"ENSG00000099991"	"CABIN1"	chr22	+	24050824	24050974	24054872	24055159	24049090	24049220	24056191	24056360
116	"ENSG00000099991"	"CABIN1"	chr22	+	24160329	24160406	24162065	24162215	24156532	24156576	24164399	24164489
117	"ENSG00000228315"	"GUSBP11"	chr22	-	23686830	23686995	23690231	23690356	23683724	23683867	23694118	23695517
118	"ENSG00000228315"	"GUSBP11"	chr22	-	23686830	23686995	23690235	23690356	23683724	23683867	23694118	23695517
120	"ENSG00000100030"	"MAPK1"	chr22	-	21788256	21788388	21788693	21788808	21772872	21772982	21799011	21799128
121	"ENSG00000070371"	"CLTCL1"	chr22	-	19235695	19235869	19239274	19239388	19234508	19234706	19242774	19242936
127	"ENSG00000183878"	"UTY"	chrY	-	13358463	13358553	13359087	13359222	13357876	13357969	13359766	13359986
130	"ENSG00000129824"	"RPS4Y1"	chrY	+	2854599	2854771	2865087	2865245	2845645	2845743	2866792	2866862
131	"ENSG00000099326"	"MZF1"	chr19	-	58569515	58569586	58570343	58570527	58569204	58569397	58570993	58571429
132	"ENSG00000267858"	"MZF1-AS1"	chr19	+	58568912	58568995	58570383	58570457	58559208	58559409	58572577	58572823
133	"ENSG00000204514"	"ZNF814"	chr19	-	57868457	57868579	57876915	57877042	57864758	57864919	57888766	57888817
134	"ENSG00000204514"	"ZNF814"	chr19	-	57868486	57868579	57876915	57877042	57864764	57864919	57888766	57888780
138	"ENSG00000170889"	"RPS9"	chr19	+	54201486	54201609	54206275	54206462	54201159	54201281	54207397	54207647
140	"ENSG00000160336"	"ZNF761"	chr19	+	53445000	53445123	53446226	53446337	53431992	53432028	53447195	53447283
141	"ENSG00000160336"	"ZNF761"	chr19	+	53445000	53445219	53446226	53446337	53431983	53432028	53447195	53447283
142	"ENSG00000105379"	"ETFB"	chr19	-	51346899	51347058	51350328	51350391	51345168	51345381	51353131	51353290
143	"ENSG00000105379"	"ETFB"	chr19	-	51350328	51350391	51353131	51353290	51346899	51347058	51354149	51354308
145	"ENSG00000204653"	"ASPDH"	chr19	-	50512660	50512810	50513271	50513416	50512359	50512580	50513771	50513913
146	"ENSG00000204673"	"AKT1S1"	chr19	-	49871811	49871889	49872916	49873302	49871546	49871716	49877236	49877355
148	"ENSG00000142552"	"RCN3"	chr19	+	49539118	49539179	49542552	49542752	49537032	49537205	49543105	49543633
149	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49490231	49490297	49487509	49487644	49490474	49490576
150	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49490231	49490576	49487614	49487644	49490778	49490864
152	"ENSG00000104872"	"PIH1D1"	chr19	-	49448000	49448062	49449474	49449654	49447826	49447908	49450781	49450848
156	"ENSG00000183207"	"RUVBL2"	chr19	+	48999318	48999373	49003278	49003334	48993886	48993923	49004276	49004418
158	"ENSG00000105552"	"BCAT2"	chr19	-	48806516	48806717	48806999	48807074	48800186	48800297	48810983	48811027
159	"ENSG00000063177"	"RPL18"	chr19	-	48616078	48616202	48616725	48616824	48615365	48615946	48617315	48617423
160	"ENSG00000142227"	"EMP3"	chr19	+	48326829	48326922	48327520	48327623	48325990	48326053	48329351	48329492
161	"ENSG00000105483"	"CARD8"	chr19	-	48218870	48219012	48221729	48221855	48215339	48215384	48230437	48230697
163	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48249522	48249633	48240961	48241063	48249750	48249847
164	"ENSG00000105486"	"LIG1"	chr19	-	48151231	48151339	48153871	48153967	48150087	48150210	48157013	48157140
165	"ENSG00000105398"	"SULT2A1"	chr19	-	47874656	47874834	47879035	47879130	47870466	47871567	47882083	47882210
166	"ENSG00000105398"	"SULT2A1"	chr19	-	47879035	47879130	47882083	47882210	47874656	47874834	47883576	47883785
170	"ENSG00000104856"	"RELB"	chr19	+	45009813	45009822	45011935	45012276	45002948	45002996	45022052	45022210
171	"ENSG00000104856"	"RELB"	chr19	+	45011935	45012276	45022052	45022210	45009811	45009822	45025328	45025420
172	"ENSG00000130202"	"NECTIN2"	chr19	+	44865270	44865660	44871852	44872149	44846174	44846613	44873915	44874033
173	"ENSG00000142273"	"CBLC"	chr19	+	44782369	44782491	44784263	44784401	44781206	44781363	44790003	44790091
174	"ENSG00000142273"	"CBLC"	chr19	+	44782369	44782491	44784263	44784417	44781206	44781363	44790003	44790091
175	"ENSG00000142273"	"CBLC"	chr19	+	44784263	44784401	44790003	44790091	44782369	44782491	44792382	44792514
176	"ENSG00000216588"	"IGSF23"	chr19	+	44627419	44627573	44635400	44635465	44623702	44623972	44636418	44636454
177	"ENSG00000011422"	"PLAUR"	chr19	-	43655438	43655573	43656478	43656640	43652224	43652371	43665315	43665459
178	"ENSG00000011422"	"PLAUR"	chr19	-	43656478	43656640	43665315	43665459	43655438	43655573	43667580	43667691
194	"ENSG00000090013"	"BLVRB"	chr19	-	40451363	40451492	40458173	40458545	40447764	40448046	40465609	40465764
195	"ENSG00000090013"	"BLVRB"	chr19	-	40451363	40451492	40458173	40458244	40447794	40448046	40458380	40458545
196	"ENSG00000090013"	"BLVRB"	chr19	-	40457498	40458244	40458380	40458545	40451363	40451492	40465609	40465735
197	"ENSG00000090013"	"BLVRB"	chr19	-	40458154	40458244	40458380	40458545	40451363	40451492	40465609	40465745
198	"ENSG00000090013"	"BLVRB"	chr19	-	40458173	40458244	40458380	40458545	40451363	40451492	40465609	40465759
200	"ENSG00000105193"	"RPS16"	chr19	-	39433493	39433569	39433664	39433761	39433206	39433418	39435606	39435708
201	"ENSG00000105193"	"RPS16"	chr19	-	39433517	39433569	39433664	39433761	39433259	39433418	39435606	39435705
202	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433569	39433664	39433761	39433136	39433418	39435606	39435708
203	"ENSG00000130755"	"GMFG"	chr19	-	39329543	39329626	39333076	39333126	39328999	39329073	39335260	39335310
204	"ENSG00000130755"	"GMFG"	chr19	-	39333076	39333126	39335260	39335310	39329543	39329626	39335434	39335531
205	"ENSG00000130755"	"GMFG"	chr19	-	39333076	39333126	39335434	39335531	39329543	39329626	39335973	39336005
206	"ENSG00000178982"	"EIF3K"	chr19	+	38632429	38632496	38634992	38635118	38626027	38626102	38636888	38636953
208	"ENSG00000130244"	"FAM98C"	chr19	+	38405518	38405635	38406909	38407077	38404907	38405113	38408750	38409084
209	"ENSG00000189144"	"ZNF573"	chr19	-	37758475	37758596	37759046	37759139	37738286	37740194	37770004	37770097
214	"ENSG00000239382"	"ALKBH6"	chr19	-	36010893	36011045	36011403	36011464	36010566	36010683	36013020	36013089
216	"ENSG00000239382"	"ALKBH6"	chr19	-	36011403	36011464	36013020	36013089	36010893	36011045	36013343	36013422
217	"ENSG00000248101"	"AC002116.1"	chr19	-	36013020	36013089	36013343	36013422	36011403	36011464	36014174	36014235
218	"ENSG00000250799"	"PRODH2"	chr19	-	35802190	35802276	35802967	35803078	35799989	35800222	35806429	35806596
219	"ENSG00000267120"	"AD000671.2"	chr19	-	35739709	35740088	35740379	35740564	35739251	35739626	35741023	35741228
220	"ENSG00000267120"	"AD000671.2"	chr19	-	35739709	35740088	35741023	35741228	35739251	35739626	35742395	35742619
221	"ENSG00000267120"	"AD000671.2"	chr19	-	35744625	35744738	35745124	35745212	35744322	35744421	35745347	35745432
222	"ENSG00000105677"	"TMEM147"	chr19	+	35545887	35545957	35546525	35546585	35545625	35545816	35546671	35546808
223	"ENSG00000105677"	"TMEM147"	chr19	+	35546525	35546585	35546671	35547029	35545887	35545957	35547118	35547240
227	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35507457	35507511	35505938	35505986	35509910	35509961
229	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35508204	35508240	35505938	35505986	35510183	35510252
230	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35509910	35509961	35505938	35505986	35510183	35510252
231	"ENSG00000161249"	"DMKN"	chr19	-	35506478	35506665	35507457	35507511	35506125	35506185	35509910	35509961
234	"ENSG00000161249"	"DMKN"	chr19	-	35507457	35507511	35508204	35508240	35505938	35505986	35509910	35509961
235	"ENSG00000161249"	"DMKN"	chr19	-	35507457	35507511	35508204	35508240	35506125	35506185	35509910	35509961
236	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35505938	35505986	35510183	35510252
237	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35506125	35506185	35510183	35510252
238	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35507457	35507511	35510183	35510211
240	"ENSG00000105697"	"HAMP"	chr19	+	35282493	35282667	35284788	35284848	35280715	35280927	35284937	35285143
241	"ENSG00000105699"	"LSR"	chr19	+	35258944	35259064	35261924	35261981	35250314	35250659	35262545	35262692
242	"ENSG00000105699"	"LSR"	chr19	+	35258944	35259064	35262545	35262692	35250314	35250659	35266358	35266532
243	"ENSG00000266964"	"FXYD1"	chr19	+	35139918	35140140	35140596	35140629	35139737	35139767	35141131	35141206
244	"ENSG00000266964"	"FXYD1"	chr19	+	35140075	35140140	35140596	35140629	35139440	35139588	35141131	35141206
245	"ENSG00000266964"	"FXYD1"	chr19	+	35140075	35140140	35140596	35140629	35139725	35139767	35141131	35141206
246	"ENSG00000089356"	"FXYD3"	chr19	+	35117256	35117378	35119167	35119251	35116261	35116359	35119362	35119416
247	"ENSG00000126261"	"UBA2"	chr19	+	34454443	34454556	34458768	34458924	34454259	34454353	34460469	34460566
248	"ENSG00000126261"	"UBA2"	chr19	+	34460469	34460566	34464025	34464131	34458713	34458924	34466877	34467014
249	"ENSG00000126249"	"PDCD2L"	chr19	+	34404648	34404990	34409160	34409510	34404424	34404538	34413736	34413847
250	"ENSG00000126249"	"PDCD2L"	chr19	+	34404929	34404990	34409160	34409510	34404648	34404815	34413736	34413847
252	"ENSG00000131941"	"RHPN2"	chr19	-	33011678	33011803	33012646	33012724	33008013	33008180	33021570	33021646
253	"ENSG00000131941"	"RHPN2"	chr19	-	33012646	33012724	33021570	33021646	33011678	33011803	33026503	33026632
254	"ENSG00000131941"	"RHPN2"	chr19	-	33021570	33021646	33026503	33026632	33012646	33012724	33044248	33044364
255	"ENSG00000131941"	"RHPN2"	chr19	-	33026503	33026632	33044248	33044364	33021570	33021646	33064783	33064888
256	"ENSG00000021488"	"SLC7A9"	chr19	-	32843854	32843951	32858439	32858543	32842167	32842317	32859840	32859964
266	"ENSG00000186010"	"NDUFA13"	chr19	+	19526024	19526260	19527280	19527352	19515735	19516332	19527700	19527770
267	"ENSG00000186010"	"NDUFA13"	chr19	+	19526181	19526260	19527280	19527352	19516224	19516332	19527700	19527770
268	"ENSG00000186010"	"NDUFA13"	chr19	+	19526181	19526260	19527280	19527372	19516260	19516332	19527700	19527770
270	"ENSG00000064490"	"RFXANK"	chr19	+	19196962	19197046	19197185	19197251	19193938	19194133	19197520	19197621
271	"ENSG00000064490"	"RFXANK"	chr19	+	19196965	19197046	19197185	19197251	19193938	19194133	19197520	19197621
272	"ENSG00000254901"	"BORCS8"	chr19	-	19182572	19182683	19186033	19186098	19178846	19180761	19186892	19187005
273	"ENSG00000254901"	"BORCS8"	chr19	-	19186033	19186098	19186892	19187005	19181881	19182683	19192080	19192589
274	"ENSG00000064489"	"BORCS8-MEF2B"	chr19	-	19180685	19180761	19182572	19182683	19150681	19150764	19186033	19186098
275	"ENSG00000064545"	"TMEM161A"	chr19	-	19132656	19132754	19134783	19134887	19121758	19121819	19138425	19138466
276	"ENSG00000105662"	"CRTC1"	chr19	+	18771441	18771546	18774899	18774986	18768484	18768793	18775640	18775821
277	"ENSG00000006015"	"REX1BD"	chr19	+	18588994	18589077	18590853	18590933	18588795	18588900	18592107	18592336
278	"ENSG00000006015"	"REX1BD"	chr19	+	18588994	18589683	18590853	18590933	18588808	18588900	18592107	18592327
279	"ENSG00000006015"	"REX1BD"	chr19	+	18589478	18589683	18590853	18590933	18588994	18589077	18592107	18592336
280	"ENSG00000221983"	"UBA52"	chr19	+	18573661	18573748	18574869	18574972	18573264	18573403	18575056	18575241
281	"ENSG00000105701"	"FKBP8"	chr19	-	18537600	18537773	18539370	18539459	18533269	18533347	18541678	18541995
282	"ENSG00000105701"	"FKBP8"	chr19	-	18538215	18538433	18539370	18539459	18537600	18537773	18541678	18541995
283	"ENSG00000105701"	"FKBP8"	chr19	-	18538215	18538436	18539370	18539459	18537600	18537773	18541678	18541995
286	"ENSG00000214046"	"SMIM7"	chr19	-	16647095	16647261	16659394	16659447	16630750	16631724	16659958	16660000
287	"ENSG00000214046"	"SMIM7"	chr19	-	16647119	16647261	16659394	16659447	16631042	16631724	16659958	16660066
288	"ENSG00000214046"	"SMIM7"	chr19	-	16654034	16654125	16659958	16660000	16646147	16647261	16660084	16660144
289	"ENSG00000214046"	"SMIM7"	chr19	-	16654034	16654125	16659394	16659447	16647095	16647261	16660084	16660130
291	"ENSG00000214046"	"SMIM7"	chr19	-	16659394	16659447	16659958	16660000	16646341	16647261	16660084	16660144
292	"ENSG00000268790"	"AC008764.4"	chr19	-	16647095	16647261	16659394	16659447	16578334	16578409	16659958	16660000
293	"ENSG00000268790"	"AC008764.4"	chr19	-	16647119	16647261	16659394	16659447	16578334	16578409	16659958	16660000
294	"ENSG00000268790"	"AC008764.4"	chr19	-	16654034	16654125	16659394	16659447	16647095	16647261	16659958	16660000
295	"ENSG00000268790"	"AC008764.4"	chr19	-	16659394	16659447	16659958	16660000	16654034	16654125	16660084	16660104
297	"ENSG00000167460"	"TPM4"	chr19	+	16086422	16086540	16088026	16088097	16081448	16082046	16089044	16089653
299	"ENSG00000123146"	"ADGRE5"	chr19	+	14407060	14407229	14407907	14408009	14406868	14406960	14408091	14408275
300	"ENSG00000132000"	"PODNL1"	chr19	-	13935720	13935830	13935979	13936044	13934253	13934410	13936366	13936460
303	"ENSG00000105607"	"GCDH"	chr19	+	12891270	12891395	12891486	12891522	12891159	12891202	12891830	12891974
305	"ENSG00000105607"	"GCDH"	chr19	+	12896909	12897013	12897302	12897428	12896204	12896421	12897702	12897863
306	"ENSG00000104774"	"MAN2B1"	chr19	-	12658427	12658510	12661259	12661376	12658223	12658344	12663316	12663462
307	"ENSG00000130164"	"LDLR"	chr19	+	11100222	11100345	11102663	11102786	11089462	11089615	11105219	11105600
309	"ENSG00000130164"	"LDLR"	chr19	+	11110651	11110771	11111513	11111639	11107391	11107514	11113277	11113449
310	"ENSG00000130164"	"LDLR"	chr19	+	11116093	11116212	11116858	11116998	11113534	11113762	11120091	11120233
311	"ENSG00000130164"	"LDLR"	chr19	+	11120369	11120522	11123173	11123344	11120091	11120233	11128007	11128085
312	"ENSG00000130164"	"LDLR"	chr19	+	11123173	11123344	11128007	11128085	11120369	11120522	11129512	11129670
313	"ENSG00000130164"	"LDLR"	chr19	+	11128007	11128085	11129512	11129670	11123173	11123344	11131280	11131484
314	"ENSG00000079805"	"DNM2"	chr19	+	10759737	10759811	10772478	10772628	10718078	10718403	10775702	10775906
316	"ENSG00000105364"	"MRPL4"	chr19	+	10254588	10254640	10256707	10256825	10252550	10252701	10258221	10258328
317	"ENSG00000105364"	"MRPL4"	chr19	+	10256707	10256825	10258221	10258328	10254588	10254640	10258412	10258522
321	"ENSG00000188321"	"ZNF559"	chr19	+	9333014	9333113	9337795	9337865	9324694	9324780	9338493	9338582
322	"ENSG00000099785"	"MARCHF2"	chr19	+	8421788	8422016	8426608	8426804	8413269	8413420	8438387	8439004
323	"ENSG00000099785"	"MARCHF2"	chr19	+	8421788	8422016	8426608	8426804	8413304	8413420	8430657	8430867
324	"ENSG00000099785"	"MARCHF2"	chr19	+	8421788	8422016	8426608	8426804	8418404	8418807	8430657	8430867
325	"ENSG00000167772"	"ANGPTL4"	chr19	+	8369218	8369332	8371055	8371151	8366201	8366319	8371240	8371522
326	"ENSG00000167772"	"ANGPTL4"	chr19	+	8369218	8369332	8371240	8371522	8366201	8366319	8373704	8373955
327	"ENSG00000186994"	"KANK3"	chr19	-	8334499	8335792	8337794	8337856	8334319	8334419	8343224	8343262
328	"ENSG00000167774"	"AC010323.1"	chr19	-	8316495	8316645	8320856	8320906	8311411	8311595	8321307	8321379
329	"ENSG00000090661"	"CERS4"	chr19	+	8241340	8241457	8251043	8251249	8210705	8210862	8254498	8254616
330	"ENSG00000090661"	"CERS4"	chr19	+	8241340	8241457	8251075	8251249	8210705	8210862	8254498	8254616
331	"ENSG00000090661"	"CERS4"	chr19	+	8241340	8241457	8251109	8251249	8210705	8210862	8254498	8254616
332	"ENSG00000090661"	"CERS4"	chr19	+	8257878	8257985	8261687	8261844	8256948	8257077	8261929	8262418
333	"ENSG00000182566"	"CLEC4G"	chr19	-	7729820	7729936	7730018	7730167	7728957	7729504	7730350	7730440
334	"ENSG00000182566"	"CLEC4G"	chr19	-	7731265	7731319	7731660	7731771	7730754	7730859	7732047	7732170
335	"ENSG00000104880"	"ARHGEF18"	chr19	+	7444203	7444454	7447042	7447168	7441911	7442052	7451148	7451266
336	"ENSG00000125731"	"SH2D3A"	chr19	-	6760637	6760987	6763679	6763816	6759593	6759670	6767386	6767435
338	"ENSG00000088247"	"KHSRP"	chr19	-	6420421	6420471	6421277	6421317	6419202	6419260	6421649	6421688
339	"ENSG00000031823"	"RANBP3"	chr19	-	5931403	5931531	5932451	5932544	5927967	5928087	5933413	5933479
340	"ENSG00000031823"	"RANBP3"	chr19	-	5931418	5931531	5932451	5932544	5927967	5928087	5933413	5933479
345	"ENSG00000196365"	"LONP1"	chr19	-	5708341	5708403	5711770	5712002	5707696	5707826	5713133	5713253
346	"ENSG00000196365"	"LONP1"	chr19	-	5708341	5708403	5711770	5712070	5707696	5707826	5713133	5713253
351	"ENSG00000178078"	"STAP2"	chr19	-	4324454	4324529	4325215	4325308	4324042	4324197	4325395	4325545
353	"ENSG00000060566"	"CREB3L3"	chr19	+	4154898	4155027	4156997	4157295	4153639	4153774	4159663	4159782
354	"ENSG00000060566"	"CREB3L3"	chr19	+	4156994	4157295	4159663	4159782	4154898	4155027	4164502	4164640
355	"ENSG00000060566"	"CREB3L3"	chr19	+	4156997	4157295	4159663	4159782	4154898	4155027	4164502	4164640
356	"ENSG00000060566"	"CREB3L3"	chr19	+	4159663	4159782	4164502	4164640	4156994	4157295	4168350	4168457
357	"ENSG00000060566"	"CREB3L3"	chr19	+	4159663	4159782	4164502	4164640	4156994	4157295	4170139	4170208
358	"ENSG00000060566"	"CREB3L3"	chr19	+	4164502	4164640	4168350	4168457	4159663	4159782	4170139	4170208
359	"ENSG00000060566"	"CREB3L3"	chr19	+	4164502	4164640	4170139	4170208	4159663	4159782	4171090	4171175
360	"ENSG00000060566"	"CREB3L3"	chr19	+	4164508	4164640	4170139	4170208	4159663	4159782	4171090	4171175
361	"ENSG00000060566"	"CREB3L3"	chr19	+	4168350	4168457	4170139	4170208	4164502	4164640	4171090	4171175
362	"ENSG00000105289"	"TJP3"	chr19	+	3728603	3728713	3731934	3732038	3708502	3708561	3733752	3733912
363	"ENSG00000141905"	"NFIC"	chr19	+	3435082	3435207	3449013	3449139	3434276	3434400	3452481	3452666
364	"ENSG00000099875"	"MKNK2"	chr19	-	2043502	2043582	2046185	2046283	2043123	2043197	2046366	2046468
365	"ENSG00000267059"	"AC005943.1"	chr19	-	1581091	1581269	1582621	1582712	1578338	1578538	1584539	1584677
368	"ENSG00000203880"	"PCMTD2"	chr20	+	64265257	64265429	64267886	64268010	64264428	64264531	64273220	64276226
369	"ENSG00000101150"	"TPD52L2"	chr20	+	63873667	63873816	63875815	63875875	63869295	63869441	63882718	63882820
370	"ENSG00000101193"	"GID8"	chr20	+	62942986	62943183	62943494	62943692	62941490	62941620	62944738	62948475
372	"ENSG00000124209"	"RAB22A"	chr20	+	58343717	58343799	58353272	58353344	58311042	58311122	58353431	58353538
373	"ENSG00000022277"	"RTF2"	chr20	+	56513314	56513428	56516934	56516989	56484110	56484189	56517105	56517201
380	"ENSG00000000419"	"DPM1"	chr20	-	50940864	50940933	50942030	50942126	50936147	50936262	50945736	50945762
382	"ENSG00000000419"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50940864	50940933	50945846	50945923
383	"ENSG00000000419"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50941128	50941209	50945846	50945923
408	"ENSG00000129988"	"LBP"	chr20	+	38349547	38349662	38350810	38350939	38346481	38346640	38354283	38354439
409	"ENSG00000129988"	"LBP"	chr20	+	38366768	38366828	38368994	38369162	38364575	38364752	38370737	38370805
410	"ENSG00000129988"	"LBP"	chr20	+	38368994	38369162	38370737	38370805	38366768	38366828	38371279	38371322
411	"ENSG00000198959"	"TGM2"	chr20	-	38155846	38156089	38161419	38161599	38150938	38151057	38165188	38165259
412	"ENSG00000101363"	"MANBAL"	chr20	+	37297295	37297534	37298762	37298879	37289662	37289686	37301207	37301413
413	"ENSG00000101363"	"MANBAL"	chr20	+	37298762	37298879	37301207	37301413	37296895	37297534	37316307	37317260
415	"ENSG00000118705"	"RPN2"	chr20	+	37232295	37232391	37234019	37234095	37229972	37230059	37236579	37236709
422	"ENSG00000272897"	"AL109827.1"	chr20	-	35632794	35632923	35655201	35655344	35632516	35632696	35658929	35659014
424	"ENSG00000125991"	"ERGIC3"	chr20	+	35555043	35555075	35556206	35556271	35548807	35548865	35556972	35557055
426	"ENSG00000125971"	"DYNLRB1"	chr20	+	34526267	34526343	34534627	34534795	34516413	34516461	34540580	34540958
427	"ENSG00000078747"	"ITCH"	chr20	+	34369393	34369470	34393790	34393881	34363310	34363349	34408650	34408792
429	"ENSG00000078747"	"ITCH"	chr20	+	34408650	34408792	34412514	34412639	34393790	34393881	34413741	34413879
430	"ENSG00000101391"	"CDK5RAP1"	chr20	-	33385649	33385770	33392141	33392242	33379460	33379691	33401427	33401452
