ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
604	"ENSG00000088340"	"FER1L4"	chr20	-	35559340	35560638	35559340	35559627	35560539	35560638
610	"ENSG00000124228"	"DDX27"	chr20	+	49233567	49236231	49233567	49233709	49236149	49236231
677	"ENSG00000105426"	"PTPRS"	chr19	-	5218419	5219467	5218419	5218532	5219309	5219467
707	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643
739	"ENSG00000214087"	"ARL16"	chr17	-	81682033	81683594	81682033	81682675	81683535	81683594
775	"ENSG00000092929"	"UNC13D"	chr17	-	75839838	75840329	75839838	75839942	75840224	75840329
776	"ENSG00000108479"	"GALK1"	chr17	-	75762703	75763439	75762703	75762885	75763319	75763439
861	"ENSG00000005884"	"ITGA3"	chr17	+	50076583	50077447	50076583	50076681	50077378	50077447
864	"ENSG00000100360"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036
907	"ENSG00000131469"	"RPL27"	chr17	+	42998418	43000102	42998418	42998471	42999932	43000102
909	"ENSG00000126581"	"BECN1"	chr17	-	42818543	42819609	42818543	42818680	42819547	42819609
945	"ENSG00000141736"	"ERBB2"	chr17	+	39715739	39716605	39715739	39715939	39716514	39716605
955	"ENSG00000278053"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277
975	"ENSG00000108671"	"PSMD11"	chr17	+	32479250	32480197	32479250	32479376	32480145	32480197
1025	"ENSG00000131899"	"LLGL1"	chr17	+	18240577	18241999	18240577	18240873	18241884	18241999
1056	"ENSG00000170037"	"CNTROB"	chr17	+	7948486	7949578	7948486	7948619	7949384	7949578
1207	"ENSG00000102977"	"ACD"	chr16	-	67658927	67659613	67658927	67659079	67659536	67659613
1241	"ENSG00000103042"	"SLC38A7"	chr16	-	58675939	58676346	58675939	58676121	58676288	58676346
1252	"ENSG00000051108"	"HERPUD1"	chr16	+	56939894	56940245	56939894	56940088	56940176	56940245
1253	"ENSG00000187193"	"MT1X"	chr16	+	56682469	56684196	56682469	56682568	56683957	56684196
1291	"ENSG00000149925"	"ALDOA"	chr16	+	30067449	30068978	30067449	30067661	30068817	30068978
1309	"ENSG00000168488"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836176	28836747	28837237
1346	"ENSG00000179583"	"CIITA"	chr16	+	10906498	10909187	10906498	10908149	10908982	10909187
1348	"ENSG00000038358"	"EDC4"	chr16	+	67877508	67878275	67877508	67877656	67878165	67878275
1361	"ENSG00000085644"	"ZNF213"	chr16	+	3137165	3142804	3137165	3137679	3140688	3142804
1436	"ENSG00000140983"	"RHOT2"	chr16	+	668487	668699	668487	668569	668658	668699
1466	"ENSG00000214078"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35630900	35631034
1469	"ENSG00000007384"	"RHBDF1"	chr16	-	58973	59349	58973	59093	59248	59349
1484	"ENSG00000184056"	"VPS33B"	chr15	-	91006371	91007046	91006371	91006445	91006949	91007046
1531	"ENSG00000136378"	"ADAMTS7"	chr15	-	78776187	78777588	78776187	78776333	78777443	78777588
1541	"ENSG00000140365"	"COMMD4"	chr15	+	75338984	75339878	75338984	75339104	75339701	75339878
1584	"ENSG00000128951"	"DUT"	chr15	+	48341288	48342395	48341288	48341363	48342021	48342395
1595	"ENSG00000140279"	"DUOX2"	chr15	-	45111110	45111955	45111110	45111277	45111767	45111955
1606	"ENSG00000243708"	"PLA2G4B"	chr15	+	41841230	41841949	41841230	41841273	41841818	41841949
1653	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407137	25409087	25409207
1687	"ENSG00000075413"	"MARK3"	chr14	+	103465556	103466442	103465556	103465793	103466342	103466442
1728	"ENSG00000165959"	"CLMN"	chr14	-	95193848	95194596	95193848	95193976	95194535	95194596
1758	"ENSG00000140043"	"PTGR2"	chr14	+	73876997	73880176	73876997	73877168	73880054	73880176
1776	"ENSG00000103811"	"CTSH"	chr15	-	78926174	78927781	78926174	78926254	78927712	78927781
1836	"ENSG00000100911"	"PSME2"	chr14	-	24144399	24145273	24144399	24144468	24145242	24145273
1839	"ENSG00000100911"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24146207	24146240
1871	"ENSG00000100888"	"CHD8"	chr14	-	21394911	21395892	21394911	21395119	21395816	21395892
1892	"ENSG00000105122"	"RASAL3"	chr19	-	15451623	15452815	15451623	15451938	15452657	15452815
1900	"ENSG00000164465"	"DCBLD1"	chr6	+	117538619	117540815	117538619	117538835	117540667	117540815
1978	"ENSG00000172432"	"GTPBP2"	chr6	-	43620489	43622167	43620489	43621516	43622002	43622167
1998	"ENSG00000156345"	"CDK20"	chr9	-	87969193	87970897	87969193	87969349	87970567	87970897
2015	"ENSG00000159199"	"ATP5MC1"	chr17	+	48893408	48895334	48893408	48893456	48895182	48895334
2024	"ENSG00000204386"	"NEU1"	chr6	-	31860438	31862191	31860438	31860621	31861998	31862191
2084	"ENSG00000174032"	"SLC25A30"	chr13	-	45393315	45399078	45393315	45396015	45398939	45399078
2129	"ENSG00000185627"	"PSMD13"	chr11	+	244040	244469	244040	244075	244425	244469
2156	"ENSG00000170144"	"HNRNPA3"	chr2	+	177215977	177216940	177215977	177216592	177216859	177216940
2177	"ENSG00000185404"	"SP140L"	chr2	+	230400126	230401443	230400126	230400242	230401365	230401443
2205	"ENSG00000011243"	"AKAP8L"	chr19	-	15397713	15400864	15397713	15399410	15400793	15400864
2253	"ENSG00000065357"	"DGKA"	chr12	+	55951622	55952431	55951622	55951783	55952340	55952431
2312	"ENSG00000172748"	"ZNF596"	chr8	+	242886	244701	242886	243013	244618	244701
2357	"ENSG00000164889"	"SLC4A2"	chr7	+	151074038	151074841	151074038	151074293	151074674	151074841
2361	"ENSG00000161960"	"EIF4A1"	chr17	+	7576523	7577165	7576523	7576690	7577055	7577165
2397	"ENSG00000016864"	"GLT8D1"	chr3	-	52695189	52696040	52695189	52695302	52695927	52696040
2428	"ENSG00000198707"	"CEP290"	chr12	-	88118482	88120276	88118482	88118570	88120113	88120276
2454	"ENSG00000100650"	"SRSF5"	chr14	+	69768797	69770540	69768797	69768896	69770466	69770540
2483	"ENSG00000126522"	"ASL"	chr7	+	66086743	66087791	66086743	66086821	66087728	66087791
2484	"ENSG00000126522"	"ASL"	chr7	+	66086743	66088921	66086743	66086821	66088806	66088921
2488	"ENSG00000143624"	"INTS3"	chr1	+	153746956	153748755	153746956	153747070	153748688	153748755
2518	"ENSG00000108591"	"DRG2"	chr17	+	18099016	18100435	18099016	18099077	18100362	18100435
2541	"ENSG00000175048"	"ZDHHC14"	chr6	+	157628348	157628486	157628348	157628374	157628447	157628486
2617	"ENSG00000196954"	"CASP4"	chr11	-	104947082	104949777	104947082	104947192	104949542	104949777
2630	"ENSG00000196209"	"SIRPB2"	chr20	-	1479699	1480065	1479699	1479794	1479993	1480065
2731	"ENSG00000233058"	"LINC00884"	chr3	+	194487145	194488726	194487145	194487172	194487455	194488726
2800	"ENSG00000068650"	"ATP11A"	chr13	+	112857817	112859452	112857817	112857920	112859392	112859452
2817	"ENSG00000151967"	"SCHIP1"	chr3	+	159886206	159888943	159886206	159886324	159888819	159888943
2827	"ENSG00000111642"	"CHD4"	chr12	-	6578028	6578546	6578028	6578137	6578337	6578546
2843	"ENSG00000188313"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053
2966	"ENSG00000156508"	"EEF1A1"	chr6	-	73517518	73518610	73517518	73517934	73518353	73518610
3007	"ENSG00000010327"	"STAB1"	chr3	+	52517880	52518613	52517880	52518003	52518535	52518613
3041	"ENSG00000164068"	"RNF123"	chr3	+	49699667	49700564	49699667	49699772	49700471	49700564
3086	"ENSG00000110844"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
3106	"ENSG00000154451"	"GBP5"	chr1	-	89262219	89263948	89262219	89262401	89263735	89263948
3125	"ENSG00000184432"	"COPB2"	chr3	-	139361080	139366775	139361080	139361295	139366567	139366775
3145	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210389	161209482	161209595	161210303	161210389
3147	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161210188	161210590	161210710
3161	"ENSG00000184014"	"DENND5A"	chr11	-	9141939	9143485	9141939	9142108	9143402	9143485
3168	"ENSG00000184014"	"DENND5A"	chr11	-	9144096	9147151	9144096	9145113	9147029	9147151
3169	"ENSG00000240065"	"PSMB9"	chr6	+	32856137	32858134	32856137	32856205	32858004	32858134
3198	"ENSG00000162772"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615151	212615261
3248	"ENSG00000162777"	"DENND2D"	chr1	-	111195915	111197989	111195915	111196056	111197919	111197989
3251	"ENSG00000163395"	"IGFN1"	chr1	+	201215538	201216144	201215538	201215838	201215965	201216144
3256	"ENSG00000092010"	"PSME1"	chr14	+	24136984	24137431	24136984	24137017	24137320	24137431
3262	"ENSG00000106462"	"EZH2"	chr7	-	148816683	148818117	148816683	148816778	148817876	148818117
3285	"ENSG00000117054"	"ACADM"	chr1	+	75742167	75745914	75742167	75744391	75745805	75745914
3318	"ENSG00000072210"	"ALDH3A2"	chr17	+	19648780	19649124	19648780	19648843	19648962	19649124
3321	"ENSG00000254154"	"CRYZL2P-SEC16B"	chr1	-	177960341	177961734	177960341	177960403	177961589	177961734
3336	"ENSG00000142534"	"RPS11"	chr19	+	49497193	49498046	49497193	49497282	49497519	49498046
3379	"ENSG00000206503"	"HLA-A"	chr6	+	29944499	29945091	29944499	29944634	29945062	29945091
3387	"ENSG00000108654"	"DDX5"	chr17	-	64500548	64501143	64500548	64500882	64501056	64501143
3395	"ENSG00000108654"	"DDX5"	chr17	-	64503429	64504116	64503429	64503571	64503982	64504116
3443	"ENSG00000143303"	"RRNAD1"	chr1	+	156731990	156732473	156731990	156732115	156732365	156732473
3446	"ENSG00000160818"	"GPATCH4"	chr1	-	156596080	156598121	156596080	156596131	156598034	156598121
3451	"ENSG00000090539"	"CHRD"	chr3	+	184382633	184383163	184382633	184382774	184383015	184383163
3453	"ENSG00000090539"	"CHRD"	chr3	+	184386045	184386938	184386045	184386159	184386844	184386938
3492	"ENSG00000100258"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537
3499	"ENSG00000143416"	"SELENBP1"	chr1	-	151365188	151365684	151365188	151365281	151365605	151365684
3566	"ENSG00000159377"	"PSMB4"	chr1	+	151400441	151401355	151400441	151400588	151401238	151401355
3569	"ENSG00000113597"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384
3575	"ENSG00000265241"	"RBM8A"	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077
3619	"ENSG00000226067"	"LINC00623"	chr1	+	120952438	120953460	120952438	120952785	120953222	120953460
3620	"ENSG00000113851"	"CRBN"	chr3	-	3153423	3156281	3153423	3153488	3156218	3156281
3644	"ENSG00000168765"	"GSTM4"	chr1	+	109656711	109657671	109656711	109656787	109657589	109657671
3716	"ENSG00000082068"	"WDR70"	chr5	+	37721114	37725050	37721114	37721215	37724933	37725050
3772	"ENSG00000124564"	"SLC17A3"	chr6	-	25850047	25850877	25850047	25850177	25850758	25850877
3776	"ENSG00000213024"	"NUP62"	chr19	-	49927693	49929504	49927693	49927815	49929416	49929504
3777	"ENSG00000213024"	"NUP62"	chr19	-	49927693	49929504	49927693	49927848	49929416	49929504
3895	"ENSG00000188257"	"PLA2G2A"	chr1	-	19978014	19978879	19978014	19978121	19978733	19978879
3899	"ENSG00000167962"	"ZNF598"	chr16	-	2002520	2003728	2002520	2002732	2003615	2003728
4016	"ENSG00000117122"	"MFAP2"	chr1	-	16976707	16978314	16976707	16976923	16978236	16978314
4027	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208
4076	"ENSG00000132781"	"MUTYH"	chr1	-	45332762	45333170	45332762	45332834	45333096	45333170
4087	"ENSG00000204348"	"DXO"	chr6	-	31970108	31971147	31970108	31970203	31970911	31971147
4092	"ENSG00000125046"	"SSUH2"	chr3	-	8633665	8634645	8633665	8633941	8634397	8634645
4122	"ENSG00000142910"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583241	31584677	31584801
4126	"ENSG00000142910"	"TINAGL1"	chr1	+	31585439	31586755	31585439	31585485	31586709	31586755
4151	"ENSG00000112739"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4060686	4061654	4062299
4152	"ENSG00000112739"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4061147	4062212	4062299
4161	"ENSG00000082512"	"TRAF5"	chr1	+	211356366	211360779	211356366	211356468	211360701	211360779
4201	"ENSG00000053900"	"ANAPC4"	chr4	+	25415465	25417739	25415465	25415540	25417615	25417739
4214	"ENSG00000114626"	"ABTB1"	chr3	+	127676535	127677286	127676535	127676581	127677167	127677286
4271	"ENSG00000001497"	"LAS1L"	chrX	-	65520701	65523707	65520701	65522285	65523559	65523707
4347	"ENSG00000132424"	"PNISR"	chr6	-	99414571	99416428	99414571	99414686	99416348	99416428
4448	"ENSG00000233184"	"AC093157.1"	chr1	+	101080388	101083574	101080388	101080613	101080886	101083574
4476	"ENSG00000159176"	"CSRP1"	chr1	-	201485282	201488984	201485282	201485376	201488872	201488984
4486	"ENSG00000162927"	"PUS10"	chr2	-	60965057	60967613	60965057	60965103	60967501	60967613
4520	"ENSG00000026025"	"VIM"	chr10	+	17235168	17236379	17235168	17235389	17236293	17236379
4534	"ENSG00000136450"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973
4538	"ENSG00000171824"	"EXOSC10"	chr1	-	11076841	11077651	11076841	11076948	11077600	11077651
4576	"ENSG00000169764"	"UGP2"	chr2	+	63885588	63885886	63885588	63885677	63885770	63885886
4608	"ENSG00000178467"	"P4HTM"	chr3	+	49002499	49006187	49002499	49002596	49006063	49006187
4624	"ENSG00000147813"	"NAPRT"	chr8	-	143574784	143575345	143574784	143574900	143575190	143575345
4701	"ENSG00000005448"	"WDR54"	chr2	+	74423318	74423982	74423318	74423385	74423854	74423982
4738	"ENSG00000135541"	"AHI1"	chr6	-	135301407	135302817	135301407	135301539	135302669	135302817
4745	"ENSG00000175054"	"ATR"	chr3	-	142465096	142468068	142465096	142465240	142467933	142468068
4769	"ENSG00000182473"	"EXOC7"	chr17	-	76087653	76088562	76087653	76087720	76088463	76088562
5019	"ENSG00000131788"	"PIAS3"	chr1	-	145856346	145857006	145856346	145856431	145856772	145857006
5035	"ENSG00000114388"	"NPRL2"	chr3	-	50347758	50349833	50347758	50348563	50349664	50349833
5044	"ENSG00000169045"	"HNRNPH1"	chr5	-	179614179	179617649	179614179	179614959	179617513	179617649
5144	"ENSG00000115464"	"USP34"	chr2	-	61236025	61236389	61236025	61236073	61236324	61236389
5160	"ENSG00000044574"	"HSPA5"	chr9	-	125238140	125239331	125238140	125238308	125238940	125239331
5165	"ENSG00000044574"	"HSPA5"	chr9	-	125239420	125240907	125239420	125239533	125240675	125240907
5190	"ENSG00000267796"	"LIN37"	chr19	+	35752433	35752999	35752433	35752484	35752913	35752999
5208	"ENSG00000064703"	"DDX20"	chr1	+	111760705	111761284	111760705	111760848	111761225	111761284
5241	"ENSG00000115282"	"TTC31"	chr2	+	74490243	74491184	74490243	74490473	74491127	74491184
5267	"ENSG00000178038"	"ALS2CL"	chr3	-	46674565	46676402	46674565	46674739	46676244	46676402
5288	"ENSG00000224078"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25054969	25055230
5292	"ENSG00000224078"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25055078	25055230
5311	"ENSG00000204713"	"TRIM27"	chr6	-	28903001	28908840	28903001	28904665	28908807	28908840
5344	"ENSG00000198677"	"TTC37"	chr5	-	95516524	95517060	95516524	95516586	95516915	95517060
5392	"ENSG00000223960"	"CHROMR"	chr2	+	178426365	178430889	178426365	178426505	178430694	178430889
5395	"ENSG00000223960"	"CHROMR"	chr2	+	178426365	178430889	178426365	178426703	178430694	178430889
5407	"ENSG00000088205"	"DDX18"	chr2	+	117826268	117829466	117826268	117826382	117829288	117829466
5414	"ENSG00000204472"	"AIF1"	chr6	+	31615669	31616506	31615669	31615736	31616343	31616506
5424	"ENSG00000131143"	"COX4I1"	chr16	+	85804936	85807002	85804936	85805104	85806737	85807002
5464	"ENSG00000127837"	"AAMP"	chr2	-	218265578	218266587	218265578	218265946	218266442	218266587
5525	"ENSG00000204301"	"NOTCH4"	chr6	-	32201116	32203882	32201116	32201500	32203769	32203882
5559	"ENSG00000147454"	"SLC25A37"	chr8	+	23566107	23568378	23566107	23566813	23568258	23568378
5567	"ENSG00000064201"	"TSPAN32"	chr11	+	2314484	2316667	2314484	2314571	2316575	2316667
5581	"ENSG00000151914"	"DST"	chr6	-	56466077	56470282	56466077	56466195	56470127	56470282
5596	"ENSG00000079785"	"DDX1"	chr2	+	15627053	15628710	15627053	15627145	15628637	15628710
5600	"ENSG00000079785"	"DDX1"	chr2	+	15627053	15629697	15627053	15628710	15629601	15629697
5602	"ENSG00000079785"	"DDX1"	chr2	+	15628444	15629697	15628444	15628517	15629601	15629697
5603	"ENSG00000104218"	"CSPP1"	chr8	+	67113804	67115264	67113804	67113862	67115196	67115264
5629	"ENSG00000123143"	"PKN1"	chr19	+	14469340	14469988	14469340	14469517	14469911	14469988
5657	"ENSG00000160695"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997
5685	"ENSG00000163516"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219234288	219235707	219235875
5686	"ENSG00000163516"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219235312	219235707	219235875
5698	"ENSG00000114786"	"ABHD14A-ACY1"	chr3	+	51985851	51987453	51985851	51985946	51986604	51987453
5774	"ENSG00000130414"	"NDUFA10"	chr2	-	240011616	240014860	240011616	240011660	240014738	240014860
5784	"ENSG00000198830"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
5800	"ENSG00000103253"	"HAGHL"	chr16	+	728793	729715	728793	728895	729287	729715
5808	"ENSG00000111011"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
5857	"ENSG00000076706"	"MCAM"	chr11	-	119310755	119311421	119310755	119310903	119311279	119311421
5862	"ENSG00000064687"	"ABCA7"	chr19	+	1041509	1042176	1041509	1041603	1042063	1042176
5900	"ENSG00000137726"	"FXYD6"	chr11	-	117841989	117842261	117841989	117842025	117842106	117842261
5904	"ENSG00000168036"	"CTNNB1"	chr3	+	41233528	41235843	41233528	41233867	41235726	41235843
5929	"ENSG00000110172"	"CHORDC1"	chr11	-	90210535	90214175	90210535	90210594	90214017	90214175
6020	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577
6034	"ENSG00000184307"	"ZDHHC23"	chr3	+	113958362	113962978	113958362	113958538	113961051	113962978
6061	"ENSG00000106588"	"PSMA2"	chr7	-	42921857	42924797	42921857	42921931	42924674	42924797
6093	"ENSG00000187796"	"CARD9"	chr9	-	136364482	136366845	136364482	136364559	136366799	136366845
6136	"ENSG00000223705"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75416102	75416191
6140	"ENSG00000186088"	"GSAP"	chr7	-	77329332	77330367	77329332	77329391	77330181	77330367
6148	"ENSG00000135218"	"CD36"	chr7	+	80672769	80674147	80672769	80672843	80673982	80674147
6234	"ENSG00000145191"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224
6243	"ENSG00000105835"	"NAMPT"	chr7	-	106274945	106277179	106274945	106275043	106277022	106277179
6281	"ENSG00000105707"	"HPN"	chr19	+	35059672	35060512	35059672	35059996	35060346	35060512
6409	"ENSG00000234741"	"GAS5"	chr1	-	173864256	173865282	173864256	173864304	173865228	173865282
6476	"ENSG00000090520"	"DNAJB11"	chr3	+	186577667	186581513	186577667	186577800	186581374	186581513
6477	"ENSG00000090520"	"DNAJB11"	chr3	+	186577667	186582077	186577667	186577800	186581994	186582077
6595	"ENSG00000134516"	"DOCK2"	chr5	+	170078974	170081984	170078974	170079146	170081841	170081984
6650	"ENSG00000197114"	"ZGPAT"	chr20	+	63733586	63734824	63733586	63733712	63734644	63734824
6682	"ENSG00000215301"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128
6707	"ENSG00000147955"	"SIGMAR1"	chr9	-	34636996	34637420	34636996	34637112	34637266	34637420
6743	"ENSG00000196924"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696
6817	"ENSG00000147416"	"ATP6V1B2"	chr8	+	20212781	20217324	20212781	20212905	20217219	20217324
6983	"ENSG00000137563"	"GGH"	chr8	-	63026157	63030217	63026157	63026296	63030166	63030217
6992	"ENSG00000104518"	"GSDMD"	chr8	+	143559776	143561423	143559776	143559969	143561369	143561423
7006	"ENSG00000185803"	"SLC52A2"	chr8	+	144359622	144360493	144359622	144359726	144360114	144360493
7017	"ENSG00000160948"	"VPS28"	chr8	-	144424717	144425772	144424717	144424819	144425682	144425772
7021	"ENSG00000160948"	"VPS28"	chr8	-	144424945	144426208	144424945	144425772	144426179	144426208
7075	"ENSG00000213930"	"GALT"	chr9	+	34647088	34647961	34647088	34647258	34647656	34647961
7077	"ENSG00000213930"	"GALT"	chr9	+	34647491	34647961	34647491	34647567	34647831	34647961
7137	"ENSG00000135047"	"CTSL"	chr9	+	87728026	87728809	87728026	87728149	87728584	87728809
7187	"ENSG00000187498"	"COL4A1"	chr13	-	110211646	110212479	110211646	110211673	110212416	110212479
7215	"ENSG00000165525"	"NEMF"	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320
7258	"ENSG00000165699"	"TSC1"	chr9	-	132910570	132911568	132910570	132910689	132911452	132911568
7349	"ENSG00000166340"	"TPP1"	chr11	-	6615441	6616859	6615441	6615562	6616660	6616859
7354	"ENSG00000166340"	"TPP1"	chr11	-	6616974	6617776	6616974	6617153	6617625	6617776
7376	"ENSG00000103510"	"KAT8"	chr16	+	31130455	31131393	31130455	31130606	31131194	31131393
7448	"ENSG00000143549"	"TPM3"	chr1	-	154170648	154172978	154170648	154170711	154172907	154172978
7462	"ENSG00000187531"	"SIRT7"	chr17	-	81914293	81915512	81914293	81914530	81915439	81915512
7502	"ENSG00000162236"	"STX5"	chr11	-	62824458	62825339	62824458	62824565	62825282	62825339
7503	"ENSG00000132199"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
7511	"ENSG00000255717"	"SNHG1"	chr11	-	62852810	62854551	62852810	62853590	62854518	62854551
7624	"ENSG00000162032"	"SPSB3"	chr16	-	1777746	1778612	1777746	1777872	1778133	1778612
7645	"ENSG00000110330"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102349877	102350749
7688	"ENSG00000109971"	"HSPA8"	chr11	-	123058251	123059261	123058251	123058484	123059058	123059261
7729	"ENSG00000198258"	"UBL5"	chr19	+	9828326	9828675	9828326	9828389	9828591	9828675
7750	"ENSG00000100225"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281
7767	"ENSG00000122877"	"EGR2"	chr10	-	62815860	62816366	62815860	62815969	62816252	62816366
7882	"ENSG00000214279"	"SCART1"	chr10	+	133457278	133459326	133457278	133457575	133459020	133459326
7955	"ENSG00000284770"	"TBCE"	chr1	+	235435744	235436608	235435744	235435840	235436543	235436608
8005	"ENSG00000082898"	"XPO1"	chr2	-	61492566	61494091	61492566	61492748	61493893	61494091
8099	"ENSG00000089009"	"RPL6"	chr12	-	112406746	112408656	112406746	112406890	112408419	112408656
8101	"ENSG00000102225"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703
8161	"ENSG00000089157"	"RPLP0"	chr12	-	120199309	120201110	120199309	120199485	120201082	120201110
8171	"ENSG00000089094"	"KDM2B"	chr12	-	121442156	121443793	121442156	121442836	121443679	121443793
8180	"ENSG00000168010"	"ATG16L2"	chr11	+	72826517	72827293	72826517	72826589	72827187	72827293
