ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
200	"ENSG00000156304"	"SCAF4"	chr21	-	31700994	31701171	31696568	31696750	31701775	31701823	200	31	14	43	0	326	149	3.74212385523e-07	5.244665781493316e-06	0.503	1.0	-0.497
203	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31659692	31659841	31666448	31666518	203	21834	92	6211	12	246	149	1	1.0	0.993	0.997	-0.004
204	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31659692	31659841	31667257	31667341	204	9449	14	3051	31	246	149	0.0511837877663	0.09511010580109289	0.998	0.984	0.014
205	"ENSG00000142168"	"SOD1"	chr21	+	31666448	31666518	31659692	31659841	31667257	31667341	205	7917	14	1360	31	219	149	4.20502404408e-06	3.994113156346897e-05	0.997	0.968	0.029
206	"ENSG00000142168"	"SOD1"	chr21	+	31666448	31666518	31663789	31663886	31667257	31667341	206	20547	3	4618	0	219	149	1	1.0	1.0	1.0	0.0
214	"ENSG00000156261"	"CCT8"	chr21	-	29071951	29071988	29070246	29070337	29073259	29073351	214	3	0	0	11	186	149	4.78516690494e-07	6.388848381310149e-06	1.0	0.0	1.0
259	"ENSG00000154642"	"C21orf91"	chr21	-	17795207	17795270	17788973	17793581	17796581	17797118	259	138	15	145	15	212	149	0.906150042907	1.0	0.866	0.872	-0.006
260	"ENSG00000154642"	"C21orf91"	chr21	-	17795207	17795270	17792803	17793578	17796581	17797118	260	34	0	30	15	212	149	1.15443180049e-06	1.352325278285439e-05	1.0	0.584	0.416
261	"ENSG00000154640"	"BTG3"	chr21	-	17604144	17604276	17598616	17598824	17604859	17604997	261	15	40	55	342	281	149	0.0377983399311	0.07338368961770125	0.166	0.079	0.087
262	"ENSG00000154640"	"BTG3"	chr21	-	17611656	17611774	17609006	17609152	17612698	17612945	262	1	41	15	472	267	149	0.421465353336	0.5682916965222178	0.013	0.017	-0.004
280	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16231055	16231115	16537378	16537439	280	15	3	28	0	198	149	0.00876116467895	0.021857527750368432	0.79	1.0	-0.21
282	"ENSG00000215386"	"MIR99AHG"	chr21	+	16535033	16535709	16487489	16487538	16537378	16537439	282	51	25	17	58	825	149	1.95589722862e-07	3.0099795331653173e-06	0.269	0.05	0.219
286	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16487489	16487538	16606993	16607087	286	38	35	58	0	210	149	5.72875080707e-13	4.975326161992638e-11	0.435	1.0	-0.565
296	"ENSG00000215386"	"MIR99AHG"	chr21	+	16594339	16594454	16537280	16537439	16606993	16607087	296	4	32	18	28	264	149	0.00246263537965	0.007856926577862564	0.066	0.266	-0.2
300	"ENSG00000215386"	"MIR99AHG"	chr21	+	16631440	16631489	16630795	16630972	16640229	16645065	300	4	6	0	12	198	149	0.00148181770204	0.005218412861783925	0.334	0.0	0.334
302	"ENSG00000155313"	"USP25"	chr21	+	15842397	15842540	15833347	15833548	15864267	15864446	302	117	1	467	0	292	149	0.529693481038	0.6863756643232308	0.984	1.0	-0.016
304	"ENSG00000155313"	"USP25"	chr21	+	15849776	15849872	15842397	15842540	15864267	15864446	304	9	57	28	252	245	149	0.568831442498	0.7241878701096497	0.088	0.063	0.025
305	"ENSG00000155313"	"USP25"	chr21	+	15874402	15874526	15870067	15870147	15877795	15877991	305	106	7	301	0	273	149	0.000164234957886	0.0008696409276767182	0.892	1.0	-0.108
320	"ENSG00000243064"	"ABCC13"	chr21	+	14279595	14279657	14273798	14274157	14287549	14287697	320	2	0	10	9	211	149	0.00205883522081	0.00681699643190386	1.0	0.44	0.56
334	"ENSG00000160284"	"SPATC1L"	chr21	-	46182623	46183774	46168307	46168658	46184355	46184459	334	1	2	12	22	1300	149	0.582034222771	0.7381141361304765	0.054	0.059	-0.005
353	"ENSG00000280071"	"GATD3B"	chr21	-	5127897	5127950	5125878	5125992	5128213	5128273	353	444	22	274	6	202	149	0.0525109508941	0.0972182037739711	0.937	0.971	-0.034
358	"ENSG00000100299"	"ARSA"	chr22	-	50625578	50625681	50622753	50625464	50625935	50626063	358	872	14	451	8	252	149	0.895227737913	1.0	0.974	0.971	0.003
359	"ENSG00000100299"	"ARSA"	chr22	-	50627555	50627792	50627165	50627406	50627945	50628170	359	168	15	473	20	386	149	0.0613497984792	0.11082829847279435	0.812	0.901	-0.089
360	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50578548	50578659	50577774	50577934	50579035	50579255	360	80	6	72	5	260	149	0.861904395074	1.0	0.884	0.892	-0.008
361	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50581419	50581553	50580564	50580660	50581748	50582965	361	298	0	780	21	283	149	0.000741338868986	0.002982101741207731	1.0	0.951	0.049
362	"ENSG00000025770"	"NCAPH2"	chr22	+	50515719	50515774	50508258	50508445	50516446	50516548	362	14	81	14	135	204	149	0.245765191902	0.3648087826838948	0.112	0.07	0.042
364	"ENSG00000100241"	"SBF1"	chr22	-	50457033	50457111	50456491	50456673	50459254	50459392	364	82	15	192	28	227	149	0.589523462611	0.7458263699217731	0.782	0.818	-0.036
365	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50372071	50372150	50393892	50394135	365	11	11	0	18	275	149	8.59765612005e-06	7.276075512778737e-05	0.351	0.0	0.351
367	"ENSG00000100239"	"PPP6R2"	chr22	+	50436987	50437068	50436366	50436452	50437505	50437603	367	320	91	202	73	230	149	0.299150513156	0.4275221556709466	0.695	0.642	0.053
368	"ENSG00000205593"	"DENND6B"	chr22	-	50314399	50314494	50313813	50314272	50314604	50314700	368	4	12	102	6	244	149	4.85690265783e-10	1.7962063564062046e-08	0.169	0.912	-0.743
369	"ENSG00000205593"	"DENND6B"	chr22	-	50316565	50316626	50316369	50316475	50317292	50317373	369	0	3	33	97	210	149	0.00781273249303	0.019947845922419192	0.0	0.194	-0.194
370	"ENSG00000205593"	"DENND6B"	chr22	-	50316565	50316712	50316369	50316475	50317292	50317373	370	10	3	107	97	296	149	0.0819450481361	0.14194029058787763	0.627	0.357	0.27
372	"ENSG00000100429"	"HDAC10"	chr22	-	50247691	50247776	50246874	50246966	50247889	50247948	372	38	11	67	34	234	149	0.158173123301	0.25008182167212495	0.687	0.556	0.131
373	"ENSG00000100429"	"HDAC10"	chr22	-	50248661	50248751	50248224	50248472	50249102	50249168	373	49	0	78	1	239	149	0.434703352624	0.5830990470600825	1.0	0.98	0.02
374	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248661	50248751	50249102	50249168	374	49	5	148	11	209	149	0.784608167203	0.9297451026784528	0.875	0.906	-0.031
375	"ENSG00000188130"	"MAPK12"	chr22	-	50249102	50249454	50248365	50248472	50249634	50249703	375	24	0	79	4	501	149	0.0151696321083	0.03412885380687815	1.0	0.855	0.145
376	"ENSG00000188130"	"MAPK12"	chr22	-	50256787	50256964	50256598	50256646	50257081	50257193	376	21	2	80	0	326	149	0.0466258403254	0.0877874884349668	0.828	1.0	-0.172
377	"ENSG00000188130"	"MAPK12"	chr22	-	50256934	50256964	50256598	50256646	50257081	50257193	377	28	2	23	0	179	149	0.138491403179	0.2230747434452865	0.921	1.0	-0.079
379	"ENSG00000128159"	"TUBGCP6"	chr22	-	50233315	50233526	50229403	50229577	50240203	50240367	379	63	1	161	0	360	149	0.294307658459	0.42196709001384763	0.963	1.0	-0.037
380	"ENSG00000170638"	"TRABD"	chr22	+	50197240	50197351	50194899	50195040	50197448	50197588	380	468	0	816	3	260	149	1	1.0	1.0	0.994	0.006
381	"ENSG00000073150"	"PANX2"	chr22	+	50175431	50175482	50170760	50170956	50176938	50178402	381	5	12	12	0	200	149	4.47536831372e-07	6.024413421764551e-06	0.237	1.0	-0.763
383	"ENSG00000184164"	"CRELD2"	chr22	+	49922296	49922443	49921584	49921761	49922611	49922707	383	44	482	20	509	296	149	0.00481526691988	0.013489615372391886	0.044	0.019	0.025
385	"ENSG00000184164"	"CRELD2"	chr22	+	49924359	49924455	49923233	49923317	49925416	49925557	385	807	0	888	9	245	149	0.361342670938	0.4999925480507033	1.0	0.984	0.016
395	"ENSG00000054611"	"TBC1D22A"	chr22	+	46789311	46789471	46762650	46762848	46792519	46792576	395	0	20	9	125	309	149	0.0688134395504	0.12196600849050905	0.0	0.034	-0.034
399	"ENSG00000054611"	"TBC1D22A"	chr22	+	46793500	46793841	46762680	46762848	46878652	46878723	399	67	0	77	1	490	149	0.285657048595	0.4116810743183246	1.0	0.959	0.041
400	"ENSG00000054611"	"TBC1D22A"	chr22	+	46797443	46797620	46793500	46793841	46878652	46878723	400	101	0	201	6	326	149	0.0213401431854	0.04537472110808208	1.0	0.939	0.061
402	"ENSG00000054611"	"TBC1D22A"	chr22	+	46912073	46912188	46894783	46894846	46974289	46974399	402	95	0	147	6	264	149	0.0141929020722	0.03231218175891601	1.0	0.933	0.067
403	"ENSG00000075234"	"TTC38"	chr22	+	46269141	46269289	46268513	46268591	46272334	46272416	403	26	152	20	71	297	149	0.185772665612	0.2873719656167525	0.079	0.124	-0.045
404	"ENSG00000075234"	"TTC38"	chr22	+	46281970	46282151	46281598	46281718	46283972	46284032	404	108	231	10	82	330	149	5.73808671206e-05	0.0003592194845354903	0.174	0.052	0.122
405	"ENSG00000075234"	"TTC38"	chr22	+	46292202	46292328	46289825	46289899	46292790	46292933	405	295	748	67	139	275	149	0.382731943962	0.5242371291124518	0.176	0.207	-0.031
406	"ENSG00000186951"	"PPARA"	chr22	+	46175988	46176144	46151887	46151970	46176752	46176836	406	25	0	0	40	305	149	0	0.0	1.0	0.0	1.0
408	"ENSG00000186951"	"PPARA"	chr22	+	46176752	46176836	46151883	46151970	46198341	46198410	408	0	2	40	7	233	149	0.000255352781389	0.0012459545913917334	0.0	0.785	-0.785
409	"ENSG00000186951"	"PPARA"	chr22	+	46188722	46188822	46151887	46151970	46198344	46198410	409	0	2	4	0	249	149	6.14739090243e-06	5.466611859563328e-05	0.0	1.0	-1.0
413	"ENSG00000100376"	"FAM118A"	chr22	+	45337833	45337968	45336394	45336411	45340385	45340882	413	4	80	0	90	284	149	0.365480505075	0.5046522045379765	0.026	0.0	0.026
417	"ENSG00000093000"	"NUP50"	chr22	+	45166308	45166430	45163986	45164296	45168167	45168246	417	4	15	12	27	271	149	0.372669735039	0.5126416329251184	0.128	0.196	-0.068
418	"ENSG00000093000"	"NUP50"	chr22	+	45170987	45171143	45168167	45168246	45171599	45171683	418	0	21	12	62	305	149	0.00351004913217	0.010467415023897336	0.0	0.086	-0.086
419	"ENSG00000093000"	"NUP50"	chr22	+	45170987	45171152	45168167	45168246	45171599	45171639	419	2	21	12	62	314	149	0.203737234966	0.3110739783964627	0.043	0.084	-0.041
420	"ENSG00000093000"	"NUP50"	chr22	+	45170987	45171177	45168165	45168246	45171599	45171683	420	2	21	23	62	339	149	0.0184252640298	0.040111955008782806	0.04	0.14	-0.1
424	"ENSG00000226328"	"NUP50-DT"	chr22	-	45138823	45138916	45133019	45134797	45152404	45152623	424	56	0	37	11	242	149	3.5858566525e-06	3.4985215618382826e-05	1.0	0.674	0.326
425	"ENSG00000226328"	"NUP50-DT"	chr22	-	45138823	45138916	45133019	45134797	45163571	45163659	425	52	0	37	2	242	149	0.156713285319	0.24797724232339674	1.0	0.919	0.081
426	"ENSG00000226328"	"NUP50-DT"	chr22	-	45152404	45152623	45138823	45138916	45163576	45163781	426	9	0	18	4	368	149	0.00153570659822	0.0053666158513984204	1.0	0.646	0.354
427	"ENSG00000248405"	"PRR5-ARHGAP8"	chr22	+	44714590	44714671	44702232	44702608	44725243	44725292	427	42	0	13	2	230	149	0.035595416725	0.06973950405135679	1.0	0.808	0.192
428	"ENSG00000186654"	"PRR5"	chr22	+	44725243	44725292	44714590	44714671	44726576	44726634	428	80	19	34	0	198	149	5.49669429077e-05	0.0003467712078467016	0.76	1.0	-0.24
429	"ENSG00000248405"	"PRR5-ARHGAP8"	chr22	+	44732250	44732391	44731729	44731821	44735026	44735162	429	211	1	36	0	290	149	1	1.0	0.991	1.0	-0.009
434	"ENSG00000188677"	"PARVB"	chr22	+	44039835	44039957	44026303	44026376	44093927	44094017	434	6	2	6	3	271	149	0.668042855134	0.8235788087232878	0.623	0.524	0.099
435	"ENSG00000188677"	"PARVB"	chr22	+	44151482	44151551	44147860	44147922	44157981	44158083	435	197	1	423	26	218	149	0.000114516467909	0.0006421588969197193	0.993	0.917	0.076
439	"ENSG00000100227"	"POLDIP3"	chr22	-	42597672	42597737	42596185	42596365	42599697	42599793	439	0	64	14	240	214	149	0.0136605089838	0.03131204390218559	0.0	0.039	-0.039
440	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602056	42599697	42599793	42602769	42603012	440	51	2	306	20	236	149	0.266809345196	0.3894095052436423	0.942	0.906	0.036
441	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42599697	42599793	42602769	42603160	441	29	2	188	20	287	149	0.352730486111	0.490273627914089	0.883	0.83	0.053
