ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
43	"ENSG00000054611"	"TBC1D22A"	chr22	+	46913333	46913446	46974289	46974399	46912073	46912188	46997633	46997709	43	4	149	0	294	262	259	0.346544420153	0.44204394693673627	0.026	0.0	0.026
44	"ENSG00000248405"	"PRR5-ARHGAP8"	chr22	+	44714590	44714671	44725243	44725292	44702232	44702608	44726576	44726634	44	34	44	0	23	230	198	2.81574102368e-07	3.0674512060998784e-06	0.399	0.0	0.399
46	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40964046	40964117	40951377	40951476	40967798	40967884	46	268	557	769	965	228	220	0.00242566030359	0.006966909820031465	0.317	0.435	-0.118
47	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40967798	40967884	40951377	40951476	40972475	40973309	47	279	686	759	1339	228	235	0.0429926590224	0.07683202280966521	0.295	0.369	-0.074
48	"ENSG00000100387"	"RBX1"	chr22	+	40964046	40964117	40967798	40967884	40953554	40953633	40972475	40973309	48	340	676	1202	1349	220	235	0.000378372296275	0.001467893962347437	0.349	0.488	-0.139
50	"ENSG00000100372"	"SLC25A17"	chr22	-	40784512	40784604	40792524	40792676	40779008	40779125	40794513	40794580	50	63	1	167	0	301	241	0.449463640037	0.5489768242128024	0.981	1.0	-0.019
51	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083	51	6	33	0	130	216	301	5.33444613091e-05	0.0002746157590542451	0.202	0.0	0.202
52	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38665545	38665685	38656675	38656750	38668016	38668132	52	15	17	41	50	337	289	0.873903504775	0.9267501768926623	0.431	0.413	0.018
54	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833109	37833158	37833206	37832636	37832744	37833683	37833755	54	2	53	80	240	197	301	2.50751468625e-05	0.00014927037051513123	0.055	0.337	-0.282
55	"ENSG00000100365"	"NCF4"	chr22	+	36864918	36865072	36867391	36867462	36860987	36861203	36870414	36870542	55	2	86	78	296	303	220	8.19883274494e-07	7.75652729422613e-06	0.017	0.161	-0.144
62	"ENSG00000133424"	"LARGE1"	chr22	-	33283201	33283348	33304228	33304507	33277059	33277255	33316084	33316248	62	16	22	41	14	428	296	0.00196691077906	0.005827783723121456	0.335	0.669	-0.334
64	"ENSG00000133424"	"LARGE1"	chr22	-	33316084	33316248	33337645	33337801	33304228	33304507	33381918	33382044	64	13	10	0	21	305	313	2.36375659934e-07	2.683485781461253e-06	0.572	0.0	0.572
65	"ENSG00000133424"	"LARGE1"	chr22	-	33337645	33337801	33381918	33382044	33316084	33316248	33384191	33384304	65	26	4	12	0	275	305	0.0213617946415	0.0429425825179082	0.878	1.0	-0.122
66	"ENSG00000100150"	"DEPDC5"	chr22	+	31876086	31876265	31879524	31879752	31874272	31874405	31893581	31893751	66	0	77	7	39	328	377	0.00015705973828	0.000688224274907002	0.0	0.171	-0.171
67	"ENSG00000100150"	"DEPDC5"	chr22	+	31876156	31876265	31879524	31879752	31874272	31874405	31893581	31893751	67	31	77	42	39	258	377	0.00296234449701	0.008244873651678156	0.37	0.611	-0.241
68	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30613042	30614348	30614501	30610870	30611063	30615300	30615473	68	79	147	220	369	319	302	0.618362387987	0.7128487650864954	0.337	0.361	-0.024
69	"ENSG00000185339"	"TCN2"	chr22	+	30612884	30613042	30614348	30614501	30610870	30611063	30615300	30615473	69	8	147	0	369	307	302	0.00179821837605	0.005423378561848283	0.051	0.0	0.051
70	"ENSG00000248751"	"AC004997.1"	chr22	-	30288705	30288776	30292772	30292851	30287372	30287560	30293650	30293805	70	87	9	125	0	228	220	0.000240865706574	0.00099339833476122	0.903	1.0	-0.097
71	"ENSG00000100325"	"ASCC2"	chr22	-	29832244	29832342	29833540	29833614	29825621	29825780	29834488	29834550	71	5	40	12	97	223	247	0.965044620901	1.0	0.122	0.121	0.001
74	"ENSG00000186998"	"EMID1"	chr22	+	29254202	29254287	29255270	29255361	29243444	29243489	29258816	29259597	74	50	5	208	77	234	240	0.00174888213059	0.005313153177017789	0.911	0.735	0.176
75	"ENSG00000159873"	"CCDC117"	chr22	+	28773724	28773778	28780947	28781172	28772673	28773034	28783507	28783645	75	4	18	3	142	203	374	0.00868283144318	0.020073812886322893	0.29	0.037	0.253
76	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744704	28745863	28746008	28743881	28743978	28751240	28751288	76	82	81	231	25	239	294	2.99760216649e-15	2.586331149247572e-13	0.555	0.919	-0.364
77	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28745863	28746008	28743881	28743978	28751240	28751288	77	95	81	216	25	244	294	8.28115354068e-13	3.7213433723430745e-11	0.586	0.912	-0.326
86	"ENSG00000228315"	"GUSBP11"	chr22	-	23686830	23686995	23690235	23690356	23683724	23683867	23694118	23695517	86	12	2	61	20	270	314	0.217503526859	0.303463846982447	0.875	0.78	0.095
87	"ENSG00000228315"	"GUSBP11"	chr22	-	23695172	23695517	23700725	23700845	23683724	23683867	23705428	23705541	87	2	14	9	108	269	494	0.707020255296	0.7869157330616471	0.208	0.133	0.075
88	"ENSG00000100030"	"MAPK1"	chr22	-	21788256	21788388	21788693	21788808	21772872	21772982	21799011	21799128	88	8	51	243	273	264	281	1.1082614757e-06	9.999353127691875e-06	0.143	0.487	-0.344
89	"ENSG00000015475"	"BID"	chr22	-	17743802	17744013	17750104	17750174	17739348	17739488	17774380	17774495	89	101	496	90	411	219	360	0.737338010343	0.8143564200255252	0.251	0.265	-0.014
92	"ENSG00000012817"	"KDM5D"	chrY	-	19739527	19739662	19741317	19741488	19735620	19735750	19741734	19741857	92	25	2	136	98	320	284	6.2998922137e-05	0.00031310754619702535	0.917	0.552	0.365
93	"ENSG00000012817"	"KDM5D"	chrY	-	19741317	19741488	19741734	19741857	19739527	19739662	19743161	19743239	93	22	6	92	169	272	320	1.50808961239e-05	9.652668527968042e-05	0.812	0.39	0.422
100	"ENSG00000170889"	"RPS9"	chr19	+	54201486	54201609	54206275	54206462	54201159	54201281	54207397	54207647	100	23936	18639	28600	16079	272	336	0.0220501953613	0.044095186733676364	0.613	0.687	-0.074
102	"ENSG00000105379"	"ETFB"	chr19	-	51350328	51350391	51353131	51353290	51346899	51347058	51354149	51354308	102	2670	1150	813	252	308	212	0.0421247397522	0.07553039372027881	0.615	0.69	-0.075
105	"ENSG00000169169"	"CPT1C"	chr19	+	49700683	49700855	49701316	49701418	49697325	49697465	49701496	49701634	105	7	0	4	6	321	251	7.50729768731e-05	0.00036382106617514193	1.0	0.343	0.657
106	"ENSG00000142552"	"RCN3"	chr19	+	49539118	49539179	49542552	49542752	49537032	49537205	49543105	49543633	106	80	226	135	648	210	349	0.0140446481676	0.030173611650909562	0.37	0.257	0.113
107	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49490231	49490297	49487509	49487644	49490474	49490576	107	6	24295	9	32717	222	215	1	1.0	0.0	0.0	0.0
108	"ENSG00000090554"	"FLT3LG"	chr19	+	49478962	49479047	49480297	49480476	49476422	49476566	49480551	49480620	108	17	88	20	64	234	328	0.217183124773	0.3032439821137165	0.213	0.305	-0.092
109	"ENSG00000104872"	"PIH1D1"	chr19	-	49448000	49448062	49449474	49449654	49447826	49447908	49450781	49450848	109	356	250	594	235	329	211	0.00148420615192	0.004586579756004928	0.477	0.618	-0.141
112	"ENSG00000130529"	"TRPM4"	chr19	+	49166040	49166215	49168259	49168423	49158191	49158259	49168552	49168736	112	6	2	116	114	324	313	0.117012584861	0.17925862609742682	0.743	0.496	0.247
113	"ENSG00000104808"	"DHDH"	chr19	+	48939448	48939701	48942439	48942564	48934999	48935111	48944356	48944507	113	5	26	73	20	402	274	7.97429455801e-10	1.6863287609438795e-08	0.116	0.713	-0.597
114	"ENSG00000142227"	"EMP3"	chr19	+	48326829	48326922	48327520	48327623	48325990	48326053	48329351	48329492	114	9	181	20	2536	242	252	0.00103667403529	0.0033813076968478547	0.049	0.008	0.041
115	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48246074	48246381	48240961	48241063	48249522	48249633	115	1	5	8	10	456	254	0.0919254256347	0.14615424706609778	0.1	0.308	-0.208
121	"ENSG00000142273"	"CBLC"	chr19	+	44782369	44782491	44784263	44784401	44781206	44781363	44790003	44790091	121	88	163	16	30	271	287	0.940243500138	0.9811829849045312	0.364	0.361	0.003
122	"ENSG00000142273"	"CBLC"	chr19	+	44782369	44782491	44784263	44784417	44781206	44781363	44790003	44790091	122	88	13	16	0	271	303	0.00537975003027	0.013540397684121809	0.883	1.0	-0.117
123	"ENSG00000142273"	"CBLC"	chr19	+	44784263	44784401	44790003	44790091	44782369	44782491	44792382	44792514	123	55	76	15	21	287	237	0.949203707669	0.9876663759971215	0.374	0.371	0.003
128	"ENSG00000079385"	"CEACAM1"	chr19	-	42516772	42516865	42518947	42519235	42512349	42512479	42521266	42521521	128	470	8	302	0	437	242	0.0405142000947	0.07337458405060276	0.97	1.0	-0.03
135	"ENSG00000076928"	"ARHGEF1"	chr19	+	41904948	41905036	41905174	41905261	41904215	41904383	41905759	41905827	135	145	183	310	595	237	236	0.0303235152951	0.05759010886134776	0.441	0.342	0.099
136	"ENSG00000267107"	"PCAT19"	chr19	-	41456615	41456918	41474465	41474539	41456360	41456487	41479080	41479284	136	2	0	31	158	223	452	0.000281900222228	0.0011451201117623276	1.0	0.285	0.715
137	"ENSG00000267107"	"PCAT19"	chr19	-	41479080	41479284	41494539	41495427	41456360	41456487	41500583	41500644	137	244	210	672	420	1037	353	0.0751240551064	0.12285260565921514	0.283	0.353	-0.07
138	"ENSG00000267107"	"PCAT19"	chr19	-	41479080	41479284	41495301	41495427	41456360	41456487	41500583	41500644	138	249	210	632	420	275	353	0.190100962726	0.27245699441859267	0.603	0.659	-0.056
139	"ENSG00000267107"	"PCAT19"	chr19	-	41494539	41494648	41495301	41495427	41479080	41479284	41500583	41500644	139	680	4	1507	0	275	258	1	1.0	0.994	1.0	-0.006
140	"ENSG00000090013"	"BLVRB"	chr19	-	40451363	40451492	40458173	40458545	40447764	40448046	40465609	40465764	140	1654	2328	3413	2070	521	278	1.19268522836e-08	1.8916338511562646e-07	0.275	0.468	-0.193
141	"ENSG00000105197"	"TIMM50"	chr19	+	39482884	39482916	39485543	39485602	39481882	39482033	39485687	39485807	141	41	71	108	39	181	208	1.16933553618e-07	1.409081984100704e-06	0.399	0.761	-0.362
142	"ENSG00000130755"	"GMFG"	chr19	-	39329543	39329626	39333076	39333126	39328999	39329073	39335260	39335310	142	201	212	743	713	199	232	0.602493037553	0.6968243871323436	0.525	0.549	-0.024
143	"ENSG00000130755"	"GMFG"	chr19	-	39333076	39333126	39335260	39335310	39329543	39329626	39335434	39335531	143	400	248	1331	877	199	199	0.714974464593	0.795358390988706	0.617	0.603	0.014
144	"ENSG00000130755"	"GMFG"	chr19	-	39333076	39333126	39335434	39335531	39329543	39329626	39335973	39336005	144	130	256	280	872	246	199	0.0171540900508	0.0356124853123923	0.291	0.206	0.085
150	"ENSG00000239382"	"ALKBH6"	chr19	-	36010893	36011045	36011403	36011464	36010566	36010683	36013020	36013089	150	46	74	61	93	210	301	0.85023217132	0.9083461087356315	0.471	0.485	-0.014
151	"ENSG00000239382"	"ALKBH6"	chr19	-	36011403	36011464	36013000	36013089	36010893	36011045	36013343	36013422	151	83	46	155	18	238	210	1.34382391093e-06	1.1783041365349633e-05	0.614	0.884	-0.27
152	"ENSG00000239382"	"ALKBH6"	chr19	-	36011403	36011464	36013020	36013089	36010893	36011045	36013343	36013422	152	83	46	142	18	218	210	5.47141820983e-06	4.0280224002097985e-05	0.635	0.884	-0.249
154	"ENSG00000267120"	"AD000671.2"	chr19	-	35739709	35740088	35740379	35740564	35739251	35739626	35741023	35741228	154	447	2496	85	408	334	528	0.452185491619	0.5513646723698038	0.221	0.248	-0.027
155	"ENSG00000267120"	"AD000671.2"	chr19	-	35739709	35740088	35741023	35741228	35739251	35739626	35742395	35742619	155	51	2483	244	393	354	528	0	0.0	0.03	0.481	-0.451
156	"ENSG00000267120"	"AD000671.2"	chr19	-	35744625	35744738	35745124	35745212	35744322	35744421	35745347	35745432	156	12	31	12	105	237	262	0.0125413183869	0.027352501274563498	0.3	0.112	0.188
157	"ENSG00000105677"	"TMEM147"	chr19	+	35546525	35546585	35546671	35547029	35545887	35545957	35547118	35547240	157	233	636	469	727	209	507	0.000936233509347	0.003087852721194922	0.471	0.61	-0.139
158	"ENSG00000161249"	"DMKN"	chr19	-	35505938	35505986	35509910	35509961	35505717	35505765	35510183	35510252	158	1	10	306	301	200	197	0.00121674417935	0.003848265681609897	0.09	0.5	-0.41
159	"ENSG00000161249"	"DMKN"	chr19	-	35505938	35506049	35509910	35509961	35505717	35505765	35510183	35510252	159	1	0	306	145	200	260	0.0096285602771	0.021875682259156072	1.0	0.733	0.267
161	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35507457	35507511	35505938	35505986	35509910	35509961	161	0	1	28	117	203	209	0.0148240066855	0.03153390771264645	0.0	0.198	-0.198
162	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35508204	35508240	35505938	35505986	35509910	35509961	162	0	1	148	117	185	209	0.00463226457067	0.011980569159394711	0.0	0.588	-0.588
163	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35508204	35508240	35505938	35505986	35510183	35510252	163	0	2	23	66	185	209	0.00741514274911	0.017634468478313417	0.0	0.282	-0.282
164	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35509910	35509961	35505938	35505986	35510183	35510252	164	1	2	586	66	200	209	0.0552606775773	0.09543417256544123	0.343	0.903	-0.56
170	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35505938	35505986	35510183	35510252	170	1	0	586	23	200	185	0.0984522462018	0.15512161801116334	1.0	0.959	0.041
171	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35506125	35506185	35510183	35510252	171	2	0	364	7	200	185	0.356623959728	0.4527592001961719	1.0	0.98	0.02
172	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35507457	35507511	35510183	35510211	172	1	0	329	55	200	185	0.0200141033615	0.040650113889600284	1.0	0.847	0.153
174	"ENSG00000105697"	"HAMP"	chr19	+	35282493	35282667	35284788	35284848	35280715	35280927	35284937	35285143	174	237	37621	20	107	323	209	2.16260342967e-12	8.801387920373943e-11	0.004	0.108	-0.104
175	"ENSG00000266964"	"FXYD1"	chr19	+	35139918	35140140	35140596	35140629	35139737	35139767	35141131	35141206	175	77	1006	15	38	371	182	6.02528383334e-05	0.0003022450518259158	0.036	0.162	-0.126
176	"ENSG00000266964"	"FXYD1"	chr19	+	35140075	35140140	35140596	35140629	35139440	35139588	35141131	35141206	176	1322	1019	49	38	214	182	0.989639121072	1.0	0.525	0.523	0.002
177	"ENSG00000266964"	"FXYD1"	chr19	+	35140075	35140140	35140596	35140629	35139725	35139767	35141131	35141206	177	426	1006	77	38	214	182	1.45886858149e-10	3.933474412842413e-09	0.265	0.633	-0.368
179	"ENSG00000126249"	"PDCD2L"	chr19	+	34404929	34404990	34409160	34409510	34404648	34404815	34413736	34413847	179	8	135	23	114	210	499	0.00316206057777	0.008677563188613091	0.123	0.324	-0.201
180	"ENSG00000257103"	"LSM14A"	chr19	+	34208928	34209051	34215123	34215300	34196633	34196763	34215595	34215661	180	88	57	356	366	272	326	0.0440196544331	0.07827732449480354	0.649	0.538	0.111
181	"ENSG00000021488"	"SLC7A9"	chr19	-	32843854	32843951	32858439	32858543	32842167	32842317	32859840	32859964	181	19	35	6	0	253	246	2.52590103097e-05	0.00014927037051513123	0.345	1.0	-0.655
191	"ENSG00000186010"	"NDUFA13"	chr19	+	19526024	19526260	19527280	19527352	19515735	19516332	19527700	19527770	191	9	1611	0	1168	385	221	1	1.0	0.003	0.0	0.003
192	"ENSG00000186010"	"NDUFA13"	chr19	+	19526181	19526260	19527280	19527352	19516224	19516332	19527700	19527770	192	3048	1611	3157	1168	228	221	0.0165391516696	0.03456875014663488	0.647	0.724	-0.077
193	"ENSG00000186010"	"NDUFA13"	chr19	+	19526181	19526260	19527280	19527372	19516260	19516332	19527700	19527770	193	3048	6	3157	6	228	241	1	1.0	0.998	0.998	0.0
194	"ENSG00000105705"	"SUGP1"	chr19	-	19310096	19310200	19316421	19316593	19305848	19306076	19320462	19320509	194	34	41	126	57	321	253	0.00159071496302	0.0048807570060229585	0.395	0.635	-0.24
195	"ENSG00000105701"	"FKBP8"	chr19	-	18537600	18537773	18539370	18539459	18533269	18533347	18541678	18541995	195	8	2474	0	2064	238	322	1	1.0	0.004	0.0	0.004
196	"ENSG00000105655"	"ISYNA1"	chr19	-	18436683	18436877	18437598	18437760	18436329	18436479	18437859	18437988	196	31	56	82	129	311	343	0.625282609536	0.7181760323584409	0.379	0.412	-0.033
197	"ENSG00000099331"	"MYO9B"	chr19	+	17177796	17177886	17180926	17181040	17175662	17175741	17183828	17183868	197	0	19	18	162	239	263	0.00607813138225	0.015017788535524917	0.0	0.109	-0.109
198	"ENSG00000214046"	"SMIM7"	chr19	-	16647095	16647261	16659394	16659447	16630750	16631724	16659958	16660000	198	33	60	27	92	202	315	0.0600692469754	0.10175905886353825	0.462	0.314	0.148
199	"ENSG00000214046"	"SMIM7"	chr19	-	16647119	16647261	16659394	16659447	16631042	16631724	16659958	16660066	199	33	4	27	64	202	291	3.85730447583e-10	9.454779266324217e-09	0.922	0.378	0.544
200	"ENSG00000214046"	"SMIM7"	chr19	-	16655237	16655368	16659157	16659255	16654034	16654125	16659394	16659447	200	12	0	0	6	247	280	3.63939633985e-09	6.709553765005514e-08	1.0	0.0	1.0
201	"ENSG00000214046"	"SMIM7"	chr19	-	16659394	16659447	16659958	16660000	16646341	16647261	16660084	16660144	201	4	45	13	146	191	202	0.95246347713	0.9891496004667356	0.086	0.086	0.0
202	"ENSG00000268790"	"AC008764.4"	chr19	-	16647095	16647261	16659394	16659447	16578334	16578409	16659958	16660000	202	29	49	27	69	202	315	0.238072708906	0.3275018068305115	0.48	0.379	0.101
203	"ENSG00000268790"	"AC008764.4"	chr19	-	16647119	16647261	16659394	16659447	16578334	16578409	16659958	16660000	203	29	4	27	13	202	291	0.029097674342	0.055820832398364266	0.913	0.749	0.164
204	"ENSG00000268790"	"AC008764.4"	chr19	-	16654034	16654125	16659394	16659447	16647095	16647261	16659958	16660000	204	191	441	371	472	202	240	0.00087150647994	0.0029009868475780554	0.34	0.483	-0.143
205	"ENSG00000268790"	"AC008764.4"	chr19	-	16659394	16659447	16659958	16660000	16654034	16654125	16660084	16660104	205	4	262	7	320	191	202	0.500530965191	0.5978102391566927	0.016	0.023	-0.007
207	"ENSG00000127507"	"ADGRE2"	chr19	-	14754953	14755127	14755653	14755877	14752328	14752526	14756237	14756345	207	11	3	67	81	373	323	0.0119786510671	0.026338379563440064	0.76	0.417	0.343
210	"ENSG00000105607"	"GCDH"	chr19	+	12891270	12891395	12891486	12891522	12891159	12891202	12891830	12891974	210	20	24	5	56	274	185	1.02798517205e-05	7.039250844799523e-05	0.36	0.057	0.303
212	"ENSG00000130164"	"LDLR"	chr19	+	11102663	11102786	11105219	11105600	11100222	11100345	11106564	11106687	212	24	137	131	542	272	530	0.219435500731	0.30576380818912596	0.254	0.32	-0.066
213	"ENSG00000079805"	"DNM2"	chr19	+	10796060	10796199	10797379	10797518	10795371	10795439	10798485	10798572	213	131	15	890	390	288	288	1.44189983364e-06	1.2401942927512948e-05	0.897	0.695	0.202
215	"ENSG00000270011"	"ZNF559-ZNF177"	chr19	+	9333014	9333113	9337795	9337858	9324694	9324780	9338493	9338582	215	0	1	4	24	248	212	0.0299096496045	0.05699215035062411	0.0	0.125	-0.125
216	"ENSG00000270011"	"ZNF559-ZNF177"	chr19	+	9333014	9333113	9337795	9338017	9324694	9324780	9338493	9338582	216	0	2	4	55	248	371	0.0437869391414	0.07792774565016485	0.0	0.098	-0.098
217	"ENSG00000099785"	"MARCHF2"	chr19	+	8421788	8422016	8426608	8426804	8413304	8413420	8430657	8430867	217	344	438	209	409	377	345	0.016614944402	0.03468153366078539	0.418	0.319	0.099
218	"ENSG00000167774"	"AC010323.1"	chr19	-	8316495	8316645	8320856	8320906	8311411	8311595	8321307	8321379	218	2	1434	0	1312	199	299	1	1.0	0.002	0.0	0.002
219	"ENSG00000090661"	"CERS4"	chr19	+	8241340	8241457	8251043	8251249	8210705	8210862	8254498	8254616	219	12	412	13	290	266	355	0.330137453374	0.4246517619501753	0.037	0.056	-0.019
220	"ENSG00000090661"	"CERS4"	chr19	+	8241340	8241457	8251075	8251249	8210705	8210862	8254498	8254616	220	12	522	13	354	266	323	0.288093058592	0.38129216734548743	0.027	0.043	-0.016
221	"ENSG00000090661"	"CERS4"	chr19	+	8241340	8241457	8251109	8251249	8210705	8210862	8254498	8254616	221	12	351	13	228	266	289	0.249377990807	0.34066391777751676	0.036	0.058	-0.022
222	"ENSG00000090661"	"CERS4"	chr19	+	8257878	8257985	8261687	8261844	8256948	8257077	8261929	8262418	222	380	767	187	163	256	306	7.65444535222e-06	5.5035462082461796e-05	0.372	0.578	-0.206
223	"ENSG00000182566"	"CLEC4G"	chr19	-	7729820	7729936	7730018	7730167	7728957	7729504	7730350	7730440	223	1575	1633	26	46	298	265	0.0521405631351	0.09077255422309177	0.462	0.334	0.128
225	"ENSG00000125734"	"GPR108"	chr19	-	6735621	6735704	6735907	6735958	6734182	6734307	6736591	6736711	225	16	34	83	125	200	232	0.311433158669	0.4058980805130109	0.353	0.435	-0.082
231	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684818	5684905	5684964	5685119	5681023	5681271	5686899	5686991	231	5	11	34	16	236	304	0.00955030669356	0.02177591071671133	0.369	0.732	-0.363
232	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684988	5685119	5686415	5686527	5684818	5684905	5686899	5686991	232	26	13	35	27	280	261	0.307630220628	0.402030931850782	0.651	0.547	0.104
233	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684992	5685119	5686415	5686527	5684818	5684905	5686899	5686991	233	8	13	0	27	276	261	1.63124336023e-05	0.00010288280491275175	0.368	0.0	0.368
235	"ENSG00000178078"	"STAP2"	chr19	-	4324454	4324529	4325215	4325308	4324042	4324197	4325395	4325545	235	326	311	138	69	242	224	0.00281113327048	0.00785442288138	0.492	0.649	-0.157
237	"ENSG00000060566"	"CREB3L3"	chr19	+	4156994	4157295	4159663	4159782	4154898	4155027	4164502	4164640	237	1664	1153	1	1	450	268	0.660548531922	0.7475357730093148	0.462	0.373	0.089
238	"ENSG00000060566"	"CREB3L3"	chr19	+	4156997	4157295	4159663	4159782	4154898	4155027	4164502	4164640	238	1665	1153	0	1	447	268	0.00420792971931	0.011041976161255072	0.464	0.0	0.464
240	"ENSG00000060566"	"CREB3L3"	chr19	+	4168350	4168457	4170139	4170208	4164502	4164640	4171090	4171175	240	1088	1834	0	1	256	218	0.00759674057188	0.01798773184944089	0.336	0.0	0.336
241	"ENSG00000267059"	"AC005943.1"	chr19	-	1581091	1581269	1582621	1582712	1578338	1578538	1584539	1584677	241	107	473	294	358	240	327	1.6273649095e-11	5.400347861217692e-10	0.236	0.528	-0.292
244	"ENSG00000101181"	"MTG2"	chr20	+	62197851	62197967	62198633	62198852	62195801	62195949	62199118	62199257	244	71	279	82	142	265	368	0.000549528370797	0.002002251175353258	0.261	0.445	-0.184
246	"ENSG00000087586"	"AURKA"	chr20	-	56388686	56388784	56390555	56390665	56388155	56388202	56392153	56392215	246	0	3	8	27	259	247	0.00794805396295	0.01867532940967663	0.0	0.22	-0.22
247	"ENSG00000064787"	"BCAS1"	chr20	-	53966905	53967073	53975388	53975430	53953431	53953695	53985286	53985499	247	0	3	12	23	191	317	0.00271422013676	0.007633080619284641	0.0	0.464	-0.464
251	"ENSG00000000419"	"DPM1"	chr20	-	50941128	50941209	50942030	50942126	50940864	50940933	50945736	50945762	251	261	3	366	20	245	230	0.00207310731443	0.006083935343163959	0.988	0.945	0.043
252	"ENSG00000000419"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50941128	50941209	50945846	50945923	252	20	20	49	14	175	245	0.00511449801363	0.012994077992226044	0.583	0.831	-0.248
259	"ENSG00000175063"	"UBE2C"	chr20	+	45814383	45814470	45815389	45815540	45813436	45813464	45815853	45815913	259	17	0	223	17	236	300	0.0260462905982	0.05093549303745911	1.0	0.943	0.057
260	"ENSG00000175063"	"UBE2C"	chr20	+	45814383	45814470	45815540	45815745	45813436	45813464	45815853	45815913	260	17	26	223	553	236	354	0.183267635317	0.26406699357299196	0.495	0.377	0.118
261	"ENSG00000175063"	"UBE2C"	chr20	+	45815389	45815540	45815540	45815745	45813436	45813464	45815853	45815913	261	0	26	17	553	300	354	0.0708957972485	0.11745179313749192	0.0	0.035	-0.035
