ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
183	"ENSG00000000419"	"DPM1"	chr20	-	50940864	50940933	50942030	50942126	50936147	50936262	50945736	50945762
185	"ENSG00000000419"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50940864	50940933	50945846	50945923
186	"ENSG00000000419"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50941128	50941209	50945846	50945923
193	"ENSG00000124207"	"CSE1L"	chr20	+	49085282	49085386	49088008	49088106	49084025	49084162	49089246	49089397
194	"ENSG00000124198"	"ARFGEF2"	chr20	+	49018883	49018998	49023050	49023181	49017495	49017550	49025312	49025481
195	"ENSG00000124198"	"ARFGEF2"	chr20	+	49023050	49023181	49025312	49025481	49018883	49018998	49028529	49028668
201	"ENSG00000174306"	"ZHX3"	chr20	-	41238687	41238796	41239597	41239704	41204773	41205066	41268989	41269083
203	"ENSG00000174306"	"ZHX3"	chr20	-	41239597	41239704	41267462	41267612	41238687	41238796	41268989	41269083
204	"ENSG00000174306"	"ZHX3"	chr20	-	41254587	41254635	41267462	41267612	41238687	41238796	41268989	41269083
218	"ENSG00000080839"	"RBL1"	chr20	-	37020658	37020730	37022649	37022826	37018278	37018369	37032664	37032876
219	"ENSG00000080839"	"RBL1"	chr20	-	37022649	37022826	37032664	37032876	37020658	37020730	37035241	37035508
220	"ENSG00000101347"	"SAMHD1"	chr20	-	36935028	36935189	36941038	36941111	36930759	36930875	36946737	36946804
221	"ENSG00000101347"	"SAMHD1"	chr20	-	36935080	36935189	36941038	36941111	36930759	36930875	36946737	36946804
228	"ENSG00000272897"	"AL109827.1"	chr20	-	35632794	35632923	35655201	35655344	35632516	35632696	35658929	35659014
243	"ENSG00000101310"	"SEC23B"	chr20	+	18548608	18548770	18551088	18551175	18545955	18546033	18554234	18554390
244	"ENSG00000089177"	"KIF16B"	chr20	-	16335925	16336015	16356329	16356452	16312334	16312418	16370585	16370636
245	"ENSG00000149346"	"SLX4IP"	chr20	+	10458175	10458231	10556230	10556320	10435304	10435453	10560699	10560820
248	"ENSG00000088766"	"CRLS1"	chr20	+	6015360	6015490	6031284	6031370	6009774	6009912	6032011	6032080
249	"ENSG00000088766"	"CRLS1"	chr20	+	6023379	6023422	6028671	6028725	6015360	6015490	6031284	6031370
251	"ENSG00000125885"	"MCM8"	chr20	+	5972006	5972037	5973055	5973196	5967829	5968025	5977875	5978017
253	"ENSG00000089057"	"SLC23A2"	chr20	-	4885820	4885909	4899554	4899712	4884752	4884823	4902441	4902558
254	"ENSG00000088888"	"MAVS"	chr20	+	3857634	3857809	3861331	3861504	3854557	3854741	3862253	3862413
255	"ENSG00000088812"	"ATRN"	chr20	+	3540221	3540335	3545761	3545890	3535252	3535336	3547283	3547489
258	"ENSG00000150636"	"CCDC102B"	chr18	+	68897218	68897428	69010933	69011104	68874668	68874785	69054029	69055189
261	"ENSG00000105429"	"MEGF8"	chr19	+	42348271	42348472	42349498	42349699	42344669	42344833	42350147	42350384
263	"ENSG00000074657"	"ZNF532"	chr18	+	58934432	58934614	58939444	58939621	58918270	58920633	58948066	58948229
264	"ENSG00000074657"	"ZNF532"	chr18	+	58939444	58939621	58948066	58948229	58934432	58934614	58953517	58953799
276	"ENSG00000134042"	"MRO"	chr18	-	50800035	50800143	50805153	50805336	50795119	50799390	50806703	50806850
287	"ENSG00000152229"	"PSTPIP2"	chr18	-	45992105	45992202	45993604	45993703	45991901	45991983	45997748	45997828
306	"ENSG00000141447"	"OSBPL1A"	chr18	-	24181144	24181279	24196124	24196200	24179737	24179835	24225041	24225198
309	"ENSG00000168234"	"TTC39C"	chr18	+	24114553	24114647	24118124	24118232	24113352	24113665	24123833	24123943
318	"ENSG00000101639"	"CEP192"	chr18	+	13037236	13037301	13040829	13040956	13030464	13030608	13042203	13042334
319	"ENSG00000101639"	"CEP192"	chr18	+	13038369	13038579	13040829	13040956	13037236	13037301	13042203	13042334
320	"ENSG00000101639"	"CEP192"	chr18	+	13040829	13040956	13042203	13042334	13037236	13037301	13048858	13049681
321	"ENSG00000101639"	"CEP192"	chr18	+	13040829	13040956	13042203	13042334	13038369	13038579	13048858	13049681
328	"ENSG00000178127"	"NDUFV2"	chr18	+	9124873	9124983	9126830	9126907	9122512	9122681	9134185	9134341
334	"ENSG00000198862"	"LTN1"	chr21	-	28932469	28932664	28935108	28935329	28931154	28931322	28936525	28936697
344	"ENSG00000154263"	"ABCA10"	chr17	-	69174280	69174394	69174606	69174777	69164963	69165083	69175405	69175513
345	"ENSG00000154262"	"ABCA6"	chr17	-	69088166	69088258	69089464	69089542	69087352	69087473	69091142	69091262
346	"ENSG00000154262"	"ABCA6"	chr17	-	69089464	69089542	69091142	69091262	69088166	69088258	69096239	69096353
349	"ENSG00000091583"	"APOH"	chr17	-	66216787	66216967	66220553	66220742	66214452	66214650	66223697	66223774
350	"ENSG00000091583"	"APOH"	chr17	-	66226027	66226124	66228019	66228196	66223697	66223774	66229315	66229415
351	"ENSG00000256525"	"POLG2"	chr17	-	64482918	64482999	64483963	64485868	64480288	64480389	64486897	64487068
357	"ENSG00000189050"	"RNFT1"	chr17	-	59958290	59958444	59962539	59962616	59957223	59957382	59962826	59963284
358	"ENSG00000189050"	"RNFT1"	chr17	-	59960067	59960168	59962539	59962616	59958290	59958444	59962826	59963284
360	"ENSG00000062716"	"VMP1"	chr17	+	59764970	59765138	59773753	59773885	59738836	59738947	59808795	59808876
361	"ENSG00000062716"	"VMP1"	chr17	+	59773753	59773885	59808795	59808876	59764970	59765138	59811669	59811786
364	"ENSG00000141338"	"ABCA8"	chr17	-	68941938	68942039	68949311	68949472	68940757	68940962	68955218	68955351
382	"ENSG00000178852"	"EFCAB13"	chr17	+	47361377	47361521	47370436	47370508	47345015	47345098	47374471	47374966
383	"ENSG00000178852"	"EFCAB13"	chr17	+	47379181	47379253	47391436	47391580	47377653	47377903	47394024	47394099
394	"ENSG00000266967"	"AARSD1"	chr17	-	42951799	42951894	42953723	42953778	42950525	42950728	42954875	42954967
405	"ENSG00000073605"	"GSDMB"	chr17	-	39906110	39906271	39906960	39906987	39905846	39905985	39908175	39908214
406	"ENSG00000073605"	"GSDMB"	chr17	-	39906110	39906271	39906960	39906987	39905846	39905985	39908957	39909042
407	"ENSG00000073605"	"GSDMB"	chr17	-	39906110	39906271	39906960	39906987	39905846	39905985	39909755	39909924
408	"ENSG00000073605"	"GSDMB"	chr17	-	39906960	39906987	39909755	39909924	39905846	39905985	39912325	39912497
413	"ENSG00000161381"	"PLXDC1"	chr17	-	39083458	39083540	39087606	39087702	39079103	39079528	39105853	39105953
415	"ENSG00000125691"	"RPL23"	chr17	-	38850116	38850214	38850361	38850475	38847864	38848039	38852603	38852732
418	"ENSG00000276234"	"TADA2A"	chr17	+	37442563	37442652	37444695	37444768	37440504	37440662	37458523	37458587
419	"ENSG00000276234"	"TADA2A"	chr17	+	37444695	37444768	37458523	37458587	37442563	37442652	37462077	37462121
423	"ENSG00000126858"	"RHOT1"	chr17	+	32202769	32202900	32203889	32203973	32200955	32201056	32206909	32207029
425	"ENSG00000141298"	"SSH2"	chr17	-	29650653	29650800	29655560	29655607	29647693	29648344	29666866	29666995
427	"ENSG00000160551"	"TAOK1"	chr17	+	29478250	29478347	29480367	29480481	29477660	29477706	29482196	29482288
430	"ENSG00000189423"	"USP32P3"	chr17	+	20416491	20416691	20420378	20420605	20415504	20415679	20424591	20424783
433	"ENSG00000141030"	"COPS3"	chr17	-	17248925	17249039	17254858	17254945	17247479	17247560	17260300	17260474
434	"ENSG00000141030"	"COPS3"	chr17	-	17254858	17254945	17260300	17260474	17248925	17249039	17261965	17262106
442	"ENSG00000161956"	"SENP3"	chr17	+	7565716	7565764	7566926	7567004	7565439	7565587	7570355	7570493
450	"ENSG00000029725"	"RABEP1"	chr17	+	5335183	5335344	5338018	5338138	5331948	5332152	5346789	5346925
454	"ENSG00000174238"	"PITPNA"	chr17	-	1541565	1541640	1543019	1543027	1538868	1538952	1548295	1548387
456	"ENSG00000174238"	"PITPNA"	chr17	-	1543019	1543027	1548295	1548387	1541565	1541640	1553003	1553149
457	"ENSG00000174238"	"PITPNA"	chr17	-	1548295	1548387	1553003	1553149	1543019	1543027	1558528	1558559
469	"ENSG00000197912"	"SPG7"	chr16	+	89532462	89532636	89540943	89541384	89530682	89530808	89544647	89544772
470	"ENSG00000197912"	"SPG7"	chr16	+	89532462	89532636	89540943	89542279	89530682	89530808	89544647	89544772
476	"ENSG00000101624"	"CEP76"	chr18	-	12695253	12695351	12697222	12697408	12691232	12691487	12698978	12699123
477	"ENSG00000101624"	"CEP76"	chr18	-	12697222	12697408	12698978	12699203	12695253	12695351	12699829	12699905
489	"ENSG00000135698"	"MPHOSPH6"	chr16	-	82149308	82149403	82151423	82151514	82148161	82148863	82164081	82164194
490	"ENSG00000196712"	"NF1"	chr17	+	31169890	31169997	31181421	31181489	31163185	31163376	31181709	31181785
492	"ENSG00000196712"	"NF1"	chr17	+	31352256	31352414	31356459	31356582	31350182	31350318	31356959	31357090
494	"ENSG00000260643"	"AC092718.2"	chr16	-	81087600	81087664	81090600	81090680	81084462	81084594	81096130	81096233
495	"ENSG00000166451"	"CENPN"	chr16	+	81017325	81017385	81017757	81017834	81014135	81014181	81020099	81020276
513	"ENSG00000157423"	"HYDIN"	chr16	-	71162530	71162730	71175606	71175741	71152658	71152783	71178927	71179047
520	"ENSG00000205250"	"E2F4"	chr16	+	67193421	67193515	67194397	67194459	67192760	67192870	67194685	67194980
539	"ENSG00000070770"	"CSNK2A2"	chr16	-	58168609	58168693	58174450	58174510	58167684	58167795	58184259	58184310
540	"ENSG00000070770"	"CSNK2A2"	chr16	-	58168609	58168693	58184259	58184310	58167684	58167795	58186754	58186856
541	"ENSG00000070770"	"CSNK2A2"	chr16	-	58174450	58174510	58186754	58186856	58168609	58168693	58196732	58196844
545	"ENSG00000140718"	"FTO"	chr16	+	53825863	53826491	53844154	53844298	53810139	53810217	53873785	53873865
546	"ENSG00000140718"	"FTO"	chr16	+	53844154	53844298	53873785	53873865	53825863	53826491	53879843	53879987
547	"ENSG00000102910"	"LONP2"	chr16	+	48261423	48261587	48262777	48262872	48258617	48258740	48270015	48270274
548	"ENSG00000102893"	"PHKB"	chr16	+	47663676	47663734	47665941	47666032	47661718	47661800	47669214	47669417
561	"ENSG00000102897"	"LYRM1"	chr16	+	20915555	20915714	20920121	20920214	20900234	20900535	20923999	20925004
562	"ENSG00000183747"	"ACSM2A"	chr16	+	20471072	20471216	20471535	20471689	20469511	20469719	20475361	20475441
565	"ENSG00000091262"	"ABCC6"	chr16	-	16177451	16177626	16178797	16178965	16175910	16175986	16182411	16182588
566	"ENSG00000103222"	"ABCC1"	chr16	+	16014490	16014628	16016495	16016621	16009775	16009901	16033108	16033170
569	"ENSG00000261130"	"AC140504.1"	chr16	+	15400786	15400857	15434394	15434759	15395949	15396207	15515304	15515333
571	"ENSG00000140694"	"PARN"	chr16	-	14586317	14586361	14593300	14593378	14584748	14584791	14599903	14599960
576	"ENSG00000140650"	"PMM2"	chr16	+	8802260	8802389	8804766	8804843	8801798	8801910	8806315	8806407
582	"ENSG00000197818"	"SLC9A8"	chr20	+	49823060	49823141	49839540	49839599	49815007	49815189	49845035	49845119
585	"ENSG00000005339"	"CREBBP"	chr16	-	3782683	3782926	3791980	3792094	3781203	3781306	3793385	3793626
606	"ENSG00000283597"	"FAM169B"	chr15	-	98480599	98480777	98485891	98485977	98451827	98452010	98513756	98513836
607	"ENSG00000247809"	"NR2F2-AS1"	chr15	-	96271702	96271798	96272761	96272816	96269847	96269996	96275916	96275996
623	"ENSG00000140374"	"ETFA"	chr15	-	76274411	76274494	76283756	76283825	76231332	76231398	76285636	76285738
624	"ENSG00000140374"	"ETFA"	chr15	-	76283756	76283825	76285636	76285738	76274411	76274494	76287845	76287945
626	"ENSG00000140374"	"ETFA"	chr15	-	76286370	76286481	76287845	76287945	76285636	76285738	76292430	76292491
627	"ENSG00000140374"	"ETFA"	chr15	-	76287845	76287945	76292430	76292513	76286370	76286481	76295590	76295737
628	"ENSG00000140374"	"ETFA"	chr15	-	76287845	76287945	76292430	76292513	76286370	76286481	76311349	76311414
629	"ENSG00000140367"	"UBE2Q2"	chr15	+	75873427	75873568	75876186	75876271	75868950	75869010	75877960	75878021
630	"ENSG00000140367"	"UBE2Q2"	chr15	+	75873427	75873568	75877960	75878021	75868950	75869010	75879097	75879188
631	"ENSG00000140463"	"BBS4"	chr15	+	72686461	72686564	72695176	72695228	72686206	72686251	72709699	72709779
636	"ENSG00000174442"	"ZWILCH"	chr15	+	66513987	66514083	66515525	66515644	66508745	66508892	66518878	66519078
637	"ENSG00000090487"	"SPG21"	chr15	-	64970113	64970222	64974601	64974747	64965319	64965460	64976474	64976555
639	"ENSG00000166797"	"CIAO2A"	chr15	-	64075491	64075537	64088686	64088851	64072564	64073028	64093644	64093838
641	"ENSG00000129003"	"VPS13C"	chr15	-	61934218	61934331	61936596	61936750	61931089	61931259	61940646	61940794
665	"ENSG00000128923"	"MINDY2"	chr15	+	58821716	58821819	58831773	58831916	58810229	58810388	58847296	58847470
667	"ENSG00000103569"	"AQP9"	chr15	+	58166672	58166799	58173067	58173205	58138380	58138676	58174917	58175036
671	"ENSG00000137871"	"ZNF280D"	chr15	-	56654197	56654234	56654384	56654503	56642951	56642997	56658423	56658486
672	"ENSG00000185658"	"BRWD1"	chr21	-	39238478	39238573	39247700	39247832	39236718	39236784	39250795	39250889
673	"ENSG00000261771"	"DNAAF4-CCPG1"	chr15	-	55359538	55360944	55365187	55365309	55355247	55356409	55371792	55372044
674	"ENSG00000260916"	"CCPG1"	chr15	-	55385599	55385714	55389364	55389433	55378299	55378376	55408220	55408279
676	"ENSG00000047346"	"FAM214A"	chr15	-	52611574	52611777	52613672	52613857	52611129	52611255	52678005	52678122
678	"ENSG00000128833"	"MYO5C"	chr15	-	52211729	52211884	52213187	52213286	52208553	52208643	52214602	52214690
679	"ENSG00000138600"	"SPPL2A"	chr15	-	50719939	50720100	50722123	50722201	50702265	50707874	50725220	50725323
680	"ENSG00000138600"	"SPPL2A"	chr15	-	50722123	50722201	50725220	50725323	50719939	50720100	50726320	50726377
681	"ENSG00000138600"	"SPPL2A"	chr15	-	50725220	50725323	50726320	50726377	50722123	50722201	50730964	50731039
682	"ENSG00000138600"	"SPPL2A"	chr15	-	50726320	50726377	50730964	50731039	50725220	50725323	50732602	50732684
683	"ENSG00000104043"	"ATP8B4"	chr15	-	49987390	49987549	49996676	49996759	49981205	49981294	50002152	50002223
684	"ENSG00000104043"	"ATP8B4"	chr15	-	50018888	50018976	50038767	50038829	50010844	50010917	50044593	50044692
688	"ENSG00000159459"	"UBR1"	chr15	-	42998167	42998265	43002554	43002704	42990029	42990120	43003836	43003930
689	"ENSG00000159459"	"UBR1"	chr15	-	43048391	43048491	43054741	43054899	43047160	43047289	43056343	43056442
692	"ENSG00000103994"	"ZNF106"	chr15	-	42448071	42448705	42466052	42466114	42446588	42446658	42472235	42472321
694	"ENSG00000285920"	"AC087721.2"	chr15	+	41375711	41375828	41377195	41377304	41371526	41371684	41380092	41380743
696	"ENSG00000128908"	"INO80"	chr15	-	41020899	41021125	41027595	41027736	41016087	41016215	41044903	41045075
697	"ENSG00000128908"	"INO80"	chr15	-	41056621	41056706	41058638	41058781	41055246	41055364	41059866	41059926
700	"ENSG00000137812"	"KNL1"	chr15	+	40629272	40629371	40640911	40641027	40628610	40628678	40644996	40645087
701	"ENSG00000128829"	"EIF2AK4"	chr15	+	40025976	40026089	40029405	40029464	40022518	40022605	40030358	40030456
702	"ENSG00000259345"	"AC013652.1"	chr15	-	38886696	38886929	38974154	38974235	38885496	38885628	39071502	39071608
705	"ENSG00000092439"	"TRPM7"	chr15	-	50583088	50583156	50586391	50586488	50580873	50580908	50589591	50589656
706	"ENSG00000092439"	"TRPM7"	chr15	-	50583088	50583159	50586391	50586488	50580873	50580908	50589591	50589656
707	"ENSG00000092439"	"TRPM7"	chr15	-	50586391	50586488	50589591	50589656	50583023	50583156	50591910	50592038
708	"ENSG00000092439"	"TRPM7"	chr15	-	50586391	50586488	50589591	50589656	50583088	50583159	50591910	50592626
709	"ENSG00000092439"	"TRPM7"	chr15	-	50619744	50619798	50628148	50628249	50614122	50614263	50631416	50631489
710	"ENSG00000092439"	"TRPM7"	chr15	-	50639423	50639548	50643339	50643553	50637421	50637593	50648686	50648885
713	"ENSG00000198690"	"FAN1"	chr15	+	30909522	30909765	30910613	30910815	30908117	30908258	30913857	30914091
717	"ENSG00000206149"	"HERC2P9"	chr15	+	28618523	28618655	28629265	28629441	28612058	28612173	28632636	28632807
718	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25407137	25408619	25408684	25405460	25405502	25409087	25409207
724	"ENSG00000275835"	"TUBGCP5"	chr15	-	23008698	23008881	23009944	23010133	23006267	23006352	23011132	23011331
728	"ENSG00000259316"	"AC087632.2"	chr15	-	64251511	64251581	64259200	64259241	64216561	64216713	64300318	64300723
735	"ENSG00000075413"	"MARK3"	chr14	+	103405075	103405267	103448918	103448967	103385424	103386080	103451917	103451983
736	"ENSG00000075413"	"MARK3"	chr14	+	103428386	103428440	103441469	103441563	103405075	103405267	103448918	103448967
737	"ENSG00000075413"	"MARK3"	chr14	+	103428386	103428440	103441469	103441563	103405075	103405267	103451917	103451983
749	"ENSG00000075413"	"MARK3"	chr14	+	103441469	103441563	103448918	103448967	103405075	103405267	103451917	103451983
767	"ENSG00000186910"	"SERPINA11"	chr14	-	94446330	94446604	94448131	94448777	94443077	94443225	94452728	94452800
768	"ENSG00000197249"	"SERPINA1"	chr14	-	94379463	94379611	94382591	94383241	94376746	94378640	94388559	94388602
769	"ENSG00000197249"	"SERPINA1"	chr14	-	94380870	94381141	94382591	94383241	94379112	94379611	94388559	94388589
770	"ENSG00000197249"	"SERPINA1"	chr14	-	94382591	94383241	94388559	94388663	94379463	94379611	94390419	94390692
771	"ENSG00000197249"	"SERPINA1"	chr14	-	94382591	94383241	94388559	94388660	94380870	94381141	94388800	94388847
772	"ENSG00000197249"	"SERPINA1"	chr14	-	94382591	94383241	94388559	94388663	94380870	94381141	94388800	94389010
773	"ENSG00000197249"	"SERPINA1"	chr14	-	94382591	94383241	94388559	94388663	94380870	94381141	94390419	94390692
780	"ENSG00000100722"	"ZC3H14"	chr14	+	88573610	88573758	88574290	88574346	88572577	88573007	88574692	88574853
781	"ENSG00000100722"	"ZC3H14"	chr14	+	88577984	88578140	88596733	88596808	88575839	88575940	88601923	88602083
782	"ENSG00000100722"	"ZC3H14"	chr14	+	88577984	88578140	88596733	88596808	88575839	88575940	88607242	88607363
783	"ENSG00000100722"	"ZC3H14"	chr14	+	88596733	88596808	88601923	88602083	88577984	88578140	88602827	88603060
784	"ENSG00000100722"	"ZC3H14"	chr14	+	88596733	88596808	88601923	88602083	88577984	88578140	88607242	88607363
785	"ENSG00000100722"	"ZC3H14"	chr14	+	88601923	88602083	88602827	88603045	88596733	88596808	88607242	88607363
786	"ENSG00000100722"	"ZC3H14"	chr14	+	88601923	88602083	88602827	88603060	88596733	88596808	88607242	88607363
796	"ENSG00000119689"	"DLST"	chr14	+	74889094	74889147	74889274	74889349	74885585	74885634	74889896	74889952
797	"ENSG00000119689"	"DLST"	chr14	+	74889274	74889349	74889896	74889952	74889094	74889147	74891055	74891167
798	"ENSG00000119689"	"DLST"	chr14	+	74889276	74889349	74889896	74889952	74889094	74889147	74891055	74891167
799	"ENSG00000119682"	"AREL1"	chr14	-	74669946	74670126	74670761	74670871	74669648	74669774	74671407	74671483
801	"ENSG00000119711"	"ALDH6A1"	chr14	-	74068859	74068981	74071194	74071497	74067379	74067569	74071895	74071974
802	"ENSG00000119711"	"ALDH6A1"	chr14	-	74068859	74068981	74071194	74071660	74067379	74067569	74071895	74071974
803	"ENSG00000119636"	"BBOF1"	chr14	+	74047929	74048074	74049701	74050195	74040564	74040645	74055583	74055685
804	"ENSG00000140043"	"PTGR2"	chr14	+	73876997	73877168	73879095	73879305	73874022	73874214	73880054	73880176
806	"ENSG00000133961"	"NUMB"	chr14	-	73297210	73297285	73323129	73323204	73287109	73287314	73355625	73355766
810	"ENSG00000133997"	"MED6"	chr14	-	70591265	70591381	70592879	70592988	70585755	70585783	70593295	70593378
818	"ENSG00000100714"	"MTHFD1"	chr14	+	64389000	64389125	64390336	64390467	64388307	64388468	64400792	64400877
819	"ENSG00000100714"	"MTHFD1"	chr14	+	64453753	64453861	64454722	64454875	64449444	64449622	64458213	64458307
823	"ENSG00000100592"	"DAAM1"	chr14	+	59263440	59263660	59291216	59291306	59188666	59188768	59315279	59315351
824	"ENSG00000100567"	"PSMA3"	chr14	+	58260947	58261020	58263704	58263770	58257924	58257998	58267473	58267520
825	"ENSG00000100567"	"PSMA3"	chr14	+	58260958	58261020	58263704	58263770	58257924	58257998	58267473	58267504
826	"ENSG00000100567"	"PSMA3"	chr14	+	58260968	58261020	58263704	58263770	58257924	58257998	58267473	58267520
827	"ENSG00000100567"	"PSMA3"	chr14	+	58263704	58263770	58267473	58267520	58260947	58261020	58270417	58270485
828	"ENSG00000073712"	"FERMT2"	chr14	-	52861013	52861034	52861586	52861610	52860340	52860465	52864400	52864622
833	"ENSG00000012983"	"MAP4K5"	chr14	-	50423120	50423176	50425906	50425977	50418500	50420106	50428661	50428754
834	"ENSG00000100485"	"SOS2"	chr14	-	50134122	50134239	50138611	50138784	50130500	50130762	50139941	50140059
835	"ENSG00000197776"	"KLHDC1"	chr14	+	49725685	49725769	49728925	49729009	49723873	49723952	49729489	49729548
839	"ENSG00000187790"	"FANCM"	chr14	+	45159095	45159280	45164358	45164565	45155372	45155459	45166949	45167163
843	"ENSG00000139865"	"TTC6"	chr14	+	37738775	37739155	37748938	37749401	37737659	37737734	37749713	37749843
844	"ENSG00000139865"	"TTC6"	chr14	+	37804679	37804814	37807319	37807460	37796786	37796947	37808732	37808846
845	"ENSG00000174373"	"RALGAPA1"	chr14	-	35659137	35659196	35664641	35664767	35655806	35655915	35671388	35671517
847	"ENSG00000151413"	"NUBPL"	chr14	+	31673483	31673574	31787779	31787873	31599288	31599379	31826628	31826714
848	"ENSG00000092148"	"HECTD1"	chr14	-	31113876	31114059	31114285	31114340	31113276	31113484	31116235	31116458
849	"ENSG00000249624"	"AP000295.1"	chr21	+	33268393	33268517	33276595	33276753	33252661	33252830	33279751	33279918
871	"ENSG00000153975"	"ZUP1"	chr6	-	116656683	116656852	116658802	116658924	116652003	116652192	116660735	116660846
872	"ENSG00000153975"	"ZUP1"	chr6	-	116658802	116658924	116660735	116660846	116656683	116656852	116666633	116666912
873	"ENSG00000135423"	"GLS2"	chr12	-	56475944	56475977	56479051	56479181	56475623	56475682	56479779	56479901
888	"ENSG00000129515"	"SNX6"	chr14	-	34608029	34608140	34609637	34609742	34605595	34605717	34629906	34629954
889	"ENSG00000272410"	"AC022384.1"	chr3	+	10270130	10271015	10276360	10276488	10260136	10260670	10278278	10278462
890	"ENSG00000106686"	"SPATA6L"	chr9	-	4625326	4625566	4627752	4627856	4622407	4622510	4629090	4629168
891	"ENSG00000106686"	"SPATA6L"	chr9	-	4646486	4646528	4656040	4656089	4635274	4635399	4661898	4662036
892	"ENSG00000085382"	"HACE1"	chr6	-	104811310	104811393	104833041	104833173	104796928	104797025	104843222	104843298
893	"ENSG00000085382"	"HACE1"	chr6	-	104811310	104811393	104843222	104843298	104796928	104797025	104849141	104849246
894	"ENSG00000206560"	"ANKRD28"	chr3	-	15737032	15737233	15751749	15751820	15735409	15735497	15766233	15766312
895	"ENSG00000133706"	"LARS1"	chr5	-	146164309	146164471	146168127	146168265	146160373	146160486	146171909	146171990
896	"ENSG00000133706"	"LARS1"	chr5	-	146164309	146164471	146168127	146168265	146160373	146160486	146172686	146172774
900	"ENSG00000119899"	"SLC17A5"	chr6	-	73636620	73636707	73638411	73638499	73635232	73635500	73641690	73641924
901	"ENSG00000119899"	"SLC17A5"	chr6	-	73638411	73638499	73641690	73641924	73636620	73636707	73644406	73644463
908	"ENSG00000118482"	"PHF3"	chr6	+	63679999	63680161	63691736	63692043	63646525	63646795	63694580	63694764
909	"ENSG00000118482"	"PHF3"	chr6	+	63684128	63685911	63694580	63694764	63679999	63680161	63698222	63698245
910	"ENSG00000118482"	"PHF3"	chr6	+	63684128	63685911	63691736	63692043	63679999	63680161	63698222	63698367
911	"ENSG00000118482"	"PHF3"	chr6	+	63691736	63692043	63694580	63694764	63679999	63680161	63698222	63698367
932	"ENSG00000107890"	"ANKRD26"	chr10	-	26980575	26980839	26982692	26982813	26973871	26976042	27006916	27006962
933	"ENSG00000107890"	"ANKRD26"	chr10	-	27043425	27043567	27044156	27044190	27039964	27040178	27046352	27046520
936	"ENSG00000174652"	"ZNF266"	chr19	-	9434074	9434235	9434797	9434859	9420064	9420218	9435107	9435193
937	"ENSG00000107789"	"MINPP1"	chr10	+	87513123	87513221	87521035	87521169	87508335	87508533	87552081	87553460
