ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
203	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490576	49489849	49490297	49490474	49490576	203	6	252	3,12	205,354	326	149	0.943420874185	1.0	0.011	0.007,0.015	0.0
206	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490864	49489849	49490576	49490778	49490864	206	18	6	57,33	0,1	351	149	4.27161572825e-06	8.083211301150001e-05	0.56	1.0,0.933	-0.406
207	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491039	49491099	207	5	56	0,1	27,43	324	149	0.050316261735	0.13357338546917266	0.039	0.0,0.011	0.034
209	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491547	49490778	49491099	49491424	49491547	209	21	276	23,22	136,90	474	149	0.00140858562678	0.0087539889900096	0.023	0.05,0.071	-0.037
218	"ENSG00000105483"	"CARD8"	chr19	-	48232452	48234543	48232452	48232493	48234402	48234543	218	388	17	831,552	10,12	2058	149	0.00526424248001	0.02376153486389835	0.623	0.857,0.769	-0.19
221	"ENSG00000160007"	"ARHGAP35"	chr19	+	46987988	46989675	46987988	46988066	46989543	46989675	221	0	30	9,23	27,40	1626	149	0.000278734822914	0.0022543156088825423	0.0	0.03,0.05	-0.04
222	"ENSG00000181027"	"FKRP"	chr19	+	46748514	46748884	46748514	46748665	46748774	46748884	222	0	2	2,0	0,0	258	149	1	1.0	0.0	1.0,NA	-1.0
224	"ENSG00000125755"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45828969	45829205	224	1	4	8,12	0,6	1200	149	0.00753126780897	0.030964209710417048	0.03	1.0,0.199	-0.57
226	"ENSG00000125755"	"SYMPK"	chr19	-	45854174	45854507	45854174	45854240	45854390	45854507	226	0	4	2,2	5,10	299	149	0.0682476897459	0.16811369049943228	0.0	0.166,0.091	-0.129
240	"ENSG00000248098"	"BCKDHA"	chr19	+	41410636	41411009	41410636	41410816	41410922	41411009	240	1	24	0,0	11,15	255	149	0.376746690902	0.5982551003457257	0.024	0.0,0.0	0.024
241	"ENSG00000269858"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807483	40807551	241	2	14	5,4	4,4	358	149	0.0105312734437	0.040479582299221877	0.056	0.342,0.294	-0.262
246	"ENSG00000013275"	"PSMC4"	chr19	+	39980069	39980454	39980069	39980146	39980285	39980454	246	3	51	6,5	55,53	288	149	0.337435080734	0.5528127445851276	0.03	0.053,0.047	-0.02
247	"ENSG00000013275"	"PSMC4"	chr19	+	39980285	39980717	39980285	39980454	39980661	39980717	247	5	112	2,6	118,119	356	149	0.622839032441	0.8248635369070579	0.018	0.007,0.021	0.004
250	"ENSG00000105193"	"RPS16"	chr19	-	39433222	39433569	39433222	39433418	39433521	39433569	250	2	60	4,2	50,58	252	149	0.48178731595	0.7061748543616684	0.019	0.045,0.02	-0.014
251	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	251	0	39	3,3	13,25	244	149	0.0128548236386	0.0469646526994396	0.0	0.124,0.068	-0.096
252	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	252	121	5	210,300	1,0	1994	149	3.90218705851e-05	0.00047578148733822223	0.644	0.94,1.0	-0.326
254	"ENSG00000006712"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	254	0	19	0,3	40,48	242	149	0.502084765194	0.7258345870973006	0.0	0.0,0.037	-0.018
255	"ENSG00000006712"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	255	0	2	0,1	0,3	247	149	1	1.0	0.0	NA,0.167	-0.167
257	"ENSG00000130755"	"GMFG"	chr19	-	39328358	39329073	39328358	39328548	39328999	39329073	257	9	22	5,9	31,29	600	149	0.272084250024	0.4778064878470244	0.092	0.039,0.072	0.037
261	"ENSG00000104824"	"HNRNPL"	chr19	-	38840095	38840559	38840095	38840376	38840487	38840559	261	0	7	2,1	2,4	260	149	0.0940983911186	0.21752423694761724	0.0	0.364,0.125	-0.244
267	"ENSG00000130244"	"FAM98C"	chr19	+	38405518	38407077	38405518	38405635	38406909	38407077	267	6	0	4,18	2,0	1423	149	0.0530838959448	0.139090110024362	1.0	0.173,1.0	0.413
278	"ENSG00000239382"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013343	36013422	278	2	7	8,2	5,4	403	149	0.114283363387	0.2519525681242898	0.096	0.372,0.156	-0.168
279	"ENSG00000011600"	"TYROBP"	chr19	-	35907445	35907762	35907445	35907580	35907729	35907762	279	1	0	0,0	0,2	298	149	1	1.0	1.0	NA,0.0	1.0
285	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421	285	2	1	0,0	2,0	326	149	1	1.0	0.478	0.0,NA	0.478
286	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35744738	35744322	35744421	35744625	35744738	286	0	7	2,12	3,2	353	149	0.000199318953423	0.0016956471196100749	0.0	0.22,0.717	-0.468
292	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35546944	35547029	292	4	14	0,0	14,11	285	149	0.00337610720457	0.016834740298891464	0.13	0.0,0.0	0.13
293	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35546671	35547029	35547118	35547240	293	0	31	1,1	39,36	238	149	1	1.0	0.0	0.016,0.017	-0.017
303	"ENSG00000266964"	"FXYD1"	chr19	+	35141131	35141572	35141131	35141206	35141535	35141572	303	3	38	0,0	0,4	478	149	1	1.0	0.024	NA,0.0	0.024
310	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910	310	2	0	5,0	4,2	234	149	6.33909197225e-05	0.0007088257387152272	1.0	0.443,0.0	0.778
318	"ENSG00000261824"	"LINC00662"	chr19	-	27792999	27793899	27792999	27793232	27793531	27793899	318	4	1	0,4	0,0	448	149	1	1.0	0.571	NA,1.0	-0.429
330	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132508	19132656	19132754	330	0	2	0,2	3,7	297	149	0.561622986984	0.7787275986739165	0.0	0.0,0.125	-0.062
340	"ENSG00000006015"	"REX1BD"	chr19	+	18590853	18592336	18590853	18590933	18592107	18592336	340	2	6	16,13	3,19	1323	149	0.0353280561022	0.10264608426544726	0.036	0.375,0.072	-0.188
341	"ENSG00000221983"	"UBA52"	chr19	+	18574869	18575241	18574869	18574972	18575056	18575241	341	3	148	1,0	67,89	233	149	0.669060669519	0.85516280687813	0.013	0.009,0.0	0.009
355	"ENSG00000053501"	"USE1"	chr19	+	17215801	17216070	17215801	17215851	17215991	17216070	355	0	7	2,2	2,2	289	149	0.00534458610811	0.024014030732329862	0.0	0.34,0.34	-0.34
356	"ENSG00000099331"	"MYO9B"	chr19	+	17202841	17203258	17202841	17202883	17203146	17203258	356	2	4	1,4	2,2	412	149	0.60984008391	0.8154731688183472	0.153	0.153,0.42	-0.133
359	"ENSG00000214046"	"SMIM7"	chr19	-	16646147	16647261	16646147	16646800	16647095	16647261	359	303	0	187,144	8,1	444	149	0.00253909885465	0.013384678248083572	1.0	0.887,0.98	0.067
363	"ENSG00000167460"	"TPM4"	chr19	+	16088026	16089120	16088026	16088097	16089044	16089120	363	16	49	106,243	86,31	1096	149	1.12287902064e-05	0.00016998660866304	0.043	0.144,0.516	-0.287
365	"ENSG00000186204"	"CYP4F12"	chr19	+	15680243	15680519	15680243	15680297	15680391	15680519	365	1	17	2,0	2,0	243	149	1	1.0	0.035	0.38,NA	-0.345
366	"ENSG00000186204"	"CYP4F12"	chr19	+	15683492	15684882	15683492	15683763	15684815	15684882	366	33	83	25,37	7,25	1201	149	6.34707435943e-06	0.00010755802347861394	0.047	0.307,0.155	-0.184
367	"ENSG00000186204"	"CYP4F12"	chr19	+	15696160	15696512	15696160	15696225	15696429	15696512	367	18	13	12,22	4,2	353	149	0.017560512816	0.0589075384464	0.369	0.559,0.823	-0.322
372	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15117880	15118015	372	2	14	2,7	4,18	1507	149	0.145594589024	0.3024596951434539	0.014	0.047,0.037	-0.028
394	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11346268	11345519	11345628	11346207	11346268	394	23	0	14,28	3,0	728	149	0.046533308934	0.12556337109064716	1.0	0.489,1.0	0.256
396	"ENSG00000129351"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192	396	35	6	32,29	12,16	812	149	0.0386910907203	0.10929770316394793	0.517	0.329,0.25	0.228
397	"ENSG00000129351"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684415	10685765	397	13	7	31,12	15,12	594	149	0.767771245119	0.9332446011773305	0.318	0.341,0.201	0.047
399	"ENSG00000129353"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10634973	10635073	399	0	10	6,4	23,19	235	149	0.00688001228958	0.02890145907093303	0.0	0.142,0.118	-0.13
400	"ENSG00000129353"	"SLC44A2"	chr19	+	10635162	10635515	10635162	10635255	10635430	10635515	400	0	4	4,8	5,8	324	149	0.00153651416391	0.00929465125381623	0.0	0.269,0.315	-0.292
404	"ENSG00000129347"	"KRI1"	chr19	-	10561666	10561845	10561666	10561716	10561790	10561845	404	1	10	0,0	3,2	223	149	0.240828043916	0.43830110088781254	0.063	0.0,0.0	0.063
406	"ENSG00000105401"	"CDC37"	chr19	-	10395227	10395543	10395227	10395343	10395434	10395543	406	4	56	3,9	25,18	240	149	0.0301212188173	0.09101109308973347	0.042	0.069,0.237	-0.111
413	"ENSG00000130816"	"DNMT1"	chr19	-	10139675	10140328	10139675	10139817	10140045	10140328	413	0	8	2,2	4,8	377	149	0.0522159651896	0.1375120713113262	0.0	0.165,0.09	-0.128
415	"ENSG00000130816"	"DNMT1"	chr19	-	10141104	10142220	10141104	10141189	10142027	10142220	415	12	1	22,16	0,0	987	149	0.123228982596	0.2654235540067221	0.644	1.0,1.0	-0.356
417	"ENSG00000130816"	"DNMT1"	chr19	-	10160017	10160418	10160017	10160063	10160383	10160418	417	0	5	4,8	4,3	469	149	0.000494125817761	0.003628506005050925	0.0	0.241,0.459	-0.35
426	"ENSG00000233927"	"RPS28"	chr19	+	8321655	8322091	8321655	8321703	8321952	8322091	426	2	13	2,0	2,2	398	149	0.534586703049	0.7554331964579455	0.054	0.272,0.0	-0.082
427	"ENSG00000090661"	"CERS4"	chr19	+	8255821	8256286	8255821	8255879	8256235	8256286	427	0	8	6,4	0,1	505	149	1.64617562581e-07	5.3994560526567995e-06	0.0	1.0,0.541	-0.77
437	"ENSG00000031823"	"RANBP3"	chr19	-	5924826	5925737	5924826	5924905	5925633	5925737	437	2	22	1,0	5,4	877	149	1	1.0	0.015	0.033,0.0	-0.002
460	"ENSG00000104969"	"SGTA"	chr19	-	2757692	2759294	2757692	2757782	2759256	2759294	460	5	0	12,23	0,2	1623	149	0.466005905662	0.6933716902793468	1.0	1.0,0.514	0.243
463	"ENSG00000130332"	"LSM7"	chr19	-	2328386	2328586	2328386	2328477	2328560	2328586	463	0	2	0,1	0,5	232	149	1	1.0	0.0	NA,0.114	-0.114
465	"ENSG00000104904"	"OAZ1"	chr19	+	2271384	2271954	2271384	2271530	2271781	2271954	465	6	265	3,6	249,280	400	149	1	1.0	0.008	0.004,0.008	0.002
467	"ENSG00000099875"	"MKNK2"	chr19	-	2042606	2042870	2042606	2042662	2042765	2042870	467	0	1	1,2	7,2	252	149	0.145572751772	0.3024596951434539	0.0	0.078,0.372	-0.225
472	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1440018	1440253	472	2	8	0,2	2,0	1275	149	0.688106344828	0.8710505702968508	0.028	0.0,1.0	-0.472
474	"ENSG00000115268"	"RPS15"	chr19	+	1440018	1440494	1440018	1440253	1440348	1440494	474	0	12	0,1	16,26	244	149	1	1.0	0.0	0.0,0.023	-0.011
480	"ENSG00000160953"	"PWWP3A"	chr19	+	1357008	1358464	1357008	1357094	1358393	1358464	480	42	16	72,102	6,8	1448	149	0.000175813720714	0.0015544807469609818	0.213	0.553,0.567	-0.347
484	"ENSG00000099817"	"POLR2E"	chr19	-	1093903	1095375	1093903	1094078	1095258	1095375	484	0	4	0,4	0,2	1329	149	1	1.0	0.0	NA,0.183	-0.183
492	"ENSG00000171703"	"TCEA2"	chr20	+	64069764	64070414	64069764	64069821	64070259	64070414	492	0	2	2,0	4,0	587	149	1	1.0	0.0	0.113,NA	-0.113
512	"ENSG00000101194"	"SLC17A9"	chr20	+	62962623	62963369	62962623	62962754	62963272	62963369	512	8	2	2,10	2,2	667	149	0.474533003746	0.7007610940761341	0.472	0.183,0.528	0.116
513	"ENSG00000101194"	"SLC17A9"	chr20	+	62966702	62968597	62966702	62966732	62967336	62968597	513	4	0	2,10	2,0	753	149	0.0684527967413	0.16811369049943228	1.0	0.165,1.0	0.417
514	"ENSG00000087460"	"GNAS"	chr20	+	58909349	58909579	58909349	58909423	58909520	58909579	514	0	49	10,28	69,76	246	149	7.47936953049e-06	0.0001240398812022836	0.0	0.081,0.182	-0.132
516	"ENSG00000124224"	"PPP4R1L"	chr20	-	58245782	58247506	58245782	58246252	58247321	58247506	516	12	1	17,12	0,0	1218	149	0.0828414219085	0.1959518248989519	0.595	1.0,1.0	-0.405
520	"ENSG00000022277"	"RTF2"	chr20	+	56516934	56517201	56516934	56516989	56517105	56517201	520	3	131	18,10	111,96	265	149	0.000337235984113	0.0026071609942061153	0.013	0.084,0.055	-0.057
524	"ENSG00000124198"	"ARFGEF2"	chr20	+	49013563	49013960	49013563	49013694	49013830	49013960	524	25	32	15,17	33,28	285	149	0.261099041025	0.46347827366554417	0.29	0.192,0.241	0.073
525	"ENSG00000196562"	"SULF2"	chr20	-	47659398	47659730	47659398	47659452	47659696	47659730	525	20	20	66,44	67,112	393	149	0.259655739938	0.46286457988947827	0.275	0.272,0.13	0.074
526	"ENSG00000062598"	"ELMO2"	chr20	-	46368890	46370525	46368890	46368968	46370442	46370525	526	11	18	50,39	27,13	1623	149	0.00181272581871	0.010471950326481252	0.053	0.145,0.216	-0.128
527	"ENSG00000080189"	"SLC35C2"	chr20	-	46349527	46350890	46349527	46350524	46350760	46350890	527	4	0	10,6	0,2	385	149	0.491464337653	0.7146811451978602	1.0	1.0,0.537	0.232
532	"ENSG00000064601"	"CTSA"	chr20	+	45892272	45892484	45892272	45892323	45892397	45892484	532	4	51	9,6	110,126	223	149	0.901507925453	1.0	0.05	0.052,0.031	0.009
533	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45893311	45892724	45892880	45893219	45893311	533	7	29	8,13	47,50	488	149	0.944769255755	1.0	0.069	0.049,0.074	0.008
535	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894072	45892724	45892880	45893987	45894072	535	12	0	20,32	2,2	1256	149	0.00230776551085	0.012363927020016699	1.0	0.543,0.655	0.401
536	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894072	45892724	45893311	45893987	45894072	536	6	61	17,19	238,213	825	149	0.888639344632	1.0	0.017	0.013,0.016	0.003
537	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894741	45892724	45894072	45894649	45894741	537	10	81	19,10	143,123	726	149	0.920981908318	1.0	0.025	0.027,0.016	0.004
539	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45897040	45894993	45895133	45896964	45897040	539	21	39	51,96	52,47	1980	149	0.00118143709195	0.007551689112758961	0.039	0.069,0.133	-0.062
540	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45897806	45894993	45897040	45897716	45897806	540	23	54	84,56	79,57	825	149	0.00220695716423	0.01204239842663024	0.071	0.161,0.151	-0.085
543	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45898109	45894993	45897806	45898004	45898109	543	2	15	3,4	22,38	347	149	0.843610280907	0.9798186617119466	0.054	0.055,0.043	0.005
547	"ENSG00000196839"	"ADA"	chr20	-	44620298	44621147	44620298	44620401	44621017	44621147	547	3	0	14,12	3,4	765	149	0.00146968617964	0.009001065564932116	1.0	0.476,0.369	0.578
550	"ENSG00000160410"	"SHKBP1"	chr19	+	40577395	40577630	40577395	40577441	40577556	40577630	550	0	4	1,0	5,5	264	149	1	1.0	0.0	0.101,0.0	-0.051
553	"ENSG00000185513"	"L3MBTL1"	chr20	+	43528656	43529368	43528656	43528745	43529202	43529368	553	2	0	0,4	1,0	606	149	1	1.0	1.0	0.0,1.0	0.5
554	"ENSG00000185513"	"L3MBTL1"	chr20	+	43528656	43529368	43528656	43528745	43529263	43529368	554	2	0	0,4	2,4	667	149	2.83037413484e-06	5.6881516301221224e-05	1.0	0.0,0.183	0.908
556	"ENSG00000185513"	"L3MBTL1"	chr20	+	43530283	43532924	43530283	43530419	43532772	43532924	556	3	0	36,33	0,1	2502	149	1	1.0	1.0	1.0,0.663	0.168
561	"ENSG00000226648"	"PLCG1-AS1"	chr20	-	41100657	41101289	41100657	41100792	41101171	41101289	561	35	0	87,34	1,2	528	149	0.229290719393	0.42277714156660584	1.0	0.961,0.828	0.106
562	"ENSG00000174365"	"SNHG11"	chr20	+	38447465	38448730	38447465	38447623	38448661	38448730	562	12	2	29,10	0,0	1187	149	0.000517427090356	0.003780803887947802	0.43	1.0,1.0	-0.57
564	"ENSG00000174365"	"SNHG11"	chr20	+	38448661	38450447	38448661	38448730	38450261	38450447	564	38	0	47,36	0,2	1680	149	0.580109379883	0.7942870544594695	1.0	1.0,0.615	0.193
565	"ENSG00000174365"	"SNHG11"	chr20	+	38447465	38450447	38447465	38448730	38450335	38450447	565	38	8	49,36	0,4	1754	149	0.0323415317	0.09595196138532663	0.287	1.0,0.433	-0.43
566	"ENSG00000174365"	"SNHG11"	chr20	+	38450335	38450920	38450335	38450447	38450532	38450920	566	4	10	0,10	2,2	234	149	0.657569329437	0.8450782152799408	0.203	0.0,0.761	-0.177
567	"ENSG00000196756"	"SNHG17"	chr20	-	38420591	38421098	38420591	38420900	38421005	38421098	567	11	8	2,5	11,11	254	149	0.0109940818181	0.04176902127031042	0.446	0.096,0.211	0.292
568	"ENSG00000196756"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422086	38422241	568	38	2	51,35	2,4	1137	149	0.764137558	0.9310803927639124	0.713	0.77,0.534	0.061
569	"ENSG00000196756"	"SNHG17"	chr20	-	38421005	38422241	38421005	38421098	38422091	38422241	569	38	2	52,36	2,0	1142	149	0.119946027812	0.26035343683898826	0.713	0.772,1.0	-0.173
576	"ENSG00000101347"	"SAMHD1"	chr20	-	36911217	36912552	36911217	36911333	36912460	36912552	576	163	145	311,206	68,54	1276	149	1.03821395925e-11	9.287295780927273e-10	0.116	0.348,0.308	-0.212
