ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
79	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197157	31196935	31196990	31201497	31201615	79	1	40	10,2	17,5	298	149	5.52656545295e-05	0.0013681095927144	0.012	0.227,0.167	-0.185
80	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197158	31196935	31196990	31201497	31201615	80	1	40	10,2	17,5	298	149	5.52656545295e-05	0.0013681095927144	0.012	0.227,0.167	-0.185
85	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780	85	0	2	2,0	0,0	196	149	1	1.0	0.0	1.0,NA	-1.0
88	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29292136	29292169	88	42	4	31,13	0,0	298	149	0.00189919710585	0.020270827401132663	0.84	1.0,1.0	-0.16
89	"ENSG00000100209"	"HSCB"	chr22	+	28743881	28743978	28743881	28743923	28744614	28744704	89	20	2	12,7	0,1	204	149	0.0907202725904	0.2871681952041872	0.88	1.0,0.836	-0.038
90	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28745863	28746008	90	13	16	3,1	15,6	154	149	0.00729692967387	0.052360400767905005	0.44	0.162,0.139	0.289
91	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28751240	28751288	91	2	2	2,2	2,1	154	149	0.675361029404	1.0	0.492	0.492,0.659	-0.084
111	"ENSG00000099917"	"MED15"	chr22	+	20537116	20537215	20537116	20537204	20551435	20551487	111	0	15	2,1	16,17	160	149	0.223164841005	0.5423365243645538	0.0	0.104,0.052	-0.078
112	"ENSG00000232855"	"AF165147.1"	chr21	-	28577218	28577380	28577274	28577380	28446289	28446472	112	15	2	1,0	0,0	205	149	1	1.0	0.845	1.0,NA	-0.155
114	"ENSG00000070371"	"CLTCL1"	chr22	-	19201328	19201493	19201390	19201493	19199733	19199841	114	2	0	0,4	2,0	211	149	0.0663558245226	0.23334399219536822	1.0	0.0,1.0	0.5
120	"ENSG00000183878"	"UTY"	chrY	-	13355002	13355398	13355374	13355398	13354785	13354833	120	59	2	69,24	0,0	298	149	0.422694668784	0.8102919462971264	0.937	1.0,1.0	-0.063
122	"ENSG00000198131"	"ZNF544"	chr19	+	58230393	58230497	58230393	58230462	58243964	58244056	122	2	9	2,3	18,26	184	149	0.69368140131	1.0	0.153	0.083,0.085	0.069
123	"ENSG00000196724"	"ZNF418"	chr19	-	57925622	57928047	57927976	57928047	57923191	57923289	123	2	0	8,11	2,0	298	149	0.603087313522	0.962033983249473	1.0	0.667,1.0	0.166
141	"ENSG00000167613"	"LAIR1"	chr19	-	54356711	54356966	54356927	54356966	54356490	54356619	141	0	1	0,2	2,5	298	149	0.705390152433	1.0	0.0	0.0,0.167	-0.084
143	"ENSG00000167613"	"LAIR1"	chr19	-	54360915	54361209	54361009	54361209	54360021	54360072	143	8	0	19,15	2,0	243	149	0.673821930059	1.0	1.0	0.853,1.0	0.074
147	"ENSG00000170949"	"ZNF160"	chr19	-	53091412	53091720	53091636	53091720	53086261	53086321	147	9	3	2,8	2,6	298	149	0.222213410177	0.5412629394678302	0.6	0.333,0.4	0.233
148	"ENSG00000167555"	"ZNF528"	chr19	+	52397871	52397904	52397871	52397900	52398366	52398619	148	0	2	1,2	1,0	153	149	2.86368195566e-05	0.0008219541180840323	0.0	0.493,1.0	-0.746
149	"ENSG00000160193"	"WDR4"	chr21	-	42873550	42873691	42873602	42873691	42863439	42863596	149	2	0	0,6	0,2	201	149	1	1.0	1.0	NA,0.69	0.31
163	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490231	49490297	163	85	8	88,95	0,2	159	149	0.000553846937615	0.008057334900645616	0.909	1.0,0.978	-0.08
164	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490090	49489849	49489912	49490231	49490297	164	2	8	0,0	0,2	298	149	1	1.0	0.111	NA,0.0	0.111
165	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490090	49489849	49489922	49490231	49490297	165	1	84	0,0	88,95	298	149	1	1.0	0.006	0.0,0.0	0.006
174	"ENSG00000104852"	"SNRNP70"	chr19	+	49102113	49103587	49102113	49102173	49104633	49104735	174	14	1	0,10	0,0	298	149	1	1.0	0.875	NA,1.0	-0.125
182	"ENSG00000105483"	"CARD8"	chr19	-	48232452	48234543	48234402	48234543	48231659	48231810	182	56	4	108,63	1,0	298	149	0.00325308248908	0.02927774240172	0.875	0.982,1.0	-0.116
184	"ENSG00000178980"	"SELENOW"	chr19	+	47780863	47781000	47780863	47780917	47781107	47781182	184	4	21	0,3	21,2	232	149	0.517897581896	0.9031317437989359	0.109	0.0,0.491	-0.137
194	"ENSG00000130208"	"APOC1"	chr19	+	44916189	44916359	44916189	44916325	44919172	44919346	194	60	29980	12,7	5104,4072	183	149	1	1.0	0.002	0.002,0.001	0.001
196	"ENSG00000073008"	"PVR"	chr19	+	44658741	44658900	44658741	44658765	44661291	44661323	196	69	6	83,65	0,2	284	149	0.00274332580309	0.0259839248788272	0.858	1.0,0.945	-0.114
197	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44234754	44234869	197	1	0	2,6	5,0	161	149	0.0176980920367	0.093976868714877	1.0	0.27,1.0	0.365
203	"ENSG00000105723"	"GSK3A"	chr19	-	42232929	42233205	42233109	42233205	42232495	42232682	203	0	2	1,0	0,3	298	149	1	1.0	0.0	1.0,0.0	-0.5
205	"ENSG00000105723"	"GSK3A"	chr19	-	42236593	42236716	42236605	42236716	42234547	42234678	205	0	9	0,1	6,3	161	149	1	1.0	0.0	0.0,0.236	-0.118
206	"ENSG00000105723"	"GSK3A"	chr19	-	42239951	42240142	42239954	42240142	42236857	42236941	206	1	20	0,0	32,26	152	149	0.268551856321	0.6113656407564887	0.047	0.0,0.0	0.047
218	"ENSG00000267107"	"PCAT19"	chr19	-	41494539	41495427	41495301	41495427	41479080	41479284	218	4	77	5,10	37,44	298	149	0.0205322283132	0.10433122712257607	0.025	0.063,0.102	-0.057
228	"ENSG00000105197"	"TIMM50"	chr19	+	39482884	39482963	39482884	39482916	39483134	39483156	228	0	33	0,2	29,16	196	149	0.722798926693	1.0	0.0	0.0,0.087	-0.043
233	"ENSG00000178982"	"EIF3K"	chr19	+	38619195	38619327	38619195	38619317	38620336	38620435	233	34	0	31,46	2,2	159	149	0.169758212429	0.4537267289183338	1.0	0.936,0.956	0.054
268	"ENSG00000261824"	"LINC00662"	chr19	-	27746020	27746340	27746097	27746340	27732795	27732967	268	0	5	0,2	6,0	226	149	0.182423922891	0.4740701517893415	0.0	0.0,1.0	-0.5
269	"ENSG00000261824"	"LINC00662"	chr19	-	27746080	27746340	27746097	27746340	27732795	27732967	269	4	5	0,2	6,0	166	149	0.493129931371	0.8774156979488937	0.418	0.0,1.0	-0.082
277	"ENSG00000196268"	"ZNF493"	chr19	+	21397132	21397422	21397132	21397267	21405128	21405255	277	4	2	8,12	10,13	298	149	0.352552101904	0.7256014190349768	0.5	0.286,0.316	0.199
278	"ENSG00000181896"	"ZNF101"	chr19	+	19677863	19677990	19677863	19677986	19678725	19678786	278	3	4	20,27	2,15	153	149	0.0916011433435	0.2890948416962764	0.422	0.907,0.637	-0.35
286	"ENSG00000005007"	"UPF1"	chr19	+	18852986	18853104	18852986	18853071	18853251	18853350	286	10	15	10,6	29,31	182	149	0.0725699540636	0.2482102776668058	0.353	0.22,0.137	0.174
299	"ENSG00000127527"	"EPS15L1"	chr19	-	16440861	16440909	16440884	16440909	16437769	16437865	299	10	0	19,12	1,0	172	149	1	1.0	1.0	0.943,1.0	0.028
302	"ENSG00000186204"	"CYP4F12"	chr19	+	15678260	15678405	15678260	15678329	15680243	15680297	302	50	2	8,0	2,0	225	149	1	1.0	0.943	0.726,NA	0.217
331	"ENSG00000267106"	"ZNF561-AS1"	chr19	+	9626783	9627806	9626783	9626860	9632227	9632417	331	0	1	2,2	2,0	298	149	0.00138451293221	0.01598209493485891	0.0	0.333,1.0	-0.666
332	"ENSG00000270011"	"ZNF559-ZNF177"	chr19	+	9337795	9338017	9337795	9337858	9338493	9338582	332	7	2	26,17	4,0	298	149	0.281777492064	0.6300014861758865	0.636	0.765,1.0	-0.247
333	"ENSG00000188321"	"ZNF559"	chr19	+	9337795	9337865	9337795	9337858	9338493	9338582	333	1	2	0,0	4,0	156	149	1	1.0	0.323	0.0,NA	0.323
334	"ENSG00000188321"	"ZNF559"	chr19	+	9337795	9338017	9337795	9337865	9338493	9338582	334	7	1	32,17	0,0	298	149	0.568550532717	0.9343724918081485	0.778	1.0,1.0	-0.222
345	"ENSG00000031823"	"RANBP3"	chr19	-	5931403	5931531	5931418	5931531	5927967	5928087	345	7	5	4,19	1,6	164	149	0.21285139966	0.5263054399043539	0.56	0.784,0.742	-0.203
346	"ENSG00000031823"	"RANBP3"	chr19	-	5957906	5957973	5957917	5957973	5941798	5941835	346	0	6	0,2	16,35	160	149	0.329051119517	0.7003051882305691	0.0	0.0,0.051	-0.025
351	"ENSG00000130254"	"SAFB2"	chr19	-	5616127	5616335	5616131	5616335	5613464	5613527	351	6	9	2,2	12,21	153	149	0.0112354432771	0.068772569223517	0.394	0.14,0.085	0.281
357	"ENSG00000099860"	"GADD45B"	chr19	+	2476528	2476630	2476528	2476628	2477028	2477251	357	24	0	4,21	0,2	151	149	0.361207100106	0.735441613436138	1.0	1.0,0.912	0.044
385	"ENSG00000101138"	"CSTF1"	chr20	+	56395520	56395759	56395520	56395721	56397206	56397484	385	1	26	7,4	24,21	187	149	0.0145937911691	0.08265923318178241	0.03	0.189,0.132	-0.131
390	"ENSG00000000419"	"DPM1"	chr20	-	50941104	50941209	50941128	50941209	50940864	50940933	390	1	6	0,0	0,4	173	149	1	1.0	0.126	NA,0.0	0.126
392	"ENSG00000244687"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50084128	50084254	392	22	63	40,32	78,53	298	149	0.130645016119	0.3770244758651576	0.149	0.204,0.232	-0.069
394	"ENSG00000177410"	"ZFAS1"	chr20	+	49278641	49278738	49278641	49278716	49279103	49279208	394	5	76	4,5	68,52	171	149	0.862994781377	1.0	0.054	0.049,0.077	-0.009
395	"ENSG00000062598"	"ELMO2"	chr20	-	46393980	46394089	46394048	46394089	46393528	46393601	395	4	6	5,0	4,4	217	149	0.4960263186	0.8794323044293822	0.314	0.462,0.0	0.083
399	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45893311	45892724	45892880	45893987	45894072	399	61	0	238,214	2,2	298	149	0.561060020068	0.9295254981679596	1.0	0.983,0.982	0.018
405	"ENSG00000160410"	"SHKBP1"	chr19	+	40577556	40577709	40577556	40577630	40578153	40578212	405	2	0	0,0	2,0	228	149	1	1.0	1.0	0.0,NA	1.0
406	"ENSG00000101052"	"IFT52"	chr20	+	43605001	43605216	43605001	43605073	43613849	43613976	406	0	20	10,6	36,45	292	149	0.00335894661824	0.029851056975488535	0.0	0.124,0.064	-0.094
409	"ENSG00000174306"	"ZHX3"	chr20	-	41268978	41269083	41268989	41269083	41202056	41205066	409	9	11	23,8	40,20	160	149	0.372366579431	0.7475487851714971	0.432	0.349,0.271	0.122
411	"ENSG00000174306"	"ZHX3"	chr20	-	41268978	41269083	41268989	41269083	41267462	41267612	411	3	2	6,7	4,6	160	149	0.855823713165	1.0	0.583	0.583,0.521	0.031
419	"ENSG00000174365"	"SNHG11"	chr20	+	38446696	38448093	38446696	38447623	38448661	38448730	419	2	2	0,2	0,0	298	149	1	1.0	0.333	NA,1.0	-0.667
420	"ENSG00000196756"	"SNHG17"	chr20	-	38422086	38422241	38422091	38422241	38421005	38421098	420	2	2	3,5	2,0	154	149	0.0558360568625	0.20482864382720206	0.492	0.592,1.0	-0.304
424	"ENSG00000196756"	"SNHG17"	chr20	-	38425934	38426503	38426418	38426503	38422091	38422241	424	6	3	2,0	0,0	298	149	1	1.0	0.5	1.0,NA	-0.5
430	"ENSG00000101084"	"RAB5IF"	chr20	+	36609600	36609758	36609600	36609730	36612009	36612557	430	11	228	6,1	173,179	177	149	0.044515409317	0.17706129099121348	0.039	0.028,0.005	0.022
438	"ENSG00000078747"	"ITCH"	chr20	+	34477771	34477906	34477771	34477860	34479629	34479789	438	13	159	3,1	57,49	195	149	0.0498429442407	0.1903721334922018	0.059	0.039,0.015	0.032
439	"ENSG00000078747"	"ITCH"	chr20	+	34477771	34477906	34477771	34477860	34479694	34479789	439	10	0	2,1	3,2	195	149	4.99042697026e-05	0.0013105519542631556	1.0	0.337,0.276	0.694
441	"ENSG00000101294"	"HM13"	chr20	+	31538178	31538359	31538178	31538261	31544946	31545035	441	9	82	15,12	154,166	247	149	0.617805399303	0.9730777511773065	0.062	0.055,0.042	0.013
442	"ENSG00000101294"	"HM13"	chr20	+	31538178	31538554	31538178	31538261	31544946	31545035	442	9	82	17,13	154,166	298	149	0.830564863708	1.0	0.052	0.052,0.038	0.007
443	"ENSG00000101294"	"HM13"	chr20	+	31538178	31538554	31538178	31538359	31544946	31545035	443	18	2	36,13	0,2	298	149	0.132771567295	0.38160596608197567	0.818	1.0,0.765	-0.065
444	"ENSG00000282826"	"FRG1CP"	chr20	-	28601602	28601756	28601656	28601756	28600391	28600461	444	2	14	17,8	16,13	203	149	0.00578998340253	0.04376485675079616	0.095	0.438,0.311	-0.279
458	"ENSG00000088970"	"KIZ"	chr20	+	21205490	21205584	21205490	21205530	21214534	21214700	458	24	1	10,4	4,2	203	149	0.00884887257129	0.058618841532934444	0.946	0.647,0.595	0.325
461	"ENSG00000101310"	"SEC23B"	chr20	+	18507939	18508297	18507939	18507972	18510821	18511056	461	3	20	0,0	7,3	298	149	0.0502724356605	0.19115433152883435	0.07	0.0,0.0	0.07
463	"ENSG00000125844"	"RRBP1"	chr20	-	17614736	17614880	17614739	17614880	17613677	17614220	463	70	0	45,60	1,3	152	149	0.403073206875	0.7834401383334785	1.0	0.978,0.951	0.036
469	"ENSG00000125885"	"MCM8"	chr20	+	5950651	5951077	5950651	5951023	5952010	5952163	469	0	2	3,2	4,0	203	149	0.000842808852696	0.010849248503795782	0.0	0.355,1.0	-0.677
481	"ENSG00000089063"	"TMEM230"	chr20	-	5109157	5109445	5109331	5109445	5106187	5106310	481	2	94	8,0	110,97	298	149	0.470107957555	0.8570895294822489	0.011	0.035,0.0	-0.007
485	"ENSG00000101365"	"IDH3B"	chr20	-	2658637	2658837	2658758	2658837	2658394	2658522	485	37	8	38,36	5,8	270	149	0.638091562144	0.9942893493041614	0.718	0.807,0.713	-0.042
487	"ENSG00000198053"	"SIRPA"	chr20	+	1934714	1934766	1934714	1934754	1937319	1940592	487	2	30	7,11	33,17	161	149	0.00872389832632	0.058618841532934444	0.058	0.164,0.375	-0.212
496	"ENSG00000166562"	"SEC11C"	chr18	+	59152535	59152685	59152535	59152612	59155687	59155807	496	392	0	121,56	2,0	222	149	1	1.0	1.0	0.976,1.0	0.012
506	"ENSG00000166845"	"C18orf54"	chr18	+	54361642	54362431	54361642	54361891	54362770	54362921	506	2	0	10,0	2,0	298	149	1	1.0	1.0	0.714,NA	0.286
508	"ENSG00000101751"	"POLI"	chr18	+	54283921	54284065	54283921	54284013	54287280	54287411	508	9	11	13,4	52,12	201	149	0.0415373880717	0.16948391544116775	0.378	0.156,0.198	0.201
510	"ENSG00000141644"	"MBD1"	chr18	-	50272823	50272955	50272847	50272955	50272676	50272738	510	16	2	3,7	0,2	173	149	0.358613036982	0.7331030707889971	0.873	1.0,0.751	-0.002
512	"ENSG00000099956"	"SMARCB1"	chr22	+	23791755	23791894	23791755	23791867	23793558	23793688	512	0	9	15,6	8,3	176	149	2.63895440689e-06	0.0001167737325048825	0.0	0.614,0.629	-0.621
516	"ENSG00000134030"	"CTIF"	chr18	+	48757918	48758411	48757918	48758405	48761389	48761689	516	4	2	4,6	9,13	155	149	0.0723222362326	0.24801710994967355	0.658	0.299,0.307	0.355
520	"ENSG00000152234"	"ATP5F1A"	chr18	-	46094979	46095131	46095052	46095131	46091681	46091851	520	8	687	13,4	680,403	222	149	1	1.0	0.008	0.013,0.007	-0.002
533	"ENSG00000154040"	"CABYR"	chr18	+	24155700	24156999	24155700	24156042	24159471	24160069	533	1	0	0,12	2,2	298	149	0.000242727653295	0.004157689803214354	1.0	0.0,0.75	0.625
535	"ENSG00000101782"	"RIOK3"	chr18	+	23473428	23473626	23473428	23473483	23474947	23475107	535	399	9	177,130	4,6	292	149	0.618425838466	0.9730777511773065	0.958	0.958,0.917	0.02
544	"ENSG00000124155"	"PIGT"	chr20	+	45419503	45419638	45419503	45419590	45420135	45420223	544	0	25	0,2	11,29	197	149	0.319927068895	0.6919807477932586	0.0	0.0,0.05	-0.025
556	"ENSG00000168675"	"LDLRAD4"	chr18	+	13612622	13613168	13612622	13612774	13621116	13621271	556	2	0	6,8	2,0	298	149	0.555890584034	0.9287726566316038	1.0	0.6,1.0	0.2
561	"ENSG00000101745"	"ANKRD12"	chr18	+	9208656	9208803	9208656	9208797	9211583	9211784	561	104	7	117,34	6,8	155	149	0.478910399768	0.8639131134833786	0.935	0.949,0.803	0.059
562	"ENSG00000178127"	"NDUFV2"	chr18	+	9124873	9124996	9124873	9124983	9126830	9126907	562	24	635	13,6	343,180	162	149	0.781033915139	1.0	0.034	0.034,0.03	0.002
565	"ENSG00000263753"	"LINC00667"	chr18	+	5238119	5239196	5238119	5239049	5240647	5241255	565	52	4	23,9	2,0	296	149	0.147471688957	0.411062818037622	0.867	0.853,1.0	-0.059
567	"ENSG00000263753"	"LINC00667"	chr18	+	5240647	5240819	5240647	5240708	5241698	5241889	567	13	0	7,6	0,1	260	149	1	1.0	1.0	1.0,0.775	0.113
568	"ENSG00000263753"	"LINC00667"	chr18	+	5240647	5240964	5240647	5240708	5241698	5241889	568	17	0	10,9	0,1	298	149	1	1.0	1.0	1.0,0.818	0.091
569	"ENSG00000263753"	"LINC00667"	chr18	+	5240647	5241255	5240647	5240708	5241698	5241889	569	19	0	10,9	0,1	298	149	1	1.0	1.0	1.0,0.818	0.091
573	"ENSG00000263753"	"LINC00667"	chr18	+	5241698	5241889	5241698	5241812	5243593	5243784	573	25	5	16,5	2,9	226	149	0.267913030835	0.6112215655140065	0.767	0.841,0.268	0.213
587	"ENSG00000185624"	"P4HB"	chr17	-	81845817	81845991	81845870	81845991	81845560	81845742	587	2	500	2,4	690,1182	202	149	1	1.0	0.003	0.002,0.002	0.001
592	"ENSG00000185624"	"P4HB"	chr17	-	81858494	81859387	81859180	81859387	81855452	81855586	592	0	51	2,0	56,88	298	149	1	1.0	0.0	0.018,0.0	-0.009
594	"ENSG00000185624"	"P4HB"	chr17	-	81858934	81859387	81859180	81859387	81855452	81855586	594	0	51	2,0	56,88	298	149	1	1.0	0.0	0.018,0.0	-0.009
617	"ENSG00000214087"	"ARL16"	chr17	-	81682442	81682675	81682490	81682675	81682033	81682149	617	1	0	0,2	0,2	197	149	1	1.0	1.0	NA,0.431	0.569
633	"ENSG00000181038"	"METTL23"	chr17	+	76733292	76733381	76733292	76733377	76733520	76733880	633	2	120	2,0	55,33	153	149	0.750113756303	1.0	0.016	0.034,0.0	-0.001
634	"ENSG00000163597"	"SNHG16"	chr17	+	76558373	76559043	76558373	76558600	76561287	76561398	634	106	2	36,21	0,0	298	149	0.779633329699	1.0	0.964	1.0,1.0	-0.036
636	"ENSG00000161533"	"ACOX1"	chr17	-	75978790	75979128	75978964	75979128	75978533	75978693	636	0	24	1,0	14,15	298	149	1	1.0	0.0	0.034,0.0	-0.017
639	"ENSG00000182173"	"TSEN54"	chr17	+	75521408	75522535	75521408	75522333	75523274	75523335	639	0	2	0,2	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
640	"ENSG00000182173"	"TSEN54"	chr17	+	75521704	75522521	75521704	75522333	75523274	75523335	640	0	2	0,2	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
642	"ENSG00000125454"	"SLC25A19"	chr17	-	75288387	75288591	75288497	75288591	75286632	75286802	642	4	0	10,2	2,0	259	149	0.899713697779	1.0	1.0	0.742,1.0	0.129
643	"ENSG00000125454"	"SLC25A19"	chr17	-	75288387	75288591	75288501	75288591	75286632	75286802	643	4	4	10,2	0,0	263	149	4.71761823762e-06	0.0001926965603212477	0.362	1.0,1.0	-0.638
644	"ENSG00000125454"	"SLC25A19"	chr17	-	75288497	75288591	75288501	75288591	75286632	75286802	644	0	4	2,0	0,0	153	149	1	1.0	0.0	1.0,NA	-1.0
645	"ENSG00000189159"	"JPT1"	chr17	-	75147519	75147653	75147555	75147653	75146665	75146684	645	0	27	2,4	32,55	185	149	0.0687706617478	0.2390652791363784	0.0	0.048,0.055	-0.052
653	"ENSG00000108984"	"MAP2K6"	chr17	+	69517499	69517613	69517499	69517551	69519312	69519432	653	12	4	13,5	0,0	211	149	0.000195632185322	0.0035514765950763077	0.679	1.0,1.0	-0.321
654	"ENSG00000154265"	"ABCA5"	chr17	-	69273942	69274128	69273958	69274128	69271161	69271289	654	43	115	31,18	70,38	165	149	0.510588197256	0.8983624752593761	0.252	0.286,0.3	-0.041
656	"ENSG00000196704"	"AMZ2"	chr17	+	68250187	68250967	68250187	68250470	68251049	68251178	656	57	0	22,37	1,0	298	149	1	1.0	1.0	0.917,1.0	0.041
659	"ENSG00000256525"	"POLG2"	chr17	-	64483963	64485868	64485727	64485868	64482918	64482999	659	3	2	26,14	4,3	298	149	0.197686069798	0.5005001809905554	0.429	0.765,0.7	-0.303
660	"ENSG00000256525"	"POLG2"	chr17	-	64483963	64485868	64485727	64485868	64483389	64483506	660	3	0	26,18	2,0	298	149	0.604869232761	0.962033983249473	1.0	0.867,1.0	0.067
665	"ENSG00000198909"	"MAP3K3"	chr17	+	63685516	63685590	63685516	63685578	63688526	63688594	665	7	7	5,1	6,10	161	149	0.134446478681	0.38485757509224255	0.481	0.435,0.085	0.221
669	"ENSG00000108506"	"INTS2"	chr17	-	61927653	61927982	61927921	61927982	61926351	61926662	669	4	0	6,6	0,1	298	149	1	1.0	1.0	1.0,0.75	0.125
675	"ENSG00000108384"	"RAD51C"	chr17	+	58692572	58692788	58692572	58692685	58694930	58695189	675	7	2	14,6	6,0	252	149	0.678212359444	1.0	0.674	0.58,1.0	-0.116
676	"ENSG00000108384"	"RAD51C"	chr17	+	58692601	58693650	58692601	58692788	58694930	58695189	676	2	7	0,0	14,6	298	149	0.197949975523	0.5005306523938714	0.125	0.0,0.0	0.125
685	"ENSG00000108846"	"ABCC3"	chr17	+	50658434	50658546	50658434	50658496	50659236	50659368	685	3	22	2,2	4,8	199	149	0.520582423366	0.9043672278600882	0.093	0.272,0.158	-0.122
686	"ENSG00000108846"	"ABCC3"	chr17	+	50676277	50676588	50676277	50676453	50677743	50677943	686	25	2	12,25	0,0	284	149	0.146273122256	0.4087948837786105	0.868	1.0,1.0	-0.132
704	"ENSG00000002919"	"SNX11"	chr17	+	48112030	48112111	48112030	48112085	48112573	48112660	704	2	5	1,0	8,8	175	149	0.0239736500127	0.11599096270381504	0.254	0.096,0.0	0.206
705	"ENSG00000108439"	"PNPO"	chr17	+	47944615	47945612	47944615	47944715	47945860	47945989	705	97	0	16,66	0,1	298	149	1	1.0	1.0	1.0,0.971	0.014
706	"ENSG00000108439"	"PNPO"	chr17	+	47945558	47945616	47945558	47945612	47945860	47945989	706	4	95	0,0	14,63	153	149	0.100196717632	0.3106829609494423	0.039	0.0,0.0	0.039
712	"ENSG00000262879"	"AC005670.3"	chr17	-	47033277	47033381	47033319	47033381	47021581	47021721	712	4	2	4,14	0,0	191	149	0.0108725847984	0.06762186446337895	0.609	1.0,1.0	-0.391
