ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
127	"ENSG00000185917"	"SETD4"	chr21	-	36057383	36057477	36057108	36057204	36058815	36058924
128	"ENSG00000159212"	"CLIC6"	chr21	+	34706026	34706080	34669388	34670762	34707279	34707389
129	"ENSG00000227456"	"LINC00310"	chr21	+	34182707	34183118	34180728	34180793	34188216	34188662
130	"ENSG00000227456"	"LINC00310"	chr21	+	34182707	34183118	34180728	34180793	34188767	34189183
131	"ENSG00000227456"	"LINC00310"	chr21	+	34182707	34183192	34180714	34180793	34188767	34189066
132	"ENSG00000227456"	"LINC00310"	chr21	+	34188216	34188662	34180759	34180793	34188767	34188877
133	"ENSG00000227456"	"LINC00310"	chr21	+	34188216	34188662	34182707	34183118	34188767	34188877
134	"ENSG00000243927"	"MRPS6"	chr21	+	34125340	34125480	34073577	34073745	34142407	34143030
135	"ENSG00000237945"	"LINC00649"	chr21	+	33923896	33924311	33923432	33923458	33943033	33943130
136	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33906500	33903934	33904021	33907340	33907453
137	"ENSG00000241837"	"ATP5PO"	chr21	-	33906725	33906821	33903934	33904021	33907340	33907416
138	"ENSG00000241837"	"ATP5PO"	chr21	-	33906727	33906794	33906448	33906500	33907340	33907412
139	"ENSG00000241837"	"ATP5PO"	chr21	-	33907340	33907453	33903934	33904021	33912288	33912399
140	"ENSG00000241837"	"ATP5PO"	chr21	-	33909081	33909211	33906448	33907453	33912288	33912399
141	"ENSG00000159131"	"GART"	chr21	-	33509782	33509920	33505973	33506104	33511251	33511458
142	"ENSG00000159131"	"GART"	chr21	-	33520363	33520562	33517356	33517608	33520905	33521015
143	"ENSG00000159131"	"GART"	chr21	-	33529566	33529768	33528849	33528937	33530758	33530884
144	"ENSG00000243646"	"IL10RB"	chr21	+	33276595	33276753	33267927	33268517	33279751	33279918
145	"ENSG00000243646"	"IL10RB"	chr21	+	33288103	33288261	33283093	33283241	33296183	33296239
146	"ENSG00000243646"	"IL10RB"	chr21	+	33294011	33294127	33288103	33288261	33296183	33296350
147	"ENSG00000205929"	"C21orf62"	chr21	-	32807641	32807716	32790672	32794485	32810573	32810654
148	"ENSG00000205929"	"C21orf62"	chr21	-	32810573	32810654	32793563	32794485	32813591	32813689
149	"ENSG00000205930"	"C21orf62-AS1"	chr21	+	32784796	32784919	32772099	32772308	32788611	32788701
150	"ENSG00000205930"	"C21orf62-AS1"	chr21	+	32788611	32788701	32784796	32784919	32796938	32797042
151	"ENSG00000159086"	"PAXBP1"	chr21	-	32743247	32743314	32738172	32738319	32743677	32743754
152	"ENSG00000159086"	"PAXBP1"	chr21	-	32750916	32751032	32748498	32748698	32751118	32751218
153	"ENSG00000242220"	"TCP10L"	chr21	-	32572491	32572595	32532337	32533883	32573283	32573368
154	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32574095	32574124	32573283	32573368	32574575	32574676
155	"ENSG00000242220"	"TCP10L"	chr21	-	32577425	32577628	32576658	32576923	32578693	32578831
156	"ENSG00000242220"	"TCP10L"	chr21	-	32577425	32577676	32576658	32576923	32578693	32578831
157	"ENSG00000242220"	"TCP10L"	chr21	-	32579262	32579337	32578693	32578831	32582199	32582415
158	"ENSG00000242220"	"TCP10L"	chr21	-	32584160	32584305	32582199	32582415	32585420	32585485
159	"ENSG00000242220"	"TCP10L"	chr21	-	32584804	32584847	32584160	32584305	32585420	32585511
160	"ENSG00000166979"	"EVA1C"	chr21	+	32453311	32453508	32412005	32413013	32457596	32457720
161	"ENSG00000166979"	"EVA1C"	chr21	+	32453311	32453508	32412005	32413013	32467695	32467848
162	"ENSG00000166979"	"EVA1C"	chr21	+	32457596	32457720	32412436	32413013	32467695	32467848
163	"ENSG00000166979"	"EVA1C"	chr21	+	32457596	32457720	32452184	32453508	32467695	32467848
164	"ENSG00000166979"	"EVA1C"	chr21	+	32495026	32495170	32467695	32467848	32501414	32501455
165	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501486	32495026	32495170	32503925	32504015
166	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501495	32495026	32495170	32503925	32504015
167	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501538	32495026	32495170	32503925	32504015
168	"ENSG00000166979"	"EVA1C"	chr21	+	32503925	32504015	32495116	32495170	32514813	32514880
169	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32505636	32505734	32497734	32497795	32573283	32573368
170	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32567940	32568079	32497411	32497795	32573283	32573368
171	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32567940	32568079	32528026	32529487	32573283	32573368
172	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32572507	32572595	32567940	32568079	32573283	32573368
173	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574676	32567940	32568079	32578693	32578831
174	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32575376	32576923	32574575	32574676	32578693	32578831
175	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32582199	32582415	32577801	32578831	32603160	32603212
176	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32584160	32584305	32582199	32582415	32603160	32603292
177	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32587312	32587477	32582199	32582415	32603160	32603292
178	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32602271	32602367	32582199	32582415	32603160	32603292
179	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32603160	32603292	32582199	32582415	32604124	32604185
180	"ENSG00000159079"	"CFAP298"	chr21	-	32607648	32607716	32604124	32604283	32609837	32609954
181	"ENSG00000142207"	"URB1"	chr21	-	32353932	32354103	32352709	32352906	32354858	32354997
182	"ENSG00000142149"	"HUNK"	chr21	+	31958842	31958970	31946035	31946171	31968249	31968385
183	"ENSG00000156304"	"SCAF4"	chr21	-	31705422	31705467	31703764	31703926	31706273	31706357
184	"ENSG00000142168"	"SOD1"	chr21	+	31661548	31661734	31659692	31659841	31663789	31663886
185	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31659692	31659841	31666448	31666518
186	"ENSG00000156299"	"TIAM1"	chr21	-	31202907	31203012	31195223	31195305	31210044	31210215
187	"ENSG00000156299"	"TIAM1"	chr21	-	31213397	31213472	31210044	31210215	31217552	31217699
188	"ENSG00000248476"	"BACH1-IT1"	chr21	+	29352578	29352663	29351633	29351813	29361030	29361243
189	"ENSG00000248476"	"BACH1-IT1"	chr21	+	29361030	29361243	29351633	29351813	29361551	29361894
190	"ENSG00000156273"	"BACH1"	chr21	+	29218860	29218926	29194146	29194260	29321220	29321355
191	"ENSG00000156273"	"BACH1"	chr21	+	29270356	29270456	29194146	29194260	29321220	29321355
192	"ENSG00000156273"	"BACH1"	chr21	+	29582311	29582351	29329486	29329693	29597569	29597694
193	"ENSG00000156261"	"CCT8"	chr21	-	29064967	29065105	29063351	29063530	29066715	29066777
194	"ENSG00000156261"	"CCT8"	chr21	-	29069422	29069502	29067555	29067705	29070246	29070337
195	"ENSG00000236532"	"LINC01695"	chr21	-	28167225	28167319	28163601	28163717	28170077	28170143
196	"ENSG00000236532"	"LINC01695"	chr21	-	28217177	28217347	28212239	28212348	28225883	28225991
197	"ENSG00000232079"	"LINC01697"	chr21	+	28095880	28096114	28090355	28090521	28101265	28101319
198	"ENSG00000232079"	"LINC01697"	chr21	+	28101265	28101319	28087132	28087287	28102549	28102639
199	"ENSG00000232079"	"LINC01697"	chr21	+	28101265	28101319	28090444	28090521	28102549	28102639
200	"ENSG00000236332"	"AP001604.1"	chr21	+	27391389	27391551	27387466	27387660	27395580	27395787
201	"ENSG00000154734"	"ADAMTS1"	chr21	-	26840997	26841165	26839874	26840562	26841857	26841990
202	"ENSG00000273492"	"APP-DT"	chr21	+	26180536	26180601	26170880	26171052	26214744	26214861
203	"ENSG00000233783"	"AP001442.1"	chr21	+	25934909	25935048	25934086	25934366	25941307	25942686
204	"ENSG00000233783"	"AP001442.1"	chr21	+	25937789	25937912	25934909	25935048	25941307	25941641
205	"ENSG00000154727"	"GABPA"	chr21	+	25741572	25741675	25734971	25735578	25745209	25745354
206	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25741572	25741675	25749035	25749120
207	"ENSG00000237484"	"LINC01684"	chr21	+	24441168	24441353	24438252	24438433	24441794	24441913
208	"ENSG00000237484"	"LINC01684"	chr21	+	24441168	24441353	24438252	24438443	24441794	24441913
209	"ENSG00000237484"	"LINC01684"	chr21	+	24443557	24443743	24441794	24441913	24443963	24444128
210	"ENSG00000237484"	"LINC01684"	chr21	+	24443963	24444128	24441794	24441913	24480382	24480703
211	"ENSG00000237484"	"LINC01684"	chr21	+	24443963	24444128	24441794	24441913	24485622	24485685
212	"ENSG00000237484"	"LINC01684"	chr21	+	24443963	24444128	24441794	24441913	24526342	24526892
213	"ENSG00000237484"	"LINC01684"	chr21	+	24485622	24485685	24441779	24441913	24526342	24526892
214	"ENSG00000237484"	"LINC01684"	chr21	+	24485622	24485685	24443963	24444128	24526342	24526892
215	"ENSG00000237484"	"LINC01684"	chr21	+	24488112	24488309	24485622	24485685	24526342	24526735
216	"ENSG00000237484"	"LINC01684"	chr21	+	24522888	24522999	24441794	24441913	24526342	24526892
217	"ENSG00000237484"	"LINC01684"	chr21	+	24522888	24522999	24488112	24488309	24526342	24526892
218	"ENSG00000224018"	"AP000470.1"	chr21	-	24182692	24182777	24154870	24155729	24187270	24187360
219	"ENSG00000224924"	"LINC00320"	chr21	-	20743615	20743833	20728964	20729000	20778417	20778547
220	"ENSG00000224924"	"LINC00320"	chr21	-	20743615	20743833	20735771	20739649	20778417	20778547
221	"ENSG00000224924"	"LINC00320"	chr21	-	20757218	20757417	20742920	20743833	20778417	20778547
222	"ENSG00000224924"	"LINC00320"	chr21	-	20757310	20757417	20742470	20743833	20778183	20778344
223	"ENSG00000224924"	"LINC00320"	chr21	-	20757310	20757417	20742470	20743833	20778417	20778547
224	"ENSG00000224924"	"LINC00320"	chr21	-	20778183	20778344	20742920	20743833	20778417	20778466
225	"ENSG00000224924"	"LINC00320"	chr21	-	20778183	20778344	20757310	20757417	20778417	20778466
226	"ENSG00000224924"	"LINC00320"	chr21	-	20778642	20778762	20775041	20778547	20780810	20780907
227	"ENSG00000224924"	"LINC00320"	chr21	-	20778642	20778762	20775041	20778547	20781348	20781474
228	"ENSG00000224924"	"LINC00320"	chr21	-	20778642	20778796	20778417	20778547	20780810	20780907
229	"ENSG00000224924"	"LINC00320"	chr21	-	20778642	20778796	20778417	20778547	20781348	20781474
230	"ENSG00000224924"	"LINC00320"	chr21	-	20780810	20780907	20778417	20778547	20781348	20781474
231	"ENSG00000224924"	"LINC00320"	chr21	-	20780810	20780907	20778642	20778762	20781348	20781474
232	"ENSG00000224924"	"LINC00320"	chr21	-	20780810	20780907	20778642	20778796	20781348	20781474
233	"ENSG00000224924"	"LINC00320"	chr21	-	20782249	20782446	20781569	20781661	20802994	20803094
234	"ENSG00000224924"	"LINC00320"	chr21	-	20782306	20782446	20781569	20781661	20802994	20803033
235	"ENSG00000224924"	"LINC00320"	chr21	-	20783271	20783409	20782306	20782446	20786035	20786088
236	"ENSG00000224924"	"LINC00320"	chr21	-	20786035	20786088	20782249	20782446	20802994	20803028
237	"ENSG00000224924"	"LINC00320"	chr21	-	20786035	20786111	20782306	20782446	20802994	20803094
238	"ENSG00000154646"	"TMPRSS15"	chr21	-	18379282	18379318	18372192	18372324	18383626	18383778
239	"ENSG00000154646"	"TMPRSS15"	chr21	-	18380539	18380584	18379282	18379318	18383626	18383778
240	"ENSG00000154642"	"C21orf91"	chr21	-	17795207	17795270	17788973	17793581	17796581	17797118
241	"ENSG00000154640"	"BTG3"	chr21	-	17604144	17604276	17598616	17598824	17604859	17604997
242	"ENSG00000154640"	"BTG3"	chr21	-	17611656	17611774	17609006	17609152	17612698	17612945
243	"ENSG00000215386"	"MIR99AHG"	chr21	+	15965331	15965407	15928473	15928529	15972310	15972515
244	"ENSG00000215386"	"MIR99AHG"	chr21	+	15972310	15972515	15928428	15928529	16071113	16071398
245	"ENSG00000215386"	"MIR99AHG"	chr21	+	16214256	16214378	16181590	16181687	16231055	16231115
246	"ENSG00000215386"	"MIR99AHG"	chr21	+	16214256	16214378	16194498	16194633	16231055	16231115
247	"ENSG00000215386"	"MIR99AHG"	chr21	+	16223523	16223574	16194560	16194633	16231055	16231115
248	"ENSG00000215386"	"MIR99AHG"	chr21	+	16231055	16231115	16181444	16181687	16391613	16391685
249	"ENSG00000215386"	"MIR99AHG"	chr21	+	16231055	16231115	16194160	16194633	16391613	16391685
250	"ENSG00000215386"	"MIR99AHG"	chr21	+	16231055	16231115	16194160	16194633	16487489	16487538
251	"ENSG00000215386"	"MIR99AHG"	chr21	+	16257392	16257454	16231055	16231115	16391613	16391685
252	"ENSG00000215386"	"MIR99AHG"	chr21	+	16257392	16257454	16231055	16231115	16487489	16487538
253	"ENSG00000215386"	"MIR99AHG"	chr21	+	16352128	16352273	16231055	16231115	16391613	16391685
254	"ENSG00000215386"	"MIR99AHG"	chr21	+	16383159	16383304	16231055	16231115	16391613	16391685
255	"ENSG00000215386"	"MIR99AHG"	chr21	+	16391613	16391685	16194201	16194633	16487489	16487538
256	"ENSG00000215386"	"MIR99AHG"	chr21	+	16391613	16391685	16231055	16231115	16487489	16487538
257	"ENSG00000215386"	"MIR99AHG"	chr21	+	16391613	16391685	16257392	16257454	16487489	16487538
258	"ENSG00000215386"	"MIR99AHG"	chr21	+	16477844	16478039	16391613	16391685	16487489	16488343
259	"ENSG00000215386"	"MIR99AHG"	chr21	+	16477844	16478039	16419398	16419741	16487489	16488343
260	"ENSG00000215386"	"MIR99AHG"	chr21	+	16485711	16485816	16419419	16419741	16487489	16487538
261	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16231055	16231115	16537378	16537439
262	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16419195	16419741	16537378	16537439
263	"ENSG00000215386"	"MIR99AHG"	chr21	+	16521718	16521816	16487489	16487538	16537378	16537439
264	"ENSG00000215386"	"MIR99AHG"	chr21	+	16535033	16535709	16487489	16487538	16537378	16537439
265	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16487489	16487538	16564773	16564809
266	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16487489	16487538	16589352	16589467
267	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16487489	16487538	16594339	16594454
268	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16487489	16487538	16606993	16607087
