ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
21	"ENSG00000215386"	"MIR99AHG"	chr21	+	16257392	16257454	16391613	16391685	16231055	16231115	16487489	16487538
22	"ENSG00000215386"	"MIR99AHG"	chr21	+	16352128	16352273	16383159	16383304	16231055	16231115	16391613	16391685
23	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16537378	16537439	16419398	16419741	16606993	16607087
24	"ENSG00000215386"	"MIR99AHG"	chr21	+	16521718	16521816	16535033	16535709	16487489	16487538	16537378	16537439
25	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16589352	16589413	16487489	16487538	16594339	16594454
26	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16589352	16589540	16487489	16487538	16594339	16594454
27	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16594339	16594454	16487489	16487538	16606993	16607087
28	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16589352	16589467	16537378	16537439	16594339	16594454
29	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16589352	16589540	16537378	16537439	16594339	16594454
30	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16589352	16589557	16537378	16537439	16594339	16594454
31	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16594339	16594454	16537378	16537439	16606993	16607135
32	"ENSG00000229425"	"AJ009632.2"	chr21	-	15393970	15394043	15394999	15395129	15390577	15390618	15395462	15395497
33	"ENSG00000229425"	"AJ009632.2"	chr21	-	15393970	15394049	15394472	15394506	15390577	15390618	15394999	15395129
34	"ENSG00000228159"	"LINC01674"	chr21	+	13556392	13556511	13565664	13565781	13546979	13547128	13574596	13574999
35	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6492197	6492254	6492292	6487362	6487412	6495992	6496080
36	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6492197	6493043	6493110	6487362	6487412	6495992	6496080
37	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492254	6492292	6493043	6493110	6487362	6487412	6495992	6496080
38	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
39	"ENSG00000184164"	"CRELD2"	chr22	+	49923233	49923317	49924359	49924455	49922611	49922707	49925416	49925557
40	"ENSG00000054611"	"TBC1D22A"	chr22	+	46797443	46797620	46878652	46878723	46793500	46793841	46891265	46891394
41	"ENSG00000054611"	"TBC1D22A"	chr22	+	46913333	46913446	46974289	46974399	46912073	46912188	46997633	46997709
42	"ENSG00000100347"	"SAMM50"	chr22	+	43963069	43963226	43963285	43963396	43955441	43955598	43964451	43964553
43	"ENSG00000100372"	"SLC25A17"	chr22	-	40779757	40779894	40784512	40784604	40779008	40779125	40792524	40792676
44	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083
45	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38665545	38665685	38656675	38656750	38668016	38668132
46	"ENSG00000100211"	"CBY1"	chr22	+	38665545	38665685	38667568	38667662	38656955	38657143	38668016	38668132
47	"ENSG00000100129"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851490	37862968	37863038
48	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833109	37833158	37833206	37832636	37832744	37833683	37833755
49	"ENSG00000236052"	"LINC01643"	chr22	+	34109325	34109434	34151864	34151927	34100357	34100441	34161595	34161791
50	"ENSG00000236052"	"LINC01643"	chr22	+	34109325	34109434	34161595	34161791	34100357	34100441	34171712	34171778
51	"ENSG00000236052"	"LINC01643"	chr22	+	34147995	34148132	34161595	34161791	34109325	34109434	34171712	34171778
52	"ENSG00000236052"	"LINC01643"	chr22	+	34175389	34175440	34205472	34205558	34174309	34174447	34206081	34206194
53	"ENSG00000236052"	"LINC01643"	chr22	+	34188184	34188425	34206081	34206163	34174309	34174447	34218507	34218796
54	"ENSG00000236052"	"LINC01643"	chr22	+	34188184	34188425	34206081	34206194	34174309	34174447	34218507	34218796
55	"ENSG00000133424"	"LARGE1"	chr22	-	33283201	33283348	33304228	33304507	33277059	33277255	33316084	33316248
56	"ENSG00000133424"	"LARGE1"	chr22	-	33304228	33304507	33316084	33316248	33283201	33283348	33337645	33337801
57	"ENSG00000133424"	"LARGE1"	chr22	-	33316084	33316248	33337645	33337801	33304228	33304507	33381918	33382044
58	"ENSG00000133424"	"LARGE1"	chr22	-	33337645	33337801	33381918	33382044	33316084	33316248	33384191	33384304
59	"ENSG00000133424"	"LARGE1"	chr22	-	33650366	33650668	33761370	33761558	33626243	33626326	33856739	33856802
60	"ENSG00000248751"	"AC004997.1"	chr22	-	30288705	30288776	30292772	30292851	30287372	30287560	30293650	30293805
61	"ENSG00000100325"	"ASCC2"	chr22	-	29832244	29832342	29833540	29833614	29825621	29825780	29834488	29834550
62	"ENSG00000100325"	"ASCC2"	chr22	-	29832244	29832342	29834441	29834550	29825621	29825780	29838177	29838274
63	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288986	29289062	29286922	29287134	29291564	29291599
64	"ENSG00000186998"	"EMID1"	chr22	+	29254202	29254287	29255270	29255361	29243444	29243489	29258816	29259597
65	"ENSG00000159873"	"CCDC117"	chr22	+	28773724	28773778	28780947	28781172	28772673	28773034	28783507	28783645
66	"ENSG00000183765"	"CHEK2"	chr22	-	28724564	28724923	28724976	28725124	28719394	28719485	28725242	28725367
67	"ENSG00000183765"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28711908	28712017	28725242	28725367
68	"ENSG00000183765"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28719394	28719485	28725242	28725367
69	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27940019	27940171	27994472	27994653	27935150	27935230	27997410	27998838
70	"ENSG00000244625"	"MIATNB"	chr22	+	26717252	26717459	26738061	26738240	26672804	26672987	26774155	26774217
71	"ENSG00000100095"	"SEZ6L"	chr22	+	26351051	26351243	26365371	26365566	26347718	26347913	26375574	26375689
72	"ENSG00000100077"	"GRK3"	chr22	+	25674436	25674528	25678815	25678915	25672295	25672347	25685169	25685248
73	"ENSG00000178803"	"ADORA2A-AS1"	chr22	-	24460452	24460771	24471767	24471895	24441991	24442140	24474982	24475153
74	"ENSG00000228315"	"GUSBP11"	chr22	-	23695172	23695517	23700725	23700845	23683724	23683867	23705428	23705541
75	"ENSG00000015475"	"BID"	chr22	-	17743802	17744013	17750104	17750174	17739348	17739488	17774380	17774495
76	"ENSG00000205916"	"DAZ4"	chrY	+	24886148	24886220	24893302	24893374	24883763	24883835	24895687	24895759
77	"ENSG00000229236"	"TTTY10"	chrY	-	20518887	20519000	20519035	20519233	20518270	20518329	20521131	20521300
78	"ENSG00000012817"	"KDM5D"	chrY	-	19739527	19739662	19741317	19741488	19735620	19735750	19741734	19741857
79	"ENSG00000012817"	"KDM5D"	chrY	-	19741317	19741488	19741734	19741857	19739527	19739662	19743161	19743239
80	"ENSG00000183878"	"UTY"	chrY	-	13358463	13358553	13359087	13359222	13357876	13357969	13359766	13359986
81	"ENSG00000183878"	"UTY"	chrY	-	13358463	13358619	13359087	13359222	13357876	13357969	13359766	13359986
82	"ENSG00000183878"	"UTY"	chrY	-	13360429	13360528	13393858	13393893	13359766	13359986	13396917	13396972
83	"ENSG00000114374"	"USP9Y"	chrY	+	12664639	12664686	12686512	12686606	12662367	12662706	12702009	12702055
84	"ENSG00000092377"	"TBL1Y"	chrY	+	6978212	6978243	6995803	6995898	6912087	6912172	7021448	7021537
85	"ENSG00000160439"	"RDH13"	chr19	-	55064295	55064412	55068412	55068530	55059156	55059275	55069321	55069529
86	"ENSG00000022556"	"NLRP2"	chr19	+	54977751	54977823	54981616	54981682	54974499	54974544	54982161	54983728
87	"ENSG00000189013"	"KIR2DL4"	chr19	+	54808832	54808883	54813124	54813228	54805950	54806244	54813689	54813742
88	"ENSG00000189068"	"VSTM1"	chr19	-	54042168	54042196	54042226	54042369	54041915	54041953	54051409	54051448
89	"ENSG00000167755"	"KLK6"	chr19	-	50967168	50967325	50968064	50968112	50963301	50963549	50968540	50968767
90	"ENSG00000169169"	"CPT1C"	chr19	+	49700683	49700855	49701316	49701418	49697325	49697465	49701496	49701634
91	"ENSG00000090554"	"FLT3LG"	chr19	+	49478962	49479047	49480297	49480476	49476422	49476566	49480551	49480620
92	"ENSG00000161609"	"KASH5"	chr19	+	49391680	49391781	49393345	49393400	49390788	49390926	49394475	49394580
93	"ENSG00000161609"	"KASH5"	chr19	+	49391680	49391781	49393345	49393419	49390788	49390926	49394475	49394580
94	"ENSG00000130529"	"TRPM4"	chr19	+	49166040	49166215	49168259	49168423	49158191	49158259	49168552	49168736
95	"ENSG00000104808"	"DHDH"	chr19	+	48939448	48939701	48942439	48942564	48934999	48935111	48944356	48944507
96	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48246074	48246381	48240961	48241063	48249522	48249633
97	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48249522	48249633	48240961	48241063	48249750	48249847
98	"ENSG00000105398"	"SULT2A1"	chr19	-	47874656	47874834	47879035	47879130	47870466	47871567	47882083	47882210
99	"ENSG00000105398"	"SULT2A1"	chr19	-	47879035	47879130	47882083	47882210	47874656	47874834	47883576	47883785
100	"ENSG00000105398"	"SULT2A1"	chr19	-	47882083	47882210	47883576	47883785	47879035	47879130	47886121	47886315
101	"ENSG00000142230"	"SAE1"	chr19	+	47156568	47156661	47156986	47157181	47155113	47155213	47169817	47169923
102	"ENSG00000181027"	"FKRP"	chr19	+	46747233	46747294	46747578	46747732	46746057	46746090	46748026	46748088
103	"ENSG00000181027"	"FKRP"	chr19	+	46747233	46747305	46747578	46747732	46746057	46746090	46748026	46748088
104	"ENSG00000012061"	"ERCC1"	chr19	-	45413962	45414034	45414860	45414960	45413676	45413745	45416820	45416897
105	"ENSG00000243137"	"PSG4"	chr19	-	43194994	43195273	43197996	43198275	43194339	43194594	43203885	43204251
106	"ENSG00000079385"	"CEACAM1"	chr19	-	42515010	42515103	42516772	42516865	42512349	42512479	42521266	42521521
107	"ENSG00000079385"	"CEACAM1"	chr19	-	42515010	42515103	42518947	42519235	42512349	42512479	42521266	42521521
108	"ENSG00000079385"	"CEACAM1"	chr19	-	42516772	42516865	42518947	42519235	42512349	42512479	42521266	42521521
109	"ENSG00000105723"	"GSK3A"	chr19	-	42231046	42231192	42231562	42231764	42230793	42230867	42232056	42232149
110	"ENSG00000105723"	"GSK3A"	chr19	-	42233842	42233866	42233995	42234191	42233285	42233383	42234352	42234459
111	"ENSG00000105723"	"GSK3A"	chr19	-	42233842	42233869	42233995	42234191	42233285	42233383	42234352	42234459
112	"ENSG00000105723"	"GSK3A"	chr19	-	42233842	42233931	42233995	42234191	42233285	42233383	42234352	42234459
113	"ENSG00000105723"	"GSK3A"	chr19	-	42235001	42235115	42236006	42236141	42234547	42234678	42236605	42236716
114	"ENSG00000105723"	"GSK3A"	chr19	-	42235001	42235119	42236006	42236141	42234547	42234678	42236605	42236716
115	"ENSG00000076928"	"ARHGEF1"	chr19	+	41904948	41905036	41905174	41905261	41904215	41904383	41905759	41905827
116	"ENSG00000267107"	"PCAT19"	chr19	-	41456615	41456918	41474465	41474539	41456360	41456487	41479080	41479284
117	"ENSG00000267107"	"PCAT19"	chr19	-	41479080	41479284	41494539	41495427	41456360	41456487	41500583	41500644
118	"ENSG00000267107"	"PCAT19"	chr19	-	41479080	41479284	41495301	41495427	41456360	41456487	41500583	41500644
119	"ENSG00000267107"	"PCAT19"	chr19	-	41494539	41494648	41495301	41495427	41479080	41479284	41500583	41500644
120	"ENSG00000105197"	"TIMM50"	chr19	+	39482884	39482916	39485543	39485602	39481882	39482033	39485687	39485807
121	"ENSG00000104814"	"MAP4K1"	chr19	-	38589177	38589275	38592449	38592497	38587640	38587817	38593281	38593337
122	"ENSG00000120784"	"ZFP30"	chr19	-	37665983	37666262	37686450	37686522	37654711	37654879	37691520	37691618
123	"ENSG00000267470"	"ZNF571-AS1"	chr19	+	37566439	37566484	37567617	37567750	37566030	37566089	37569849	37569996
124	"ENSG00000245680"	"ZNF585B"	chr19	-	37195880	37196019	37198938	37199054	37190023	37190150	37207039	37207254
125	"ENSG00000198453"	"ZNF568"	chr19	+	36922585	36922846	36925199	36925258	36917578	36917648	36936745	36936872
126	"ENSG00000198453"	"ZNF568"	chr19	+	36976326	36976367	36991175	36991299	36974419	36974466	36991750	36991846
127	"ENSG00000239382"	"ALKBH6"	chr19	-	36011403	36011464	36013000	36013089	36010893	36011045	36013343	36013422
128	"ENSG00000161249"	"DMKN"	chr19	-	35505938	35505986	35509910	35509961	35505717	35505765	35510183	35510252
129	"ENSG00000161249"	"DMKN"	chr19	-	35505938	35506049	35509910	35509961	35505717	35505765	35510183	35510252
130	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35507457	35507511	35505938	35505986	35508204	35508240
131	"ENSG00000161249"	"DMKN"	chr19	-	35506125	35506185	35508204	35508240	35505938	35505986	35509910	35509961
132	"ENSG00000161249"	"DMKN"	chr19	-	35506478	35506665	35508204	35508240	35506125	35506185	35509910	35509961
133	"ENSG00000161249"	"DMKN"	chr19	-	35506509	35506665	35507457	35507511	35506125	35506185	35508204	35508240
134	"ENSG00000105695"	"MAG"	chr19	+	35295385	35295454	35295454	35295510	35294234	35294290	35295612	35295981
135	"ENSG00000257103"	"LSM14A"	chr19	+	34208928	34209051	34215123	34215300	34196633	34196763	34215595	34215661
136	"ENSG00000267465"	"AC011525.2"	chr19	+	31588627	31588680	31590355	31590478	31588191	31588316	31591212	31591310
137	"ENSG00000267465"	"AC011525.2"	chr19	+	31588627	31588680	31588761	31588948	31588252	31588316	31589981	31590116
138	"ENSG00000267465"	"AC011525.2"	chr19	+	31588817	31588948	31590039	31590116	31588202	31588316	31591212	31591310
139	"ENSG00000267465"	"AC011525.2"	chr19	+	31589857	31590116	31590355	31590452	31588230	31588316	31591212	31591310
140	"ENSG00000267465"	"AC011525.2"	chr19	+	31589981	31590116	31590355	31590452	31588627	31588680	31591212	31591310
141	"ENSG00000267777"	"LINC01791"	chr19	+	31168344	31168656	31170179	31170265	31167501	31167833	31195589	31195703
142	"ENSG00000267777"	"LINC01791"	chr19	+	31178723	31178816	31195586	31195703	31167512	31167833	31204745	31204920
143	"ENSG00000267777"	"LINC01791"	chr19	+	31178723	31178816	31195589	31195703	31167512	31167833	31204745	31204920
144	"ENSG00000261824"	"LINC00662"	chr19	-	27684694	27685275	27686871	27686998	27684505	27684607	27701490	27701645
145	"ENSG00000187187"	"ZNF546"	chr19	+	39998247	39998332	39999600	39999854	39997860	39997915	40006095	40006182
146	"ENSG00000187187"	"ZNF546"	chr19	+	39998247	39998410	39999600	39999854	39997860	39997915	40006095	40006182
147	"ENSG00000105705"	"SUGP1"	chr19	-	19310096	19310200	19316421	19316593	19305848	19306076	19320462	19320509
148	"ENSG00000105655"	"ISYNA1"	chr19	-	18436683	18436877	18437598	18437760	18436329	18436479	18437859	18437988
149	"ENSG00000099331"	"MYO9B"	chr19	+	17177796	17177886	17180926	17181040	17175662	17175741	17183828	17183868
150	"ENSG00000214046"	"SMIM7"	chr19	-	16655237	16655368	16659157	16659255	16654034	16654125	16659394	16659447
151	"ENSG00000141977"	"CIB3"	chr19	-	16168136	16168284	16173161	16173196	16164717	16164913	16173424	16173475
152	"ENSG00000127507"	"ADGRE2"	chr19	-	14752328	14752526	14756237	14756345	14751435	14751671	14764432	14764610
153	"ENSG00000127507"	"ADGRE2"	chr19	-	14754953	14755127	14755653	14755877	14752328	14752526	14756237	14756345
154	"ENSG00000141837"	"CACNA1A"	chr19	-	13227430	13227527	13228698	13228795	13224666	13224772	13230081	13230209
155	"ENSG00000141837"	"CACNA1A"	chr19	-	13236448	13236618	13241520	13241526	13235613	13235730	13245181	13245265
156	"ENSG00000105607"	"GCDH"	chr19	+	12892115	12892178	12892316	12892434	12891830	12891974	12893482	12893653
157	"ENSG00000130164"	"LDLR"	chr19	+	11102663	11102786	11105219	11105600	11100222	11100345	11106564	11106687
158	"ENSG00000079805"	"DNM2"	chr19	+	10796060	10796199	10797379	10797518	10795371	10795439	10798485	10798572
159	"ENSG00000130818"	"ZNF426"	chr19	-	9533839	9533966	9535187	9535279	9532844	9532925	9536207	9536356
160	"ENSG00000270011"	"ZNF559-ZNF177"	chr19	+	9333014	9333113	9337795	9337858	9324694	9324780	9338493	9338582
161	"ENSG00000270011"	"ZNF559-ZNF177"	chr19	+	9333014	9333113	9337795	9338017	9324694	9324780	9338493	9338582
162	"ENSG00000188321"	"ZNF559"	chr19	+	9333014	9333113	9337795	9337865	9324694	9324780	9338493	9338582
163	"ENSG00000125734"	"GPR108"	chr19	-	6735621	6735704	6735907	6735958	6734182	6734307	6736591	6736711
164	"ENSG00000031823"	"RANBP3"	chr19	-	5933802	5933929	5935684	5935839	5933413	5933479	5941620	5941707
165	"ENSG00000031823"	"RANBP3"	chr19	-	5965732	5965922	5974349	5974431	5957917	5957973	5978060	5978093
166	"ENSG00000031823"	"RANBP3"	chr19	-	5965732	5965922	5976380	5976574	5957917	5957973	5978060	5978093
167	"ENSG00000031823"	"RANBP3"	chr19	-	5974349	5974431	5976380	5976574	5957917	5957973	5978060	5978093
168	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684818	5684905	5684964	5685119	5681023	5681271	5686899	5686991
169	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684988	5685119	5686415	5686527	5684818	5684905	5686899	5686991
170	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684992	5685119	5686415	5686527	5684818	5684905	5686899	5686991
171	"ENSG00000142002"	"DPP9"	chr19	-	4715528	4715726	4719202	4719324	4714080	4714337	4719850	4719941
172	"ENSG00000089847"	"ANKRD24"	chr19	+	4202868	4202926	4207107	4207134	4202025	4202090	4207241	4207312
173	"ENSG00000060566"	"CREB3L3"	chr19	+	4164502	4164640	4168350	4168457	4159663	4159782	4170139	4170208
174	"ENSG00000011304"	"PTBP1"	chr19	+	805491	805569	805831	805902	805012	805187	806407	806556
175	"ENSG00000011304"	"PTBP1"	chr19	+	805512	805569	805831	805902	805012	805187	806407	806556
176	"ENSG00000101181"	"MTG2"	chr20	+	62197851	62197967	62198633	62198852	62195801	62195949	62199118	62199257
177	"ENSG00000087586"	"AURKA"	chr20	-	56388311	56388506	56388686	56388784	56388155	56388202	56390555	56390665
178	"ENSG00000087586"	"AURKA"	chr20	-	56388686	56388784	56390555	56390665	56388155	56388202	56392153	56392215
179	"ENSG00000064787"	"BCAS1"	chr20	-	53966905	53967073	53975388	53975430	53953431	53953695	53985286	53985499
180	"ENSG00000232294"	"AL031674.1"	chr20	+	52675209	52675310	52677019	52677108	52674384	52674511	52681404	52681550
181	"ENSG00000232294"	"AL031674.1"	chr20	+	52677019	52677108	52681404	52681550	52674384	52674511	52685074	52685213
182	"ENSG00000232294"	"AL031674.1"	chr20	+	52677019	52677108	52681404	52681550	52675209	52675310	52685074	52685213
183	"ENSG00000000419"	"DPM1"	chr20	-	50940864	50940933	50942030	50942126	50936147	50936262	50945736	50945762
184	"ENSG00000000419"	"DPM1"	chr20	-	50941128	50941209	50942030	50942126	50940864	50940933	50945736	50945762
185	"ENSG00000000419"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50940864	50940933	50945846	50945923
186	"ENSG00000000419"	"DPM1"	chr20	-	50942030	50942126	50945736	50945762	50941128	50941209	50945846	50945923
187	"ENSG00000101126"	"ADNP"	chr20	-	50904765	50904849	50918738	50918781	50903888	50904001	50928650	50928825
188	"ENSG00000244687"	"UBE2V1"	chr20	-	50098881	50098981	50108972	50109111	50096671	50096820	50113106	50113198
189	"ENSG00000244687"	"UBE2V1"	chr20	-	50098881	50098981	50111288	50111562	50096671	50096820	50113106	50113198
190	"ENSG00000244687"	"UBE2V1"	chr20	-	50108972	50109111	50111288	50111562	50096671	50096820	50113106	50113198
191	"ENSG00000185433"	"LINC00158"	chr21	-	25420707	25420800	25424553	25424649	25388913	25389082	25429765	25430009
192	"ENSG00000185433"	"LINC00158"	chr21	-	25424553	25424649	25428890	25429030	25420707	25420800	25429765	25430009
193	"ENSG00000124207"	"CSE1L"	chr20	+	49085282	49085386	49088008	49088106	49084025	49084162	49089246	49089397
194	"ENSG00000124198"	"ARFGEF2"	chr20	+	49018883	49018998	49023050	49023181	49017495	49017550	49025312	49025481
195	"ENSG00000124198"	"ARFGEF2"	chr20	+	49023050	49023181	49025312	49025481	49018883	49018998	49028529	49028668
196	"ENSG00000175063"	"UBE2C"	chr20	+	45814383	45814470	45815389	45815540	45813436	45813464	45815853	45815913
197	"ENSG00000175063"	"UBE2C"	chr20	+	45814383	45814470	45815540	45815745	45813436	45813464	45815853	45815913
198	"ENSG00000175063"	"UBE2C"	chr20	+	45815389	45815540	45815540	45815745	45813436	45813464	45815853	45815913
199	"ENSG00000175063"	"UBE2C"	chr20	+	45815389	45815540	45815540	45815745	45814383	45814470	45815853	45815913
200	"ENSG00000124116"	"WFDC3"	chr20	-	45777074	45777206	45787835	45787982	45775416	45775602	45788930	45789059
201	"ENSG00000174306"	"ZHX3"	chr20	-	41238687	41238796	41239597	41239704	41204773	41205066	41268989	41269083
202	"ENSG00000174306"	"ZHX3"	chr20	-	41239597	41239704	41254587	41254635	41238687	41238796	41268989	41269083
203	"ENSG00000174306"	"ZHX3"	chr20	-	41239597	41239704	41267462	41267612	41238687	41238796	41268989	41269083
204	"ENSG00000174306"	"ZHX3"	chr20	-	41254587	41254635	41267462	41267612	41238687	41238796	41268989	41269083
205	"ENSG00000196756"	"SNHG17"	chr20	-	38422086	38422241	38422290	38422368	38421005	38421098	38426418	38426503
206	"ENSG00000196756"	"SNHG17"	chr20	-	38422086	38422241	38425934	38426048	38421005	38421098	38426418	38426503
207	"ENSG00000196756"	"SNHG17"	chr20	-	38422086	38422241	38425934	38426052	38421005	38421098	38426418	38426503
208	"ENSG00000196756"	"SNHG17"	chr20	-	38422091	38422241	38422290	38422368	38421005	38421098	38423605	38424203
209	"ENSG00000196756"	"SNHG17"	chr20	-	38422091	38422241	38422290	38422368	38421005	38421098	38426418	38426503
210	"ENSG00000196756"	"SNHG17"	chr20	-	38422091	38422241	38425934	38426048	38421005	38421098	38426418	38426503
211	"ENSG00000196756"	"SNHG17"	chr20	-	38422091	38422241	38425934	38426052	38421005	38421098	38426418	38426503
212	"ENSG00000196756"	"SNHG17"	chr20	-	38422095	38422241	38422290	38422368	38421005	38421098	38426418	38426503
213	"ENSG00000196756"	"SNHG17"	chr20	-	38422095	38422241	38425934	38426048	38421005	38421098	38426418	38426503
214	"ENSG00000196756"	"SNHG17"	chr20	-	38422095	38422241	38425934	38426052	38421005	38421098	38426418	38426503
215	"ENSG00000196756"	"SNHG17"	chr20	-	38422290	38422368	38425934	38426048	38421005	38421098	38426418	38426503
216	"ENSG00000196756"	"SNHG17"	chr20	-	38422290	38422368	38425934	38426052	38421005	38421098	38426418	38426503
217	"ENSG00000118705"	"RPN2"	chr20	+	37198396	37198492	37199049	37199225	37184179	37184373	37203884	37203960
218	"ENSG00000080839"	"RBL1"	chr20	-	37020658	37020730	37022649	37022826	37018278	37018369	37032664	37032876
219	"ENSG00000080839"	"RBL1"	chr20	-	37022649	37022826	37032664	37032876	37020658	37020730	37035241	37035508
220	"ENSG00000101347"	"SAMHD1"	chr20	-	36935028	36935189	36941038	36941111	36930759	36930875	36946737	36946804
221	"ENSG00000101347"	"SAMHD1"	chr20	-	36935080	36935189	36941038	36941111	36930759	36930875	36946737	36946804
222	"ENSG00000101084"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609730	36607714	36607818	36612009	36612557
223	"ENSG00000101084"	"RAB5IF"	chr20	+	36607889	36608000	36609600	36609758	36607714	36607818	36612009	36612557
224	"ENSG00000080845"	"DLGAP4"	chr20	+	36499241	36499321	36499587	36499676	36496704	36497066	36500198	36500611
225	"ENSG00000088367"	"EPB41L1"	chr20	+	36121659	36121816	36125422	36125527	36112425	36112480	36175550	36175715
226	"ENSG00000088367"	"EPB41L1"	chr20	+	36121659	36121816	36173763	36173954	36112425	36112480	36175550	36175715
227	"ENSG00000088367"	"EPB41L1"	chr20	+	36125422	36125527	36173763	36173954	36112425	36112480	36175550	36175715
228	"ENSG00000272897"	"AL109827.1"	chr20	-	35632794	35632923	35655201	35655344	35632516	35632696	35658929	35659014
229	"ENSG00000125991"	"ERGIC3"	chr20	+	35549162	35549207	35554371	35554386	35548807	35548865	35555043	35555075
230	"ENSG00000131069"	"ACSS2"	chr20	+	34893568	34893622	34908904	34908943	34882793	34882989	34913095	34913187
231	"ENSG00000078747"	"ITCH"	chr20	+	34393790	34393881	34408650	34408792	34369393	34369470	34412514	34412639
232	"ENSG00000285382"	"FO393400.1"	chr20	-	32651732	32651981	32656575	32657968	32651017	32651166	32704022	32704071
