ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
209	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489922	49490778	49490864
211	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49491266	49489849	49490864	49491424	49491547
212	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491424	49491547
241	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44234754	44234869
242	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44236109	44236729
244	"ENSG00000167637"	"ZNF283"	chr19	+	43837052	43837179	43837052	43837132	43840885	43841018
245	"ENSG00000167637"	"ZNF283"	chr19	+	43837052	43837179	43837052	43837132	43846938	43852017
264	"ENSG00000268027"	"AC243960.1"	chr19	+	41551179	41551494	41551179	41551302	41553705	41553746
271	"ENSG00000269858"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807808	40808432
273	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742514	40742770	40740855	40741439
274	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742576	40742770	40740855	40741439
275	"ENSG00000188493"	"C19orf54"	chr19	-	40742514	40742770	40742576	40742770	40740855	40741439
276	"ENSG00000188493"	"C19orf54"	chr19	-	40743904	40743981	40743914	40743981	40740861	40741065
277	"ENSG00000188493"	"C19orf54"	chr19	-	40742514	40742770	40742576	40742770	40742072	40742189
281	"ENSG00000090013"	"BLVRB"	chr19	-	40458173	40458545	40458380	40458545	40451363	40451492
284	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433664	39433761	39433206	39433418
285	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39435606	39435708	39433521	39433569
288	"ENSG00000130669"	"PAK4"	chr19	+	39168229	39168312	39168229	39168302	39168624	39168840
291	"ENSG00000187994"	"RINL"	chr19	-	38876330	38876781	38876692	38876781	38873885	38873988
292	"ENSG00000182472"	"CAPN12"	chr19	-	38734318	38734870	38734812	38734870	38733702	38733940
293	"ENSG00000182472"	"CAPN12"	chr19	-	38734318	38734870	38734812	38734870	38734141	38734204
299	"ENSG00000245680"	"ZNF585B"	chr19	-	37210440	37210505	37210458	37210505	37198938	37199054
301	"ENSG00000254004"	"ZNF260"	chr19	-	36525154	36525299	36525173	36525299	36517285	36517393
303	"ENSG00000232677"	"LINC00665"	chr19	-	36326052	36327225	36326996	36327225	36324925	36325764
304	"ENSG00000232677"	"LINC00665"	chr19	-	36326481	36327225	36326996	36327225	36324925	36325764
308	"ENSG00000239382"	"ALKBH6"	chr19	-	36013000	36013089	36013020	36013089	36010893	36011045
309	"ENSG00000239382"	"ALKBH6"	chr19	-	36013000	36013089	36013020	36013089	36011403	36011464
314	"ENSG00000011600"	"TYROBP"	chr19	-	35907445	35907762	35907729	35907762	35907217	35907264
315	"ENSG00000011600"	"TYROBP"	chr19	-	35908167	35908295	35908174	35908295	35907445	35907580
319	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35547118	35547240
324	"ENSG00000221946"	"FXYD7"	chr19	+	35151253	35151482	35151253	35151328	35151632	35151673
326	"ENSG00000089356"	"FXYD3"	chr19	+	35122764	35122954	35122764	35122839	35123270	35123308
330	"ENSG00000126249"	"PDCD2L"	chr19	+	34404648	34404990	34404648	34404815	34409160	34409510
347	"ENSG00000187187"	"ZNF546"	chr19	+	39999600	39999854	39999600	39999670	40006095	40006182
364	"ENSG00000105640"	"RPL18A"	chr19	+	17861292	17861472	17861292	17861307	17862093	17862223
367	"ENSG00000130475"	"FCHO1"	chr19	+	17754591	17754685	17754591	17754621	17755121	17755622
370	"ENSG00000053501"	"USE1"	chr19	+	17216168	17216322	17216168	17216321	17218363	17218391
373	"ENSG00000268790"	"AC008764.4"	chr19	-	16647095	16647261	16647119	16647261	16630467	16630559
380	"ENSG00000186204"	"CYP4F12"	chr19	+	15678260	15678405	15678260	15678329	15680277	15680297
382	"ENSG00000105135"	"ILVBL"	chr19	-	15116000	15116321	15116151	15116321	15115849	15115921
383	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15117880	15118015	15116151	15116321
384	"ENSG00000131355"	"ADGRE3"	chr19	-	14658479	14658550	14658512	14658550	14651084	14651204
392	"ENSG00000105607"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891486	12891522
405	"ENSG00000129353"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10636322	10636585
408	"ENSG00000076662"	"ICAM3"	chr19	-	10335065	10335976	10335670	10335976	10334527	10334782
424	"ENSG00000076944"	"STXBP2"	chr19	+	7642428	7642823	7642428	7642536	7642982	7643048
429	"ENSG00000205744"	"DENND1C"	chr19	-	6471264	6471496	6471405	6471496	6470294	6470366
444	"ENSG00000099875"	"MKNK2"	chr19	-	2042606	2042870	2042765	2042870	2042426	2042522
447	"ENSG00000099817"	"POLR2E"	chr19	-	1093903	1095375	1095258	1095375	1090907	1090988
449	"ENSG00000180448"	"ARHGAP45"	chr19	+	1080254	1080547	1080254	1080379	1080681	1080786
456	"ENSG00000203896"	"LIME1"	chr20	+	63737820	63738060	63737820	63737902	63738182	63738499
457	"ENSG00000273154"	"AL121845.3"	chr20	+	63733586	63733775	63733586	63733739	63734704	63734824
465	"ENSG00000101181"	"MTG2"	chr20	+	62199118	62199283	62199118	62199257	62200682	62203568
483	"ENSG00000000419"	"DPM1"	chr20	-	50941104	50941209	50941128	50941209	50940864	50940955
486	"ENSG00000244687"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50084128	50084254
487	"ENSG00000244687"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50096058	50096270
488	"ENSG00000244687"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50096671	50096820
489	"ENSG00000244687"	"UBE2V1"	chr20	-	50115484	50115954	50115829	50115954	50096671	50096820
490	"ENSG00000244687"	"UBE2V1"	chr20	-	50115698	50115954	50115829	50115954	50096671	50096820
494	"ENSG00000080189"	"SLC35C2"	chr20	-	46358386	46358763	46358690	46358763	46357622	46357702
495	"ENSG00000080189"	"SLC35C2"	chr20	-	46358386	46358763	46358690	46358763	46357622	46357773
497	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45892887	45892724	45892880	45892978	45893145
498	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45892887	45892724	45892880	45893039	45893145
501	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894072	45892724	45892880	45894649	45894741
502	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45897040	45894993	45895133	45897716	45897806
506	"ENSG00000124104"	"SNX21"	chr20	+	45834958	45835116	45834958	45835109	45840447	45840458
510	"ENSG00000160410"	"SHKBP1"	chr19	+	40577556	40577709	40577556	40577630	40578461	40578542
511	"ENSG00000101052"	"IFT52"	chr20	+	43605001	43605216	43605001	43605073	43613849	43613976
515	"ENSG00000174306"	"ZHX3"	chr20	-	41268978	41269083	41268989	41269083	41238726	41238796
531	"ENSG00000196756"	"SNHG17"	chr20	-	38425934	38426503	38426418	38426503	38422290	38422368
534	"ENSG00000132792"	"CTNNBL1"	chr20	+	37746467	37746609	37746467	37746607	37757560	37757656
536	"ENSG00000101347"	"SAMHD1"	chr20	-	36892578	36893066	36892762	36893066	36890523	36891801
538	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771473	36771424	36771473	36766768	36766841
544	"ENSG00000061656"	"SPAG4"	chr20	+	35618449	35618720	35618449	35618475	35619194	35619310
546	"ENSG00000088340"	"FER1L4"	chr20	-	35560122	35560638	35560539	35560638	35559340	35559627
551	"ENSG00000078747"	"ITCH"	chr20	+	34477771	34477906	34477771	34477860	34479694	34479789
556	"ENSG00000101294"	"HM13"	chr20	+	31538178	31538359	31538178	31538261	31549028	31549114
572	"ENSG00000088970"	"KIZ"	chr20	+	21205490	21205584	21205490	21205530	21229010	21229115
575	"ENSG00000101310"	"SEC23B"	chr20	+	18507939	18507990	18507939	18507972	18509615	18509943
597	"ENSG00000089063"	"TMEM230"	chr20	-	5112729	5113042	5112742	5113042	5111499	5111605
603	"ENSG00000101365"	"IDH3B"	chr20	-	2660456	2660829	2660696	2660829	2660262	2660365
611	"ENSG00000133313"	"CNDP2"	chr18	+	74497508	74497726	74497508	74497595	74499881	74500033
613	"ENSG00000166347"	"CYB5A"	chr18	-	74255740	74260944	74260914	74260944	74253296	74253665
614	"ENSG00000166401"	"SERPINB8"	chr18	+	63970028	63970187	63970028	63970170	63979800	63979938
617	"ENSG00000166562"	"SEC11C"	chr18	+	59152535	59152685	59152535	59152612	59157607	59157665
632	"ENSG00000141644"	"MBD1"	chr18	-	50276661	50276998	50276831	50276998	50276377	50276418
633	"ENSG00000141644"	"MBD1"	chr18	-	50279875	50280017	50279882	50280017	50277089	50277196
645	"ENSG00000152234"	"ATP5F1A"	chr18	-	46094979	46095131	46095052	46095131	46093179	46093365
648	"ENSG00000100983"	"GSS"	chr20	-	34942487	34943006	34942930	34943006	34936942	34937023
653	"ENSG00000267374"	"MIR924HG"	chr18	-	39784074	39784242	39784099	39784242	39751328	39751360
655	"ENSG00000101019"	"UQCC1"	chr20	-	35381917	35382025	35381983	35382025	35374183	35374256
657	"ENSG00000141447"	"OSBPL1A"	chr18	-	24368286	24368372	24368366	24368372	24341546	24341658
663	"ENSG00000101782"	"RIOK3"	chr18	+	23477005	23477268	23477005	23477086	23479316	23479424
686	"ENSG00000154889"	"MPPE1"	chr18	-	11886498	11886778	11886712	11886778	11885675	11885816
687	"ENSG00000154889"	"MPPE1"	chr18	-	11905737	11905953	11905911	11905953	11897525	11897620
688	"ENSG00000154889"	"MPPE1"	chr18	-	11905737	11905953	11905911	11905953	11902266	11902358
693	"ENSG00000178127"	"NDUFV2"	chr18	+	9124873	9124996	9124873	9124983	9134185	9134341
705	"ENSG00000263753"	"LINC00667"	chr18	+	5238080	5239196	5238080	5239049	5243593	5246494
706	"ENSG00000263753"	"LINC00667"	chr18	+	5238080	5241889	5238080	5239049	5243593	5246494
708	"ENSG00000266835"	"GAPLINC"	chr18	+	3467126	3467296	3467126	3467270	3472842	3473203
714	"ENSG00000169718"	"DUS1L"	chr17	-	82060860	82060961	82060864	82060961	82060700	82060783
718	"ENSG00000169738"	"DCXR"	chr17	-	82036543	82036763	82036720	82036763	82036190	82036308
735	"ENSG00000215644"	"GCGR"	chr17	+	81811403	81811810	81811403	81811560	81811885	81811946
757	"ENSG00000173821"	"RNF213"	chr17	+	80388611	80389367	80388611	80388689	80389827	80389917
767	"ENSG00000078687"	"TNRC6C"	chr17	+	78048844	78051457	78048844	78051448	78067756	78067923
773	"ENSG00000176170"	"SPHK1"	chr17	+	76385450	76386137	76385450	76385654	76386220	76386315
798	"ENSG00000256525"	"POLG2"	chr17	-	64483963	64485868	64485727	64485868	64480288	64480389
799	"ENSG00000256525"	"POLG2"	chr17	-	64483963	64485868	64485727	64485868	64482918	64482974
800	"ENSG00000256525"	"POLG2"	chr17	-	64483963	64485868	64485727	64485868	64482918	64482999
805	"ENSG00000136490"	"LIMD2"	chr17	-	63698798	63699069	63699027	63699069	63697815	63698711
809	"ENSG00000159640"	"ACE"	chr17	+	63491208	63491381	63491208	63491368	63493921	63494066
836	"ENSG00000006282"	"SPATA20"	chr17	+	50550997	50552180	50550997	50551190	50554250	50554450
847	"ENSG00000185813"	"PCYT2"	chr17	-	81905669	81906177	81906099	81906177	81905381	81905447
850	"ENSG00000082641"	"NFE2L1"	chr17	+	48050606	48051628	48050606	48050781	48056385	48056598
860	"ENSG00000262879"	"AC005670.3"	chr17	-	47056455	47056753	47056459	47056753	47054117	47054213
870	"ENSG00000136448"	"NMT1"	chr17	+	45081643	45081995	45081643	45081752	45086507	45086652
871	"ENSG00000136448"	"NMT1"	chr17	+	45102950	45103876	45102950	45103121	45105618	45106013
887	"ENSG00000131469"	"RPL27"	chr17	+	42998418	43000102	42998418	42998471	43002672	43002783
890	"ENSG00000126581"	"BECN1"	chr17	-	42818786	42819609	42819547	42819609	42818543	42818680
911	"ENSG00000168259"	"DNAJC7"	chr17	-	41987818	41988896	41988731	41988896	41983562	41983636
919	"ENSG00000100038"	"TOP3B"	chr22	-	21962127	21962602	21962428	21962602	21960320	21960449
925	"ENSG00000073605"	"GSDMB"	chr17	-	39906110	39906987	39906960	39906987	39905846	39905985
928	"ENSG00000141736"	"ERBB2"	chr17	+	39706989	39707204	39706989	39707141	39711927	39712047
937	"ENSG00000278053"	"DDX52"	chr17	-	37620872	37621520	37621397	37621520	37619767	37619839
939	"ENSG00000276234"	"TADA2A"	chr17	+	37437737	37437962	37437737	37437922	37440508	37440662
940	"ENSG00000275700"	"AATF"	chr17	+	37031613	37031689	37031613	37031685	37056605	37056871
950	"ENSG00000170921"	"TANC2"	chr17	+	63099174	63099357	63099174	63099246	63151269	63151380
954	"ENSG00000006042"	"TMEM98"	chr17	+	32931326	32931659	32931326	32931402	32933173	32933305
960	"ENSG00000108587"	"GOSR1"	chr17	+	30481142	30481263	30481142	30481257	30482899	30483056
961	"ENSG00000108587"	"GOSR1"	chr17	+	30477422	30477486	30477422	30477464	30484213	30484301
967	"ENSG00000196535"	"MYO18A"	chr17	-	29096760	29097350	29097222	29097350	29094935	29095059
968	"ENSG00000196535"	"MYO18A"	chr17	-	29118030	29118189	29118044	29118189	29115663	29115840
974	"ENSG00000007202"	"KIAA0100"	chr17	-	28643163	28643659	28643609	28643659	28642868	28642987
975	"ENSG00000167524"	"RSKR"	chr17	-	28611392	28611656	28611566	28611656	28611142	28611253
977	"ENSG00000076382"	"SPAG5"	chr17	-	28579140	28579485	28579364	28579485	28578671	28578752
978	"ENSG00000244045"	"TMEM199"	chr17	+	28357646	28357905	28357646	28357881	28359314	28359404
981	"ENSG00000125970"	"RALY"	chr20	+	34072065	34072330	34072065	34072205	34073818	34073866
982	"ENSG00000125970"	"RALY"	chr20	+	34072065	34072330	34072065	34072205	34075873	34076040
989	"ENSG00000101407"	"TTI1"	chr20	-	38011514	38013857	38013699	38013857	38006196	38006397
992	"ENSG00000177302"	"TOP3A"	chr17	-	18308312	18308424	18308412	18308424	18306890	18306966
993	"ENSG00000177302"	"TOP3A"	chr17	-	18308350	18308424	18308412	18308424	18306890	18306966
996	"ENSG00000131899"	"LLGL1"	chr17	+	18236834	18237773	18236834	18236939	18238066	18238214
1002	"ENSG00000141030"	"COPS3"	chr17	-	17270757	17271008	17270895	17271008	17267884	17268045
1008	"ENSG00000236088"	"COX10-AS1"	chr17	-	14033939	14034416	14034007	14034416	13892724	13892839
1009	"ENSG00000236088"	"COX10-AS1"	chr17	-	14033939	14034416	14034007	14034416	13892724	13892842
1010	"ENSG00000236088"	"COX10-AS1"	chr17	-	14033939	14034416	14034007	14034416	13898608	13898732
1011	"ENSG00000161395"	"PGAP3"	chr17	-	39673513	39674054	39673992	39674054	39671122	39672866
1019	"ENSG00000178971"	"CTC1"	chr17	-	8236057	8236342	8236082	8236342	8235052	8235285
1020	"ENSG00000178999"	"AURKB"	chr17	-	8207175	8207367	8207317	8207367	8206749	8206888
1024	"ENSG00000170037"	"CNTROB"	chr17	+	7948486	7948685	7948486	7948619	7949081	7949157
1026	"ENSG00000170049"	"KCNAB3"	chr17	-	7924628	7925183	7925096	7925183	7924414	7924498
1030	"ENSG00000213339"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10707301	10707380
1035	"ENSG00000132522"	"GPS2"	chr17	-	7313567	7313988	7313905	7313988	7313211	7313291
1039	"ENSG00000161944"	"ASGR2"	chr17	-	7114116	7114310	7114173	7114310	7108461	7108557
1056	"ENSG00000130307"	"USHBP1"	chr19	-	17262551	17264150	17264001	17264150	17259896	17260022
1061	"ENSG00000007168"	"PAFAH1B1"	chr17	+	2674059	2674288	2674059	2674096	2676504	2676606
1064	"ENSG00000167711"	"SERPINF2"	chr17	+	1745332	1745405	1745332	1745395	1745707	1745909
1065	"ENSG00000167711"	"SERPINF2"	chr17	+	1745332	1745405	1745332	1745395	1747018	1747162
1068	"ENSG00000186594"	"MIR22HG"	chr17	-	1713702	1714014	1713855	1714014	1712250	1712646
1070	"ENSG00000108953"	"YWHAE"	chr17	-	1361901	1362008	1361929	1362008	1354210	1354347
1071	"ENSG00000108953"	"YWHAE"	chr17	-	1361901	1362008	1361929	1362008	1361091	1361298
1076	"ENSG00000141252"	"VPS53"	chr17	-	627173	627316	627225	627316	623532	623674
1085	"ENSG00000185324"	"CDK10"	chr16	+	89693273	89693467	89693273	89693326	89694172	89694232
1087	"ENSG00000167523"	"SPATA33"	chr16	+	89658247	89658577	89658247	89658421	89667992	89668044
1088	"ENSG00000167526"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561577	89561751
1106	"ENSG00000167508"	"MVD"	chr16	-	88655655	88655730	88655656	88655730	88655384	88655417
1108	"ENSG00000172530"	"BANP"	chr16	+	87975047	87975203	87975047	87975185	87978439	87978692
1115	"ENSG00000268388"	"FENDRR"	chr16	-	86478700	86478756	86478704	86478756	86477885	86478051
1117	"ENSG00000135686"	"KLHL36"	chr16	+	84656870	84657944	84656870	84657913	84659759	84659917
1141	"ENSG00000166747"	"AP1G1"	chr16	-	71807800	71808150	71808014	71808150	71806685	71806728
1147	"ENSG00000157353"	"FCSK"	chr16	+	70466881	70467471	70466881	70466954	70468848	70468968
1173	"ENSG00000140939"	"NOL3"	chr16	+	67171151	67171457	67171151	67171252	67174007	67174046
1202	"ENSG00000140854"	"KATNB1"	chr16	+	57736977	57737067	57736977	57737063	57737225	57737283
1206	"ENSG00000005194"	"CIAPIN1"	chr16	-	57439181	57439334	57439185	57439334	57436655	57436732
1209	"ENSG00000172775"	"PSME3IP1"	chr16	-	57178501	57178852	57178709	57178852	57175538	57175700
1228	"ENSG00000167207"	"NOD2"	chr16	+	50712193	50712401	50712193	50712373	50716586	50716670
1229	"ENSG00000167207"	"NOD2"	chr16	+	50712193	50712401	50712193	50712373	50719924	50720008
1236	"ENSG00000121274"	"TENT4B"	chr16	+	50224890	50225011	50224890	50224994	50225238	50225285
1237	"ENSG00000102910"	"LONP2"	chr16	+	48351580	48351798	48351580	48351685	48356664	48356710
1238	"ENSG00000102910"	"LONP2"	chr16	+	48351580	48351798	48351580	48351685	48361704	48363122
1248	"ENSG00000272578"	"AP000347.1"	chr22	-	23686830	23686995	23686837	23686995	23659875	23660000
1249	"ENSG00000272578"	"AP000347.1"	chr22	-	23686789	23686995	23686837	23686995	23683743	23683867
1250	"ENSG00000272578"	"AP000347.1"	chr22	-	23715008	23715194	23715011	23715194	23714516	23714701
1252	"ENSG00000230267"	"HERC2P4"	chr16	-	32179366	32179560	32179385	32179560	32176014	32176188
1254	"ENSG00000131797"	"CLUHP3"	chr16	+	31705889	31706034	31705889	31705994	31706420	31706454
1256	"ENSG00000140688"	"RUSF1"	chr16	-	31508073	31508384	31508268	31508384	31507763	31507878
1265	"ENSG00000160014"	"CALM3"	chr19	+	46608196	46608340	46608196	46608327	46608481	46608981
1270	"ENSG00000149923"	"PPP4C"	chr16	+	30083393	30083781	30083393	30083567	30084665	30084855
1272	"ENSG00000149925"	"ALDOA"	chr16	+	30067449	30068978	30067449	30067661	30069305	30069389
1276	"ENSG00000169592"	"INO80E"	chr16	+	30003649	30003714	30003649	30003670	30004554	30004657
1277	"ENSG00000169592"	"INO80E"	chr16	+	30003649	30003714	30003649	30003670	30004567	30004657
1284	"ENSG00000261740"	"BOLA2-SMG1P6"	chr16	-	29452108	29454113	29454015	29454113	29446801	29446922
1285	"ENSG00000261740"	"BOLA2-SMG1P6"	chr16	-	29452108	29454113	29454015	29454113	29446801	29447026
1286	"ENSG00000261740"	"BOLA2-SMG1P6"	chr16	-	29452108	29454113	29454015	29454113	29450111	29450276
1290	"ENSG00000168488"	"ATXN2L"	chr16	+	28826861	28826986	28826861	28826923	28829400	28829492
1291	"ENSG00000168488"	"ATXN2L"	chr16	+	28835932	28836176	28835932	28836122	28836325	28836490
1293	"ENSG00000168488"	"ATXN2L"	chr16	+	28835932	28836176	28835932	28836122	28836747	28837237
1300	"ENSG00000090905"	"TNRC6A"	chr16	+	24805013	24805733	24805013	24805151	24806205	24806283
1301	"ENSG00000243716"	"NPIPB5"	chr16	+	22491706	22491826	22491706	22491786	22507336	22507399
1307	"ENSG00000166743"	"ACSM1"	chr16	-	20627188	20627316	20627255	20627316	20624095	20624215
1310	"ENSG00000174628"	"IQCK"	chr16	+	19763847	19764112	19763847	19763900	19788837	19788922
1312	"ENSG00000170540"	"ARL6IP1"	chr16	-	18798700	18798834	18798722	18798834	18797924	18798044
1319	"ENSG00000140694"	"PARN"	chr16	-	14627105	14628251	14628171	14628251	14604145	14604226
1321	"ENSG00000140694"	"PARN"	chr16	-	14628171	14628251	14628190	14628251	14627268	14627336
1331	"ENSG00000187555"	"USP7"	chr16	-	8923214	8923413	8923353	8923413	8920358	8920447
1345	"ENSG00000103415"	"HMOX2"	chr16	+	4483636	4483754	4483636	4483738	4496145	4496762
1347	"ENSG00000103415"	"HMOX2"	chr16	+	4483636	4483754	4483636	4483738	4506894	4507012
1350	"ENSG00000213918"	"DNASE1"	chr16	+	3657719	3657867	3657719	3657816	3662645	3662804
1354	"ENSG00000263072"	"ZNF213-AS1"	chr16	-	3129247	3129653	3129460	3129653	3114967	3116519
1380	"ENSG00000008710"	"PKD1"	chr16	-	2108251	2111871	2111815	2111871	2106804	2106948
1390	"ENSG00000130175"	"PRKCSH"	chr19	+	11447438	11447618	11447438	11447597	11447722	11448018
1399	"ENSG00000103227"	"LMF1"	chr16	-	934189	934254	934243	934254	893006	893072
1401	"ENSG00000103227"	"LMF1"	chr16	-	934189	934254	934243	934254	931641	931793
1407	"ENSG00000162004"	"CCDC78"	chr16	-	724910	725145	725077	725145	724321	724806
1408	"ENSG00000162004"	"CCDC78"	chr16	-	725077	725293	725236	725293	724910	724989
1413	"ENSG00000140983"	"RHOT2"	chr16	+	668655	670175	668655	668699	670248	670357
1414	"ENSG00000140983"	"RHOT2"	chr16	+	672253	672566	672253	672384	672702	672825
1415	"ENSG00000161996"	"WDR90"	chr16	+	653745	655147	653745	653803	655306	655468
1419	"ENSG00000172366"	"MCRIP2"	chr16	+	647416	647884	647416	647544	648119	648474
1424	"ENSG00000242612"	"DECR2"	chr16	+	406684	406952	406684	406833	407424	407560
1431	"ENSG00000214078"	"CPNE1"	chr20	-	35630438	35631034	35630900	35631034	35627279	35627413
1435	"ENSG00000007384"	"RHBDF1"	chr16	-	59248	59349	59298	59349	58973	59093
1436	"ENSG00000007384"	"RHBDF1"	chr16	-	59248	59349	59298	59349	58973	59127
1439	"ENSG00000140479"	"PCSK6"	chr15	-	101318184	101318422	101318318	101318422	101307212	101307325
