ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
401	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272
504	"ENSG00000064932"	"SBNO2"	chr19	-	1109134	1109598	1109134	1109211	1109505	1109598
559	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894741	45892724	45892880	45894649	45894741
563	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45897806	45894993	45895133	45897716	45897806
603	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771473	36770872	36771024	36771424	36771473
609	"ENSG00000088340"	"FER1L4"	chr20	-	35559340	35560638	35559340	35559627	35560539	35560638
615	"ENSG00000124228"	"DDX27"	chr20	+	49233567	49236231	49233567	49233709	49236149	49236231
682	"ENSG00000105426"	"PTPRS"	chr19	-	5218419	5219467	5218419	5218532	5219309	5219467
712	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643
714	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036763	82036190	82036308	82036720	82036763
726	"ENSG00000185624"	"P4HB"	chr17	-	81843168	81846629	81843168	81844092	81846428	81846629
746	"ENSG00000214087"	"ARL16"	chr17	-	81682033	81683594	81682033	81682675	81683535	81683594
781	"ENSG00000132471"	"WBP2"	chr17	-	75846907	75848662	75846907	75846984	75848569	75848662
783	"ENSG00000092929"	"UNC13D"	chr17	-	75839838	75840329	75839838	75839942	75840224	75840329
784	"ENSG00000108479"	"GALK1"	chr17	-	75762703	75763439	75762703	75762885	75763319	75763439
869	"ENSG00000005884"	"ITGA3"	chr17	+	50076583	50077447	50076583	50076681	50077378	50077447
872	"ENSG00000100360"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036
915	"ENSG00000131469"	"RPL27"	chr17	+	42998418	43000102	42998418	42998471	42999932	43000102
917	"ENSG00000126581"	"BECN1"	chr17	-	42818543	42819609	42818543	42818680	42819547	42819609
953	"ENSG00000141736"	"ERBB2"	chr17	+	39715739	39716605	39715739	39715939	39716514	39716605
959	"ENSG00000125691"	"RPL23"	chr17	-	38850080	38852732	38850080	38850214	38852603	38852732
964	"ENSG00000278053"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277
984	"ENSG00000108671"	"PSMD11"	chr17	+	32479250	32480197	32479250	32479376	32480145	32480197
1034	"ENSG00000131899"	"LLGL1"	chr17	+	18240577	18241999	18240577	18240873	18241884	18241999
1065	"ENSG00000170037"	"CNTROB"	chr17	+	7948486	7949578	7948486	7948619	7949384	7949578
1138	"ENSG00000185324"	"CDK10"	chr16	+	89693273	89694232	89693273	89693326	89694172	89694232
1144	"ENSG00000167526"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89561595	89561751
1218	"ENSG00000102977"	"ACD"	chr16	-	67658927	67659613	67658927	67659079	67659536	67659613
1252	"ENSG00000103042"	"SLC38A7"	chr16	-	58675939	58676346	58675939	58676121	58676288	58676346
1261	"ENSG00000140854"	"KATNB1"	chr16	+	57736977	57737283	57736977	57737067	57737225	57737283
1264	"ENSG00000051108"	"HERPUD1"	chr16	+	56939894	56940245	56939894	56940088	56940176	56940245
1265	"ENSG00000187193"	"MT1X"	chr16	+	56682469	56684196	56682469	56682568	56683957	56684196
1303	"ENSG00000149925"	"ALDOA"	chr16	+	30067449	30068978	30067449	30067661	30068817	30068978
1321	"ENSG00000168488"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836176	28836747	28837237
1358	"ENSG00000179583"	"CIITA"	chr16	+	10906498	10909187	10906498	10908149	10908982	10909187
1360	"ENSG00000038358"	"EDC4"	chr16	+	67877508	67878275	67877508	67877656	67878165	67878275
1373	"ENSG00000085644"	"ZNF213"	chr16	+	3137165	3142804	3137165	3137679	3140688	3142804
1432	"ENSG00000103245"	"CIAO3"	chr16	-	730842	732900	730842	731000	732300	732900
1449	"ENSG00000140983"	"RHOT2"	chr16	+	668487	668699	668487	668569	668658	668699
1458	"ENSG00000140983"	"RHOT2"	chr16	+	672253	672825	672253	672384	672702	672825
1480	"ENSG00000214078"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35630900	35631034
1483	"ENSG00000007384"	"RHBDF1"	chr16	-	58973	59349	58973	59093	59248	59349
1486	"ENSG00000007384"	"RHBDF1"	chr16	-	58973	59349	58973	59127	59298	59349
1499	"ENSG00000184056"	"VPS33B"	chr15	-	91006371	91007046	91006371	91006445	91006949	91007046
1516	"ENSG00000140521"	"POLG"	chr15	-	89317375	89318749	89317375	89317476	89317938	89318749
1547	"ENSG00000136378"	"ADAMTS7"	chr15	-	78776187	78777588	78776187	78776333	78777443	78777588
1557	"ENSG00000140365"	"COMMD4"	chr15	+	75338984	75339878	75338984	75339104	75339701	75339878
1564	"ENSG00000140474"	"ULK3"	chr15	-	74842279	74842676	74842279	74842449	74842534	74842676
1595	"ENSG00000137845"	"ADAM10"	chr15	-	58610296	58611991	58610296	58610517	58611807	58611991
1602	"ENSG00000128951"	"DUT"	chr15	+	48341288	48342395	48341288	48341363	48342021	48342395
1613	"ENSG00000140279"	"DUOX2"	chr15	-	45111110	45111955	45111110	45111277	45111767	45111955
1624	"ENSG00000243708"	"PLA2G4B"	chr15	+	41841230	41841949	41841230	41841273	41841818	41841949
1671	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407137	25409087	25409207
1672	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407212	25409087	25409207
1673	"ENSG00000114062"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407228	25409087	25409207
1707	"ENSG00000075413"	"MARK3"	chr14	+	103465556	103466442	103465556	103465793	103466342	103466442
1748	"ENSG00000165959"	"CLMN"	chr14	-	95193848	95194596	95193848	95193976	95194535	95194596
1762	"ENSG00000171858"	"RPS21"	chr20	+	62387610	62388520	62387610	62387674	62388456	62388520
1779	"ENSG00000140043"	"PTGR2"	chr14	+	73876997	73880176	73876997	73877168	73880054	73880176
1797	"ENSG00000103811"	"CTSH"	chr15	-	78926174	78927781	78926174	78926254	78927712	78927781
1857	"ENSG00000100911"	"PSME2"	chr14	-	24144399	24145273	24144399	24144468	24145242	24145273
1860	"ENSG00000100911"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24146207	24146240
1892	"ENSG00000100888"	"CHD8"	chr14	-	21394911	21395892	21394911	21395119	21395816	21395892
1913	"ENSG00000105122"	"RASAL3"	chr19	-	15451623	15452815	15451623	15451938	15452657	15452815
1921	"ENSG00000164465"	"DCBLD1"	chr6	+	117538619	117540815	117538619	117538835	117540667	117540815
1998	"ENSG00000172432"	"GTPBP2"	chr6	-	43620489	43621790	43620489	43621516	43621721	43621790
2000	"ENSG00000172432"	"GTPBP2"	chr6	-	43620489	43622167	43620489	43621516	43622002	43622167
2020	"ENSG00000156345"	"CDK20"	chr9	-	87969193	87970897	87969193	87969349	87970567	87970897
2037	"ENSG00000159199"	"ATP5MC1"	chr17	+	48893408	48895334	48893408	48893456	48895182	48895334
2046	"ENSG00000204386"	"NEU1"	chr6	-	31860438	31862191	31860438	31860621	31861998	31862191
2106	"ENSG00000174032"	"SLC25A30"	chr13	-	45393315	45399078	45393315	45396015	45398939	45399078
2151	"ENSG00000185627"	"PSMD13"	chr11	+	244040	244469	244040	244075	244425	244469
2178	"ENSG00000170144"	"HNRNPA3"	chr2	+	177215977	177216940	177215977	177216592	177216859	177216940
2199	"ENSG00000185404"	"SP140L"	chr2	+	230400126	230401443	230400126	230400242	230401365	230401443
2202	"ENSG00000184584"	"STING1"	chr5	-	139480789	139481704	139480789	139480898	139481477	139481704
2228	"ENSG00000011243"	"AKAP8L"	chr19	-	15397713	15400864	15397713	15399410	15400793	15400864
2276	"ENSG00000065357"	"DGKA"	chr12	+	55951622	55952431	55951622	55951783	55952340	55952431
2335	"ENSG00000172748"	"ZNF596"	chr8	+	242886	244701	242886	243013	244618	244701
2380	"ENSG00000164889"	"SLC4A2"	chr7	+	151074038	151074841	151074038	151074293	151074674	151074841
2384	"ENSG00000161960"	"EIF4A1"	chr17	+	7576523	7577165	7576523	7576690	7577055	7577165
2420	"ENSG00000016864"	"GLT8D1"	chr3	-	52695189	52696040	52695189	52695302	52695927	52696040
2451	"ENSG00000198707"	"CEP290"	chr12	-	88118482	88120276	88118482	88118570	88120113	88120276
2477	"ENSG00000100650"	"SRSF5"	chr14	+	69768797	69770540	69768797	69768896	69770466	69770540
2506	"ENSG00000126522"	"ASL"	chr7	+	66086743	66087791	66086743	66086821	66087728	66087791
2507	"ENSG00000126522"	"ASL"	chr7	+	66086743	66088921	66086743	66086821	66088806	66088921
2511	"ENSG00000143624"	"INTS3"	chr1	+	153746956	153748755	153746956	153747070	153748688	153748755
2541	"ENSG00000108591"	"DRG2"	chr17	+	18099016	18100435	18099016	18099077	18100362	18100435
2542	"ENSG00000108591"	"DRG2"	chr17	+	18099016	18100435	18099016	18099093	18100362	18100435
2560	"ENSG00000203875"	"SNHG5"	chr6	-	85677423	85678188	85677423	85677875	85678135	85678188
2566	"ENSG00000175048"	"ZDHHC14"	chr6	+	157628348	157628486	157628348	157628374	157628447	157628486
2642	"ENSG00000196954"	"CASP4"	chr11	-	104947082	104949777	104947082	104947192	104949542	104949777
2655	"ENSG00000196209"	"SIRPB2"	chr20	-	1479699	1480065	1479699	1479794	1479993	1480065
2756	"ENSG00000233058"	"LINC00884"	chr3	+	194487145	194488726	194487145	194487172	194487455	194488726
2757	"ENSG00000233058"	"LINC00884"	chr3	+	194487145	194488726	194487145	194487172	194487853	194488726
2826	"ENSG00000068650"	"ATP11A"	chr13	+	112857817	112859452	112857817	112857920	112859392	112859452
2843	"ENSG00000151967"	"SCHIP1"	chr3	+	159886206	159888943	159886206	159886324	159888819	159888943
2853	"ENSG00000111642"	"CHD4"	chr12	-	6578028	6578546	6578028	6578137	6578337	6578546
2869	"ENSG00000188313"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053
2874	"ENSG00000179344"	"HLA-DQB1"	chr6	-	32661346	32665067	32661346	32661457	32664797	32665067
2924	"ENSG00000175455"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795
2978	"ENSG00000159433"	"STARD9"	chr15	+	42662793	42663917	42662793	42662891	42663819	42663917
2995	"ENSG00000156508"	"EEF1A1"	chr6	-	73517518	73518610	73517518	73517934	73518353	73518610
3018	"ENSG00000204435"	"CSNK2B"	chr6	+	31666820	31668654	31666820	31666903	31668538	31668654
3025	"ENSG00000168291"	"PDHB"	chr3	-	58430656	58431793	58430656	58430942	58431730	58431793
3038	"ENSG00000010327"	"STAB1"	chr3	+	52517880	52518613	52517880	52518003	52518535	52518613
3055	"ENSG00000247596"	"TWF2"	chr3	-	52229660	52230995	52229660	52229782	52230869	52230995
3061	"ENSG00000243989"	"ACY1"	chr3	+	51986987	51987453	51986987	51987061	51987308	51987453
3072	"ENSG00000173540"	"GMPPB"	chr3	-	49722595	49723302	49722595	49722754	49723253	49723302
3075	"ENSG00000164068"	"RNF123"	chr3	+	49699667	49700564	49699667	49699772	49700471	49700564
3120	"ENSG00000110844"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
3137	"ENSG00000165195"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331589	15331992
3141	"ENSG00000154451"	"GBP5"	chr1	-	89262219	89263948	89262219	89262401	89263735	89263948
3146	"ENSG00000231500"	"RPS18"	chr6	+	33275964	33276510	33275964	33276066	33276390	33276510
3161	"ENSG00000184432"	"COPB2"	chr3	-	139361080	139366775	139361080	139361295	139366567	139366775
3181	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210389	161209482	161209595	161210303	161210389
3183	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161210188	161210590	161210710
3197	"ENSG00000184014"	"DENND5A"	chr11	-	9141939	9143485	9141939	9142108	9143402	9143485
3204	"ENSG00000184014"	"DENND5A"	chr11	-	9144096	9147151	9144096	9145113	9147029	9147151
3205	"ENSG00000240065"	"PSMB9"	chr6	+	32856137	32858134	32856137	32856205	32858004	32858134
3234	"ENSG00000162772"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615151	212615261
3284	"ENSG00000162777"	"DENND2D"	chr1	-	111195915	111197989	111195915	111196056	111197919	111197989
3287	"ENSG00000163395"	"IGFN1"	chr1	+	201215538	201216144	201215538	201215838	201215965	201216144
3292	"ENSG00000092010"	"PSME1"	chr14	+	24136984	24137431	24136984	24137017	24137320	24137431
3298	"ENSG00000106462"	"EZH2"	chr7	-	148816683	148818117	148816683	148816778	148817876	148818117
3321	"ENSG00000117054"	"ACADM"	chr1	+	75742167	75745914	75742167	75744391	75745805	75745914
3352	"ENSG00000072210"	"ALDH3A2"	chr17	+	19648750	19649124	19648750	19648830	19648934	19649124
3355	"ENSG00000072210"	"ALDH3A2"	chr17	+	19648780	19649124	19648780	19648843	19648962	19649124
3358	"ENSG00000254154"	"CRYZL2P-SEC16B"	chr1	-	177960341	177961734	177960341	177960403	177961589	177961734
3373	"ENSG00000142534"	"RPS11"	chr19	+	49497193	49498046	49497193	49497282	49497519	49498046
3416	"ENSG00000206503"	"HLA-A"	chr6	+	29944499	29945091	29944499	29944634	29945062	29945091
3424	"ENSG00000108654"	"DDX5"	chr17	-	64500548	64501143	64500548	64500882	64501056	64501143
3432	"ENSG00000108654"	"DDX5"	chr17	-	64503429	64504116	64503429	64503571	64503982	64504116
3480	"ENSG00000143303"	"RRNAD1"	chr1	+	156731990	156732473	156731990	156732115	156732365	156732473
3483	"ENSG00000160818"	"GPATCH4"	chr1	-	156596080	156598121	156596080	156596131	156598034	156598121
3488	"ENSG00000090539"	"CHRD"	chr3	+	184382633	184383163	184382633	184382774	184383015	184383163
3490	"ENSG00000090539"	"CHRD"	chr3	+	184386045	184386938	184386045	184386159	184386844	184386938
3529	"ENSG00000100258"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537
3536	"ENSG00000143416"	"SELENBP1"	chr1	-	151365188	151365684	151365188	151365281	151365605	151365684
3603	"ENSG00000159377"	"PSMB4"	chr1	+	151400441	151401355	151400441	151400588	151401238	151401355
3606	"ENSG00000113597"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384
3612	"ENSG00000265241"	"RBM8A"	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077
3656	"ENSG00000226067"	"LINC00623"	chr1	+	120952438	120953460	120952438	120952785	120953222	120953460
3657	"ENSG00000113851"	"CRBN"	chr3	-	3153423	3156281	3153423	3153488	3156218	3156281
3658	"ENSG00000213996"	"TM6SF2"	chr19	-	19269686	19270442	19269686	19269769	19270344	19270442
3682	"ENSG00000168765"	"GSTM4"	chr1	+	109656711	109657671	109656711	109656787	109657589	109657671
3719	"ENSG00000085998"	"POMGNT1"	chr1	-	46193304	46193925	46193304	46193388	46193854	46193925
3755	"ENSG00000082068"	"WDR70"	chr5	+	37721114	37725050	37721114	37721215	37724933	37725050
3811	"ENSG00000124564"	"SLC17A3"	chr6	-	25850047	25850877	25850047	25850177	25850758	25850877
3815	"ENSG00000213024"	"NUP62"	chr19	-	49927693	49929504	49927693	49927815	49929416	49929504
3816	"ENSG00000213024"	"NUP62"	chr19	-	49927693	49929504	49927693	49927848	49929416	49929504
3897	"ENSG00000143093"	"STRIP1"	chr1	+	110049111	110050409	110049111	110049238	110050342	110050409
3935	"ENSG00000188257"	"PLA2G2A"	chr1	-	19978014	19978879	19978014	19978121	19978733	19978879
3939	"ENSG00000167962"	"ZNF598"	chr16	-	2002520	2003728	2002520	2002732	2003615	2003728
4043	"ENSG00000222046"	"DCDC2B"	chr1	+	32211760	32212636	32211760	32211837	32212489	32212636
4057	"ENSG00000117122"	"MFAP2"	chr1	-	16976707	16978314	16976707	16976923	16978236	16978314
4068	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208
4117	"ENSG00000132781"	"MUTYH"	chr1	-	45332762	45333170	45332762	45332834	45333096	45333170
4127	"ENSG00000204348"	"DXO"	chr6	-	31970342	31970825	31970342	31970478	31970592	31970825
4129	"ENSG00000204348"	"DXO"	chr6	-	31970108	31971147	31970108	31970203	31970911	31971147
4134	"ENSG00000125046"	"SSUH2"	chr3	-	8633665	8634645	8633665	8633941	8634397	8634645
4164	"ENSG00000142910"	"TINAGL1"	chr1	+	31583148	31584801	31583148	31583241	31584677	31584801
4168	"ENSG00000142910"	"TINAGL1"	chr1	+	31585439	31586755	31585439	31585485	31586709	31586755
4186	"ENSG00000155363"	"MOV10"	chr1	+	112698286	112699810	112698286	112698478	112699684	112699810
4194	"ENSG00000112739"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4060686	4061654	4062299
4195	"ENSG00000112739"	"PRPF4B"	chr6	+	4060412	4062299	4060412	4061147	4062212	4062299
4204	"ENSG00000082512"	"TRAF5"	chr1	+	211356366	211360779	211356366	211356468	211360701	211360779
4244	"ENSG00000053900"	"ANAPC4"	chr4	+	25413644	25414504	25413644	25413742	25414465	25414504
4245	"ENSG00000053900"	"ANAPC4"	chr4	+	25415465	25417739	25415465	25415540	25417615	25417739
4258	"ENSG00000114626"	"ABTB1"	chr3	+	127676535	127677286	127676535	127676581	127677167	127677286
4315	"ENSG00000001497"	"LAS1L"	chrX	-	65520701	65523707	65520701	65522285	65523559	65523707
4391	"ENSG00000132424"	"PNISR"	chr6	-	99414571	99416428	99414571	99414686	99416348	99416428
4492	"ENSG00000233184"	"AC093157.1"	chr1	+	101080388	101083574	101080388	101080613	101080886	101083574
4504	"ENSG00000174748"	"RPL15"	chr3	+	23917147	23918576	23917147	23917173	23918439	23918576
4521	"ENSG00000159176"	"CSRP1"	chr1	-	201485282	201488984	201485282	201485376	201488872	201488984
4531	"ENSG00000162927"	"PUS10"	chr2	-	60965057	60967613	60965057	60965103	60967501	60967613
4565	"ENSG00000026025"	"VIM"	chr10	+	17235168	17236379	17235168	17235389	17236293	17236379
4579	"ENSG00000136450"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973
4583	"ENSG00000171824"	"EXOSC10"	chr1	-	11076841	11077651	11076841	11076948	11077600	11077651
4603	"ENSG00000169994"	"MYO7B"	chr2	+	127634175	127635907	127634175	127634683	127635721	127635907
4622	"ENSG00000169764"	"UGP2"	chr2	+	63885588	63885886	63885588	63885677	63885770	63885886
4628	"ENSG00000009830"	"POMT2"	chr14	-	77279536	77279928	77279536	77279586	77279822	77279928
4650	"ENSG00000159588"	"CCDC17"	chr1	-	45622954	45623652	45622954	45623117	45623556	45623652
4656	"ENSG00000178467"	"P4HTM"	chr3	+	49002499	49006187	49002499	49002596	49006063	49006187
4672	"ENSG00000147813"	"NAPRT"	chr8	-	143574784	143575345	143574784	143574900	143575190	143575345
4749	"ENSG00000005448"	"WDR54"	chr2	+	74423318	74423982	74423318	74423385	74423854	74423982
4786	"ENSG00000135541"	"AHI1"	chr6	-	135301407	135302817	135301407	135301539	135302669	135302817
4793	"ENSG00000175054"	"ATR"	chr3	-	142465096	142468068	142465096	142465240	142467933	142468068
4804	"ENSG00000196591"	"HDAC2"	chr6	-	113946007	113949260	113946007	113946148	113949167	113949260
4818	"ENSG00000182473"	"EXOC7"	chr17	-	76087653	76088562	76087653	76087720	76088463	76088562
4855	"ENSG00000153187"	"HNRNPU"	chr1	-	244846603	244854503	244846603	244846706	244854317	244854503
4872	"ENSG00000142327"	"RNPEPL1"	chr2	+	240573774	240574628	240573774	240573891	240574514	240574628
4938	"ENSG00000135924"	"DNAJB2"	chr2	+	219282836	219283489	219282836	219282929	219283418	219283489
4959	"ENSG00000232956"	"SNHG15"	chr7	-	44983821	44986097	44983821	44983957	44986020	44986097
4966	"ENSG00000226791"	"LINC02611"	chr2	-	98771618	98772142	98771618	98771900	98772018	98772142
5073	"ENSG00000131788"	"PIAS3"	chr1	-	145856346	145857006	145856346	145856431	145856772	145857006
5089	"ENSG00000114388"	"NPRL2"	chr3	-	50347758	50349833	50347758	50348563	50349664	50349833
5090	"ENSG00000114388"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349828	50349912	50350022
5099	"ENSG00000169045"	"HNRNPH1"	chr5	-	179614179	179617649	179614179	179614959	179617513	179617649
5199	"ENSG00000115464"	"USP34"	chr2	-	61236025	61236389	61236025	61236073	61236324	61236389
5205	"ENSG00000186281"	"GPAT2"	chr2	-	96022957	96023440	96022957	96023023	96023308	96023440
5216	"ENSG00000044574"	"HSPA5"	chr9	-	125238140	125239331	125238140	125238308	125238940	125239331
5221	"ENSG00000044574"	"HSPA5"	chr9	-	125239420	125240907	125239420	125239533	125240675	125240907
5246	"ENSG00000267796"	"LIN37"	chr19	+	35752433	35752999	35752433	35752484	35752913	35752999
5259	"ENSG00000181163"	"NPM1"	chr5	+	171405301	171407774	171405301	171405403	171407718	171407774
5265	"ENSG00000064703"	"DDX20"	chr1	+	111760705	111761284	111760705	111760848	111761225	111761284
5298	"ENSG00000115282"	"TTC31"	chr2	+	74490243	74491184	74490243	74490473	74491127	74491184
5324	"ENSG00000178038"	"ALS2CL"	chr3	-	46674565	46676402	46674565	46674739	46676244	46676402
5345	"ENSG00000224078"	"SNHG14"	chr15	+	25041973	25042910	25041973	25042515	25042797	25042910
5346	"ENSG00000224078"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25054969	25055230
5350	"ENSG00000224078"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25055078	25055230
5359	"ENSG00000224078"	"SNHG14"	chr15	+	25107909	25109403	25107909	25108038	25109197	25109403
5370	"ENSG00000204713"	"TRIM27"	chr6	-	28903001	28908840	28903001	28904665	28908807	28908840
5403	"ENSG00000198677"	"TTC37"	chr5	-	95516524	95517060	95516524	95516586	95516915	95517060
5451	"ENSG00000223960"	"CHROMR"	chr2	+	178426365	178430889	178426365	178426505	178430694	178430889
5454	"ENSG00000223960"	"CHROMR"	chr2	+	178426365	178430889	178426365	178426703	178430694	178430889
5466	"ENSG00000088205"	"DDX18"	chr2	+	117826268	117829466	117826268	117826382	117829288	117829466
5473	"ENSG00000204472"	"AIF1"	chr6	+	31615669	31616506	31615669	31615736	31616343	31616506
5476	"ENSG00000213145"	"CRIP1"	chr14	+	105486316	105488388	105486316	105487299	105488330	105488388
5484	"ENSG00000131143"	"COX4I1"	chr16	+	85804936	85807002	85804936	85805104	85806737	85807002
5513	"ENSG00000039650"	"PNKP"	chr19	-	49861448	49861881	49861448	49861510	49861771	49861881
5525	"ENSG00000127837"	"AAMP"	chr2	-	218265578	218266587	218265578	218265946	218266442	218266587
5561	"ENSG00000213689"	"TREX1"	chr3	+	48466629	48467645	48466629	48466641	48467064	48467645
5587	"ENSG00000204301"	"NOTCH4"	chr6	-	32201116	32203882	32201116	32201500	32203769	32203882
5621	"ENSG00000147454"	"SLC25A37"	chr8	+	23566107	23568378	23566107	23566813	23568258	23568378
5627	"ENSG00000140398"	"NEIL1"	chr15	+	75352601	75354492	75352601	75352701	75354430	75354492
5630	"ENSG00000064201"	"TSPAN32"	chr11	+	2314484	2316667	2314484	2314571	2316575	2316667
5644	"ENSG00000151914"	"DST"	chr6	-	56466077	56470282	56466077	56466195	56470127	56470282
5659	"ENSG00000079785"	"DDX1"	chr2	+	15627053	15628710	15627053	15627145	15628637	15628710
5663	"ENSG00000079785"	"DDX1"	chr2	+	15627053	15629697	15627053	15628710	15629601	15629697
5665	"ENSG00000079785"	"DDX1"	chr2	+	15628444	15629697	15628444	15628517	15629601	15629697
5666	"ENSG00000104218"	"CSPP1"	chr8	+	67113804	67115264	67113804	67113862	67115196	67115264
5692	"ENSG00000123143"	"PKN1"	chr19	+	14469340	14469988	14469340	14469517	14469911	14469988
5719	"ENSG00000144635"	"DYNC1LI1"	chr3	-	32530283	32533097	32530283	32530328	32532985	32533097
5721	"ENSG00000160695"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997
5749	"ENSG00000163516"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219234288	219235707	219235875
5750	"ENSG00000163516"	"ANKZF1"	chr2	+	219234132	219235875	219234132	219235312	219235707	219235875
5762	"ENSG00000114786"	"ABHD14A-ACY1"	chr3	+	51985851	51987453	51985851	51985946	51986604	51987453
5838	"ENSG00000130414"	"NDUFA10"	chr2	-	240011616	240014860	240011616	240011660	240014738	240014860
5848	"ENSG00000198830"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
5864	"ENSG00000103253"	"HAGHL"	chr16	+	728793	729715	728793	728895	729287	729715
5872	"ENSG00000111011"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
5902	"ENSG00000128284"	"APOL3"	chr22	-	36149045	36149371	36149045	36149185	36149258	36149371
5922	"ENSG00000076706"	"MCAM"	chr11	-	119310755	119311421	119310755	119310903	119311279	119311421
5927	"ENSG00000064687"	"ABCA7"	chr19	+	1041509	1042176	1041509	1041603	1042063	1042176
5965	"ENSG00000137726"	"FXYD6"	chr11	-	117841989	117842261	117841989	117842025	117842106	117842261
5969	"ENSG00000168036"	"CTNNB1"	chr3	+	41233528	41235843	41233528	41233867	41235726	41235843
5994	"ENSG00000110172"	"CHORDC1"	chr11	-	90210535	90214175	90210535	90210594	90214017	90214175
6085	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577
