ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	"ENSG00000184012"	"TMPRSS2"	chr21	-	41464304	41466153	41464304	41466149	41467733	41467886	17	43,146,42,92,328	0,0,0,4,7	12,2,2,4,312,0,0,32,50,157,109,8,40,14,40,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	153	149	1	1.0	1.0,1.0,1.0,0.957,0.979	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,NA	-0.012
18	"ENSG00000185437"	"SH3BGR"	chr21	+	39462374	39462560	39462379	39462560	39445930	39446098	18	3,0,0,1,3	0,0,0,0,0	0,1,2,8,0,0,0,0,5,10,4,0,0,2,0,2	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	154	149	1	1.0	1.0,NA,NA,1.0,1.0	NA,1.0,1.0,1.0,NA,NA,NA,0.0,1.0,1.0,1.0,NA,NA,1.0,NA,1.0	0.111
19	"ENSG00000141959"	"PFKL"	chr21	+	44313912	44316339	44316243	44316339	44313637	44313682	19	0,137,0,0,976	0,0,0,0,3	10,0,0,0,381,0,0,46,406,761,487,26,4,0,39,53	0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0	298	149	1	1.0	NA,1.0,NA,NA,0.994	1.0,NA,NA,NA,1.0,NA,NA,1.0,1.0,0.997,0.984,1.0,1.0,NA,1.0,1.0	-0.001
20	"ENSG00000141959"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264	20	0,186,0,0,22	0,985,0,0,588	0,0,0,0,140,0,0,3,78,17,28,3,0,0,2,12	28,0,0,0,616,0,0,46,207,429,786,27,5,2,172,31	298	149	1	1.0	NA,0.086,NA,NA,0.018	0.0,NA,NA,NA,0.102,NA,NA,0.032,0.159,0.019,0.018,0.053,0.0,0.0,0.006,0.162	0.002
22	"ENSG00000159267"	"HLCS"	chr21	-	36756541	36756980	36756541	36756755	36759726	36759841	22	20,3,0,8,8	84,74,26,104,98	4,0,0,9,5,1,2,0,6,7,8,2,0,0,8,0	23,32,31,33,16,10,11,12,29,77,79,11,28,20,67,4	298	149	0.259251670311	1.0	0.106,0.02,0.0,0.037,0.039	0.08,0.0,0.0,0.12,0.135,0.048,0.083,0.0,0.094,0.043,0.048,0.083,0.0,0.0,0.056,0.0	-0.009
23	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36059821	36060242	23	4,3,0,9,10	0,0,0,0,0	5,0,0,1,17,2,1,0,18,8,1,2,3,4,2,3	0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0	198	149	1	1.0	1.0,1.0,NA,1.0,1.0	1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,0.858,0.201,1.0,1.0,1.0,1.0,1.0	0.072
24	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060281	36060313	24	5,3,0,9,11	0,5,0,0,1	5,0,0,1,17,2,1,0,18,10,3,2,3,4,2,4	0,4,0,0,0,0,1,0,5,1,2,0,2,0,5,0	198	149	1	1.0	1.0,0.311,NA,1.0,0.892	1.0,0.0,NA,1.0,1.0,1.0,0.429,NA,0.73,0.883,0.53,1.0,0.53,1.0,0.231,1.0	0.063
25	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060346	36060526	25	4,4,0,9,25	4,6,0,5,18	6,0,1,1,66,2,1,1,24,16,10,2,3,8,7,11	12,0,0,0,18,5,4,4,25,10,33,6,2,1,17,16	198	149	1	1.0	0.429,0.334,NA,0.575,0.511	0.273,NA,1.0,1.0,0.734,0.231,0.158,0.158,0.419,0.546,0.186,0.201,0.53,0.858,0.237,0.341	0.004
26	"ENSG00000237945"	"LINC00649"	chr21	+	33969236	33969598	33969240	33969598	33945809	33945895	26	1,0,5,1,10	0,0,0,0,0	2,4,0,0,0,0,2,3,19,8,19,6,0,0,0,7	0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0	153	149	1	1.0	1.0,NA,1.0,1.0,1.0	1.0,1.0,NA,NA,NA,NA,1.0,1.0,0.949,1.0,0.902,1.0,NA,NA,NA,1.0	0.017
27	"ENSG00000241837"	"ATP5PO"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	27	23,31,2,26,10	581,1986,336,851,1902	18,6,5,5,11,4,2,11,3,20,26,7,23,38,3,1	368,285,209,158,1827,146,175,327,775,1839,2743,289,784,1113,770,153	166	149	0.559049190003	1.0	0.034,0.014,0.005,0.027,0.005	0.042,0.019,0.021,0.028,0.005,0.024,0.01,0.029,0.003,0.01,0.008,0.021,0.026,0.03,0.003,0.006	-0.001
28	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542547	33542820	28	16,0,18,11,60	0,0,1,0,7	10,11,2,8,16,7,2,2,39,62,46,7,13,11,50,0	0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0	182	149	1	1.0	1.0,NA,0.936,1.0,0.875	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.621,0.97,0.962,1.0,1.0,1.0,0.818,0.953,NA	-0.002
29	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542586	33542842	29	16,0,16,6,52	2,0,0,0,0	11,7,2,6,16,5,2,1,31,48,40,8,13,10,58,0	0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0	182	149	1	1.0	0.868,NA,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,0.97,1.0,1.0,1.0,1.0,NA	-0.029
30	"ENSG00000243646"	"IL10RB"	chr21	+	33308184	33310187	33308975	33310187	33288132	33288261	30	2,0,0,2,1	0,0,0,0,0	6,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	298	149	1	1.0	1.0,NA,NA,1.0,1.0	1.0,NA,NA,1.0,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA	0.133
32	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574124	32573283	32573368	32574575	32574676	32	2,0,0,0,0	0,0,2,0,1	2,0,0,0,0,2,2,2,0,1,0,0,4,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	298	149	1	1.0	1.0,NA,0.0,NA,0.0	1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,NA,NA,1.0	-0.667
33	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32574575	32576923	32574575	32574676	32578693	32578831	33	35,43,40,88,91	0,0,1,0,2	3,0,0,0,0,6,0,0,7,20,14,0,1,2,0,2	0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0	298	149	1	1.0	1.0,1.0,0.952,1.0,0.958	1.0,0.0,NA,NA,NA,1.0,NA,NA,1.0,1.0,1.0,NA,0.333,1.0,NA,1.0	0.167
34	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	34	9,73,6,5,33	0,9,0,1,23	0,4,0,14,43,6,2,1,41,47,70,0,8,3,8,0	6,0,0,0,32,0,0,0,9,16,13,0,0,0,12,0	215	149	1	1.0	1.0,0.849,1.0,0.776,0.499	0.0,1.0,NA,1.0,0.482,1.0,1.0,1.0,0.759,0.671,0.789,NA,1.0,1.0,0.316,NA	0.054
37	"ENSG00000237484"	"LINC01684"	chr21	+	24441779	24441913	24441794	24441913	24438252	24438433	37	0,0,0,0,0	2,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0	164	149	1	1.0	0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.476,NA,NA,NA,NA,NA,NA	-0.238
48	"ENSG00000251322"	"SHANK3"	chr22	+	50705375	50706152	50706071	50706152	50704963	50705096	48	0,6,0,0,7	0,13,0,0,43	0,0,0,0,28,0,0,0,32,16,18,0,0,0,0,3	0,0,0,0,65,0,0,4,32,43,65,1,1,0,3,5	298	149	1	1.0	NA,0.188,NA,NA,0.075	NA,NA,NA,NA,0.177,NA,NA,0.0,0.333,0.157,0.122,0.0,0.0,NA,0.0,0.231	0.018
49	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50571374	50571539	50571374	50571533	50572005	50572122	49	0,100,0,0,34	0,0,0,0,2	1,1,0,0,59,0,0,0,68,24,27,1,4,2,2,13	0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1	155	149	1	1.0	NA,1.0,NA,NA,0.942	1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,0.958,1.0,0.49,1.0,1.0,1.0,0.926	0.028
50	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50576535	50576637	50576535	50576593	50576856	50577034	50	0,55,2,0,59	0,3,0,0,0	19,2,0,0,31,0,4,3,110,35,4,1,18,2,8,14	0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1	193	149	1	1.0	NA,0.934,1.0,NA,1.0	1.0,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,0.9,1.0,1.0,0.776,1.0,1.0,0.915	0.009
51	"ENSG00000025770"	"NCAPH2"	chr22	+	50522497	50522569	50522500	50522569	50522342	50522415	51	0,41,0,2,23	2,199,0,0,92	1,0,0,0,26,2,0,1,15,10,54,2,0,0,8,4	27,0,0,0,202,0,0,14,55,80,238,21,4,0,15,35	152	149	1	1.0	0.0,0.168,NA,1.0,0.197	0.035,NA,NA,NA,0.112,1.0,NA,0.065,0.211,0.109,0.182,0.085,0.0,NA,0.343,0.101	0.137
52	"ENSG00000025770"	"NCAPH2"	chr22	+	50523016	50523166	50523079	50523166	50522820	50522922	52	0,355,0,0,196	0,1,0,0,0	22,0,0,0,300,2,0,20,74,98,354,39,8,0,37,17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	212	149	1	1.0	NA,0.996,NA,NA,1.0	1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0	-0.002
54	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467693	50467531	50467690	50467785	50467923	54	0,5,0,0,22	0,4,0,0,59	3,0,0,0,25,2,0,0,52,29,42,8,0,0,11,12	14,0,0,0,99,1,0,8,132,80,86,18,6,1,9,17	152	149	1	1.0	NA,0.551,NA,NA,0.268	0.174,NA,NA,NA,0.198,0.662,NA,0.0,0.279,0.262,0.324,0.303,0.0,0.0,0.545,0.409	0.147
55	"ENSG00000100239"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50418866	50418979	55	0,16,0,0,25	0,131,2,2,439	2,0,0,0,38,0,0,2,7,12,2,1,1,0,16,8	56,0,0,0,185,0,0,40,227,194,169,16,10,0,180,84	152	149	1	1.0	NA,0.107,0.0,0.0,0.053	0.034,NA,NA,NA,0.168,NA,NA,0.047,0.029,0.057,0.011,0.058,0.089,NA,0.08,0.085	-0.026
56	"ENSG00000100239"	"PPP6R2"	chr22	+	50439697	50439857	50439700	50439857	50438598	50438762	56	0,46,0,0,36	0,609,0,0,299	0,0,0,0,0,0,0,2,5,21,23,1,1,0,0,5	28,0,0,0,329,0,0,25,129,144,346,15,1,0,45,34	152	149	1	1.0	NA,0.069,NA,NA,0.106	0.0,NA,NA,NA,0.0,NA,NA,0.073,0.037,0.125,0.061,0.061,0.495,NA,0.0,0.126	-0.01
57	"ENSG00000100239"	"PPP6R2"	chr22	+	50440800	50441026	50440821	50441026	50439960	50440049	57	0,7,0,0,0	0,788,0,0,282	2,0,0,0,0,0,0,1,2,3,10,0,0,0,0,1	14,0,0,0,208,0,0,25,102,149,365,11,2,0,1,35	170	149	1	1.0	NA,0.008,NA,NA,0.0	0.111,NA,NA,NA,0.0,NA,NA,0.034,0.017,0.017,0.023,0.0,0.0,NA,0.0,0.024	-0.019
58	"ENSG00000100239"	"PPP6R2"	chr22	+	50444198	50445090	50444202	50445090	50443865	50444117	58	0,1020,0,0,265	0,18,0,0,4	6,0,0,0,197,0,0,29,53,92,355,15,4,0,67,22	0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0	153	149	1	1.0	NA,0.982,NA,NA,0.985	1.0,NA,NA,NA,1.0,NA,NA,1.0,0.963,0.989,1.0,1.0,1.0,NA,1.0,1.0	-0.012
59	"ENSG00000205593"	"DENND6B"	chr22	-	50316565	50316712	50316565	50316626	50317292	50317373	59	0,10,0,0,13	0,0,0,0,0	0,0,0,0,102,0,0,2,16,7,6,1,0,0,0,0	0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0	235	149	1	1.0	NA,1.0,NA,NA,1.0	NA,NA,NA,NA,1.0,NA,NA,1.0,1.0,0.689,0.276,0.388,NA,NA,NA,NA	0.275
60	"ENSG00000128159"	"TUBGCP6"	chr22	-	50218188	50218402	50218188	50218370	50218487	50218620	60	0,222,0,0,45	0,0,0,0,0	5,0,0,0,141,0,0,7,38,40,126,13,0,0,9,16	0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0	181	149	1	1.0	NA,1.0,NA,NA,1.0	1.0,NA,NA,NA,1.0,NA,NA,1.0,0.94,0.971,1.0,1.0,NA,NA,1.0,1.0	0.01
61	"ENSG00000128159"	"TUBGCP6"	chr22	-	50219956	50221874	50219956	50220015	50222027	50222102	61	0,191,0,0,54	0,0,0,0,5	7,0,0,0,306,0,1,16,68,59,134,18,0,0,8,14	0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,5	298	149	1	1.0	NA,1.0,NA,NA,0.844	1.0,NA,NA,NA,1.0,NA,1.0,1.0,0.971,0.908,0.957,1.0,NA,NA,1.0,0.583	-0.02
62	"ENSG00000128159"	"TUBGCP6"	chr22	-	50222453	50222592	50222453	50222588	50224140	50224256	62	0,42,0,0,43	0,0,0,0,1	5,0,0,0,101,0,0,5,73,35,45,8,4,0,28,10	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3	153	149	1	1.0	NA,1.0,NA,NA,0.977	1.0,NA,NA,NA,1.0,NA,NA,1.0,0.986,1.0,1.0,1.0,1.0,NA,1.0,0.764	0.013
63	"ENSG00000170638"	"TRABD"	chr22	+	50197822	50198186	50198074	50198186	50197448	50197588	63	0,373,4,0,243	0,0,0,0,0	16,0,0,0,627,0,0,28,221,302,317,21,10,0,47,153	0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0	298	149	1	1.0	NA,1.0,1.0,NA,1.0	1.0,NA,NA,NA,1.0,NA,NA,1.0,0.991,1.0,0.994,1.0,1.0,NA,1.0,1.0	0.002
65	"ENSG00000075275"	"CELSR1"	chr22	-	46369691	46370237	46369691	46369804	46372882	46373057	65	0,0,0,0,2	0,0,0,0,27	0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0	2,0,0,0,56,0,0,9,15,35,24,7,0,0,0,1	298	149	1	1.0	NA,NA,NA,NA,0.036	0.0,NA,NA,NA,0.0,NA,NA,0.0,0.423,0.0,0.0,0.0,NA,NA,NA,0.0	-0.017
66	"ENSG00000186951"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46151887	46151970	66	4,2,1,0,69	0,2,0,0,46	3,0,0,0,7,0,0,3,14,18,7,4,0,0,1,5	0,0,0,0,0,0,0,7,7,20,7,5,0,0,2,12	152	149	1	1.0	1.0,0.495,1.0,NA,0.595	1.0,NA,NA,NA,1.0,NA,NA,0.296,0.662,0.469,0.495,0.44,NA,NA,0.329,0.29	0.219
67	"ENSG00000186951"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46188722	46188822	67	0,0,0,0,6	0,0,0,0,27	0,0,0,0,0,0,0,6,2,6,3,1,0,0,0,1	2,0,0,0,4,0,0,9,9,19,3,1,1,0,0,4	152	149	1	1.0	NA,NA,NA,NA,0.179	0.0,NA,NA,NA,0.0,NA,NA,0.395,0.179,0.236,0.495,0.495,0.0,NA,NA,0.197	-0.043
68	"ENSG00000248405"	"PRR5-ARHGAP8"	chr22	+	44859679	44859834	44859730	44859834	44848931	44849060	68	0,0,0,0,0	0,2,0,0,6	0,0,0,0,16,0,0,0,6,2,0,0,0,0,0,0	0,0,0,0,59,0,0,2,0,0,26,1,0,0,0,0	200	149	1	1.0	NA,0.0,NA,NA,0.0	NA,NA,NA,NA,0.168,NA,NA,0.0,1.0,1.0,0.0,0.0,NA,NA,NA,NA	-0.361
70	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160	70	0,0,1,0,3	10,22,13,18,128	0,2,0,0,0,4,0,1,4,1,0,0,0,2,14,5	27,18,0,4,151,14,16,40,93,113,86,11,22,16,68,20	200	149	1	1.0	0.0,0.0,0.054,0.0,0.017	0.0,0.076,NA,0.0,0.0,0.176,0.0,0.018,0.031,0.007,0.0,0.0,0.0,0.085,0.133,0.157	-0.031
71	"ENSG00000189306"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42518004	42518147	71	0,20,0,0,8	6,114,9,0,138	4,0,0,0,21,0,0,7,18,17,19,4,3,0,0,16	38,0,0,0,361,4,5,156,64,115,466,43,31,2,74,79	298	149	1	1.0	0.0,0.081,0.0,NA,0.028	0.05,NA,NA,NA,0.028,0.0,0.0,0.022,0.123,0.069,0.02,0.044,0.046,0.0,0.0,0.092	-0.011
72	"ENSG00000189306"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42519713	42519796	72	0,20,0,0,10	0,5,0,0,2	4,0,0,0,21,0,0,7,18,17,19,4,3,0,0,16	0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0	298	149	1	1.0	NA,0.667,NA,NA,0.714	1.0,NA,NA,NA,1.0,NA,NA,0.778,1.0,0.895,0.576,1.0,1.0,NA,NA,1.0	-0.226
73	"ENSG00000100207"	"TCF20"	chr22	-	42168608	42168736	42168608	42168703	42169846	42169896	73	0,22,0,0,47	0,4,0,0,24	9,0,0,0,14,0,0,7,12,27,24,2,0,0,1,3	1,0,0,0,23,0,0,0,12,6,10,1,3,2,12,1	182	149	1	1.0	NA,0.818,NA,NA,0.616	0.88,NA,NA,NA,0.333,NA,NA,1.0,0.45,0.787,0.663,0.621,0.0,0.0,0.064,0.711	0.216
75	"ENSG00000100162"	"CENPM"	chr22	-	41945224	41945389	41945224	41945304	41945912	41946005	75	0,0,0,0,0	0,0,0,0,8	0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0	4,0,0,0,78,2,1,5,11,18,21,0,0,0,6,8	234	149	1	1.0	NA,NA,NA,NA,0.0	0.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.055,0.124,0.0,NA,NA,NA,0.0,0.0	-0.018
76	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584526	41584603	76	3,503,0,2,250	0,0,0,0,1	19,0,0,0,378,0,4,83,41,95,193,2,15,0,74,63	0,0,0,0,25,0,0,0,2,3,6,0,2,0,5,2	298	149	1	1.0	1.0,1.0,NA,1.0,0.992	1.0,NA,NA,NA,0.883,NA,1.0,1.0,0.911,0.941,0.941,1.0,0.789,NA,0.881,0.94	0.063
77	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41284900	41285153	77	0,35,1,0,14	0,0,0,0,7	4,0,0,0,8,2,0,2,45,18,16,2,0,0,26,65	0,2,0,0,0,1,0,0,11,22,11,0,0,0,0,3	279	149	1	1.0	NA,1.0,1.0,NA,0.516	1.0,0.0,NA,NA,1.0,0.516,NA,1.0,0.686,0.304,0.437,1.0,NA,NA,1.0,0.92	0.124
78	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	78	0,0,1,0,5	2,6,2,0,130	3,1,0,0,0,1,4,2,10,5,5,0,4,0,3,0	10,1,0,0,21,3,6,19,109,129,90,11,17,5,151,18	191	149	1	1.0	0.0,0.0,0.281,NA,0.029	0.19,0.438,NA,NA,0.0,0.206,0.342,0.076,0.067,0.029,0.042,0.0,0.155,0.0,0.015,0.0	-0.034
79	"ENSG00000100335"	"MIEF1"	chr22	+	39509337	39509571	39509421	39509571	39504202	39504534	79	4,0,5,4,5	0,0,2,2,5	0,0,2,0,0,0,0,5,0,2,4,2,7,3,0,2	1,0,0,2,0,4,0,0,0,1,2,0,0,0,5,2	233	149	1	1.0	1.0,NA,0.615,0.561,0.39	0.0,NA,1.0,0.0,NA,0.0,NA,1.0,NA,0.561,0.561,1.0,1.0,1.0,0.0,0.39	0.099
80	"ENSG00000100335"	"MIEF1"	chr22	+	39512231	39512494	39512317	39512494	39511848	39512026	80	0,23,0,0,74	0,2,2,0,23	16,0,0,0,110,0,4,24,40,39,84,10,18,2,22,8	18,0,0,0,26,0,0,11,7,37,23,5,2,0,24,6	235	149	1	1.0	NA,0.879,0.0,NA,0.671	0.36,NA,NA,NA,0.728,NA,1.0,0.58,0.784,0.401,0.698,0.559,0.851,1.0,0.368,0.458	-0.132
81	"ENSG00000100307"	"CBX7"	chr22	-	39134400	39134752	39134400	39134473	39138635	39138702	81	0,29,0,0,68	0,11,0,0,10	3,0,0,0,151,0,0,9,49,66,90,6,0,0,8,12	1,0,0,0,0,0,0,3,5,15,14,0,0,0,0,1	298	149	1	1.0	NA,0.569,NA,NA,0.773	0.6,NA,NA,NA,1.0,NA,NA,0.6,0.831,0.688,0.763,1.0,NA,NA,1.0,0.857	-0.144
82	"ENSG00000100307"	"CBX7"	chr22	-	39134400	39134752	39134400	39134473	39141370	39141436	82	0,25,0,0,31	0,0,0,0,0	0,0,0,0,73,0,0,3,10,39,68,2,0,0,0,7	0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0	298	149	1	1.0	NA,1.0,NA,NA,1.0	NA,NA,NA,NA,0.67,NA,NA,1.0,1.0,1.0,0.919,1.0,NA,NA,NA,1.0	0.059
83	"ENSG00000100242"	"SUN2"	chr22	-	38739341	38739426	38739341	38739423	38739721	38739943	83	0,457,0,0,1002	0,0,0,0,18	20,0,0,0,558,0,0,112,426,521,729,60,8,0,29,71	1,0,0,0,0,0,0,1,16,3,7,1,0,0,0,0	152	149	1	1.0	NA,1.0,NA,NA,0.982	0.951,NA,NA,NA,1.0,NA,NA,0.991,0.963,0.994,0.99,0.983,1.0,NA,1.0,1.0	0.004
