ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
161	"ENSG00000133460"	"SLC2A11"	chr22	+	23882458	23882646	23882494	23882646	23877857	23877869
193	"ENSG00000100033"	"PRODH"	chr22	-	18921341	18922404	18921341	18921423	18922816	18922933
195	"ENSG00000183628"	"DGCR6"	chr22	+	18910171	18910272	18910178	18910272	18906564	18906725
205	"ENSG00000131002"	"TXLNGY"	chrY	+	19588369	19588650	19588542	19588650	19587209	19587507
208	"ENSG00000131002"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19590752	19590772
210	"ENSG00000183878"	"UTY"	chrY	-	13358463	13358619	13358463	13358553	13359766	13359986
219	"ENSG00000196724"	"ZNF418"	chr19	-	57930427	57930554	57930427	57930512	57933816	57933902
220	"ENSG00000196724"	"ZNF418"	chr19	-	57930427	57930557	57930427	57930512	57933816	57933902
222	"ENSG00000196724"	"ZNF418"	chr19	-	57930427	57930557	57930427	57930554	57935079	57935135
235	"ENSG00000179873"	"NLRP11"	chr19	-	55798228	55798337	55798228	55798304	55801571	55801739
238	"ENSG00000063241"	"ISOC2"	chr19	-	55455259	55455378	55455259	55455330	55456348	55456489
249	"ENSG00000186818"	"LILRB4"	chr19	+	54663753	54664038	54663833	54664038	54662818	54663067
256	"ENSG00000167613"	"LAIR1"	chr19	-	54356229	54356398	54356229	54356267	54356490	54356619
260	"ENSG00000167613"	"LAIR1"	chr19	-	54360915	54361243	54360915	54361209	54364770	54364931
262	"ENSG00000167613"	"LAIR1"	chr19	-	54364294	54364486	54364294	54364330	54365029	54365099
263	"ENSG00000167613"	"LAIR1"	chr19	-	54360915	54361209	54360915	54361206	54370261	54370558
271	"ENSG00000197937"	"ZNF347"	chr19	-	53153732	53153813	53153732	53153793	53159008	53159075
276	"ENSG00000213793"	"ZNF888"	chr19	-	52917858	52917997	52917858	52917931	52918818	52918937
278	"ENSG00000167562"	"ZNF701"	chr19	+	52572236	52572368	52572239	52572368	52570300	52570330
279	"ENSG00000105568"	"PPP2R1A"	chr19	+	52220978	52221133	52220982	52221133	52220188	52220249
293	"ENSG00000161677"	"JOSD2"	chr19	-	50510285	50510448	50510285	50510445	50511074	50511159
311	"ENSG00000142546"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49559933	49560039
313	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49490231	49490297	49487607	49487644
315	"ENSG00000142541"	"RPL13A"	chr19	+	49490231	49490576	49490474	49490576	49489849	49489922
320	"ENSG00000090554"	"FLT3LG"	chr19	+	49485963	49486231	49486014	49486231	49476422	49476566
328	"ENSG00000104872"	"PIH1D1"	chr19	-	49451484	49451591	49451484	49451578	49453392	49453494
332	"ENSG00000197813"	"AC011450.1"	chr19	-	49332053	49332320	49332053	49332296	49340171	49340303
333	"ENSG00000197813"	"AC011450.1"	chr19	-	49332053	49332320	49332053	49332296	49340230	49340282
338	"ENSG00000232871"	"SEC1P"	chr19	+	48673138	48673267	48673155	48673267	48663196	48663267
342	"ENSG00000063177"	"RPL18"	chr19	-	48615876	48615946	48615876	48615905	48616725	48616824
344	"ENSG00000063177"	"RPL18"	chr19	-	48616078	48617423	48616078	48616202	48617790	48617877
351	"ENSG00000105486"	"LIG1"	chr19	-	48151231	48151339	48151231	48151336	48157013	48157140
363	"ENSG00000104936"	"DMPK"	chr19	-	45770970	45771060	45770970	45771056	45771567	45771665
394	"ENSG00000076928"	"ARHGEF1"	chr19	+	41905589	41905827	41905759	41905827	41904948	41905036
403	"ENSG00000267107"	"PCAT19"	chr19	-	41456360	41456509	41456360	41456487	41456559	41457251
407	"ENSG00000188493"	"C19orf54"	chr19	-	40740861	40741065	40740861	40741008	40741365	40741680
408	"ENSG00000188493"	"C19orf54"	chr19	-	40740861	40741065	40740861	40741008	40743914	40743981
413	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39435606	39435708
414	"ENSG00000105193"	"RPS16"	chr19	-	39435606	39435708	39435606	39435705	39435847	39435949
421	"ENSG00000104824"	"HNRNPL"	chr19	-	38840095	38840559	38840095	38840376	38843841	38843914
423	"ENSG00000182472"	"CAPN12"	chr19	-	38733702	38733940	38733702	38733781	38734812	38734870
431	"ENSG00000189144"	"ZNF573"	chr19	-	37771563	37771696	37771563	37771690	37772937	37772982
441	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36325896	36324923	36325887	36330252	36330492
442	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327170	36324923	36325887	36330252	36330492
443	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325887	36330252	36330492
444	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327275	36324923	36325887	36330252	36330492
451	"ENSG00000126247"	"CAPNS1"	chr19	+	36140996	36141220	36140999	36141220	36140126	36140265
452	"ENSG00000126247"	"CAPNS1"	chr19	+	36140996	36141220	36140999	36141220	36140607	36140913
459	"ENSG00000239382"	"ALKBH6"	chr19	-	36010566	36010683	36010566	36010645	36013020	36013089
468	"ENSG00000161265"	"U2AF1L4"	chr19	-	35742531	35743205	35742531	35742803	35743808	35743904
469	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743208	35743154	35743205	35743808	35743904
470	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743205	35743808	35743904
471	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743208	35743808	35743904
475	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35547118	35547240	35545887	35545957
478	"ENSG00000236144"	"TMEM147-AS1"	chr19	-	35542910	35543273	35542910	35543097	35545936	35546029
479	"ENSG00000161249"	"DMKN"	chr19	-	35505938	35506049	35505938	35505986	35509910	35509961
482	"ENSG00000266964"	"FXYD1"	chr19	+	35140021	35140140	35140075	35140140	35138840	35138894
483	"ENSG00000266964"	"FXYD1"	chr19	+	35139918	35140140	35140075	35140140	35139117	35139232
484	"ENSG00000266964"	"FXYD1"	chr19	+	35139918	35140140	35140075	35140140	35139440	35139588
490	"ENSG00000153885"	"KCTD15"	chr19	+	33798667	33798766	33798670	33798766	33796453	33796525
492	"ENSG00000153885"	"KCTD15"	chr19	+	33798667	33798766	33798670	33798766	33798336	33798390
501	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548861	58548910	58548485	58548592
522	"ENSG00000105705"	"SUGP1"	chr19	-	19303347	19303448	19303347	19303406	19303723	19304043
533	"ENSG00000005007"	"UPF1"	chr19	+	18865288	18865778	18865560	18865778	18864169	18864251
537	"ENSG00000221983"	"UBA52"	chr19	+	18574869	18575241	18575056	18575241	18573661	18573748
541	"ENSG00000105701"	"FKBP8"	chr19	-	18538215	18538436	18538215	18538433	18541678	18541995
546	"ENSG00000105650"	"PDE4C"	chr19	-	18220402	18220708	18220402	18220515	18220873	18220923
561	"ENSG00000131351"	"HAUS8"	chr19	-	17059996	17060092	17059996	17060089	17069030	17069086
565	"ENSG00000105072"	"C19orf44"	chr19	+	16514496	16514663	16514549	16514663	16509498	16509988
571	"ENSG00000130511"	"SSBP4"	chr19	+	18432558	18432735	18432699	18432735	18432146	18432214
573	"ENSG00000167460"	"TPM4"	chr19	+	16088026	16089120	16089044	16089120	16086422	16086540
576	"ENSG00000186204"	"CYP4F12"	chr19	+	15680243	15680297	15680277	15680297	15678260	15678405
577	"ENSG00000186204"	"CYP4F12"	chr19	+	15696160	15696512	15696429	15696512	15685067	15685197
580	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15119165	15119302
588	"ENSG00000104957"	"CCDC130"	chr19	+	13759099	13759272	13759110	13759272	13758867	13759010
595	"ENSG00000105607"	"GCDH"	chr19	+	12897302	12897863	12897702	12897863	12896909	12897013
605	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11345737	11345519	11345628	11346142	11346262
606	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11345737	11345519	11345628	11346333	11346406
610	"ENSG00000127616"	"SMARCA4"	chr19	+	10984120	10984373	10984123	10984373	10961320	10961729
612	"ENSG00000127616"	"SMARCA4"	chr19	+	10984120	10984373	10984123	10984373	10983479	10983711
617	"ENSG00000127616"	"SMARCA4"	chr19	+	11058254	11058363	11058257	11058363	11034913	11035132
620	"ENSG00000127616"	"SMARCA4"	chr19	+	11058254	11058363	11058257	11058363	11056216	11056382
627	"ENSG00000129347"	"KRI1"	chr19	-	10561666	10561845	10561666	10561716	10562728	10562837
630	"ENSG00000105397"	"TYK2"	chr19	-	10368294	10368418	10368294	10368371	10378213	10378508
639	"ENSG00000188321"	"ZNF559"	chr19	+	9337714	9338017	9337795	9338017	9333014	9333113
643	"ENSG00000099785"	"MARCHF2"	chr19	+	8418536	8418807	8418741	8418807	8413421	8413794
648	"ENSG00000090661"	"CERS4"	chr19	+	8251043	8251249	8251075	8251249	8214365	8214481
649	"ENSG00000090661"	"CERS4"	chr19	+	8251043	8251249	8251075	8251249	8241340	8241457
658	"ENSG00000104880"	"ARHGEF18"	chr19	+	7440188	7440482	7440343	7440482	7383061	7383203
664	"ENSG00000205744"	"DENND1C"	chr19	-	6471264	6471496	6471264	6471305	6472888	6472993
671	"ENSG00000031823"	"RANBP3"	chr19	-	5957917	5957973	5957917	5957935	5965732	5965922
703	"ENSG00000008382"	"MPND"	chr19	+	4357252	4357421	4357339	4357421	4354323	4354420
716	"ENSG00000125912"	"NCLN"	chr19	+	3206261	3206425	3206264	3206425	3205938	3206026
723	"ENSG00000130332"	"LSM7"	chr19	-	2324124	2324196	2324124	2324192	2324741	2324906
724	"ENSG00000130332"	"LSM7"	chr19	-	2324124	2324196	2324124	2324192	2325979	2326139
729	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1438892	1438810	1438892	1438418	1438580
738	"ENSG00000115286"	"NDUFS7"	chr19	+	1388524	1388938	1388832	1388938	1387810	1387847
759	"ENSG00000129946"	"SHC2"	chr19	-	422145	422456	422145	422379	425096	425231
760	"ENSG00000129946"	"SHC2"	chr19	-	422145	422456	422145	422379	430683	430747
765	"ENSG00000203896"	"LIME1"	chr20	+	63738007	63738499	63738182	63738499	63737820	63737902
766	"ENSG00000273154"	"AL121845.3"	chr20	+	63737820	63737902	63737844	63737902	63737532	63737647
770	"ENSG00000258366"	"RTEL1"	chr20	+	63689965	63690210	63690086	63690210	63689845	63689865
783	"ENSG00000101194"	"SLC17A9"	chr20	+	62966702	62968597	62967336	62968597	62966524	62966580
784	"ENSG00000101181"	"MTG2"	chr20	+	62200682	62203568	62203083	62203568	62195801	62195949
785	"ENSG00000101181"	"MTG2"	chr20	+	62200682	62203568	62203083	62203568	62199118	62199257
800	"ENSG00000000419"	"DPM1"	chr20	-	50940864	50940955	50940864	50940933	50941128	50941209
811	"ENSG00000062598"	"ELMO2"	chr20	-	46368890	46370525	46368890	46368968	46371351	46371459
819	"ENSG00000080189"	"SLC35C2"	chr20	-	46357622	46357773	46357622	46357702	46358690	46358763
822	"ENSG00000064601"	"CTSA"	chr20	+	45892978	45893145	45893039	45893145	45892724	45892880
823	"ENSG00000064601"	"CTSA"	chr20	+	45892978	45893145	45893039	45893145	45892724	45892887
826	"ENSG00000064601"	"CTSA"	chr20	+	45896964	45898109	45897716	45898109	45894993	45895133
828	"ENSG00000064601"	"CTSA"	chr20	+	45897716	45898109	45898004	45898109	45894993	45895133
856	"ENSG00000170471"	"RALGAPB"	chr20	+	38497352	38497516	38497479	38497516	38492929	38493132
858	"ENSG00000170471"	"RALGAPB"	chr20	+	38565355	38565478	38565358	38565478	38558294	38558453
870	"ENSG00000132792"	"CTNNBL1"	chr20	+	37757558	37757656	37757560	37757656	37746467	37746607
872	"ENSG00000101347"	"SAMHD1"	chr20	-	36911217	36912552	36911217	36911333	36916721	36916830
874	"ENSG00000101347"	"SAMHD1"	chr20	-	36916948	36917096	36916948	36917049	36927181	36927252
875	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771024	36770872	36770977	36771424	36771473
877	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771193	36770872	36771024	36771424	36771473
878	"ENSG00000080845"	"DLGAP4"	chr20	+	36499587	36499676	36499602	36499676	36497446	36497602
890	"ENSG00000078747"	"ITCH"	chr20	+	34393769	34393881	34393790	34393881	34392736	34392914
892	"ENSG00000078747"	"ITCH"	chr20	+	34479629	34479789	34479694	34479789	34477771	34477906
894	"ENSG00000078699"	"CBFA2T2"	chr20	+	33640340	33640531	33640343	33640531	33636639	33636708
898	"ENSG00000105576"	"TNPO2"	chr19	-	12705681	12705830	12705681	12705768	12706009	12706109
901	"ENSG00000105576"	"TNPO2"	chr19	-	12723248	12723365	12723248	12723360	12723768	12724011
902	"ENSG00000105576"	"TNPO2"	chr19	-	12723248	12723365	12723248	12723360	12723772	12723932
903	"ENSG00000171456"	"ASXL1"	chr20	+	32360709	32360806	32360793	32360806	32358965	32359851
904	"ENSG00000101337"	"TM9SF4"	chr20	+	32141496	32141665	32141540	32141665	32133012	32133126
915	"ENSG00000101294"	"HM13"	chr20	+	31548638	31549114	31548964	31549114	31547447	31547692
916	"ENSG00000101294"	"HM13"	chr20	+	31548638	31549114	31549028	31549114	31547447	31547692
917	"ENSG00000101294"	"HM13"	chr20	+	31548964	31549114	31549028	31549114	31547447	31547692
918	"ENSG00000101294"	"HM13"	chr20	+	31548964	31549114	31549028	31549114	31548676	31548793
920	"ENSG00000205611"	"LINC01597"	chr20	-	30288270	30288532	30288270	30288385	30289754	30289918
967	"ENSG00000089057"	"SLC23A2"	chr20	-	4970792	4970919	4970792	4970915	5001405	5001510
969	"ENSG00000171867"	"PRNP"	chr20	+	4699210	4701590	4699215	4701590	4686349	4686508
970	"ENSG00000088826"	"SMOX"	chr20	+	4182088	4182848	4182482	4182848	4181802	4181976
972	"ENSG00000101224"	"CDC25B"	chr20	+	3797621	3797749	3797663	3797749	3795738	3795879
985	"ENSG00000088833"	"NSFL1C"	chr20	-	1454966	1455132	1454966	1455037	1455713	1457090
988	"ENSG00000101298"	"SNPH"	chr20	+	1295775	1296421	1296324	1296421	1266653	1266760
995	"ENSG00000133313"	"CNDP2"	chr18	+	74499881	74500033	74499936	74500033	74497508	74497726
996	"ENSG00000133313"	"CNDP2"	chr18	+	74499881	74500033	74499936	74500033	74499341	74499375
997	"ENSG00000133313"	"CNDP2"	chr18	+	74499881	74500033	74499936	74500033	74499420	74499482
999	"ENSG00000133313"	"CNDP2"	chr18	+	74516227	74519096	74518948	74519096	74513558	74513719
1003	"ENSG00000176225"	"RTTN"	chr18	-	70005197	70006484	70005197	70005267	70017406	70017674
1013	"ENSG00000267040"	"AC027097.1"	chr18	+	57641558	57642052	57641913	57642052	57630349	57630518
1028	"ENSG00000141644"	"MBD1"	chr18	-	50277089	50277204	50277089	50277196	50279875	50280017
1038	"ENSG00000078043"	"PIAS2"	chr18	-	46903526	46903635	46903526	46903633	46906226	46906315
1039	"ENSG00000152234"	"ATP5F1A"	chr18	-	46093179	46093365	46093179	46093362	46094979	46095131
1041	"ENSG00000152234"	"ATP5F1A"	chr18	-	46095052	46095131	46095052	46095123	46098171	46098296
1042	"ENSG00000152234"	"ATP5F1A"	chr18	-	46095052	46095147	46095052	46095123	46098171	46098296
1050	"ENSG00000267374"	"MIR924HG"	chr18	-	39206916	39208789	39206916	39208039	39388428	39388527
1058	"ENSG00000186814"	"ZSCAN30"	chr18	-	35267475	35267682	35267475	35267679	35290083	35290232
1062	"ENSG00000154059"	"IMPACT"	chr18	+	24450778	24453531	24453149	24453531	24449818	24449953
1089	"ENSG00000101639"	"CEP192"	chr18	+	13038369	13038579	13038514	13038579	13037236	13037301
1090	"ENSG00000101639"	"CEP192"	chr18	+	13057584	13059312	13059081	13059312	13055779	13056698
1092	"ENSG00000101639"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13113585	13113705
1093	"ENSG00000101639"	"CEP192"	chr18	+	13116373	13116503	13116376	13116503	13114129	13114251
1094	"ENSG00000175354"	"PTPN2"	chr18	-	12817155	12817365	12817155	12817265	12819213	12819282
1095	"ENSG00000175354"	"PTPN2"	chr18	-	12817155	12817365	12817155	12817265	12821335	12821425
1103	"ENSG00000154889"	"MPPE1"	chr18	-	11896983	11897356	11896983	11897131	11905737	11905953
1112	"ENSG00000263724"	"DLGAP1-AS3"	chr18	+	3895770	3896003	3895826	3896003	3890017	3890932
1127	"ENSG00000169718"	"DUS1L"	chr17	-	82060700	82060783	82060700	82060780	82060860	82060961
1130	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036543	82036643
1131	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036720	82036763
1139	"ENSG00000185624"	"P4HB"	chr17	-	81846946	81847072	81846946	81847068	81855141	81855279
1181	"ENSG00000214087"	"ARL16"	chr17	-	81682033	81683126	81682033	81682675	81683535	81683594
1184	"ENSG00000184009"	"ACTG1"	chr17	-	81511187	81511626	81511187	81511578	81511902	81512150
1187	"ENSG00000173818"	"ENDOV"	chr17	+	80422139	80422245	80422205	80422245	80421827	80421962
1189	"ENSG00000181045"	"SLC26A11"	chr17	+	80221417	80221794	80221547	80221794	80219698	80219988
1194	"ENSG00000181045"	"SLC26A11"	chr17	+	80236791	80237103	80236927	80237103	80225836	80225916
1202	"ENSG00000267123"	"SCAT1"	chr17	-	78617392	78619044	78617392	78617626	78621666	78621733
1204	"ENSG00000267123"	"SCAT1"	chr17	-	78630031	78630430	78630031	78630280	78631918	78632104
1210	"ENSG00000184640"	"SEPTIN9"	chr17	+	77402058	77402703	77402336	77402703	77319601	77319803
1211	"ENSG00000129657"	"SEC14L1"	chr17	+	77142645	77142750	77142649	77142750	77093243	77093347
1212	"ENSG00000129657"	"SEC14L1"	chr17	+	77142645	77142750	77142649	77142750	77141069	77141107
1213	"ENSG00000129657"	"SEC14L1"	chr17	+	77142645	77142750	77142649	77142750	77141385	77141721
1216	"ENSG00000129667"	"RHBDF2"	chr17	-	76487711	76487909	76487711	76487851	76500935	76501371
1219	"ENSG00000100348"	"TXN2"	chr22	-	36480574	36480837	36480574	36480787	36481142	36481340
1258	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248034	68248058
1259	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248057	68248086
1260	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248074	68248110
1261	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248076	68248162
1262	"ENSG00000196704"	"AMZ2"	chr17	+	68248639	68248705	68248643	68248705	68248101	68248157
1267	"ENSG00000256525"	"POLG2"	chr17	-	64482918	64482999	64482918	64482974	64483389	64483506
1268	"ENSG00000256525"	"POLG2"	chr17	-	64482918	64482999	64482918	64482974	64483963	64485868
1273	"ENSG00000108622"	"ICAM2"	chr17	-	64006630	64006735	64006630	64006671	64007740	64007822
1274	"ENSG00000108622"	"ICAM2"	chr17	-	64006630	64006735	64006630	64006671	64020405	64020634
1280	"ENSG00000136490"	"LIMD2"	chr17	-	63698798	63699069	63698798	63698938	63699256	63699348
1282	"ENSG00000136490"	"LIMD2"	chr17	-	63699256	63699395	63699256	63699348	63700368	63700685
1285	"ENSG00000008283"	"CYB561"	chr17	-	63437345	63437560	63437345	63437484	63445897	63446184
1288	"ENSG00000062716"	"VMP1"	chr17	+	59838294	59838397	59838311	59838397	59837854	59838212
1290	"ENSG00000108384"	"RAD51C"	chr17	+	58732480	58732544	58732483	58732544	58720745	58720812
1311	"ENSG00000108848"	"LUC7L3"	chr17	+	50738136	50738199	50738140	50738199	50736959	50737026
1317	"ENSG00000006282"	"SPATA20"	chr17	+	50549984	50550312	50550207	50550312	50549042	50549186
1341	"ENSG00000108433"	"GOSR2"	chr17	+	46929519	46929584	46929523	46929584	46923187	46923269
1357	"ENSG00000267278"	"MAP3K14-AS1"	chr17	+	45255134	45255218	45255137	45255218	45249533	45249632
1364	"ENSG00000186566"	"GPATCH8"	chr17	-	44467096	44467202	44467096	44467114	44473724	44473759
1365	"ENSG00000030582"	"GRN"	chr17	+	44349157	44349302	44349161	44349302	44345565	44345605
1375	"ENSG00000161649"	"CD300LG"	chr17	+	43853806	43854044	43853959	43854044	43852911	43853013
1376	"ENSG00000213297"	"ZNF625-ZNF20"	chr19	-	12142640	12142736	12142640	12142715	12145257	12146224
1377	"ENSG00000213297"	"ZNF625-ZNF20"	chr19	-	12142640	12142736	12142640	12142715	12147394	12147455
1378	"ENSG00000282851"	"BISPR"	chr19	+	17413096	17413305	17413220	17413305	17406076	17406296
1382	"ENSG00000131471"	"AOC3"	chr17	+	42854275	42854733	42854447	42854733	42854077	42854155
1391	"ENSG00000033627"	"ATP6V0A1"	chr17	+	42477638	42477742	42477659	42477742	42468009	42468107
1395	"ENSG00000168259"	"DNAJC7"	chr17	-	41983562	41983636	41983562	41983617	41988731	41988896
1397	"ENSG00000168259"	"DNAJC7"	chr17	-	41987818	41988896	41987818	41987910	41989403	41989557
1405	"ENSG00000133265"	"HSPBP1"	chr19	-	55279398	55279705	55279398	55279702	55279929	55280077
1408	"ENSG00000172057"	"ORMDL3"	chr17	-	39924029	39924225	39924029	39924220	39924754	39924805
1409	"ENSG00000172057"	"ORMDL3"	chr17	-	39924029	39924225	39924029	39924220	39925622	39926841
1410	"ENSG00000172057"	"ORMDL3"	chr17	-	39924029	39924225	39924029	39924220	39926816	39926846
1414	"ENSG00000108298"	"RPL19"	chr17	+	39202316	39203109	39202988	39203109	39201212	39201319
1416	"ENSG00000161381"	"PLXDC1"	chr17	-	39079103	39079528	39079103	39079164	39087606	39087702
1419	"ENSG00000277363"	"SRCIN1"	chr17	-	38568210	38568234	38568210	38568231	38574875	38574974
1420	"ENSG00000277363"	"SRCIN1"	chr17	-	38568210	38568234	38568210	38568231	38578489	38578791
1422	"ENSG00000278053"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621397	37621520
1423	"ENSG00000276234"	"TADA2A"	chr17	+	37440504	37440662	37440508	37440662	37426949	37427009
1424	"ENSG00000276234"	"TADA2A"	chr17	+	37440504	37440662	37440508	37440662	37437737	37437922
1425	"ENSG00000276234"	"TADA2A"	chr17	+	37440504	37440662	37440508	37440662	37437766	37437829
1426	"ENSG00000278540"	"ACACA"	chr17	-	37330172	37330425	37330172	37330335	37339803	37339850
1428	"ENSG00000275700"	"AATF"	chr17	+	37056600	37056871	37056605	37056871	37031613	37031685
1430	"ENSG00000276070"	"CCL4L2"	chr17	+	36211775	36212878	36212481	36212878	36211062	36211217
1432	"ENSG00000276070"	"CCL4L2"	chr17	+	36212292	36212878	36212481	36212878	36211062	36211217
1434	"ENSG00000276070"	"CCL4L2"	chr17	+	36212481	36212878	36212496	36212878	36211062	36211217
1450	"ENSG00000118046"	"STK11"	chr19	+	1220372	1220717	1220580	1220717	1219323	1219413
1456	"ENSG00000124440"	"HIF3A"	chr19	+	46320442	46320561	46320446	46320561	46312160	46312267
1462	"ENSG00000176658"	"MYO1D"	chr17	-	32755491	32755688	32755491	32755662	32760289	32760404
1466	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740088	35739709	35739769	35740981	35741104
1467	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740086	35739709	35739769	35741023	35741223
1468	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740088	35739709	35739769	35741023	35741223
1469	"ENSG00000126246"	"IGFLR1"	chr19	-	35739709	35740088	35739709	35740086	35741023	35741223
1470	"ENSG00000265118"	"AC134669.1"	chr17	-	31313978	31314110	31313978	31314044	31314370	31314465
1471	"ENSG00000172171"	"TEFM"	chr17	-	30898985	30900562	30898985	30899606	30904065	30904529
1475	"ENSG00000108582"	"CPD"	chr17	+	30451710	30451846	30451756	30451846	30450235	30450294
