ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
872	"ENSG00000003989"	"SLC7A2"	chr8	+	17554559	17554699	17554945	17555082	17551763	17551986	17558294	17558397	872	0	4	0,2	0,2	289	286	1	1.0	0.0	NA,0.497	-0.497
997	"ENSG00000070756"	"PABPC1"	chr8	-	100712361	100712457	100712651	100712789	100709458	100709731	100713086	100713181	997	4	0	32,8	2,2	287	245	0.0759020668303	0.2631271650117067	1.0	0.932,0.773	0.147
1185	"ENSG00000154556"	"SORBS2"	chr4	-	185684753	185684846	185690561	185690611	185678795	185678822	185775226	185775366	1185	2	0	0,0	0,2	199	242	1	1.0	1.0	NA,0.0	1.0
1227	"ENSG00000100292"	"HMOX1"	chr22	+	35386684	35387176	35389863	35389963	35383105	35383226	35393467	35394207	1227	0	4	4,2	0,6	298	249	0.000609935740855	0.003171665852446	0.0	1.0,0.218	-0.609
1286	"ENSG00000243989"	"ACY1"	chr3	+	51986987	51987061	51987308	51987453	51986604	51986661	51987555	51987624	1286	4	2	0,0	2,4	223	294	2.80799254615e-06	2.4335935399966665e-05	0.725	0.0,0.0	0.725
1362	"ENSG00000160058"	"BSDC1"	chr1	-	32381213	32381268	32386778	32386895	32378723	32378839	32394079	32394140	1362	2	0	0,0	0,2	266	204	1	1.0	1.0	NA,0.0	1.0
1363	"ENSG00000160058"	"BSDC1"	chr1	-	32383829	32383939	32386778	32386895	32381213	32381268	32394079	32394140	1363	2	0	0,0	0,4	266	259	1	1.0	1.0	NA,0.0	1.0
1364	"ENSG00000160058"	"BSDC1"	chr1	-	32383829	32383997	32386778	32386895	32381213	32381268	32394079	32394140	1364	2	0	0,0	0,4	266	298	1	1.0	1.0	NA,0.0	1.0
1486	"ENSG00000108654"	"DDX5"	chr17	-	64504221	64504318	64504676	64504842	64503982	64504116	64506075	64506289	1486	12	8	10,14	8,6	298	246	0.761381459538	1.0	0.553	0.508,0.658	-0.03
1523	"ENSG00000143416"	"SELENBP1"	chr1	-	151369003	151369189	151369441	151369554	151368198	151368319	151369712	151369769	1523	4	4	0,2	0,5	262	298	1	1.0	0.532	NA,0.313	0.219
1655	"ENSG00000134240"	"HMGCS2"	chr1	-	119759117	119759282	119759863	119759989	119757272	119757438	119764171	119764626	1655	27	8	0,2	4,0	275	298	0.482266187297	1.0	0.785	0.0,1.0	0.285
1666	"ENSG00000138750"	"NUP54"	chr4	-	76136185	76136412	76144148	76144292	76134174	76134362	76144389	76144473	1666	2	0	0,0	0,2	293	298	1	1.0	1.0	NA,0.0	1.0
1822	"ENSG00000118785"	"SPP1"	chr4	+	87980045	87980126	87980392	87980434	87977058	87977097	87981474	87981798	1822	2	0	6,9	0,2	230	191	0.885950758819	1.0	1.0	1.0,0.789	0.105
2202	"ENSG00000140612"	"SEC11A"	chr15	-	84680712	84680832	84687624	84687774	84670724	84670782	84691534	84691644	2202	0	2	4,0	0,0	298	269	1	1.0	0.0	1.0,NA	-1.0
2253	"ENSG00000169045"	"HNRNPH1"	chr5	-	179620891	179621035	179621241	179621397	179619268	179619407	179623036	179623164	2253	0	2	2,6	0,0	298	293	1.34159891285e-06	1.744078586705e-05	0.0	1.0,1.0	-1.0
2325	"ENSG00000084623"	"EIF3I"	chr1	+	32226170	32226283	32226402	32226530	32224409	32224475	32228498	32228609	2325	0	4	0,2	2,0	262	277	0.104757784633	0.29690336636589476	0.0	0.0,1.0	-0.5
2326	"ENSG00000084623"	"EIF3I"	chr1	+	32226170	32226320	32226402	32226530	32224409	32224475	32228498	32228609	2326	0	4	0,2	2,0	298	277	0.127844976998	0.31656851447123807	0.0	0.0,1.0	-0.5
2611	"ENSG00000187446"	"CHP1"	chr15	+	41262755	41262883	41270556	41270618	41256909	41256990	41278766	41278889	2611	2	0	2,0	0,2	277	211	0.0733435613695	0.2631271650117067	1.0	1.0,0.0	0.5
2707	"ENSG00000122591"	"FAM126A"	chr7	-	22978268	22978448	22983948	22984045	22977340	22977421	22991060	22991139	2707	0	2	2,0	0,0	246	298	1	1.0	0.0	1.0,NA	-1.0
2711	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26193574	26193598	26193598	26193694	26193250	26193373	26195846	26195909	2711	2	0	0,0	0,2	245	173	1	1.0	1.0	NA,0.0	1.0
2712	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26193574	26193652	26195846	26195909	26193250	26193373	26196400	26196481	2712	2	0	0,0	0,2	212	227	1	1.0	1.0	NA,0.0	1.0
2775	"ENSG00000129103"	"SUMF2"	chr7	+	56074173	56074218	56074585	56074736	56072996	56073111	56076833	56076889	2775	2	0	0,0	2,2	194	298	4.62608160889e-07	1.2027812183114001e-05	1.0	0.0,0.0	1.0
2805	"ENSG00000071462"	"BUD23"	chr7	+	73686998	73687095	73690915	73691012	73686817	73686900	73692595	73692646	2805	2	0	2,6	0,4	246	246	0.0132028987264	0.06241370307025455	1.0	1.0,0.6	0.2
2820	"ENSG00000051825"	"MPHOSPH9"	chr12	-	123202623	123203084	123203113	123203375	123202163	123202319	123210055	123210162	2820	0	2	4,0	0,0	298	298	1	1.0	0.0	1.0,NA	-1.0
2917	"ENSG00000128595"	"CALU"	chr7	+	128754261	128754455	128754528	128754722	128748572	128748804	128758870	128759037	2917	6	0	0,2	2,0	298	298	0.115914305631	0.3013771946406	1.0	0.0,1.0	0.5
3027	"ENSG00000104613"	"INTS10"	chr8	+	19819572	19819676	19820378	19820518	19818274	19818342	19822438	19822520	3027	0	2	0,2	0,0	253	289	1	1.0	0.0	NA,1.0	-1.0
3076	"ENSG00000215301"	"DDX3X"	chrX	+	41343215	41343351	41343736	41343822	41342736	41342836	41344029	41344128	3076	6	0	0,0	10,2	285	235	2.60130916807e-10	1.3526807673964e-08	1.0	0.0,0.0	1.0
3158	"ENSG00000104763"	"ASAH1"	chr8	-	18069791	18069872	18071299	18071390	18067219	18067298	18075540	18075587	3158	0	4	4,6	2,2	240	230	7.43841181745e-05	0.0004297749050082222	0.0	0.657,0.742	-0.7
3159	"ENSG00000104763"	"ASAH1"	chr8	-	18069791	18069878	18071299	18071390	18067219	18067298	18075540	18075587	3159	0	4	4,6	2,2	240	236	7.25506235267e-05	0.0004297749050082222	0.0	0.663,0.747	-0.705
3171	"ENSG00000151655"	"ITIH2"	chr10	+	7707200	7707233	7709021	7709191	7705107	7705182	7713180	7713285	3171	2	16	0,0	2,12	182	298	0.0881114059307	0.28636206927477503	0.17	0.0,0.0	0.17
3332	"ENSG00000134333"	"LDHA"	chr11	+	18399430	18399548	18400836	18401010	18396818	18396968	18402839	18403013	3332	4	4	8,4	8,6	267	298	0.830679683857	1.0	0.527	0.527,0.427	0.05
3361	"ENSG00000182919"	"C11orf54"	chr11	+	93755209	93755386	93757315	93757465	93753935	93754037	93759741	93759858	3361	4	8	0,2	0,0	298	298	1	1.0	0.333	NA,1.0	-0.667
3403	"ENSG00000163131"	"CTSS"	chr1	-	150750005	150750171	150751780	150752008	150747776	150747879	150755000	150755150	3403	2	0	6,2	2,0	298	298	0.861930096585	1.0	1.0	0.75,1.0	0.125
3404	"ENSG00000163131"	"CTSS"	chr1	-	150751780	150752008	150755000	150755150	150750005	150750171	150757857	150757980	3404	4	8	12,0	2,2	298	298	0.765966117892	1.0	0.333	0.857,0.0	-0.095
3422	"ENSG00000110756"	"HPS5"	chr11	-	18291441	18292019	18292898	18292976	18287892	18288013	18295019	18295169	3422	0	2	1,2	0,0	227	298	1.2402667301e-06	1.744078586705e-05	0.0	1.0,1.0	-1.0
3495	"ENSG00000149273"	"RPS3"	chr11	+	75402351	75402379	75404019	75404207	75401639	75401733	75404671	75404868	3495	2	12	0,0	12,6	177	298	0.0488784379524	0.1955137518096	0.219	0.0,0.0	0.219
3496	"ENSG00000149273"	"RPS3"	chr11	+	75402351	75402446	75404019	75404207	75401639	75401733	75404671	75404868	3496	2	12	0,8	12,6	244	298	0.76413149377	1.0	0.169	0.0,0.62	-0.141
3733	"ENSG00000110958"	"PTGES3"	chr12	-	56671748	56671809	56672739	56672809	56670274	56670364	56672951	56673065	3733	6	0	0,0	0,2	219	210	1	1.0	1.0	NA,0.0	1.0
3798	"ENSG00000089157"	"RPLP0"	chr12	-	120198553	120198739	120198853	120199000	120197321	120197462	120199117	120199205	3798	22	16	6,6	6,10	296	298	0.231809202479	0.524090370822087	0.581	0.502,0.377	0.141
3812	"ENSG00000127022"	"CANX"	chr5	+	179706257	179706331	179707131	179707190	179705678	179705852	179708238	179708380	3812	2	2	2,4	0,4	223	208	0.301929253785	0.6541800498675	0.483	1.0,0.483	-0.259
