ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
77	"ENSG00000138942"	"RNF185"	chr22	+	31204488	31207013	31204488	31204966	31205376	31207013	77	237	0	93,101,64,54	0,2,0,0	298	149	1	1.0	1.0	1.0,0.962,1.0,1.0	0.01
81	"ENSG00000198832"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	81	4	2	0,0,0,0	15,0,0,0	298	149	1	1.0	0.5	0.0,NA,NA,NA	0.5
87	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	87	26	4	59,6,7,10	14,2,0,0	298	149	0.764996271559	1.0	0.765	0.678,0.6,1.0,1.0	-0.054
88	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	88	27	2	60,6,7,10	15,0,0,0	298	149	0.649134311136	1.0	0.871	0.667,1.0,1.0,1.0	-0.046
89	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	89	27	0	11,5,2,5	1,0,0,0	298	149	1	1.0	1.0	0.846,1.0,1.0,1.0	0.038
90	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851	90	7	0	33,4,2,0	2,0,0,0	298	149	1	1.0	1.0	0.892,1.0,1.0,NA	0.036
91	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997410	27998152	27997410	27997739	27997985	27998152	91	7	0	10,4,0,0	3,6,0,0	298	149	1	1.0	1.0	0.625,0.25,NA,NA	0.562
94	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27998152	27998603	27998838	94	3	0	2,1,3,0	2,0,0,0	298	149	1	1.0	1.0	0.333,1.0,1.0,NA	0.222
96	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26465454	26465551	26466225	26466262	96	2	2	9,2,0,0	17,0,0,0	298	149	1	1.0	0.333	0.209,1.0,NA,NA	-0.272
97	"ENSG00000100099"	"HPS4"	chr22	-	26466225	26468623	26466225	26466262	26468550	26468623	97	2	0	7,0,0,0	20,0,0,0	298	149	1	1.0	1.0	0.149,NA,NA,NA	0.851
100	"ENSG00000100031"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610454	24610531	100	7	0	65,6,4,15	5,0,0,0	267	149	0.364191132597	0.9541156804429934	1.0	0.879,1.0,1.0,1.0	0.03
103	"ENSG00000100014"	"SPECC1L"	chr22	+	24321287	24322918	24321287	24321323	24321404	24322918	103	159	0	76,43,36,55	2,0,0,1	230	149	1	1.0	1.0	0.961,1.0,1.0,0.973	0.017
142	"ENSG00000093072"	"ADA2"	chr22	-	17189941	17191810	17189941	17190032	17191682	17191810	142	2	94	3,2,0,2	31,16,23,55	298	149	0.817294624904	1.0	0.011	0.046,0.059,0.0,0.018	-0.02
144	"ENSG00000100359"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	144	0	2	2,0,0,0	9,0,0,0	233	149	1	1.0	0.0	0.124,NA,NA,NA	-0.124
148	"ENSG00000233215"	"LINC01687"	chr21	-	22062008	22062648	22062008	22062165	22062553	22062648	148	63	6	10,11,26,4	4,7,8,13	298	149	0.000167794252893	0.004472202194875413	0.84	0.556,0.44,0.619,0.133	0.403
154	"ENSG00000130724"	"CHMP2A"	chr19	-	58551565	58551967	58551565	58551776	58551905	58551967	154	0	31	8,0,0,0	169,23,13,6	278	149	0.640135676695	1.0	0.0	0.025,0.0,0.0,0.0	-0.006
155	"ENSG00000179909"	"ZNF154"	chr19	-	57697366	57701145	57697366	57697841	57700987	57701145	155	32	3	10,21,32,67	0,4,3,0	298	149	0.380879520414	0.9831664821084599	0.842	1.0,0.724,0.842,1.0	-0.049
157	"ENSG00000166770"	"ZNF667-AS1"	chr19	+	56494162	56495437	56494162	56494342	56495047	56495437	157	69	0	8,8,3,5	0,0,1,0	298	149	1	1.0	1.0	1.0,1.0,0.6,1.0	0.1
158	"ENSG00000267454"	"ZNF582-AS1"	chr19	+	56398276	56399168	56398276	56398383	56398893	56399168	158	0	2	0,0,0,2	2,0,0,0	298	149	1	1.0	0.0	0.0,NA,NA,1.0	-0.5
161	"ENSG00000108107"	"RPL28"	chr19	+	55386569	55388048	55386569	55386693	55387929	55388048	161	0	2	18,0,0,0	271,2,2,1	298	149	0.175092073287	0.6124424472348969	0.0	0.032,0.0,0.0,0.0	-0.008
169	"ENSG00000170889"	"RPS9"	chr19	+	54206552	54207647	54206552	54206724	54207397	54207647	169	2	0	39,2,0,0	18,0,0,1	298	149	1	1.0	1.0	0.52,1.0,NA,0.0	0.493
176	"ENSG00000161551"	"ZNF577"	chr19	-	51886820	51887936	51886820	51886912	51887831	51887936	176	22	2	7,4,0,5	0,0,0,0	298	149	1	1.0	0.846	1.0,1.0,NA,1.0	-0.154
177	"ENSG00000161551"	"ZNF577"	chr19	-	51886820	51887951	51886820	51886912	51887895	51887951	177	22	2	7,3,0,5	0,0,0,0	298	149	1	1.0	0.846	1.0,1.0,NA,1.0	-0.154
196	"ENSG00000142546"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49558896	49558978	196	1	4	4,2,0,0	33,2,0,0	298	149	1	1.0	0.111	0.057,0.333,NA,NA	-0.084
199	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489912	49490231	49490297	199	10	1	69,3,0,0	2,2,0,0	298	149	1	1.0	0.833	0.945,0.429,NA,NA	0.146
200	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490231	49490297	200	10	164	52,3,0,0	1569,327,20,25	298	149	0.0630635792848	0.3109786593172477	0.03	0.016,0.005,0.0,0.0	0.025
203	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490576	49489849	49490297	49490474	49490576	203	4	1024	17,0,0,3	2926,949,169,210	298	149	1	1.0	0.002	0.003,0.0,0.0,0.007	-0.001
206	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490864	49489849	49490576	49490778	49490864	206	1	11	42,0,0,0	718,1,1,6	298	149	0.640284615989	1.0	0.043	0.028,0.0,0.0,0.0	0.036
207	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491039	49491099	207	4	52	95,7,1,0	1954,116,7,13	298	149	0.836392327587	1.0	0.037	0.024,0.029,0.067,0.0	0.007
209	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491547	49490778	49491099	49491424	49491547	209	1	77	46,7,0,1	3306,344,24,24	298	149	1	1.0	0.006	0.007,0.01,0.0,0.02	-0.003
210	"ENSG00000104872"	"PIH1D1"	chr19	-	49447826	49448010	49447826	49447908	49448000	49448010	210	1	0	6,0,0,0	96,10,0,0	241	149	1	1.0	1.0	0.037,0.0,NA,NA	0.982
217	"ENSG00000063177"	"RPL18"	chr19	-	48615330	48615946	48615330	48615447	48615876	48615946	217	2	0	2,0,0,0	208,3,1,2	298	149	7.65283065975e-05	0.0023065774652050236	1.0	0.005,0.0,0.0,0.0	0.999
218	"ENSG00000105483"	"CARD8"	chr19	-	48232452	48234543	48232452	48232493	48234402	48234543	218	77	42	104,16,39,58	23,22,17,23	298	149	0.624901241083	1.0	0.478	0.693,0.267,0.534,0.558	-0.035
219	"ENSG00000105483"	"CARD8"	chr19	-	48232452	48234543	48232452	48232789	48234402	48234543	219	72	2	94,20,37,61	0,0,0,0	298	149	0.543696407357	1.0	0.947	1.0,1.0,1.0,1.0	-0.053
221	"ENSG00000160007"	"ARHGAP35"	chr19	+	46987988	46989675	46987988	46988066	46989543	46989675	221	2	16	8,0,0,0	62,13,10,2	298	149	0.432640027221	1.0	0.059	0.061,0.0,0.0,0.0	0.044
222	"ENSG00000181027"	"FKRP"	chr19	+	46748514	46748884	46748514	46748665	46748774	46748884	222	1	1	4,0,0,0	0,0,0,0	258	149	1	1.0	0.366	1.0,NA,NA,NA	-0.634
237	"ENSG00000267107"	"PCAT19"	chr19	-	41454168	41456487	41454168	41454727	41456360	41456487	237	6	2	4,2,11,10	0,2,0,0	298	149	0.00392418747911	0.045360231613368274	0.6	1.0,0.333,1.0,1.0	-0.233
238	"ENSG00000267107"	"PCAT19"	chr19	-	41454168	41456487	41454168	41454741	41456360	41456487	238	6	4	0,2,11,10	0,0,3,0	298	149	1	1.0	0.429	NA,1.0,0.647,1.0	-0.453
240	"ENSG00000248098"	"BCKDHA"	chr19	+	41410636	41411009	41410636	41410816	41410922	41411009	240	0	4	3,0,0,0	140,6,0,0	255	149	1	1.0	0.0	0.012,0.0,NA,NA	-0.006
241	"ENSG00000269858"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807483	40807551	241	2	8	6,0,0,2	91,6,0,0	298	149	1	1.0	0.111	0.032,0.0,NA,1.0	-0.233
246	"ENSG00000013275"	"PSMC4"	chr19	+	39980069	39980454	39980069	39980146	39980285	39980454	246	1	63	21,7,2,0	191,44,20,33	288	149	0.00784447269186	0.07248832215257449	0.008	0.054,0.076,0.049,0.0	-0.037
247	"ENSG00000013275"	"PSMC4"	chr19	+	39980285	39980717	39980285	39980454	39980661	39980717	247	0	125	6,0,2,2	210,138,97,76	298	149	1	1.0	0.0	0.014,0.0,0.01,0.013	-0.009
250	"ENSG00000105193"	"RPS16"	chr19	-	39433222	39433569	39433222	39433418	39433521	39433569	250	4	277	9,0,0,3	468,163,73,94	252	149	1	1.0	0.008	0.011,0.0,0.0,0.019	0.001
251	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	251	4	134	9,2,2,3	262,137,41,19	244	149	0.826613043423	1.0	0.018	0.021,0.009,0.029,0.088	-0.019
252	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	252	1	5	15,3,0,0	216,16,0,1	298	149	1	1.0	0.091	0.034,0.086,NA,0.0	0.051
253	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435657	39435708	253	1	0	138,5,0,0	3,0,0,0	298	149	1	1.0	1.0	0.958,1.0,NA,NA	0.021
254	"ENSG00000006712"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	254	2	24	0,1,0,0	58,11,2,2	242	149	0.487289447499	1.0	0.049	0.0,0.053,0.0,0.0	0.036
255	"ENSG00000006712"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	255	0	9	5,0,0,0	21,0,1,1	247	149	1	1.0	0.0	0.126,NA,0.0,0.0	-0.042
257	"ENSG00000130755"	"GMFG"	chr19	-	39328358	39329073	39328358	39328548	39328999	39329073	257	3	28	6,2,0,6	21,31,3,9	298	149	0.342591005957	0.913104127447376	0.051	0.125,0.031,0.0,0.25	-0.051
261	"ENSG00000104824"	"HNRNPL"	chr19	-	38840095	38840559	38840095	38840376	38840487	38840559	261	0	5	7,0,0,0	167,2,0,4	260	149	1	1.0	0.0	0.023,0.0,NA,0.0	-0.008
278	"ENSG00000239382"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013343	36013422	278	1	3	5,0,0,0	12,12,0,2	298	149	1	1.0	0.143	0.172,0.0,NA,0.0	0.086
285	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421	285	0	1	2,0,0,0	13,0,0,0	298	149	1	1.0	0.0	0.071,NA,NA,NA	-0.071
286	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35744738	35744322	35744421	35744625	35744738	286	5	15	24,0,0,0	13,2,0,2	298	149	1	1.0	0.143	0.48,0.0,NA,0.0	-0.017
287	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35745187	35744322	35744421	35745124	35745187	287	5	0	18,0,0,0	2,0,0,0	298	149	1	1.0	1.0	0.818,NA,NA,NA	0.182
292	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35546944	35547029	292	0	13	6,2,0,0	103,17,3,0	285	149	1	1.0	0.0	0.03,0.058,0.0,NA	-0.029
294	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35546671	35547029	35547118	35547240	294	3	52	10,6,0,0	108,50,13,12	238	149	0.482264639373	1.0	0.035	0.055,0.07,0.0,0.0	0.004
296	"ENSG00000161249"	"DMKN"	chr19	-	35499957	35500580	35499957	35500029	35500532	35500580	296	2	6	0,0,0,0	0,0,2,0	298	149	1	1.0	0.143	NA,NA,0.0,NA	0.143
299	"ENSG00000161249"	"DMKN"	chr19	-	35510183	35510510	35510183	35510252	35510378	35510510	299	0	2	0,2,0,0	0,0,0,0	275	149	1	1.0	0.0	NA,1.0,NA,NA	-1.0
304	"ENSG00000266964"	"FXYD1"	chr19	+	35141131	35141572	35141131	35141206	35141535	35141572	304	0	11	1,0,0,0	22,0,0,0	298	149	1	1.0	0.0	0.022,NA,NA,NA	-0.022
310	"ENSG00000021488"	"SLC7A9"	chr19	-	32859840	32860650	32859840	32859964	32860605	32860650	310	0	20	2,0,0,0	73,2,6,0	298	149	1	1.0	0.0	0.014,0.0,0.0,NA	-0.005
311	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910	311	6	2	8,0,0,0	81,0,2,0	234	149	1	1.0	0.656	0.059,NA,0.0,NA	0.627
319	"ENSG00000261824"	"LINC00662"	chr19	-	27792999	27793899	27792999	27793232	27793531	27793899	319	2	4	4,3,2,0	9,2,0,0	298	149	1	1.0	0.2	0.182,0.429,1.0,NA	-0.337
330	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132433	19132656	19132754	330	10	0	80,13,2,4	7,0,0,0	298	149	0.0435953516403	0.24622593527139666	1.0	0.851,1.0,1.0,1.0	0.037
341	"ENSG00000006015"	"REX1BD"	chr19	+	18590853	18592336	18590853	18590933	18592107	18592336	341	0	13	5,0,0,0	49,9,0,0	298	149	1	1.0	0.0	0.049,0.0,NA,NA	-0.025
342	"ENSG00000221983"	"UBA52"	chr19	+	18574869	18575241	18574869	18574972	18575056	18575241	342	0	69	14,0,0,0	1245,141,9,12	233	149	1	1.0	0.0	0.007,0.0,0.0,0.0	-0.002
353	"ENSG00000130299"	"GTPBP3"	chr19	+	17338007	17338451	17338007	17338255	17338364	17338451	353	2	0	0,0,0,0	0,2,0,0	258	149	1	1.0	1.0	NA,0.0,NA,NA	1.0
356	"ENSG00000053501"	"USE1"	chr19	+	17215801	17216070	17215801	17215851	17215991	17216070	356	0	5	1,1,0,0	21,2,0,0	289	149	1	1.0	0.0	0.024,0.205,NA,NA	-0.114
357	"ENSG00000099331"	"MYO9B"	chr19	+	17202841	17203258	17202841	17202883	17203146	17203258	357	2	0	8,0,0,2	24,0,0,0	298	149	1	1.0	1.0	0.143,NA,NA,1.0	0.428
360	"ENSG00000214046"	"SMIM7"	chr19	-	16646147	16647261	16646147	16646800	16647095	16647261	360	80	0	182,111,15,24	7,4,0,0	298	149	0.0379886398675	0.22154315293433544	1.0	0.929,0.933,1.0,1.0	0.034
364	"ENSG00000167460"	"TPM4"	chr19	+	16088026	16089120	16088026	16088097	16089044	16089120	364	3	242	16,4,1,12	155,336,271,155	298	149	0.105332412985	0.4452677227594365	0.006	0.049,0.006,0.002,0.037	-0.018
366	"ENSG00000186204"	"CYP4F12"	chr19	+	15680243	15680519	15680243	15680297	15680391	15680519	366	0	4	5,0,0,0	12,0,0,0	243	149	1	1.0	0.0	0.203,NA,NA,NA	-0.203
367	"ENSG00000186204"	"CYP4F12"	chr19	+	15683492	15684882	15683492	15683763	15684815	15684882	367	5	35	10,0,0,2	30,0,0,0	298	149	1	1.0	0.067	0.143,NA,NA,1.0	-0.504
368	"ENSG00000186204"	"CYP4F12"	chr19	+	15696160	15696512	15696160	15696225	15696429	15696512	368	0	2	24,0,0,0	8,0,0,0	298	149	1	1.0	0.0	0.6,NA,NA,NA	-0.6
371	"ENSG00000105127"	"AKAP8"	chr19	-	15372217	15373340	15372217	15372347	15372850	15373340	371	2	0	6,0,0,0	11,0,0,0	298	149	1	1.0	1.0	0.214,NA,NA,NA	0.786
373	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15117880	15118015	373	1	8	1,0,0,0	40,7,6,2	298	149	0.241449967658	0.7457681189315248	0.059	0.012,0.0,0.0,0.0	0.056
389	"ENSG00000104774"	"MAN2B1"	chr19	-	12655693	12656687	12655693	12655879	12656570	12656687	389	0	2	3,0,0,0	25,2,4,0	298	149	1	1.0	0.0	0.057,0.0,0.0,NA	-0.019
395	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11346268	11345519	11345628	11346207	11346268	395	4	0	55,3,0,0	5,2,0,0	298	149	1	1.0	1.0	0.846,0.429,NA,NA	0.363
397	"ENSG00000129351"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192	397	1	12	15,2,0,0	38,5,0,2	298	149	1	1.0	0.04	0.165,0.167,NA,0.0	-0.071
398	"ENSG00000129351"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684415	10685765	398	9	16	11,0,1,7	40,7,3,2	298	149	0.399226527015	1.0	0.22	0.121,0.0,0.143,0.636	-0.005
399	"ENSG00000129351"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684858	10685765	399	107	2	77,57,54,73	0,0,1,0	298	149	0.712646101341	1.0	0.964	1.0,1.0,0.964,1.0	-0.027
400	"ENSG00000129353"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10634973	10635073	400	10	59	1,0,0,0	23,9,15,10	235	149	1.69712823233e-05	0.0008048880219506249	0.097	0.027,0.0,0.0,0.0	0.09
401	"ENSG00000129353"	"SLC44A2"	chr19	+	10635162	10635515	10635162	10635255	10635430	10635515	401	0	4	2,0,0,0	7,1,2,0	298	149	1	1.0	0.0	0.125,0.0,0.0,NA	-0.042
404	"ENSG00000129347"	"KRI1"	chr19	-	10559358	10559708	10559358	10559529	10559612	10559708	404	0	1	1,0,0,0	13,0,0,2	232	149	1	1.0	0.0	0.047,NA,NA,0.0	-0.024
407	"ENSG00000105401"	"CDC37"	chr19	-	10395227	10395543	10395227	10395343	10395434	10395543	407	7	32	24,8,0,0	152,58,4,8	240	149	0.400034978627	1.0	0.12	0.089,0.079,0.0,0.0	0.078
414	"ENSG00000130816"	"DNMT1"	chr19	-	10139675	10140328	10139675	10139817	10140045	10140328	414	2	9	0,0,0,0	30,1,0,4	298	149	1	1.0	0.1	0.0,0.0,NA,0.0	0.1
418	"ENSG00000130816"	"DNMT1"	chr19	-	10160017	10160418	10160017	10160063	10160383	10160418	418	5	17	0,0,0,0	24,4,1,8	298	149	0.000618390771906	0.012235032143538957	0.128	0.0,0.0,0.0,0.0	0.128
427	"ENSG00000233927"	"RPS28"	chr19	+	8321655	8322091	8321655	8321703	8321952	8322091	427	0	4	5,0,0,0	587,1,2,1	298	149	1	1.0	0.0	0.004,0.0,0.0,0.0	-0.001
429	"ENSG00000104938"	"CLEC4M"	chr19	+	7765637	7766807	7765637	7766207	7766655	7766807	429	55	95	0,0,0,0	1,0,0,0	298	149	1	1.0	0.224	0.0,NA,NA,NA	0.224
432	"ENSG00000090674"	"MCOLN1"	chr19	+	7527519	7527960	7527519	7527628	7527863	7527960	432	0	6	2,0,0,0	13,2,4,9	298	149	1	1.0	0.0	0.071,0.0,0.0,0.0	-0.018
438	"ENSG00000031823"	"RANBP3"	chr19	-	5924826	5925737	5924826	5924905	5925633	5925737	438	9	15	6,0,0,0	28,11,12,8	298	149	0.000162382796671	0.004364037660533126	0.231	0.097,0.0,0.0,0.0	0.207
461	"ENSG00000104969"	"SGTA"	chr19	-	2757692	2759294	2757692	2757782	2759256	2759294	461	2	0	2,0,0,1	15,0,0,0	298	149	1	1.0	1.0	0.062,NA,NA,1.0	0.469
466	"ENSG00000104904"	"OAZ1"	chr19	+	2271384	2271954	2271384	2271530	2271781	2271954	466	9	640	21,2,4,0	814,350,194,325	298	149	1	1.0	0.007	0.013,0.003,0.01,0.0	0.0
468	"ENSG00000099875"	"MKNK2"	chr19	-	2042606	2042870	2042606	2042662	2042765	2042870	468	0	5	5,0,0,0	123,2,2,2	252	149	1	1.0	0.0	0.023,0.0,0.0,0.0	-0.006
475	"ENSG00000115268"	"RPS15"	chr19	+	1440018	1440494	1440018	1440253	1440348	1440494	475	0	29	2,0,0,0	858,37,7,13	244	149	1	1.0	0.0	0.001,0.0,0.0,0.0	-0.0
481	"ENSG00000160953"	"PWWP3A"	chr19	+	1357008	1358464	1357008	1357094	1358393	1358464	481	35	35	32,13,8,10	35,6,16,12	298	149	0.761416488203	1.0	0.333	0.314,0.52,0.2,0.294	0.001
489	"ENSG00000011304"	"PTBP1"	chr19	+	804035	804438	804035	804208	804291	804438	489	1	6	11,1,0,0	160,7,0,1	232	149	1	1.0	0.097	0.042,0.084,NA,0.0	0.055
497	"ENSG00000198276"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945975	63946160	63946267	497	0	2	6,1,0,0	50,2,0,0	298	149	1	1.0	0.0	0.057,0.2,NA,NA	-0.129
515	"ENSG00000087460"	"GNAS"	chr20	+	58909349	58909579	58909349	58909423	58909520	58909579	515	5	19	2,0,0,0	398,24,3,1	246	149	0.000526345525956	0.010743445070937342	0.137	0.003,0.0,0.0,0.0	0.136
521	"ENSG00000022277"	"RTF2"	chr20	+	56516934	56517201	56516934	56516989	56517105	56517201	521	12	245	5,2,0,8	130,114,91,75	265	149	0.271210391633	0.8039094788753907	0.027	0.021,0.01,0.0,0.057	0.005
522	"ENSG00000244687"	"UBE2V1"	chr20	-	50096482	50096820	50096482	50096534	50096671	50096820	522	64	4	45,18,8,41	0,0,0,1	286	149	0.00320388313301	0.03974047347675865	0.893	1.0,1.0,1.0,0.955	-0.096
524	"ENSG00000244687"	"UBE2V1"	chr20	-	50115484	50115954	50115484	50115621	50115829	50115954	524	2	0	8,16,16,16	0,0,1,0	298	149	1	1.0	1.0	1.0,1.0,0.889,1.0	0.028
525	"ENSG00000124198"	"ARFGEF2"	chr20	+	49013563	49013960	49013563	49013694	49013830	49013960	525	8	84	16,6,1,6	52,40,41,29	285	149	0.180829898881	0.6243858928171574	0.047	0.139,0.073,0.013,0.098	-0.034
526	"ENSG00000196562"	"SULF2"	chr20	-	47659398	47659730	47659398	47659452	47659696	47659730	526	13	36	5,13,2,10	15,20,16,21	298	149	0.84016489358	1.0	0.153	0.143,0.245,0.059,0.192	-0.007
527	"ENSG00000062598"	"ELMO2"	chr20	-	46368890	46370525	46368890	46368968	46370442	46370525	527	3	41	7,2,6,3	32,13,22,27	298	149	0.116603072489	0.47371086883198116	0.035	0.099,0.071,0.12,0.053	-0.051
528	"ENSG00000080189"	"SLC35C2"	chr20	-	46349527	46350890	46349527	46350524	46350760	46350890	528	12	2	19,1,0,0	10,0,0,0	298	149	1	1.0	0.75	0.487,1.0,NA,NA	0.006
