ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
197	"ENSG00000142207"	"URB1"	chr21	-	32366617	32366755	32363155	32363329	32368402	32368598
198	"ENSG00000142207"	"URB1"	chr21	-	32372506	32372631	32368402	32368598	32373646	32373772
200	"ENSG00000156304"	"SCAF4"	chr21	-	31700994	31701171	31696568	31696750	31701775	31701823
203	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31659692	31659841	31666448	31666518
204	"ENSG00000142168"	"SOD1"	chr21	+	31666448	31666518	31659692	31659841	31667257	31667341
207	"ENSG00000156299"	"TIAM1"	chr21	-	31266009	31266983	31251741	31252189	31339242	31339422
208	"ENSG00000156299"	"TIAM1"	chr21	-	31276731	31276908	31266009	31266983	31339242	31339422
211	"ENSG00000156273"	"BACH1"	chr21	+	29321220	29321514	29298921	29298953	29326058	29326336
212	"ENSG00000156273"	"BACH1"	chr21	+	29321220	29321514	29305202	29305322	29326058	29326336
214	"ENSG00000156261"	"CCT8"	chr21	-	29061252	29061417	29060540	29060660	29061495	29061567
228	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25741572	25741675	25749035	25749120
229	"ENSG00000154727"	"GABPA"	chr21	+	25749035	25749120	25741572	25741675	25751988	25752234
268	"ENSG00000215386"	"MIR99AHG"	chr21	+	16214256	16214378	16181590	16181687	16231055	16231115
278	"ENSG00000215386"	"MIR99AHG"	chr21	+	16383159	16383304	16231055	16231115	16487489	16487538
282	"ENSG00000215386"	"MIR99AHG"	chr21	+	16391613	16391685	16279740	16279862	16487489	16487538
283	"ENSG00000215386"	"MIR99AHG"	chr21	+	16391613	16391685	16383159	16383304	16487489	16487538
287	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16231055	16231115	16537378	16537439
308	"ENSG00000155313"	"USP25"	chr21	+	15777903	15778027	15765996	15766141	15791501	15791664
309	"ENSG00000155313"	"USP25"	chr21	+	15791501	15791664	15765996	15766141	15799756	15799843
310	"ENSG00000155313"	"USP25"	chr21	+	15799756	15799843	15791501	15791664	15805120	15805258
311	"ENSG00000155313"	"USP25"	chr21	+	15808808	15808885	15805120	15805258	15811136	15811210
312	"ENSG00000155313"	"USP25"	chr21	+	15811136	15811210	15805120	15805258	15818697	15818729
313	"ENSG00000155313"	"USP25"	chr21	+	15824038	15824166	15818697	15818846	15824965	15825061
314	"ENSG00000155313"	"USP25"	chr21	+	15824038	15824166	15818697	15818846	15826203	15826365
315	"ENSG00000155313"	"USP25"	chr21	+	15824965	15825061	15818697	15818846	15826203	15826365
316	"ENSG00000155313"	"USP25"	chr21	+	15824965	15825061	15824038	15824166	15826203	15826365
318	"ENSG00000155313"	"USP25"	chr21	+	15833347	15833548	15826976	15827203	15864267	15864446
319	"ENSG00000155313"	"USP25"	chr21	+	15842397	15842540	15833347	15833548	15864267	15864446
322	"ENSG00000155313"	"USP25"	chr21	+	15864267	15864446	15842397	15842540	15866265	15866344
323	"ENSG00000155313"	"USP25"	chr21	+	15874402	15874526	15870067	15870147	15877795	15877991
335	"ENSG00000281903"	"LINC02246"	chr21	-	14853273	14853431	14825522	14825624	14857541	14857708
336	"ENSG00000281903"	"LINC02246"	chr21	-	14853273	14853431	14837181	14837823	14857541	14857708
337	"ENSG00000281903"	"LINC02246"	chr21	-	14902898	14903015	14857541	14857708	14913462	14913522
340	"ENSG00000155304"	"HSPA13"	chr21	-	14375651	14375819	14371114	14374284	14378198	14378412
374	"ENSG00000184319"	"RPL23AP82"	chr22	+	50783119	50783294	50756947	50757326	50785172	50785293
376	"ENSG00000251322"	"SHANK3"	chr22	+	50711614	50711638	50705375	50706152	50714916	50715047
379	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50572202	50572308	50572005	50572122	50572874	50573060
381	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50579726	50579830	50579425	50579507	50580189	50580416
382	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50579973	50580082	50579726	50579830	50580189	50580416
386	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50372071	50372150	50391866	50392015
387	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50372071	50372150	50393892	50394135
388	"ENSG00000100239"	"PPP6R2"	chr22	+	50391866	50392015	50372071	50372150	50393892	50394135
389	"ENSG00000100239"	"PPP6R2"	chr22	+	50391866	50392015	50388985	50389111	50393892	50394135
390	"ENSG00000100239"	"PPP6R2"	chr22	+	50418866	50418979	50416091	50416157	50419348	50419462
404	"ENSG00000188511"	"C22orf34"	chr22	-	49440875	49441212	49416814	49416928	49657404	49657457
408	"ENSG00000219438"	"TAFA5"	chr22	+	48646596	48646746	48489552	48489704	48707716	48707844
420	"ENSG00000054611"	"TBC1D22A"	chr22	+	47037070	47037198	46997633	46997709	47111507	47111603
422	"ENSG00000075234"	"TTC38"	chr22	+	46281598	46281718	46278585	46278661	46283972	46284032
425	"ENSG00000186951"	"PPARA"	chr22	+	46175988	46176144	46151887	46151970	46176752	46176836
429	"ENSG00000186951"	"PPARA"	chr22	+	46219811	46220014	46218262	46218401	46231791	46232239
430	"ENSG00000186951"	"PPARA"	chr22	+	46231791	46232239	46218262	46218401	46235132	46235403
433	"ENSG00000100376"	"FAM118A"	chr22	+	45322041	45322215	45321601	45321793	45322370	45322383
444	"ENSG00000093000"	"NUP50"	chr22	+	45175893	45176080	45171599	45171683	45181285	45181367
445	"ENSG00000093000"	"NUP50"	chr22	+	45178237	45178900	45171599	45171683	45181285	45181367
447	"ENSG00000226328"	"NUP50-DT"	chr22	-	45138823	45138916	45133019	45134797	45152404	45152623
464	"ENSG00000198951"	"NAGA"	chr22	-	42067764	42067936	42067112	42067290	42068438	42068574
469	"ENSG00000198911"	"SREBF2"	chr22	+	41891249	41891399	41886268	41886308	41893116	41893285
470	"ENSG00000198911"	"SREBF2"	chr22	+	41897051	41897161	41894819	41894937	41898648	41898781
473	"ENSG00000100138"	"SNU13"	chr22	-	41682355	41682587	41680243	41680364	41687721	41688327
476	"ENSG00000100138"	"SNU13"	chr22	-	41687721	41688327	41682355	41682587	41688793	41688799
487	"ENSG00000100401"	"RANGAP1"	chr22	-	41284900	41285153	41280932	41281082	41285362	41285905
499	"ENSG00000100393"	"EP300"	chr22	+	41131387	41131633	41129889	41130003	41135812	41135906
502	"ENSG00000100393"	"EP300"	chr22	+	41168448	41168599	41166598	41166666	41168720	41168867
503	"ENSG00000100387"	"RBX1"	chr22	+	40964046	40964117	40953554	40953633	40972475	40973309
504	"ENSG00000100387"	"RBX1"	chr22	+	40967798	40967884	40964046	40964117	40972475	40973309
505	"ENSG00000196236"	"XPNPEP3"	chr22	+	40860677	40860793	40857096	40857245	40861617	40862770
507	"ENSG00000196236"	"XPNPEP3"	chr22	+	40881769	40882177	40868998	40869115	40886312	40886515
508	"ENSG00000196236"	"XPNPEP3"	chr22	+	40907586	40907649	40886312	40886515	40909121	40909235
509	"ENSG00000196236"	"XPNPEP3"	chr22	+	40922332	40922513	40914238	40914324	40924361	40924482
515	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40779008	40779125	40819194	40819350
521	"ENSG00000100372"	"SLC25A17"	chr22	-	40799022	40799083	40779008	40779125	40819194	40819326
528	"ENSG00000284431"	"AL022238.3"	chr22	+	40348396	40348646	40346528	40346711	40349831	40350035
541	"ENSG00000100242"	"SUN2"	chr22	-	38754641	38754690	38752506	38752665	38755762	38756000
548	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38656639	38656750	38668016	38668132
550	"ENSG00000100211"	"CBY1"	chr22	+	38665545	38665685	38656955	38657143	38668016	38668132
551	"ENSG00000100211"	"CBY1"	chr22	+	38667568	38667662	38656955	38657143	38668016	38668132
552	"ENSG00000100211"	"CBY1"	chr22	+	38671069	38671188	38670766	38670989	38673158	38673413
557	"ENSG00000100201"	"DDX17"	chr22	-	38495795	38495937	38494885	38495046	38498084	38498150
569	"ENSG00000100129"	"EIF3L"	chr22	+	37886764	37886845	37877673	37878171	37888425	37888479
579	"ENSG00000100097"	"LGALS1"	chr22	+	37678375	37678654	37676998	37677065	37679602	37679802
580	"ENSG00000100097"	"LGALS1"	chr22	+	37678482	37678654	37676855	37677065	37679602	37679640
592	"ENSG00000100368"	"CSF2RB"	chr22	+	36936548	36936652	36935629	36935687	36937376	36938436
601	"ENSG00000100281"	"HMGXB4"	chr22	+	35292991	35293114	35288237	35288407	35293606	35295807
650	"ENSG00000285404"	"Z82190.2"	chr22	+	31792032	31792102	31784813	31784875	31792744	31792817
657	"ENSG00000100150"	"DEPDC5"	chr22	+	31857444	31857553	31846833	31846967	31870589	31870744
662	"ENSG00000100150"	"DEPDC5"	chr22	+	31897481	31897653	31893581	31893751	31901741	31901802
721	"ENSG00000100325"	"ASCC2"	chr22	-	29822334	29822395	29816005	29816073	29825086	29825257
722	"ENSG00000100325"	"ASCC2"	chr22	-	29822334	29822464	29816005	29816073	29825086	29825257
723	"ENSG00000100325"	"ASCC2"	chr22	-	29825086	29825257	29816005	29816073	29832244	29832342
750	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29286922	29287134	29292136	29292169
752	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29288605	29288786	29292136	29292169
753	"ENSG00000182944"	"EWSR1"	chr22	+	29291564	29291599	29288605	29288786	29292136	29292169
760	"ENSG00000100209"	"HSCB"	chr22	+	28743881	28743978	28742038	28742331	28751240	28751288
761	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744704	28743881	28743978	28751240	28751288
762	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744704	28743881	28743978	28757077	28757210
763	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28743881	28743978	28751240	28751288
764	"ENSG00000100209"	"HSCB"	chr22	+	28745863	28746008	28744614	28744704	28751240	28751288
765	"ENSG00000100209"	"HSCB"	chr22	+	28745863	28746008	28744614	28744704	28757077	28757210
767	"ENSG00000100209"	"HSCB"	chr22	+	28751240	28751288	28743881	28743978	28757077	28757210
768	"ENSG00000100209"	"HSCB"	chr22	+	28751240	28751288	28744614	28744704	28757077	28757210
769	"ENSG00000100209"	"HSCB"	chr22	+	28751240	28751288	28745863	28746008	28757077	28757210
784	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27922017	27922178	27919425	27919545	27985691	27986229
790	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27935150	27935230	27922017	27922178	27985691	27986229
805	"ENSG00000244625"	"MIATNB"	chr22	+	26717252	26717459	26672746	26672987	26774155	26774217
806	"ENSG00000244625"	"MIATNB"	chr22	+	26717252	26717459	26693680	26693836	26726643	26726720
807	"ENSG00000244625"	"MIATNB"	chr22	+	26718139	26718231	26717252	26717459	26721649	26722172
809	"ENSG00000244625"	"MIATNB"	chr22	+	26726643	26726794	26717251	26717459	26774155	26774217
810	"ENSG00000244625"	"MIATNB"	chr22	+	26738061	26738240	26672804	26672987	26774155	26774217
811	"ENSG00000244625"	"MIATNB"	chr22	+	26738061	26738240	26726643	26726794	26774155	26774217
815	"ENSG00000100104"	"SRRD"	chr22	+	26490043	26490198	26488389	26488488	26491024	26491070
838	"ENSG00000100077"	"GRK3"	chr22	+	25672295	25672347	25667738	25667800	25674436	25674528
839	"ENSG00000100077"	"GRK3"	chr22	+	25672295	25672347	25667738	25667800	25678815	25678915
840	"ENSG00000100077"	"GRK3"	chr22	+	25674436	25674528	25667738	25667800	25678815	25678915
841	"ENSG00000100077"	"GRK3"	chr22	+	25674436	25674528	25672295	25672347	25678815	25678915
842	"ENSG00000100077"	"GRK3"	chr22	+	25678815	25678915	25674436	25674528	25685169	25685248
844	"ENSG00000100077"	"GRK3"	chr22	+	25718244	25718381	25714407	25714570	25721283	25721397
845	"ENSG00000100058"	"CRYBB2P1"	chr22	+	25519922	25520162	25459415	25459515	25520681	25520854
854	"ENSG00000100031"	"GGT1"	chr22	+	24609961	24610033	24607953	24608023	24610249	24610531
856	"ENSG00000100031"	"GGT1"	chr22	+	24609964	24610033	24607953	24608023	24610249	24610336
867	"ENSG00000178803"	"ADORA2A-AS1"	chr22	-	24460452	24460771	24441991	24442140	24474982	24475153
868	"ENSG00000178803"	"ADORA2A-AS1"	chr22	-	24471767	24471895	24441991	24442140	24474982	24475153
870	"ENSG00000178803"	"ADORA2A-AS1"	chr22	-	24474982	24475153	24471767	24471895	24494689	24494800
874	"ENSG00000100014"	"SPECC1L"	chr22	+	24330255	24330431	24328845	24328919	24334409	24334573
875	"ENSG00000100014"	"SPECC1L"	chr22	+	24363260	24363344	24347085	24347176	24365475	24365632
876	"ENSG00000100014"	"SPECC1L"	chr22	+	24365475	24365632	24363260	24363344	24369217	24369320
880	"ENSG00000099991"	"CABIN1"	chr22	+	24054872	24055159	24050824	24050974	24056191	24056304
881	"ENSG00000099991"	"CABIN1"	chr22	+	24066986	24067181	24064034	24064187	24070799	24071042
897	"ENSG00000228315"	"GUSBP11"	chr22	-	23686830	23686995	23683724	23683867	23690231	23690356
899	"ENSG00000228315"	"GUSBP11"	chr22	-	23686837	23686995	23683724	23683867	23690231	23690293
902	"ENSG00000228315"	"GUSBP11"	chr22	-	23709129	23709241	23705428	23705541	23709785	23709867
903	"ENSG00000211683"	"AP000346.1"	chr22	-	23632787	23632910	23631815	23631973	23635935	23636083
918	"ENSG00000100030"	"MAPK1"	chr22	-	21788693	21788808	21772872	21772982	21799011	21799128
946	"ENSG00000099889"	"ARVCF"	chr22	-	19979742	19980242	19978896	19979080	19981210	19981737
949	"ENSG00000232855"	"AF165147.1"	chr21	-	28482956	28483069	28446289	28446472	28577274	28577380
955	"ENSG00000093009"	"CDC45"	chr22	+	19499100	19499151	19497385	19497447	19505361	19505370
961	"ENSG00000070371"	"CLTCL1"	chr22	-	19239274	19239388	19235695	19235869	19242774	19242936
990	"ENSG00000099954"	"CECR2"	chr22	+	17511812	17511896	17504846	17505016	17524117	17524271
991	"ENSG00000099954"	"CECR2"	chr22	+	17538992	17539119	17538639	17538731	17540411	17540800
1006	"ENSG00000233215"	"LINC01687"	chr21	-	22041219	22041435	22016299	22016410	22062008	22062165
1056	"ENSG00000100196"	"KDELR3"	chr22	+	38479592	38479751	38474522	38474623	38481211	38481464
1072	"ENSG00000099326"	"MZF1"	chr19	-	58570343	58570527	58569515	58569586	58570993	58571429
1076	"ENSG00000083807"	"SLC27A5"	chr19	-	58500511	58500706	58500338	58500429	58501285	58501410
1094	"ENSG00000204514"	"ZNF814"	chr19	-	57868457	57868579	57858814	57858983	57875155	57875226
1128	"ENSG00000269533"	"AC003002.3"	chr19	+	57397047	57397174	57394187	57394223	57413595	57413636
1129	"ENSG00000269533"	"AC003002.3"	chr19	+	57413595	57413636	57394187	57394223	57417911	57418012
1156	"ENSG00000063245"	"EPN1"	chr19	+	55677549	55677734	55676624	55677218	55678526	55678855
1162	"ENSG00000063241"	"ISOC2"	chr19	-	55455635	55455845	55455259	55455378	55456348	55456489
1207	"ENSG00000159055"	"MIS18A"	chr21	-	32270406	32270529	32269706	32269803	32274829	32274896
1217	"ENSG00000167613"	"LAIR1"	chr19	-	54359842	54360072	54356927	54356966	54361009	54361209
1219	"ENSG00000167613"	"LAIR1"	chr19	-	54360021	54360072	54356711	54356966	54361009	54361193
1234	"ENSG00000170949"	"ZNF160"	chr19	-	53085808	53086109	53085160	53085218	53086261	53086321
1243	"ENSG00000213793"	"ZNF888"	chr19	-	52918818	52918937	52917858	52917997	52923368	52923481
1258	"ENSG00000213020"	"ZNF611"	chr19	-	52707420	52707542	52706653	52706864	52714014	52714141
1261	"ENSG00000213020"	"ZNF611"	chr19	-	52707468	52707542	52702812	52706864	52714014	52714141
1265	"ENSG00000213020"	"ZNF611"	chr19	-	52711206	52711304	52707420	52707542	52714014	52714141
1267	"ENSG00000213020"	"ZNF611"	chr19	-	52714014	52714141	52707420	52707542	52715831	52715913
1313	"ENSG00000171051"	"FPR1"	chr19	-	51750202	51750253	51745171	51747005	51750655	51750811
1374	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489912	49487553	49487644	49490231	49490297
1375	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49487509	49487644	49490231	49490297
1376	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490090	49487607	49487644	49490231	49490297
1405	"ENSG00000177380"	"PPFIA3"	chr19	+	49148992	49149168	49148572	49148763	49149256	49149325
1411	"ENSG00000183207"	"RUVBL2"	chr19	+	48994504	48994933	48993897	48993923	48999322	48999364
1416	"ENSG00000104812"	"GYS1"	chr19	-	48991301	48991483	48987193	48987385	48992994	48993309
1417	"ENSG00000104812"	"GYS1"	chr19	-	48991301	48991538	48987193	48987385	48992994	48993283
1434	"ENSG00000105538"	"RASIP1"	chr19	-	48727006	48727158	48726784	48726888	48727392	48727430
1452	"ENSG00000105483"	"CARD8"	chr19	-	48221729	48221855	48215137	48215384	48231659	48231810
1454	"ENSG00000105483"	"CARD8"	chr19	-	48223718	48223868	48221729	48221855	48231659	48232114
1460	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48240961	48241063	48246074	48246381
1462	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48240961	48241063	48249750	48249847
1464	"ENSG00000105483"	"CARD8"	chr19	-	48246074	48246381	48242539	48242644	48249522	48249633
1466	"ENSG00000105483"	"CARD8"	chr19	-	48249522	48249633	48242539	48242644	48249750	48249810
1467	"ENSG00000105483"	"CARD8"	chr19	-	48249750	48249847	48240961	48241063	48255791	48255871
1468	"ENSG00000105483"	"CARD8"	chr19	-	48249750	48249878	48240961	48241063	48255791	48255911
1470	"ENSG00000105486"	"LIG1"	chr19	-	48151231	48151336	48150087	48150210	48153871	48153967
1471	"ENSG00000105486"	"LIG1"	chr19	-	48151231	48151339	48150087	48150210	48153871	48153967
1473	"ENSG00000105486"	"LIG1"	chr19	-	48151231	48151385	48150087	48150210	48153871	48154047
1474	"ENSG00000105486"	"LIG1"	chr19	-	48153871	48153967	48150087	48150210	48157013	48157140
1478	"ENSG00000105398"	"SULT2A1"	chr19	-	47874656	47874834	47870466	47871567	47879035	47879130
1479	"ENSG00000105398"	"SULT2A1"	chr19	-	47879035	47879130	47874656	47874834	47882083	47882210
1480	"ENSG00000105398"	"SULT2A1"	chr19	-	47882083	47882210	47879035	47879130	47883576	47883785
1481	"ENSG00000105398"	"SULT2A1"	chr19	-	47882083	47882210	47879035	47879130	47886121	47886315
1482	"ENSG00000105398"	"SULT2A1"	chr19	-	47883576	47883785	47879035	47879130	47886121	47886315
1483	"ENSG00000105398"	"SULT2A1"	chr19	-	47883576	47883785	47882083	47882210	47886121	47886315
1495	"ENSG00000042753"	"AP2S1"	chr19	-	46845992	46846142	46839464	46839578	46850133	46850316
1532	"ENSG00000007047"	"MARK4"	chr19	+	45263318	45263367	45262990	45263166	45264683	45264749
1539	"ENSG00000130208"	"APOC1"	chr19	+	44914871	44914949	44914554	44914733	44919172	44919343
1541	"ENSG00000130208"	"APOC1"	chr19	+	44915097	44915217	44914868	44914949	44919172	44919349
1542	"ENSG00000130208"	"APOC1"	chr19	+	44916189	44916325	44914868	44914949	44918840	44918961
1544	"ENSG00000130208"	"APOC1"	chr19	+	44916189	44916325	44915097	44915217	44919172	44919209
1547	"ENSG00000130208"	"APOC1"	chr19	+	44918840	44918961	44914868	44914949	44919172	44919342
1555	"ENSG00000216588"	"IGSF23"	chr19	+	44627419	44627573	44623702	44623972	44635400	44635465
1556	"ENSG00000216588"	"IGSF23"	chr19	+	44635400	44635465	44627419	44627573	44636418	44636454
1559	"ENSG00000159917"	"ZNF235"	chr19	-	44234754	44234869	44228728	44228963	44298807	44298903
1563	"ENSG00000167637"	"ZNF283"	chr19	+	43828201	43828281	43827320	43827444	43831317	43831381
1566	"ENSG00000167637"	"ZNF283"	chr19	+	43835504	43835592	43831317	43831381	43846938	43848898
1568	"ENSG00000011422"	"PLAUR"	chr19	-	43652224	43652371	43646094	43646548	43655438	43655573
1572	"ENSG00000105767"	"CADM4"	chr19	-	43624113	43624242	43622367	43623439	43625077	43625250
1579	"ENSG00000157540"	"DYRK1A"	chr21	+	37425689	37425781	37421773	37421866	37428866	37428908
1580	"ENSG00000157540"	"DYRK1A"	chr21	+	37430268	37430400	37420298	37420384	37456129	37456308
1583	"ENSG00000157540"	"DYRK1A"	chr21	+	37456129	37456308	37430268	37430400	37472683	37472880
1654	"ENSG00000268027"	"AC243960.1"	chr19	+	41551752	41551828	41551179	41551494	41553705	41553746
1681	"ENSG00000269858"	"EGLN2"	chr19	+	40807483	40807551	40804072	40807274	40807808	40807913
1682	"ENSG00000077312"	"SNRPA"	chr19	+	40757331	40757441	40751208	40751481	40759430	40759610
1683	"ENSG00000077312"	"SNRPA"	chr19	+	40757331	40757504	40751202	40751481	40759430	40759610
1684	"ENSG00000077312"	"SNRPA"	chr19	+	40757366	40757504	40750874	40751481	40759430	40759610
1712	"ENSG00000179134"	"SAMD4B"	chr19	+	39348287	39348389	39342467	39342576	39354005	39354066
1713	"ENSG00000179134"	"SAMD4B"	chr19	+	39351816	39352374	39348287	39348389	39354005	39354066
1718	"ENSG00000130755"	"GMFG"	chr19	-	39333076	39333126	39329543	39329626	39335434	39335531
1722	"ENSG00000130755"	"GMFG"	chr19	-	39335434	39335531	39329543	39329626	39335973	39336005
1725	"ENSG00000130755"	"GMFG"	chr19	-	39335434	39335554	39329543	39329626	39335973	39336028
1739	"ENSG00000104824"	"HNRNPL"	chr19	-	38845852	38846090	38843370	38843914	38847315	38847434
1748	"ENSG00000178982"	"EIF3K"	chr19	+	38632429	38632496	38626027	38626102	38634992	38635118
1750	"ENSG00000178982"	"EIF3K"	chr19	+	38634992	38635118	38626027	38626102	38636888	38636924
1766	"ENSG00000189144"	"ZNF573"	chr19	-	37758475	37758596	37738286	37740194	37759046	37759139
1767	"ENSG00000189144"	"ZNF573"	chr19	-	37759046	37759139	37738286	37740194	37770004	37770097
1771	"ENSG00000189144"	"ZNF573"	chr19	-	37771563	37771696	37738301	37740194	37779543	37779878
1773	"ENSG00000189144"	"ZNF573"	chr19	-	37772937	37772982	37771563	37771690	37773660	37773751
1783	"ENSG00000196381"	"ZNF781"	chr19	-	37676268	37676394	37670653	37670846	37686450	37686522
1784	"ENSG00000196381"	"ZNF781"	chr19	-	37686450	37686522	37670653	37670846	37691520	37691618
1785	"ENSG00000120784"	"ZFP30"	chr19	-	37644609	37644736	37643264	37643360	37647813	37647899
1787	"ENSG00000180479"	"ZNF571"	chr19	-	37583970	37584097	37563823	37566291	37586667	37586745
1807	"ENSG00000171827"	"ZNF570"	chr19	+	37476338	37476434	37475880	37476007	37483878	37484067
1808	"ENSG00000171827"	"ZNF570"	chr19	+	37476338	37476493	37475880	37476007	37483878	37483960
1809	"ENSG00000245680"	"ZNF585B"	chr19	-	37189660	37189753	37181578	37187244	37190023	37190150
1817	"ENSG00000198453"	"ZNF568"	chr19	+	36922585	36922846	36917578	36917648	36936745	36936872
1819	"ENSG00000198453"	"ZNF568"	chr19	+	36925199	36925258	36922561	36922846	36936745	36936872
1821	"ENSG00000198453"	"ZNF568"	chr19	+	36976326	36976367	36974419	36974466	36991175	36991299
1824	"ENSG00000198453"	"ZNF568"	chr19	+	36991175	36991299	36976326	36976367	36991750	36991846
1837	"ENSG00000254004"	"ZNF260"	chr19	-	36525154	36525373	36510686	36515699	36528218	36528268
1838	"ENSG00000181007"	"ZFP82"	chr19	-	36409780	36409867	36407886	36408013	36418491	36418644
1867	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743205	35742526	35742803	35743808	35743904
1869	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743295	35743345	35742531	35743205	35743808	35743904
1875	"ENSG00000126267"	"COX6B1"	chr19	+	35651232	35651349	35648322	35648403	35654570	35654671
1881	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35546808	35546525	35546585	35547118	35547240
1883	"ENSG00000105677"	"TMEM147"	chr19	+	35546944	35547029	35546671	35546808	35547118	35547240
